date,season,week,eventName,sherdogIdA,sherdogIdB,ourIdA,ourIdB,nameA,nameB,winnerSherdogId,method,round
2018-06-12,2018,1,"Dana White's Tuesday Night Contender Series - Season 2, Episode 1",Austen-Lane-249439,Greg-Hardy-271461,f7d9010e13806799,e7b88fa57ffb42cb,Austen Lane,Greg Hardy,Greg-Hardy-271461,TKO (Punches),1
2018-06-12,2018,1,"Dana White's Tuesday Night Contender Series - Season 2, Episode 1",Chris-Curtis-48039,Sean-Lally-44100,9fc426aaa44255d9,,Chris Curtis,Sean Lally,Chris-Curtis-48039,TKO (Hook Kick and Punches),3
2018-06-12,2018,1,"Dana White's Tuesday Night Contender Series - Season 2, Episode 1",Alonzo-Menifield-210501,Dashawn-Boatwright-241897,990efe1105080c68,,Alonzo Menifield,Dashawn Boatwright,Alonzo-Menifield-210501,TKO (Punches),1
2018-06-12,2018,1,"Dana White's Tuesday Night Contender Series - Season 2, Episode 1",Kevin-Holland-108999,Will-Santiago-Jr-65536,b577c6fa8060ff5c,,Kevin Holland,Will Santiago Jr.,Kevin-Holland-108999,Decision (Unanimous),3
2018-06-19,2018,2,"Dana White's Tuesday Night Contender Series - Season 2, Episode 2",Anthony-Hernandez-86783,Jordan-Wright-79138,9583d6bf13318f23,9492268d8774c0a4,Anthony Hernandez,Jordan Wright,,No Contest (Overturned by NSAC),1
2018-06-19,2018,2,"Dana White's Tuesday Night Contender Series - Season 2, Episode 2",Austin-Springer-41861,Giga-Chikadze-213745,,3739a7ad389dcac5,Austin Springer,Giga Chikadze,Austin-Springer-41861,Submission (Rear-Naked Choke),3
2018-06-19,2018,2,"Dana White's Tuesday Night Contender Series - Season 2, Episode 2",Dwight-Grant-68983,Tyler-Hill-55299,3411cece8b9fb184,,Dwight Grant,Tyler Hill,Dwight-Grant-68983,KO (Punches),2
2018-06-19,2018,2,"Dana White's Tuesday Night Contender Series - Season 2, Episode 2",Matt-Sayles-93675,Yazan-Hajeh-83135,aefa91645d63ab49,,Matt Sayles,Yazan Hajeh,Matt-Sayles-93675,TKO (Punches),1
2018-06-26,2018,3,"Dana White's Tuesday Night Contender Series - Season 2, Episode 3",Jamall-Emmers-84139,Julian-Erosa-71442,d42c88019231799d,7dbe9bb9a5b973b5,Jamall Emmers,Julian Erosa,Julian-Erosa-71442,KO (Head Kick and Punches),2
2018-06-26,2018,3,"Dana White's Tuesday Night Contender Series - Season 2, Episode 3",Greg-Rebello-12293,Josh-Parisian-181225,,85e36eed269a8e5f,Greg Rebello,Josh Parisian,Josh-Parisian-181225,KO (Spinning Backfist),1
2018-06-26,2018,3,"Dana White's Tuesday Night Contender Series - Season 2, Episode 3",Antonina-Shevchenko-45389,Jaimelene-Nievera-88009,2651aa1e611abadc,,Antonina Shevchenko,Jaimelene Nievera,Antonina-Shevchenko-45389,TKO (Knees),2
2018-06-26,2018,3,"Dana White's Tuesday Night Contender Series - Season 2, Episode 3",Jordan-Williams-70941,Tim-Caron-128669,82b4ac7b2ab3eafb,,Jordan Williams,Tim Caron,,No Contest (Overturned by NSAC),3
2018-06-26,2018,3,"Dana White's Tuesday Night Contender Series - Season 2, Episode 3",Austin-Tweedy-91337,Te-Edwards-156303,,c8304578645a0300,Austin Tweedy,Te Edwards,Te-Edwards-156303,KO (Punch),1
2018-07-10,2018,4,"Dana White's Tuesday Night Contender Series - Season 2, Episode 4",Jalin-Turner-158269,Max-Mustaki-79656,e411d4112ff57cb3,,Jalin Turner,Max Mustaki,Jalin-Turner-158269,TKO (Doctor Stoppage),1
2018-07-10,2018,4,"Dana White's Tuesday Night Contender Series - Season 2, Episode 4",Joey-Gomez-124327,Kevin-Aguilar-57838,,434c4533ee6ced38,Joey    Gomez,Kevin Aguilar,Kevin-Aguilar-57838,Decision (Split),3
2018-07-10,2018,4,"Dana White's Tuesday Night Contender Series - Season 2, Episode 4",Jordan-Espinosa-64942,Riley-Dutro-42022,27fc42f9a706f56f,,Jordan Espinosa,Riley Dutro,Jordan-Espinosa-64942,TKO (Punches),3
2018-07-10,2018,4,"Dana White's Tuesday Night Contender Series - Season 2, Episode 4",Alton-Cunningham-166015,Bevon-Lewis-211153,,8a049373a2a84299,Alton Cunningham,Bevon Lewis,Bevon-Lewis-211153,TKO (Knees),1
2018-07-17,2018,5,"Dana White's Tuesday Night Contender Series - Season 2, Episode 5",Jamie-Colleen-Miller-115211,Maycee-Barber-253613,,c9bce4b58587da90,Jamie Colleen Miller,Maycee Barber,Maycee-Barber-253613,TKO (Elbows),3
2018-07-17,2018,5,"Dana White's Tuesday Night Contender Series - Season 2, Episode 5",Antonio-Jones-127091,Edmen-Shahbazyan-247691,,f4544d57a0c93b7c,Antonio Jones,Edmen Shahbazyan,Edmen-Shahbazyan-247691,TKO (Punches),1
2018-07-17,2018,5,"Dana White's Tuesday Night Contender Series - Season 2, Episode 5",Angelo-Trevino-201359,Austin-Vanderford-206919,,2d0d405ad62b34b7,Angelo Trevino,Austin Vanderford,Austin-Vanderford-206919,Submission (Rear-Naked Choke),2
2018-07-17,2018,5,"Dana White's Tuesday Night Contender Series - Season 2, Episode 5",Domingo-Pilarte-48495,Vince-Morales-177019,0cdf886f3d227f07,,Domingo Pilarte,Vince Morales,Domingo-Pilarte-48495,Technical Submission (Rear-Naked Choke),2
2018-07-24,2018,6,"Dana White's Tuesday Night Contender Series - Season 2, Episode 6",Canaan-Kawaihae-230231,Chase-Hooper-249301,,61aca8157bf71afd,Canaan Kawaihae,Chase Hooper,Chase-Hooper-249301,Decision (Unanimous),3
2018-07-24,2018,6,"Dana White's Tuesday Night Contender Series - Season 2, Episode 6",Chris-Birchler-75224,Jimmy-Crute-218959,,a1fe00d04609986b,Chris Birchler,Jimmy Crute,Jimmy-Crute-218959,TKO (Punches),1
2018-07-24,2018,6,"Dana White's Tuesday Night Contender Series - Season 2, Episode 6",Mike-Davis-202169,Sodiq-Yusuff-152359,c089e6624556674f,98def16d7bb14aa9,Mike Davis,Sodiq Yusuff,Sodiq-Yusuff-152359,Decision (Unanimous),3
2018-07-24,2018,6,"Dana White's Tuesday Night Contender Series - Season 2, Episode 6",Jeff-Hughes-23793,Josh-Appelt-47983,93f287cc2018f186,,Jeff Hughes,Josh Appelt,Jeff-Hughes-23793,KO (Punch),1
2018-07-31,2018,7,"Dana White's Tuesday Night Contender Series - Season 2, Episode 7",DonTale-Mayes-237177,Mitchell-Sipe-208607,83c80f54de1b32fe,,Don'Tale Mayes,Mitchell Sipe,DonTale-Mayes-237177,TKO (Punches),2
2018-07-31,2018,7,"Dana White's Tuesday Night Contender Series - Season 2, Episode 7",Garrett-Gross-84704,Roosevelt-Roberts-191653,,64c7119b9beb015a,Garrett Gross,Roosevelt Roberts,Roosevelt-Roberts-191653,Submission (Rear-Naked Choke),2
2018-07-31,2018,7,"Dana White's Tuesday Night Contender Series - Season 2, Episode 7",Ian-Heinisch-187341,Justin-Sumter-98983,f83eb8d8634c7c8b,,Ian Heinisch,Justin Sumter,Ian-Heinisch-187341,KO (Elbows),1
2018-07-31,2018,7,"Dana White's Tuesday Night Contender Series - Season 2, Episode 7",Jordan-Griffin-56524,Maurice-Mitchell-37818,1de38f7d8fb8d358,,Jordan Griffin,Maurice Mitchell,Jordan-Griffin-56524,Submission (Rear-Naked Choke),1
2018-07-31,2018,7,"Dana White's Tuesday Night Contender Series - Season 2, Episode 7",Juan-Adams-239097,Shawn-Teed-175575,920c5cc2e74aaaf6,,Juan Adams,Shawn Teed,Juan-Adams-239097,TKO (Punches),1
2018-08-07,2018,8,"Dana White's Tuesday Night Contender Series - Season 2, Episode 8",Dennis-Bryant-85516,Kennedy-Nzechukwu-212289,,3efa6683f90baf91,Dennis Bryant,Kennedy Nzechukwu,Kennedy-Nzechukwu-212289,TKO (Head Kick and Punches),1
2018-08-07,2018,8,"Dana White's Tuesday Night Contender Series - Season 2, Episode 8",Greg-Hardy-271461,Tebaris-Gordon-260891,e7b88fa57ffb42cb,,Greg Hardy,Tebaris Gordon,Greg-Hardy-271461,TKO (Punches),1
2018-08-07,2018,8,"Dana White's Tuesday Night Contender Series - Season 2, Episode 8",Devonte-Smith-89163,Joseph-Lowry-76336,2a5d37e65372331c,,Devonte Smith,Joseph Lowry,Devonte-Smith-89163,KO (Elbows),1
2018-08-07,2018,8,"Dana White's Tuesday Night Contender Series - Season 2, Episode 8",Bobby-Moffett-159019,Jacob-Kilburn-238233,ab06e184a09da577,2983f5d00ab2638c,Bobby Moffett,Jacob Kilburn,Bobby-Moffett-159019,Submission (Brabo Choke),2
2018-08-10,2018,1,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 1",Augusto-Sakai-87303,Marcos-Conrado-Jr-234165,3e1f496aca017284,,Augusto Sakai,Marcos Conrado Jr.,Augusto-Sakai-87303,TKO (Punches),2
2018-08-10,2018,1,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 1",Gustavo-Gabriel-Silva-127725,Rogerio-Bontorin-132211,,1b2245155a92a358,Gustavo Gabriel Silva,Rogerio Bontorin,Rogerio-Bontorin-132211,Submission (Rear-Naked Choke),2
2018-08-10,2018,1,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 1",Antonio-Arroyo-173979,Diego-Henrique-da-Silva-76846,20184f36071fdaa3,,Antonio Arroyo,Diego Henrique da Silva,Antonio-Arroyo-173979,Decision (Unanimous),3
2018-08-10,2018,1,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 1",Maiara-Amanajas-dos-Santos-77091,Sarah-Frota-222541,,511b8a19e1b7ac9f,Maiara Amanajas dos Santos,Sarah Frota,Sarah-Frota-222541,KO (Punches),1
2018-08-11,2018,3,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 3",Allan-Nascimento-87857,Raulian-Paiva-167575,5138742df3096e35,33936cc54a3063f8,Allan Nascimento,Raulian Paiva,Raulian-Paiva-167575,Decision (Split),3
2018-08-11,2018,2,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2",Andre-Muniz-81800,Bruno-Assis-185297,74fd8194bb19e2bf,,Andre Muniz,Bruno Assis,Andre-Muniz-81800,Decision (Unanimous),3
2018-08-11,2018,3,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 3",Luana-Carolina-189719,Mabelly-Lima-187177,64d5a5e924312934,,Luana Carolina,Mabelly Lima,Luana-Carolina-189719,Decision (Unanimous),3
2018-08-11,2018,2,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2",Maria-Oliveira-207835,Marina-Rodriguez-193977,09efcf1044196013,c42bb75b660872de,Maria Oliveira,Marina Rodriguez,Marina-Rodriguez-193977,TKO (Punches),1
2018-08-11,2018,2,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2",Estefani-Almeida-205515,Taila-Santos-143185,,73dcdd41661adf51,Estefani Almeida,Taila Santos,Taila-Santos-143185,Decision (Unanimous),3
2018-08-11,2018,3,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 3",John-Allan-114875,Vinicius-Moreira-207291,b2d78c1271922be6,aa41f7f0d38a67de,John Allan,Vinicius Moreira,Vinicius-Moreira-207291,Submission (Triangle Choke),2
2018-08-11,2018,2,"Dana White's Tuesday Night Contender Series Brazil - Season 1, Episode 2",Henrique-da-Silva-175493,Johnny-Walker-170203,c9309ef7c0bb931b,,Henrique da Silva,Johnny Walker,Johnny-Walker-170203,Decision (Unanimous),3
2019-06-18,2019,1,"Dana White's Contender Series - Season 3, Episode 1",Jamie-Pickett-72595,Punahele-Soriano-230239,e891217b7a2b4f16,fd2553227e3641fe,Jamie Pickett,Punahele Soriano,Punahele-Soriano-230239,Decision (Unanimous),3
2019-06-18,2019,1,"Dana White's Contender Series - Season 3, Episode 1",Bill-Algeo-77441,Brendan-Loughnane-44417,fb02ddf6816c3234,,Bill Algeo,Brendan Loughnane,Brendan-Loughnane-44417,Decision (Unanimous),3
2019-06-18,2019,1,"Dana White's Contender Series - Season 3, Episode 1",Hannah-Goldy-204879,Kali-Robbins-178681,aef794c9754597d7,,Hannah Goldy,Kali Robbins,Hannah-Goldy-204879,Decision (Unanimous),3
2019-06-18,2019,1,"Dana White's Contender Series - Season 3, Episode 1",Alton-Meeks-292547,Yorgan-De-Castro-176091,,dea7ffef261a8d05,Alton Meeks,Yorgan De Castro,Yorgan-De-Castro-176091,TKO (Leg Kick and Punches),1
2019-06-25,2019,2,"Dana White's Contender Series - Season 3, Episode 2",Kyle-Daukaus-83350,Michael-Lombardo-217745,adc254e5ba385928,,Kyle Daukaus,Michael Lombardo,Kyle-Daukaus-83350,Decision (Unanimous),3
2019-06-25,2019,2,"Dana White's Contender Series - Season 3, Episode 2",Miles-Johns-172691,Richie-Santiago-126329,e011a97f57726d2d,,Miles Johns,Richie Santiago,Miles-Johns-172691,Decision (Unanimous),3
2019-06-25,2019,2,"Dana White's Contender Series - Season 3, Episode 2",Miguel-Baeza-231403,Victor-Reyna-72745,0c3ba783cdf08931,,Miguel Baeza,Victor Reyna,Miguel-Baeza-231403,Decision (Unanimous),3
2019-07-09,2019,3,"Dana White's Contender Series - Season 3, Episode 3",Antonio-Trocoli-123109,Kenneth-Bergh-189821,64794ca3e674f4b1,,Antonio Trocoli,Kenneth Bergh,,No Contest (Overturned by NSAC),1
2019-07-09,2019,3,"Dana White's Contender Series - Season 3, Episode 3",James-Wallace-55291,Joe-Solecki-227993,,97b41815ee1fcfd0,James Wallace,Joe Solecki,Joe-Solecki-227993,Technical Submission (Guillotine Choke),1
2019-07-09,2019,3,"Dana White's Contender Series - Season 3, Episode 3",Jacob-Rosales-154819,Jonathan-Pearce-183541,,c62d07b2a13212ac,Jacob Rosales,Jonathan Pearce,Jonathan-Pearce-183541,TKO (Punch),3
2019-07-09,2019,3,"Dana White's Contender Series - Season 3, Episode 3",Justin-Sumter-98983,Maki-Pitolo-51049,,8a0cb9e5ef6f57d0,Justin Sumter,Maki Pitolo,Maki-Pitolo-51049,TKO (Punches),1
2019-07-09,2019,3,"Dana White's Contender Series - Season 3, Episode 3",Chris-Ocon-194123,Hunter-Azure-251727,,9494d3823806d705,Chris Ocon,Hunter Azure,Hunter-Azure-251727,Decision (Unanimous),3
2019-07-16,2019,4,"Dana White's Contender Series - Season 3, Episode 4",Armando-Villarreal-141205,Ode-Osbourne-137969,,cb862700e7767b56,Armando Villarreal,Ode Osbourne,Ode-Osbourne-137969,Submission (Armbar),1
2019-07-16,2019,4,"Dana White's Contender Series - Season 3, Episode 4",Aaron-Jeffery-127631,Brendan-Allen-201703,,58b6dee880eed3f4,Aaron Jeffery,Brendan Allen,Brendan-Allen-201703,Submission (Rear-Naked Choke),1
2019-07-16,2019,4,"Dana White's Contender Series - Season 3, Episode 4",DonTale-Mayes-237177,Ricardo-Prasel-157509,83c80f54de1b32fe,,Don'Tale Mayes,Ricardo Prasel,DonTale-Mayes-237177,TKO (Punches),1
2019-07-16,2019,4,"Dana White's Contender Series - Season 3, Episode 4",Antonio-Arroyo-173979,Stephen-Regman-66763,20184f36071fdaa3,,Antonio Arroyo,Stephen Regman,Antonio-Arroyo-173979,Submission (Arm-Triangle Choke),2
2019-07-23,2019,5,"Dana White's Contender Series - Season 3, Episode 5",Sean-Woodson-235563,Terrance-McKinney-232591,a238e2e4c9670e90,d75d3c014f3a0d70,Sean Woodson,Terrance McKinney,Sean-Woodson-235563,KO (Flying Knee),2
2019-07-23,2019,5,"Dana White's Contender Series - Season 3, Episode 5",Alexander-Poppeck-99051,Jamahal-Hill-280417,,fa92f349c2df714c,Alexander Poppeck,Jamahal Hill,Jamahal-Hill-280417,TKO (Punches and Elbows),2
2019-07-23,2019,5,"Dana White's Contender Series - Season 3, Episode 5",Billy-Quarantillo-68076,Kamuela-Kirk-162187,15a5d250b43e99c3,7a7707b49ee6909b,Billy Quarantillo,Kamuela Kirk,Billy-Quarantillo-68076,TKO (Punches),3
2019-07-23,2019,5,"Dana White's Contender Series - Season 3, Episode 5",Jordan-Williams-70941,Ramazan-Kuramagomedov-241397,82b4ac7b2ab3eafb,,Jordan Williams,Ramazan Kuramagomedov,Ramazan-Kuramagomedov-241397,Decision (Split),3
2019-07-30,2019,6,"Dana White's Contender Series - Season 3, Episode 6",Mariya-Agapova-206861,Tracy-Cortez-160955,52626334298457ab,f23f5caaf463e283,Mariya Agapova,Tracy Cortez,Tracy-Cortez-160955,Decision (Unanimous),3
2019-07-30,2019,6,"Dana White's Contender Series - Season 3, Episode 6",Aalon-Cruz-103485,Steven-Nguyen-121057,2212a11deddf09e9,6ff3abc1052a0921,Aalon Cruz,Steven Nguyen,Aalon-Cruz-103485,KO (Flying Knee),3
2019-07-30,2019,6,"Dana White's Contender Series - Season 3, Episode 6",Daniel-Rodriguez-145945,Rico-Farrington-135825,27dc95be9b98006d,,Daniel Rodriguez,Rico Farrington,Daniel-Rodriguez-145945,Decision (Unanimous),3
2019-07-30,2019,6,"Dana White's Contender Series - Season 3, Episode 6",Michal-Martinek-242333,Rodrigo-Nascimento-97975,,5de030e625a4928c,Michal Martinek,Rodrigo Nascimento,Rodrigo-Nascimento-97975,Submission (Arm-Triangle Choke),1
2019-07-30,2019,6,"Dana White's Contender Series - Season 3, Episode 6",Aleksa-Camur-228789,Fabio-Cherant-230293,7a868cb67cd37a18,13c5e090b6868e27,Aleksa Camur,Fabio Cherant,Aleksa-Camur-228789,TKO (Flying Knee and Punches),2
2019-08-06,2019,7,"Dana White's Contender Series - Season 3, Episode 7",Andre-Muniz-81800,Taylor-Johnson-232443,74fd8194bb19e2bf,,Andre Muniz,Taylor Johnson,Andre-Muniz-81800,Submission (Rear-Naked Choke),1
2019-08-06,2019,7,"Dana White's Contender Series - Season 3, Episode 7",Darrick-Minner-92115,Herbert-Burns-152211,32b54efa17dd09e6,aae070309e2d5bd6,Darrick Minner,Herbert Burns,Herbert-Burns-152211,Submission (Triangle Armbar),1
2019-08-06,2019,7,"Dana White's Contender Series - Season 3, Episode 7",Harvey-Park-72673,Omar-Morales-120645,,0aa3f2867f59903c,Harvey Park,Omar Morales,Omar-Morales-120645,TKO (Leg Kicks and Punches),2
2019-08-06,2019,7,"Dana White's Contender Series - Season 3, Episode 7",Dwight-Joseph-106151,Jay-Perrin-99689,,bf51dc1830ee0331,Dwight Joseph,Jay Perrin,Dwight-Joseph-106151,Decision (Unanimous),3
2019-08-13,2019,8,"Dana White's Contender Series  - Season 3, Episode 8",Ray-Rodriguez-78078,Tony-Gravely-210575,389b2776826e2183,e3c4bca51aa2bdd4,Ray Rodriguez,Tony Gravely,Tony-Gravely-210575,TKO (Punches),3
2019-08-13,2019,8,"Dana White's Contender Series  - Season 3, Episode 8",Herdem-Alacabek-180227,William-Knight-282383,,08b1e6f4c8b49a3c,Herdem Alacabek,William Knight,William-Knight-282383,TKO (Punches),3
2019-08-13,2019,8,"Dana White's Contender Series  - Season 3, Episode 8",Sarah-Alpar-82261,Shanna-Young-126277,44852969f473e28a,ec2c1c878d169469,Sarah Alpar,Shanna Young,Sarah-Alpar-82261,Submission (Rear-Naked Choke),2
2019-08-13,2019,8,"Dana White's Contender Series  - Season 3, Episode 8",Brok-Weaver-53819,Devin-Smyth-224885,4ab925019d108a41,,Brok Weaver,Devin Smyth,Brok-Weaver-53819,Decision (Unanimous),3
2019-08-20,2019,9,"Dana White's Contender Series - Season 3, Episode 9",Leon-Shahbazyan-158231,Philip-Rowe-121067,,9a1548c71a7398bf,Leon Shahbazyan,Phil Rowe,Philip-Rowe-121067,TKO (Punches),3
2019-08-20,2019,9,"Dana White's Contender Series - Season 3, Episode 9",Desmond-Torres-251669,Steve-Garcia-50916,,a49129adb0dad63b,Desmond Torres,Steve Garcia,Steve-Garcia-50916,TKO (Punches and Elbows),1
2019-08-20,2019,9,"Dana White's Contender Series - Season 3, Episode 9",Jamal-Pogues-152993,Marcos-Brigagao-258879,085a230fc9e8aafb,,Jamal Pogues,Marcos Brigagao,Jamal-Pogues-152993,Decision (Unanimous),3
2019-08-20,2019,9,"Dana White's Contender Series - Season 3, Episode 9",Mallory-Martin-200771,Micol-DiSegni-171627,e8537d08d84aaea2,,Mallory Martin,Micol DiSegni,Mallory-Martin-200771,Decision (Unanimous),3
2019-08-27,2019,10,"Dana White's Contender Series - Season 3, Episode 10",Dusko-Todorovic-207339,Teddy-Ash-101379,cf44ab1ffc00f165,,Dusko Todorovic,Teddy Ash,Dusko-Todorovic-207339,Decision (Unanimous),3
2019-08-27,2019,10,"Dana White's Contender Series - Season 3, Episode 10",Impa-Kasanganay-310489,Kailan-Hill-232313,76de23d141fb4ab4,,Impa Kasanganay,Kailan Hill,Impa-Kasanganay-310489,Decision (Unanimous),3
2019-08-27,2019,10,"Dana White's Contender Series - Season 3, Episode 10",Peter-Barrett-79095,Sang-Hoon-Yoo-246531,4b54780dc1d97640,,Peter Barrett,Sang Hoon Yoo,Peter-Barrett-79095,Decision (Unanimous),3
2019-08-27,2019,10,"Dana White's Contender Series - Season 3, Episode 10",Ben-Sosoli-125617,Dustin-Joynson-98405,74ddb1f1670a7b9e,,Ben Sosoli,Dustin Joynson,,No Contest (Eye Poke),1
2020-08-04,2020,1,Dana White's Contender Series - Contender Series 2020: Week 1,Mikey-Gonzalez-205501,Uros-Medic-272505,,84ded26cb00e17cf,Mikey Gonzalez,Uros Medic,Uros-Medic-272505,TKO (Punches),1
2020-08-04,2020,1,Dana White's Contender Series - Contender Series 2020: Week 1,Jordan-Leavitt-259871,Jose-Flores-60457,12c6b847f7f28593,,Jordan Leavitt,Jose Flores,Jordan-Leavitt-259871,Submission (Arm-Triangle Choke),1
2020-08-04,2020,1,Dana White's Contender Series - Contender Series 2020: Week 1,Dustin-Jacoby-73825,Ty-Flores-86350,91199de65226ddd6,,Dustin Jacoby,Ty Flores,Dustin-Jacoby-73825,Decision (Unanimous),3
2020-08-04,2020,1,Dana White's Contender Series - Contender Series 2020: Week 1,Jerome-Rivera-139017,Ronaldo-Rodriguez-266121,53e952ec79277dbd,59fcc641cfc67b7d,Jerome Rivera,Ronaldo Rodriguez,Jerome-Rivera-139017,Decision (Unanimous),3
2020-08-11,2020,2,Dana White's Contender Series - Contender Series 2020: Week 2,Dustin-Stoltzfus-113779,Joe-Pyfer-239253,be354104b1b893f1,154db60abecdd988,Dustin Stoltzfus,Joe Pyfer,Dustin-Stoltzfus-113779,TKO (Elbow Injury),1
2020-08-11,2020,2,Dana White's Contender Series - Contender Series 2020: Week 2,Adrian-Yanez-86354,Brady-Huang-140911,f11750d4f48eb942,,Adrian Yanez,Brady Huang,Adrian-Yanez-86354,TKO (Punches),1
2020-08-11,2020,2,Dana White's Contender Series - Contender Series 2020: Week 2,Cory-McKenna-178347,Vanessa-Demopoulos-118775,d2f5ea74eafaebd7,f8588e91351f8a39,Cory McKenna,Vanessa Demopoulos,Cory-McKenna-178347,Decision (Unanimous),3
2020-08-11,2020,2,Dana White's Contender Series - Contender Series 2020: Week 2,Daniel-Swain-73000,TJ-Laramie-188479,,b2fc49bb4703d084,Daniel Swain,TJ Laramie,TJ-Laramie-188479,TKO (Doctor Stoppage),1
2020-08-11,2020,2,Dana White's Contender Series - Contender Series 2020: Week 2,Anthony-Adams-144983,Impa-Kasanganay-310489,,76de23d141fb4ab4,Anthony Adams,Impa Kasanganay,Impa-Kasanganay-310489,Decision (Unanimous),3
2020-08-18,2020,3,Dana White's Contender Series - Contender Series 2020: Week 3,Chad-Johnson-213687,Josh-Parisian-181225,,85e36eed269a8e5f,Chad Johnson,Josh Parisian,Josh-Parisian-181225,KO (Punches),1
2020-08-18,2020,3,Dana White's Contender Series - Contender Series 2020: Week 3,Cheyanne-Vlismas-152049,Hilarie-Rose-205129,02daaff72f859e6e,,Cheyanne Vlismas,Hilarie Rose,Cheyanne-Vlismas-152049,Decision (Unanimous),3
2020-08-18,2020,3,Dana White's Contender Series - Contender Series 2020: Week 3,Louis-Cosce-282403,Victor-Reyna-72745,0f8a323857fc0cf8,,Louis Cosce,Victor Reyna,Louis-Cosce-282403,TKO (Punches),1
2020-08-25,2020,4,Dana White's Contender Series - Contender Series 2020: Week 4,Jamie-Pickett-72595,Jhonoven-Pati-124585,e891217b7a2b4f16,,Jamie Pickett,Jhonoven Pati,Jamie-Pickett-72595,TKO (Punches),2
2020-08-25,2020,4,Dana White's Contender Series - Contender Series 2020: Week 4,Anthony-Romero-221129,Mike-Breeden-243687,,dcea68f4ed60b8fd,Anthony Romero,Mike Breeden,Anthony-Romero-221129,Decision (Unanimous),3
2020-08-25,2020,4,Dana White's Contender Series - Contender Series 2020: Week 4,Alejandro-Flores-155325,Rafael-Alves-96651,,85676ed9a7898a46,Alejandro Flores,Rafael Alves,Rafael-Alves-96651,Submission (Guillotine Choke),2
2020-08-25,2020,4,Dana White's Contender Series - Contender Series 2020: Week 4,Jacob-Silva-80677,Jeff-Molina-218069,,e0c4f89412167696,Jacob Silva,Jeff Molina,Jeff-Molina-218069,Decision (Unanimous),3
2020-09-01,2020,5,Dana White's Contender Series - Contender Series 2020: Week 5,Jimmy-Flick-60460,Nate-Smith-164585,78ebf7d241e77844,,Jimmy Flick,Nate Smith,Jimmy-Flick-60460,Submission (Arm-Triangle Choke),3
2020-09-01,2020,5,Dana White's Contender Series - Contender Series 2020: Week 5,Dennis-Buzukja-286225,Melsik-Baghdasaryan-164681,,7a88ea78c1ad646f,Dennis Buzukja,Melsik Baghdasaryan,Melsik-Baghdasaryan-164681,Decision (Unanimous),3
2020-09-01,2020,5,Dana White's Contender Series - Contender Series 2020: Week 5,Jose-Johnson-238733,Ronnie-Lawrence-102885,7aeb78dffc4f5978,a9976b0f038ad666,Jose Johnson,Ronnie Lawrence,Ronnie-Lawrence-102885,Decision (Unanimous),3
2020-09-01,2020,5,Dana White's Contender Series - Contender Series 2020: Week 5,Chase-Gibson-180669,Tucker-Lutz-122559,,dc2d95b1cce62691,Chase Gibson,Tucker Lutz,Tucker-Lutz-122559,Decision (Unanimous),3
2020-09-01,2020,5,Dana White's Contender Series - Contender Series 2020: Week 5,Cody-Brundage-281913,William-Knight-282383,,08b1e6f4c8b49a3c,Cody Brundage,William Knight,William-Knight-282383,TKO (Elbows and Punches),1
2020-09-08,2020,6,Dana White's Contender Series - Contender Series 2020: Week 6,Aliaskhab-Khizriev-209647,Henrique-Shiguemoto-74268,1581a12ff499bd32,,Aliaskhab Khizriev,Henrique Shiguemoto,Aliaskhab-Khizriev-209647,Submission (Rear-Naked Choke),1
2020-09-08,2020,6,Dana White's Contender Series - Contender Series 2020: Week 6,Khadzhimurat-Bestaev-164821,Phil-Hawes-130935,,186b7b196c354140,Khadzhimurat Bestaev,Phil Hawes,Phil-Hawes-130935,TKO (Punches),1
2020-09-08,2020,6,Dana White's Contender Series - Contender Series 2020: Week 6,Al-Matavao-210483,Tafon-Nchukwi-282049,,360f2cc2f016e6ac,Al Matavao,Tafon Nchukwi,Tafon-Nchukwi-282049,KO (Head Kick),2
2020-09-08,2020,6,Dana White's Contender Series - Contender Series 2020: Week 6,Drako-Rodriguez-203421,Leomana-Martinez-130553,7e82a2b9326866dc,16a29d115b3e37f4,Drako Rodriguez,Mana Martinez,Drako-Rodriguez-203421,Technical Submission (Triangle Choke),1
2020-09-15,2020,7,Dana White's Contender Series - Contender Series 2020: Week 7,Gregory-Rodrigues-176275,Jordan-Williams-70941,2127684a702c4006,82b4ac7b2ab3eafb,Gregory Rodrigues,Jordan Williams,Jordan-Williams-70941,KO (Punches),1
2020-09-15,2020,7,Dana White's Contender Series - Contender Series 2020: Week 7,Collin-Anglin-280415,Muhammadjon-Naimov-228381,8a820786ab3bc2ea,56adb35526c59c88,Collin Anglin,Muhammad Naimov,Collin-Anglin-280415,Decision (Unanimous),3
