Fighter_Id,Full Name,Ht.,Wt.,Reach,Stance
2ea36694e624be84,Zygimantas Ramaska,"5' 11""",145,71,Orthodox
d77d7e2d8258cc82,Victoria Leonardo,"5' 5""",125,64,Orthodox
766e3c91dde6eea2,Li Jingliang,"6' 0""",170,71,Orthodox
292dbb8896fa15dd,Josh Culibao,"5' 10""",145,73,Orthodox
aae070309e2d5bd6,Herbert Burns,"5' 9""",145,73,Orthodox
55f5bdaf0015030b,Alex Reyes,"5' 11""",155,73,Orthodox
2aefc53c93252102,Ricky Glenn,"6' 0""",170,70,Southpaw
59d44e0872a38402,Charalampos Grigoriou,"5' 7""",135,67,Orthodox
f9a5ee6982ab08de,Pannie Kianzad,"5' 7""",135,66,Orthodox
3a626ef8b2524507,Karl Williams,"6' 3""",235,79,Orthodox
b2a055c8912b755a,Jarno Errens,"5' 11""",145,73,Orthodox
81d9e153155e5028,Tony Ferguson,"5' 11""",170,76,Orthodox
ac0eb50df9130917,Denis Tiuliulin,"6' 1""",185,77,Orthodox
5cb64276b6b9ea55,Muhammad Mokaev,"5' 7""",125,70,Orthodox
16b49cd67451547b,Kaynan Kruschewsky,"6' 0""",155,73,Orthodox
fb02ddf6816c3234,Bill Algeo,"6' 0""",145,73,Switch
a374c5a5b49514b5,Brian Kelleher,"5' 6""",135,66,Switch
3f4bec1add6816db,Loik Radzhabov,"5' 11""",155,69,Orthodox
b4ee0bfbd422d135,Lucie Pudilova,"5' 8""",125,67,Orthodox
52626334298457ab,Mariya Agapova,"5' 6""",125,68,Southpaw
0ffab957d9aa8189,Josh Fremd,"6' 4""",185,76,Orthodox
c5a2577d5e259890,Yanis Ghemmouri,"5' 9""",135,69,Orthodox
c9ff426866e8dfd3,Michelle Waterson-Gomez,"5' 3""",115,62,Orthodox
419200e8de9e524f,Andrei Arlovski,"6' 3""",240,77,Orthodox
abd8076120059678,Kyung Ho Kang,"5' 9""",135,73,Orthodox
222714af832f4c52,Brady Hiestand,"5' 8""",135,71,Orthodox
c8deb768d421f009,Josh Quinlan,"6' 0""",170,72,Orthodox
02a12331a51dc780,Nate Maness,"5' 10""",125,72,Orthodox
777df79be81ed0b5,Shayilan Nuerdanbieke,"5' 8""",145,69,Orthodox
0c3ba783cdf08931,Miguel Baeza,"6' 2""",170,74,Orthodox
9d8fb694a135a041,Jesse Butler,"5' 10""",135,73,Orthodox
5b6371044f5a293b,Montana De La Rosa,"5' 7""",125,68,Orthodox
37f101d3e49473e4,Vinicius Salvador,"5' 7""",135,70,Southpaw
c54bce0af7e7b01b,Victor Martinez,"5' 8""",155,70,Orthodox
67a410ddf634d5bb,Warlley Alves,"5' 11""",185,72,Orthodox
72b8ddd1d482149e,Kleydson Rodrigues,"5' 5""",135,67,Orthodox
623bd6b0fd789a01,Emily Ducote,"5' 2""",115,63,Orthodox
ce7d7ddb1d8b6120,Alex Caceres,"5' 10""",145,73,Southpaw
53d8cc811f1d597c,Rani Yahya,"5' 6""",135,67,Orthodox
52f1431e2d267251,Michal Figlak,"5' 10""",155,70,Orthodox
bebded19c24fef05,Marnic Mann,"5' 0""",115,64,Southpaw
0797fc8692d8f81a,Liang Na,"5' 5""",125,67,Orthodox
aba6a9466ceffa17,Gabriel Benitez,"5' 8""",155,71,Southpaw
607dc533c6850458,Holly Holm,"5' 8""",135,69,Southpaw
8eb101f19687b2c1,Christos Giagos,"5' 10""",155,71,Orthodox
c9ae734f2686dd84,Germaine de Randamie,"5' 9""",135,71,Orthodox
8fa232d3a73d0de7,Julio Arce,"5' 7""",145,70,Southpaw
73edf033b8cfef8a,Anton Turkalj,"6' 4""",205,78,Orthodox
c466cc5888c59b0e,AJ Dobson,"6' 1""",185,76,Orthodox
92c3d765853df119,Luis Pajuelo,"5' 10""",145,69,Orthodox
9921189d16efbd99,Igor Severino,"5' 7""",125,69,Orthodox
ae6df173f33fe54b,Bryan Barberena,"6' 0""",185,72,Southpaw
c1913c3d6026e4d0,Natan Levy,"5' 9""",155,71,Southpaw
c9317300533eb973,Katlyn Cerminara,"5' 9""",125,68,Orthodox
b44d9aa783723762,Philipe Lins,"6' 2""",205,78,Orthodox
85e36eed269a8e5f,Josh Parisian,"6' 4""",265,79,Orthodox
7155981bfdf4c28b,Joanne Wood,"5' 6""",125,65,Orthodox
05af8dd8adafc68a,Maryna Moroz,"5' 7""",125,67,Orthodox
63794d4370198ec0,Tyson Pedro,"6' 3""",205,79,Orthodox
e891217b7a2b4f16,Jamie Pickett,"6' 2""",185,80,Orthodox
ccff59f4a6c0e287,Claudio Ribeiro,"6' 1""",185,77,Orthodox
185ca098bbf84581,Mateus Mendonca,"5' 6""",125,71,Orthodox
fc0cf228f2ac9a7e,Daniel Lacerda,"5' 6""",125,70,Switch
71b1dc219f0b4ff4,Denys Bondar,"5' 6""",125,69,Orthodox
b6c51b7cbb426717,Marcos Rogerio de Lima,"6' 1""",253,75,Orthodox
9e3de4de1af35063,Val Woodburn,"5' 8""",170,74,Orthodox
38942375bcbe06a6,Devin Clark,"6' 0""",205,75,Orthodox
f6b8314c88557af7,Zac Pauga,"6' 2""",205,76,Orthodox
8dfca53c3e78795e,Fernie Garcia,"5' 7""",135,67,Orthodox
1581a12ff499bd32,Aliaskhab Khizriev,"5' 9""",185,74,Southpaw
340ad4c65112927b,Makhmud Muradov,"6' 2""",185,75,Orthodox
53a21fcd399412c4,Pete Rodriguez,"5' 9""",170,71,Switch
a6b28b78bf4b32a5,Blake Bilder,"5' 8""",145,68,Switch
1462bc5fa3cbce3c,Landon Quinones,"5' 9""",155,70,Southpaw
d662f90d5ab81f35,Yohan Lainesse,"6' 1""",170,76,Orthodox
6cc637cd5f5cb08b,Malcolm Gordon,"5' 7""",125,71,Switch
186b7b196c354140,Phil Hawes,"6' 0""",185,77,Orthodox
a45448a6818f77fd,Shannon Ross,"5' 6""",125,66,Switch
eb1777d4ea8e9571,Stephanie Egger,"5' 6""",135,68,Orthodox
93635f958774e503,Wellington Turman,"6' 0""",170,72,Orthodox
a69391b7c397ed8f,Nick Aguirre,"5' 9""",135,74,Southpaw
009be4cefec0c547,Mark Madsen,"5' 8""",155,72,Orthodox
94dc256b3094fcef,Marc Diakiese,"5' 10""",155,73,Orthodox
22b9b0e38edecc5c,Abu Azaitar,"5' 9""",185,76,Orthodox
dcea68f4ed60b8fd,Mike Breeden,"5' 10""",155,70,Orthodox
da2e5ecb2d502d25,Jinh Yu Frey,"5' 3""",115,65,Southpaw
cf9572aa5a2a4ee3,Jennifer Maia,"5' 4""",125,64,Orthodox
f3c574f8acb0fd6a,TJ Brown,"5' 9""",145,72,Switch
2bc62ac33dcb370f,Ashley Yoder,"5' 7""",115,69,Southpaw
ed2b4a84df012d8d,Kanako Murata,"5' 1""",115,62,Orthodox
6b235eef63a135bd,Johnny Munoz,"5' 9""",135,71,Orthodox
1ebe45b826ab0427,AJ Fletcher,"5' 10""",170,67,Switch
9beb40ad2fcb278d,Andre Fialho,"6' 0""",170,74,Orthodox
87efda5e3f5fbc2a,Jake Collier,"6' 3""",230,78,Orthodox
aef794c9754597d7,Hannah Goldy,"5' 4""",115,61,Orthodox
4ce8b98017838f92,Terrence Mitchell,"5' 10""",135,74,Orthodox
0f3f095136c21a97,John Makdessi,"5' 8""",155,68,Orthodox
f4094ae72b9562f5,Blood Diamond,"5' 11""",170,76,Switch
b037d86e6da0a231,Shane Young,"5' 8""",145,72,Orthodox
a802ffbb7c452531,Zarah Fairn,"5' 8""",135,72,Orthodox
161e2b9043cbb030,Chan Sung Jung,"5' 7""",145,72,Orthodox
73dcdd41661adf51,Taila Santos,"5' 6""",125,68,Orthodox
d6e67f7fd5f489a3,Parker Porter,"6' 0""",265,75,Orthodox
8c40f8d46a6995b9,Yusaku Kinoshita,"6' 0""",170,71,Southpaw
b48c93d5e1721e67,Hakeem Dawodu,"5' 8""",145,73,Orthodox
f804db5c754b58ad,Chris Daukaus,"6' 3""",205,76,Orthodox
360f2cc2f016e6ac,Tafon Nchukwi,"6' 0""",185,77,Orthodox
5b7c7c83602d9b20,JP Buys,"5' 5""",135,67,Orthodox
ee9d919453a41a80,Gavin Tucker,"5' 6""",145,66,Southpaw
7a868cb67cd37a18,Aleksa Camur,"6' 1""",205,74,Orthodox
61f87be764325b01,Danny Roberts,"6' 1""",170,74,Southpaw
4eb7dddb4cd45ec1,Jonny Parsons,"5' 9""",170,69,Orthodox
8f422d41a940e93c,Albert Duraev,"5' 11""",185,75,Orthodox
dc2d95b1cce62691,Tucker Lutz,"5' 8""",145,72,Orthodox
214a2a8ba3e64fcd,Austin Lingo,"5' 10""",145,70,Orthodox
6f7956e788616622,Genaro Valdez,"5' 9""",155,72,Orthodox
d060e977f1b102a4,Tyson Nam,"5' 7""",125,68,Orthodox
ccd8beaad6c9957f,Alexander Munoz,"5' 9""",155,72,Switch
14c2b57107bfd0c6,Carl Deaton,"5' 7""",155,69,Orthodox
935f4105a8433e91,Ashlee Evans-Smith,"5' 8""",135,67,Orthodox
ef4e659341d92d79,Robbie Lawler,"5' 11""",170,74,Southpaw
7a7707b49ee6909b,Kamuela Kirk,"5' 10""",155,75,Switch
5a7bb98211f03ab6,Damir Ismagulov,"5' 10""",155,74,Orthodox
27bc00fdf8ab932c,Kevin Lee,"5' 9""",170,77,Orthodox
70ee39eb53d14bc1,Blagoy Ivanov,"5' 11""",250,73,Southpaw
820b6fd2cd06ae44,Zhalgas Zhumagulov,"5' 4""",125,66,Switch
a9976b0f038ad666,Ronnie Lawrence,"5' 8""",135,68,Switch
011485d53d482aca,Amanda Nunes,"5' 8""",135,69,Orthodox
7f23574923bc2c13,David Dvorak,"5' 5""",125,68,Orthodox
09efcf1044196013,Maria Oliveira,"5' 6""",115,69,Orthodox
ec7a27f968fc9b33,Abubakar Nurmagomedov,"5' 11""",170,72,Orthodox
cc66dc906fe562a1,Maxim Grishin,"6' 3""",205,78,Orthodox
6d436617bea66aac,Orion Cosce,"5' 11""",170,71,Switch
276b452a5c1e2a15,Ilir Latifi,"5' 10""",230,73,Orthodox
d2dc01dd351d55d6,Nick Fiore,"5' 10""",155,72,Orthodox
6c5b2817264e8783,Takashi Sato,"5' 10""",170,73,Southpaw
8768279dfade97b4,Matt Brown,"6' 0""",170,75,Orthodox
055f2660d67201cf,Chase Sherman,"6' 4""",250,78,Orthodox
66625705042e3e34,Ji Yeon Kim,"5' 7""",125,72,Orthodox
a5bcb9a27bbe7cef,Mandy Bohm,"5' 7""",125,71,Orthodox
67d0649cbcca4b0d,Jessica-Rose Clark,"5' 5""",135,64,Orthodox
6c947857075730fe,Braxton Smith,"5' 11""",257,72,Orthodox
078a0c62a7f98405,Joseph Holmes,"6' 4""",185,80,Orthodox
3fda9f65c223aa68,Journey Newson,"5' 5""",135,67,Orthodox
6548b398e3d39f7f,Batgerel Danaa,"5' 7""",135,70,Orthodox
127d33414821076e,Zak Cummings,"6' 0""",205,75,Southpaw
fda46d5a07b62c2d,Ed Herman,"6' 1""",205,77,Orthodox
34d38cbb8609aaa8,Aaron Phillips,"5' 9""",135,71,Southpaw
c1173e915abc963f,Jorge Masvidal,"5' 11""",170,74,Orthodox
f61afe64bddc9294,Cynthia Calvillo,"5' 4""",115,64,Orthodox
9d03eaf7a17b94a3,Steven Peterson,"5' 10""",145,70,Orthodox
8019e2ad75c010a4,Makwan Amirkhani,"5' 10""",145,72,Southpaw
0aa3f2867f59903c,Omar Morales,"5' 11""",155,73,Orthodox
faba7f0f67d88f35,Guido Cannetti,"5' 6""",135,68,Southpaw
9594c184c4d83b7e,Raphael Assuncao,"5' 5""",135,66,Orthodox
e3c4bca51aa2bdd4,Tony Gravely,"5' 5""",135,69,Orthodox
4e9acaeebe49bd23,Trevin Jones,"5' 7""",135,70,Southpaw
793a0a521e0b9ff7,Derek Brunson,"6' 1""",185,77,Southpaw
16a29d115b3e37f4,Mana Martinez,"5' 10""",135,70,Orthodox
3e1f496aca017284,Augusto Sakai,"6' 3""",265,77,Orthodox
bb1b0654f5428e9e,Erick Gonzalez,"5' 11""",155,75,Orthodox
85676ed9a7898a46,Rafael Alves,"5' 8""",155,68,Orthodox
9492268d8774c0a4,Jordan Wright,"6' 2""",205,77,Orthodox
08b1e6f4c8b49a3c,William Knight,"5' 10""",205,73,Orthodox
0dbc2b27f95b406a,Lina Lansberg,"5' 7""",135,65,Orthodox
ede79ed0a9e69d05,Khusein Askhabov,"5' 8""",145,69,Orthodox
641c6584aeb2ef68,Juancamilo Ronderos,"5' 3""",125,64,Southpaw
0054611c67a279b0,Don Shainis,"5' 6""",145,67,Orthodox
892f9bf53bd1ac3b,Zubaira Tukhugov,"5' 8""",155,68,Orthodox
f2d740f911230633,SeungGuk Choi,"5' 6""",125,64,Orthodox
491ab1255e4baf78,Glover Teixeira,"6' 2""",205,76,Orthodox
f17ac6ab2aefbdc9,Mauricio Rua,"6' 1""",205,76,Orthodox
389c9f320df4a0aa,Mounir Lazzez,"6' 1""",170,76,Orthodox
4372f2baf2131250,Shamil Abdurakhimov,"6' 3""",235,76,Orthodox
02daaff72f859e6e,Cheyanne Vlismas,"5' 3""",115,63,Switch
a6d428cee57daf21,Saidyokub Kakhramonov,"5' 8""",135,69,Orthodox
21e42c25f8200a44,Sergey Morozov,"5' 6""",135,67,Orthodox
ef49463c1b030ad3,Darren Till,"6' 0""",185,74,Southpaw
bf51dc1830ee0331,Jay Perrin,"5' 7""",135,67,Switch
7851263522fb102d,Dalcha Lungiambula,"5' 8""",185,76,Orthodox
af39dff621338816,Steven Koslow,"5' 7""",125,69,Switch
521c47a71a0bf512,Scott Holtzman,"5' 9""",155,69,Orthodox
9a3d4a20016a03e0,Marcelo Rojo,"5' 8""",145,71,Orthodox
8347bba185c66013,Kevin Natividad,"5' 6""",135,70,Orthodox
45250c3c3f7ab5ad,Frankie Edgar,"5' 6""",135,68,Orthodox
6bd0d703c648d687,Brad Riddell,"5' 7""",155,71,Orthodox
2dd7722633b1ce7b,Silvana Gomez Juarez,"5' 3""",115,65,Orthodox
2def730e463beea2,Michael Trizano,"5' 11""",145,71,Orthodox
0ecdf0e50055dbdc,Nicolae Negumereanu,"6' 0""",205,78,Orthodox
32b54efa17dd09e6,Darrick Minner,"5' 7""",145,69,Orthodox
ec2c1c878d169469,Shanna Young,"5' 7""",125,65,Orthodox
a4264e3d664f208f,Benito Lopez,"5' 10""",135,73,Switch
affb659e10d6cd2d,Liudvik Sholinian,"5' 10""",135,71,Orthodox
e503c6a1065a60f9,Carlos Candelario,"5' 8""",125,68,Southpaw
3c35e52c39c14b92,Ramona Pascual,"5' 7""",135,66,Southpaw
9ee1b4b7ce888501,Jared Vanderaa,"6' 4""",265,80,Orthodox
f9c74cd1e12dddf7,Carlos Mota,"5' 4""",125,69,Orthodox
f363006d45245a2d,Joshua Weems,"5' 8""",135,69,Orthodox
82ba41d5b0d1bd4d,TJ Dillashaw,"5' 6""",135,67,Orthodox
fc5ed93b9af75353,Gadzhi Omargadzhiev,"6' 1""",170,71,Switch
785759d90c61ba89,Misha Cirkunov,"6' 3""",205,77,Orthodox
0432ba12b6296c1d,Brandon Davis,"5' 10""",135,72,Orthodox
b0fc9b463c44f7ea,Nick Maximov,"6' 0""",185,76,Southpaw
0662ef4422da2b62,Mike Jackson,"6' 2""",170,74,Orthodox
0f5f06baf411efde,Francisco Trinaldo,"5' 9""",170,70,Southpaw
c1bb91c6b93b4b4f,Aleksei Oleinik,"6' 2""",240,80,Orthodox
854e005d02f4fc4d,Jesse Ronson,"5' 10""",155,70,Southpaw
aa24645f9e10d443,Krzysztof Jotko,"6' 1""",185,77,Southpaw
416fb42c0fa5f7f5,Randy Costa,"5' 9""",135,73,Switch
c218493d5752901e,Alen Amedovski,"5' 10""",185,74,Orthodox
0f8a323857fc0cf8,Louis Cosce,"5' 9""",170,71,Orthodox
1c209565f0bc5032,Cameron VanCamp,"6' 2""",155,74,Switch
31043c77d0796678,Nate Diaz,"6' 0""",170,76,Southpaw
2f2fce589c123f8d,Danyelle Wolf,"5' 11""",145,70,Orthodox
778e04910c886e08,Darian Weeks,"5' 11""",170,72,Orthodox
03e27747dcc820b7,Alessio Di Chirico,"6' 0""",185,74,Orthodox
84a0f4e2cc595935,Khalid Taha,"5' 5""",135,69,Orthodox
bf516243a7e143d6,Luke Rockhold,"6' 3""",185,77,Southpaw
74f92ba368c34527,Wu Yanan,"5' 8""",135,66,Orthodox
c89b0a7cd08a3b08,Harry Hunsucker,"6' 2""",205,75,Orthodox
3e7473db3e9cd66d,Leonardo Santos,"6' 0""",155,75,Orthodox
9d56d022b89c876b,Luis Saldana,"5' 11""",145,73,Orthodox
96d26c977eadb3a2,Francisco Figueiredo,"5' 6""",125,68,Southpaw
f2093bbdb37c45da,Dominick Cruz,"5' 8""",135,68,Orthodox
345d5e7b840840a7,Nina Nunes,"5' 5""",125,64,Orthodox
2221d5bee0554c41,Charlie Ontiveros,"6' 2""",155,74,Switch
c5915a36a2292c64,Jason Witt,"5' 10""",170,70,Orthodox
e3f7c41decece828,Thiago Santos,"6' 2""",205,76,Orthodox
83c4c92f55a67eb0,Sam Alvey,"6' 2""",185,75,Southpaw
b00a827ba950711c,Miranda Granger,"5' 7""",115,68,Orthodox
6e0125117e60787c,Alexander Gustafsson,"6' 5""",205,79,Orthodox
8f8acc8ee6e86f42,Charles Rosa,"5' 9""",145,69,Switch
426a84763e12ff85,Claudio Silva,"5' 11""",170,71,Southpaw
cd0f641530fba765,Shane Burgos,"5' 11""",145,75,Orthodox
3411cece8b9fb184,Dwight Grant,"6' 1""",185,76,Switch
2651aa1e611abadc,Antonina Shevchenko,"5' 8""",125,67,Southpaw
5d2616ed7d9393ad,Cortney Casey,"5' 7""",125,67,Orthodox
6714baa6b0fabf58,Karl Roberson,"6' 1""",205,74,Southpaw
f9ac8755c4e77c77,Donald Cerrone,"6' 1""",155,73,Orthodox
bb1e94f2c695817f,Uriah Hall,"6' 0""",185,79,Orthodox
6e00e788ecbc2679,Jessica Eye,"5' 6""",125,66,Orthodox
1095245810dfbeb2,Alan Baudot,"6' 3""",243,79,Orthodox
33936cc54a3063f8,Raulian Paiva,"5' 8""",135,69,Orthodox
c7dfe4e7b38bd955,Tony Kelley,"5' 9""",135,70,Switch
1ba233ad38f5f9a4,Danny Chavez,"5' 8""",145,67,Orthodox
2038fc2e7818a453,Gloria de Paula,"5' 5""",115,67,Orthodox
aab04e4824bdcdff,Eddie Wineland,"5' 7""",135,69,Orthodox
d85a3bac3d978fe7,Deron Winn,"5' 6""",185,70,Orthodox
ab48c02798b0519f,Joanna Jedrzejczyk,"5' 6""",115,65,Orthodox
c24cabb430a22ffc,Ramazan Emeev,"5' 10""",170,76,Southpaw
90ff9eb69a93b747,Poliana Botelho,"5' 8""",125,67,Orthodox
4eed58e5bd18958a,Zarrukh Adashev,"5' 5""",125,65,Southpaw
3f031bdfa8884b20,Askar Mozharov,"6' 3""",205,74,Orthodox
fb1deef08e2ad891,Felice Herrig,"5' 4""",115,65,Orthodox
3ebd466ff310263d,Alex Da Silva,"5' 8""",155,73,Orthodox
177f34a1202d6c93,Niklas Stolze,"6' 1""",155,74,Switch
e0c4f89412167696,Jeff Molina,"5' 6""",125,69,Orthodox
e07aa1ed90aec655,Andreas Michailidis,"6' 0""",170,76,Orthodox
87cea4c3788f54ec,Felipe Colares,"5' 8""",145,69,Orthodox
0c0016ad37c41682,Louis Smolka,"5' 9""",135,68,Orthodox
104b7a2a65da1a64,Frank Camacho,"5' 10""",155,73,Orthodox
a5088999b75e2fc6,Alan Patrick,"5' 11""",155,74,Southpaw
9dba8cd1433ae00d,Tristan Connelly,"5' 10""",145,68,Orthodox
c7810eba428993e0,Gina Mazany,"5' 6""",125,68,Southpaw
bec62ac2cee55f69,Sergey Khandozhko,"6' 1""",170,74,Orthodox
f19ec4821b69587f,Ike Villanueva,"6' 1""",205,73,Orthodox
908abe7c4aed1322,Cameron Else,"5' 9""",135,71,Switch
ef72a64ec445cd63,Dean Barry,"5' 10""",170,72,Orthodox
b2fc49bb4703d084,TJ Laramie,"5' 6""",145,66,Orthodox
918a7035bef13acc,Brandon Jenkins,"6' 0""",155,71,Switch
dab8c8f04f0f99eb,Kevin Croom,"5' 11""",135,73,Orthodox
5d5877920d4e50a5,Aspen Ladd,"5' 6""",135,66,Orthodox
af325d669dc28d60,Kay Hansen,"5' 2""",115,63,Orthodox
ae907070e81a7814,Askar Askarov,"5' 6""",125,67,Orthodox
24be548f637cdc8d,Sara McMann,"5' 6""",135,66,Orthodox
6861d64930777d52,Bruno Souza,"5' 10""",145,70,Orthodox
abec838c9b8cf79d,Kazula Vargas,"5' 8""",155,71,Southpaw
46f9e3a3efef970e,Mike Grundy,"5' 7""",145,72,Orthodox
7303f16a5757c357,Timur Valiev,"5' 6""",135,67,Orthodox
379d024344ca05f6,Marlon Moraes,"5' 6""",135,67,Orthodox
1e013ec113e94678,Sabina Mazo,"5' 7""",125,70,Orthodox
a2575ff610d16284,Alex Oliveira,"5' 11""",170,76,Orthodox
e7b88fa57ffb42cb,Greg Hardy,"6' 5""",265,80,Orthodox
2a5d37e65372331c,Devonte Smith,"5' 9""",155,76,Orthodox
04e3bf593020f3f9,Alejandro Perez,"5' 6""",135,67,Orthodox
d7819b260c6f39d6,Micheal Gillmore,"5' 11""",170,72,Orthodox
19898637e10ad33c,Chas Skelly,"5' 11""",145,72,Orthodox
38583c52c529dc65,Mark Striegl,"5' 8""",145,70,Southpaw
2a0e73004d99c8a0,Jesse Strader,"5' 7""",135,70,Orthodox
306d7ee12bbe1fef,Roxanne Modafferi,"5' 7""",125,69,Orthodox
13c5e090b6868e27,Fabio Cherant,"6' 1""",205,74,Southpaw
3c7b3ee018c0c0c3,Alexis Davis,"5' 6""",135,68,Orthodox
9d4cd1755f37f957,Danilo Marques,"6' 6""",205,77,Orthodox
89ecc089522bbcab,Francis Ngannou,"6' 4""",250,83,Orthodox
1b2245155a92a358,Rogerio Bontorin,"5' 5""",125,67,Orthodox
b788710d39ebd033,Dakota Bush,"5' 10""",155,73,Orthodox
f178c1af18f83cd5,Sijara Eubanks,"5' 4""",125,67,Orthodox
3a6deabfcbb204d7,Andre Ewell,"5' 8""",145,75,Southpaw
aefa91645d63ab49,Matt Sayles,"5' 7""",155,68,Orthodox
d95d3d7bfd15e7f1,Ryan Hall,"5' 10""",145,70,Southpaw
8a0cb9e5ef6f57d0,Maki Pitolo,"5' 10""",185,75,Orthodox
e8537d08d84aaea2,Mallory Martin,"5' 4""",115,63,Orthodox
9f799b7a3647f47b,Chris Gruetzemacher,"5' 8""",155,68,Orthodox
ebbcbd9df5799314,Sean Soriano,"5' 9""",145,70,Orthodox
33387982334c4627,Ben Rothwell,"6' 4""",265,78,Orthodox
70e2a19e3dec5f31,Felicia Spencer,"5' 6""",145,68,Orthodox
25cd664951a78492,Leah Letson,"5' 7""",145,71,Southpaw
8a820786ab3bc2ea,Collin Anglin,"5' 9""",145,71,Orthodox
a93d965dbe18fc74,Liana Jojua,"5' 4""",125,62,Orthodox
a7ea31deabd77a15,Al Iaquinta,"5' 10""",155,70,Orthodox
82b4ac7b2ab3eafb,Jordan Williams,"6' 1""",185,75,Southpaw
be4f3c753991fea0,Gian Villante,"6' 3""",230,76,Orthodox
b2d78c1271922be6,John Allan,"6' 1""",205,75,Orthodox
58445a4ff4f7d6d9,Shamil Gamzatov,"6' 2""",205,76,Orthodox
947b5835682bf007,Hu Yaozong,"6' 3""",185,72,Orthodox
22261a1bef37a657,Laureano Staropoli,"6' 1""",185,71,Orthodox
c85c178b6d260ec6,Khama Worthy,"5' 11""",155,74,Orthodox
1bd875af60261100,Livinha Souza,"5' 3""",115,63,Orthodox
05018fd6588f6bf5,Randa Markos,"5' 4""",115,63,Orthodox
5b248fbc7ea26c03,Zviad Lazishvili,"5' 6""",135,69,Orthodox
9c0660fd9c0a82f5,Carlos Felipe,"6' 0""",245,75,Orthodox
3ab17675aa10c149,Andrew Sanchez,"6' 1""",185,74,Orthodox
7f2d4f1e239cd7b0,Bethe Correia,"5' 5""",135,64,Orthodox
338564020148f275,Gaetano Pirrello,"5' 7""",135,65,Orthodox
4d0db0a8f33630df,Johnny Eduardo,"5' 7""",135,71,Orthodox
6b7b0a0f8b7ef2a7,Nick Diaz,"6' 1""",170,76,Southpaw
6c9d5b4b53d186f3,Martin Sano,"5' 11""",170,75,Orthodox
20184f36071fdaa3,Antonio Arroyo,"6' 3""",185,73,Orthodox
53ba0dd370c19b38,Mike Rodriguez,"6' 4""",205,82,Southpaw
44852969f473e28a,Sarah Alpar,"5' 4""",135,63,Southpaw
76de23d141fb4ab4,Impa Kasanganay,"5' 11""",170,75,Orthodox
78de61bdd2eec594,Gustavo Lopez,"5' 5""",135,67,Orthodox
f7da270edb938da9,Emily Whitmire,"5' 5""",125,63,Orthodox
f4ac3c61f20e824c,David Zawada,"6' 0""",170,75,Orthodox
5d02dfb7063877da,Luigi Vendramini,"5' 8""",155,73,Orthodox
91849c6a42cec353,Darren Stewart,"6' 0""",205,74,Orthodox
0cdf886f3d227f07,Domingo Pilarte,"6' 0""",135,73,Southpaw
e05181a70815352c,Bea Malecki,"5' 9""",135,74,Orthodox
b5924260141b7b2d,Sasha Palatnikov,"6' 1""",170,72,Switch
2c6080cef7de1112,Casey Kenney,"5' 7""",135,68,Southpaw
7e82a2b9326866dc,Drako Rodriguez,"5' 8""",135,69,Orthodox
b42a3ba36956443e,Anderson Dos Santos,"5' 5""",135,70,Orthodox
3af7ff7f1e5a58cb,Jamey Simmons,"5' 6""",135,70,Orthodox
62c22d8f8fd6a0fc,Kai Kamaka,"5' 7""",145,69,Orthodox
418b606085256d99,Ryan Benoit,"5' 5""",125,68,Orthodox
f83eb8d8634c7c8b,Ian Heinisch,"5' 11""",185,72,Orthodox
b9b9c313e5c6dda9,Marion Reneau,"5' 6""",135,68,Orthodox
3437154cd3a90944,Conor McGregor,"5' 9""",155,74,Southpaw
729efb142c857499,Carlos Condit,"6' 2""",170,75,Orthodox
d8ebe7e210f2be7a,Omari Akhmedov,"6' 0""",185,73,Orthodox
53e952ec79277dbd,Jerome Rivera,"5' 10""",125,72,Southpaw
bfdb8b386085cd2a,Michel Prazeres,"5' 6""",170,67,Orthodox
d19518df34f13b97,Justin Jaynes,"5' 7""",145,68,Orthodox
d38841bd684d292e,Yancy Medeiros,"5' 10""",155,75,Orthodox
1140aae1c29e9d20,Dhiego Lima,"6' 2""",170,75,Orthodox
962340bb6735df1d,Roque Martinez,"5' 10""",250,72,Orthodox
a5d68f68f0094cd8,Lara Procopio,"5' 4""",125,67,Orthodox
6713c4346fedb74e,Demian Maia,"6' 1""",170,72,Southpaw
05f0c04f8a362a98,Walt Harris,"6' 5""",250,77,Southpaw
37aecd5f660c5468,Victor Rodriguez,"5' 5""",125,67,Switch
fc98a30687f898be,Jacare Souza,"6' 1""",185,72,Orthodox
434c4533ee6ced38,Kevin Aguilar,"5' 7""",155,73,Orthodox
1342d30574397e2a,Maurice Greene,"6' 7""",258,80,Orthodox
d5fe98f320db9177,Gregor Gillespie,"5' 7""",155,71,Orthodox
84e0acba6b6989d7,Christian Aguilera,"5' 9""",170,72,Switch
60357e8e5ccd6642,KB Bhullar,"6' 4""",185,78,Switch
a1a49cdffbc30a5a,Luke Sanders,"5' 6""",135,67,Southpaw
ced4bb5e6c399d9f,Stefan Sekulic,"6' 0""",170,75,Southpaw
c3a66d9a60dd2aa5,Justine Kish,"5' 5""",125,64,Orthodox
f8fd3739aea24944,Luis Pena,"6' 3""",155,75,Southpaw
f3a0ba27b6389def,Juan Espino,"6' 3""",255,80,Orthodox
81125231bb2452e6,Bartosz Fabinski,"6' 0""",170,75,Orthodox
