Fighter_Id,Full Name,Ht.,Wt.,Reach,Stance
245f661e52b116c7,Alex Perez,"5' 6""",125,65,Orthodox
b1d7ad470a1f451b,Denzel Freeman,--,265,--,
dcb9a947c0578d1c,Adam Fugitt,"6' 1""",170,77,Southpaw
d8436984de79cc6e,Ty Miller,"6' 2""",170,77,Orthodox
22c9882008036ba4,Brandon Royval,"5' 9""",125,68,Southpaw
0cdf094ed2a15c5e,Manel Kape,"5' 5""",125,68,Southpaw
3739a7ad389dcac5,Giga Chikadze,"6' 0""",145,74,Orthodox
600dc8df28333450,Cesar Almeida,"6' 1""",185,74,Orthodox
e180666d3423c42b,Cezary Oleksiejczuk,"6' 3""",185,75,Southpaw
07691b03bb22f0a9,Morgan Charriere,"5' 8""",145,69,Orthodox
3efa6683f90baf91,Kennedy Nzechukwu,"6' 5""",236,83,Southpaw
3fd27e0b217d2b7b,Neil Magny,"6' 3""",170,80,Orthodox
5817d60924c7a7e0,Joanderson Brito,"5' 8""",145,72,Orthodox
984bd4298fe632ae,Isaac Thomson,--,145,--,
93fc17b97f4b66d2,Sean Sharaf,"6' 3""",252,77,Orthodox
a01276e067ddc553,Luana Santos,"5' 6""",135,67,Orthodox
36d7983b38d6c225,Allen Frye Jr.,--,265,--,
8fbbef9a4ec1f6cb,Tereza Bleda,"5' 9""",125,71,Orthodox
5ea45965dcdfe486,Merab Dvalishvili,"5' 6""",135,68,Orthodox
e5c5bf33b9961606,Petr Yan,"5' 7""",135,67,Switch
491c47c97570c365,Alexandre Pantoja,"5' 5""",125,67,Orthodox
fa09a52adc3f2384,Henry Cejudo,"5' 4""",135,64,Orthodox
2b3745a0444dcd17,Payton Talbott,"5' 10""",135,70,Switch
29a6a8a9d3847e14,Jan Blachowicz,"6' 2""",205,78,Orthodox
aec9dc5aff9f4748,Bogdan Guskov,"6' 3""",205,76,Orthodox
aef0ff28e0e41917,Manuel Torres,"5' 10""",155,73,Switch
f0427fab32e0994a,Nazim Sadykhov,"5' 10""",155,69,Southpaw
72d51391d67206b8,Fares Ziam,"6' 1""",155,75,Orthodox
e51574999ccf6b8f,Marvin Vettori,"6' 0""",185,74,Southpaw
2361865e12089b38,Edson Barboza,"5' 11""",155,75,Orthodox
e411d4112ff57cb3,Jalin Turner,"6' 3""",155,77,Southpaw
62055b2fd8a10789,Ibo Aslan,"6' 3""",205,77,Orthodox
56adb35526c59c88,Muhammad Naimov,"5' 9""",145,70,Orthodox
96b8d95c6822ab2b,Mairon Santos,"5' 7""",155,72,Orthodox
1c2caae133a1f406,Arman Tsarukyan,"5' 7""",155,72,Orthodox
dd22fdf9ce2b85b6,Belal Muhammad,"5' 11""",170,72,Orthodox
302c7dcb0fec325e,Ian Machado Garry,"6' 3""",170,74,Orthodox
86c8b5612d28c278,Volkan Oezdemir,"6' 2""",205,75,Orthodox
990efe1105080c68,Alonzo Menifield,"6' 0""",205,76,Orthodox
80fe8fdac1ec7339,Jack Hermansson,"6' 1""",185,77,Orthodox
b4e998ae245c303e,Tagir Ulanbekov,"5' 7""",125,70,Southpaw
c15f8ac4d76af53a,Bogdan Grad,"5' 8""",145,70,Orthodox
c265d59bcf8b1327,Nicolas Dalby,"5' 11""",170,74,Orthodox
52e90de4305c8afb,Saygid Izagakhmaev,--,170,--,
31bcb5ce3debb8df,Asu Almabayev,"5' 4""",125,65,Orthodox
69e0fe6cb117835d,Rafael Cerqueira,"6' 3""",205,76,Southpaw
d29f0772d1082463,Bekzat Almakhan,"5' 7""",135,68,Orthodox
d7d6ffc0db64fe1e,Aleksandre Topuria,"5' 7""",135,68,Orthodox
3a0f7fd1dbd0ce0b,Ismail Naurdiev,"5' 10""",185,74,Orthodox
085a46245fae5aeb,Ryan Loder,"6' 2""",185,76,Southpaw
9c6d0c42a7a85b51,Nurullo Aliev,"5' 10""",155,72,Orthodox
fb7eb92e46f18cc6,Marek Bujlo,--,265,--,
78f73bfd71449931,Islam Makhachev,"5' 10""",170,70,Southpaw
db8b8bd90a46f35f,Valentina Shevchenko,"5' 5""",125,66,Southpaw
934bd39fbb77e527,Zhang Weili,"5' 4""",115,63,Switch
5561fca8c897f0bf,Michael Morales,"6' 0""",170,79,Orthodox
e3e2d12252710b60,Leon Edwards,"6' 2""",170,74,Southpaw
9a841327b5d824c6,Bo Nickal,"6' 1""",185,76,Southpaw
aaa797b5b8da777b,Erin Blanchfield,"5' 4""",125,66,Orthodox
f23f5caaf463e283,Tracy Cortez,"5' 5""",125,65,Orthodox
adc254e5ba385928,Kyle Daukaus,"6' 2""",185,76,Southpaw
9676911f60bd8e0e,Chepe Mariscal,"5' 7""",145,69,Orthodox
dddaac197e3946ca,Angela Hill,"5' 3""",115,64,Orthodox
989a52c826c894ee,Fatima Kline,"5' 6""",115,67,Orthodox
81755efcce2cc326,Viacheslav Borshchev,"5' 11""",155,69,Orthodox
1ec908c218b0c556,Matheus Camilo,"5' 10""",155,69,Orthodox
03b527306e0b57c8,Gabriel Bonfim,"6' 1""",170,72,Orthodox
f1bfcaa7394010b5,Matt Schnell,"5' 8""",125,70,Orthodox
f7f904ccafae5749,Joseph Morales,"5' 6""",125,69,Switch
f2154a77e666997c,Muslim Salikhov,"5' 11""",170,70,Orthodox
20fbdf9a7df6c950,Ismael Bonfim,"5' 8""",155,71,Orthodox
44b3eeff33faf035,Hyder Amil,"5' 9""",145,70,Switch
d42c88019231799d,Jamall Emmers,"5' 10""",145,74,Orthodox
10edabc9cbd7fb2e,Max Gimenis,--,265,--,
b228d39d964f5931,Tecia Pennington,"5' 1""",115,60,Orthodox
092a12fbdcf12ad3,Denise Gomes,"5' 2""",115,63,Orthodox
e011a97f57726d2d,Miles Johns,"5' 7""",135,68,Orthodox
fe96fd653f562e98,Daniel Marcos,"5' 7""",135,69,Orthodox
a49129adb0dad63b,Steve Garcia,"6' 0""",145,75,Southpaw
5ae43941a38cb123,David Onama,"5' 11""",145,74,Orthodox
541d80991428244f,Jeremiah Wells,"5' 9""",170,74,Switch
a7401a8e25c733b5,Isaac Dulgarian,"5' 7""",145,71,Orthodox
d9935a239ea022f2,Daniel Frunza,"6' 1""",170,73,Orthodox
5138742df3096e35,Allan Nascimento,"5' 8""",125,69,Orthodox
f8c6211e746d7dd5,ChangHo Lee,"5' 8""",135,69,Orthodox
e18cfacb68119a4b,Montserrat Conejo Ruiz,"5' 0""",115,61,Southpaw
55fc81a9753e8a87,Seokhyeon Ko,"5' 10""",170,71,Southpaw
ede82a372dc9444c,Ariane Carnelossi,"5' 2""",115,61,Orthodox
c84679ced7c8f6a2,Tom Aspinall,"6' 5""",256,78,Orthodox
d405f6e1594c44db,Ciryl Gane,"6' 4""",245,81,Orthodox
1868597de911ab05,Mackenzie Dern,"5' 4""",115,63,Orthodox
07d8dcdbf698e6e0,Aleksandar Rakic,"6' 4""",205,78,Orthodox
f871be2f77817a9f,Nasrat Haqparast,"5' 10""",155,72,Southpaw
331d3f58e32980ad,Ikram Aliskerov,"6' 0""",185,76,Southpaw
f38e417c84745f67,JunYong Park,"5' 10""",185,73,Orthodox
aa788df7587f1357,Ludovit Klein,"5' 7""",155,72,Southpaw
c351fa759a6f4223,Valter Walker,"6' 6""",265,78,Orthodox
256d0018d9869d0a,Hamdy Abdelwahab,"6' 2""",264,72,Southpaw
ce9a9453272c9963,Chris Barnett,"5' 9""",265,75,Orthodox
80fff92139ea4fad,Azat Maksum,"5' 7""",125,70,Southpaw
018e6efa6f1415a9,Mitch Raposo,"5' 5""",125,64,Switch
1930fd17e9ee8a27,Jaqueline Amorim,"5' 3""",115,68,Orthodox
2ed6f3c1f715f23d,Mizuki,"5' 3""",115,65,Orthodox
58b6dee880eed3f4,Brendan Allen,"6' 2""",185,75,Orthodox
a5430ac842baa304,Aiemann Zahabi,"5' 8""",135,68,Orthodox
0084e6f1dce86e4c,Manon Fiorot,"5' 7""",125,65,Orthodox
c9d2ae98d9f6ab30,Matt Frevola,"5' 9""",155,71,Orthodox
580a21f49d3aaafb,Kyle Prepolec,"5' 10""",155,70,Southpaw
f715b9333acbb20a,Cody Gibson,"5' 10""",135,71,Orthodox
14d7083ccbe8c09e,Aoriqileng,"5' 7""",135,69,Orthodox
ada98c070f3899ef,HyunSung Park,"5' 7""",125,66,Orthodox
77f853c4d44cbe94,Danny Barlow,"6' 2""",185,79,Southpaw
3285bd6966dffe99,Stephanie Luciano,"5' 6""",115,65,Orthodox
1a133fa4bd27aca5,Tainara Lisboa,"5' 7""",135,67,Orthodox
460b5fa5b94b70bd,Jhonata Diniz,"6' 4""",254,79,Orthodox
df042c10104fc58f,Ricardo Ramos,"5' 9""",145,72,Orthodox
5adc666e571b3cb1,Lucas Almeida,"5' 11""",145,71,Orthodox
98b743255b1f5f64,Irina Alekseeva,"5' 8""",135,67,Orthodox
ee66f8d0ba75975e,Lucas Rocha,"5' 3""",125,64,Orthodox
21a656cdfc9d8398,Karolina Kowalkiewicz,"5' 3""",115,64,Orthodox
d892963e78a574fb,Saimon Oliveira,"5' 4""",135,72,Orthodox
69646a0ad3abb8c7,Magomed Ankalaev,"6' 3""",205,75,Orthodox
a38373934b735770,Alex Pereira,"6' 4""",205,79,Orthodox
bf88971d31a1367b,Cory Sandhagen,"5' 11""",135,70,Switch
2cc62c24e03e31f1,Khalil Rountree Jr.,"6' 1""",205,76,Southpaw
1be0a07a75aba8b6,Abus Magomedov,"6' 2""",185,78,Orthodox
1380bf7bbf61d6f1,Tre'ston Vines,"6' 1""",185,79,Orthodox
0340977ba43f8013,JooSang Yoo,"5' 7""",145,71,Orthodox
fe17d41e2b27900b,Patchy Mix,"5' 8""",135,72,Southpaw
f4544d57a0c93b7c,Edmen Shahbazyan,"6' 2""",185,75,Orthodox
74fd8194bb19e2bf,Andre Muniz,"6' 1""",185,78,Southpaw
d8b0f82a920de5ac,Yana Santos,"5' 6""",135,68,Orthodox
e9c6e0620732ca67,Chris Gutierrez,"5' 9""",135,67,Orthodox
2d0d405ad62b34b7,Austin Vanderford,"5' 11""",170,74,Orthodox
f0a323d30b06e3a8,Veronica Hardy,"5' 4""",125,64,Southpaw
545699be41b1d282,Brogan Walker,"5' 4""",125,67,Switch
a1fe00d04609986b,Jimmy Crute,"6' 2""",205,74,Orthodox
0aa46064d6a157d1,Jack Jenkins,"5' 7""",145,68,Switch
9dd44108e3e1b102,Ramon Taveras,"5' 8""",145,70,Southpaw
be2f4c42148aaa0d,Jake Matthews,"5' 11""",170,73,Orthodox
23819db9f489592d,Tom Nolan,"6' 3""",155,73,Southpaw
5f4c5e8ccdbba00e,Charlie Campbell,"6' 0""",155,72,Orthodox
fda075b76a0a756d,Rolando Bedoya,"5' 11""",155,74,Orthodox
ef4f913e6a99246b,Josias Musasa,"5' 8""",135,74,Southpaw
64d5a5e924312934,Luana Carolina,"5' 6""",135,69,Orthodox
5ffade352e5b635f,Elisha Ellison,"6' 0""",238,78,Orthodox
2b4f0961dd196d20,Loma Lookboonmee,"5' 1""",115,61,Orthodox
be354104b1b893f1,Dustin Stoltzfus,"6' 0""",185,75,Orthodox
92120440fcb28c7e,Diego Ferreira,"5' 9""",155,74,Orthodox
1246b3a3b6fa36e9,Quang Le,"5' 7""",135,70,Orthodox
cf44ab1ffc00f165,Dusko Todorovic,"6' 1""",185,74,Orthodox
13eb15beb712bc60,Claudio Puelles,"5' 10""",155,72,Southpaw
f58b474bf5d86e5f,Joaquim Silva,"5' 8""",155,69,Southpaw
6fb01bd765a34f04,Rodrigo Sezinando,"5' 9""",170,71,Orthodox
4a39d90a99b006dd,Nassourdine Imavov,"6' 3""",185,75,Orthodox
ec887ad9a414aff9,Paul Craig,"6' 3""",205,76,Orthodox
56e42e6d26cbf604,Rhys McKee,"6' 2""",170,78,Orthodox
488201b31f04d4b7,Kaue Fernandes,"5' 9""",155,73,Orthodox
147266d98ca2813f,Trey Waters,"6' 5""",170,77,Orthodox
34ad7cf2c5f49b2a,Andreas Gustafsson,"6' 1""",170,73,Orthodox
86dc7b9318febf9b,Rinat Fakhretdinov,"6' 0""",170,74,Orthodox
81d3fc0435cfe7ac,Zhang Mingyang,"6' 2""",205,75,Orthodox
3f3f90729e314479,Brian Ortega,"5' 8""",145,69,Switch
d38d32acdb6c8ac2,Sergei Pavlovich,"6' 3""",257,84,Southpaw
28006e300df5b0f3,Taiyilake Nueraji,"6' 2""",170,75,Southpaw
ca1de23adece5efa,Kiefer Crosbie,"5' 11""",170,70,Switch
fab54d525f0f2d9d,Maheshate,"6' 0""",155,71,Orthodox
38460724e5eca228,Rongzhu,"5' 9""",155,71,Orthodox
c9b59e3c8b7043f8,Austin Hubbard,"5' 10""",155,71,Orthodox
7635e954d6479094,Westin Wilson,"6' 1""",145,73,Southpaw
14d9402cd3d121ac,Uran Satybaldiev,"6' 4""",205,79,Orthodox
7000b0fb9e20419a,Dricus Du Plessis,"6' 1""",185,76,Switch
fef78cb6d5f39398,Jared Cannonier,"5' 11""",185,77,Switch
74bb53e7099cb5b9,Kai Asakura,"5' 8""",125,69,Orthodox
9c88a670ebba5427,Eric Nolan,"6' 2""",185,74,Orthodox
e2acd498178b7fbd,Jessica Andrade,"5' 1""",115,62,Orthodox
51e7d13b7f729c50,Drakkar Klose,"5' 9""",155,70,Orthodox
49c2ef91fb4491f6,Iasmin Lucindo,"5' 3""",115,66,Orthodox
a8cd76e59b7c49ab,Christian Rodriguez,"5' 7""",145,71,Orthodox
b8ba4f48c57725f9,Rafael Cerquiera,,,,
4ffd2b01b7394143,Toshiomi Kazama,"5' 7""",135,69,Orthodox
bcfa27125bcecc19,Gilbert Urbina,"6' 3""",170,75,Orthodox
8e35a9fe9a57b69f,Julija Stoliarenko,"5' 7""",125,66,Orthodox
db353d75993d42c3,Elves Brener,"5' 10""",155,72,Orthodox
b9df3acc0fbdbbc3,Karol Rosa,"5' 5""",135,67,Orthodox
c2c7b0cf6428c50e,Elizeu Zaleski dos Santos,"5' 11""",170,73,Orthodox
1bd08c84baf0f0e2,Rinya Nakamura,"5' 7""",135,68,Southpaw
72b4261811f6d97c,Nathan Fletcher,"5' 7""",135,70,Orthodox
28061eae5a6884c3,Nick Klein,"6' 1""",185,77,Orthodox
87bd1fc4820e6e6f,Austin Bashi,"5' 6""",145,70,Orthodox
40531c8f39f016fe,Robert Whittaker,"6' 0""",185,73,Orthodox
3a70cd0ddb52f7f7,Marcus McGhee,"5' 8""",135,69,Orthodox
0d9f2d60c2483ea0,Shara Magomedov,"6' 2""",185,73,Orthodox
b28df5607a6b1db8,Bryce Mitchell,"5' 10""",135,70,Southpaw
00de3a4bfdc4a1ba,Said Nurmagomedov,"5' 8""",135,70,Orthodox
e6abc381d85dfa34,Da'Mon Blackshear,"5' 10""",135,72,Switch
60bc6c8b8e95bd3c,Amanda Ribas,"5' 4""",115,66,Orthodox
d5ac91a888b66ee6,Mohammad Yahya,"5' 9""",145,73,Switch
6ff3abc1052a0921,Steven Nguyen,"5' 11""",145,73,Switch
04c3977524fb97e0,Martin Buday,"6' 4""",265,77,Orthodox
3831bcbeade5a335,Dustin Poirier,"5' 9""",155,72,Southpaw
27dc95be9b98006d,Daniel Rodriguez,"6' 1""",170,74,Southpaw
fd67143f447281de,Patricio Freire,"5' 6""",145,67,Orthodox
966e46aafac530c8,Islam Dulatov,"6' 3""",170,75,Orthodox
837a9f78be0b2fc9,Marcin Prachnio,"6' 3""",205,73,Orthodox
a0989877f644f2ab,Lukasz Brzeski,"6' 3""",236,78,Orthodox
c5156b7a02344aa1,Stephen Thompson,"6' 0""",170,75,Orthodox
b015a1a954f587d1,Calvin Kattar,"5' 11""",145,72,Orthodox
94b00343ca5505af,Lauren Murphy,"5' 5""",125,67,Orthodox
af8e52231b4cfce5,Mitch Ramirez,"5' 11""",155,71,Orthodox
c089e6624556674f,Mike Davis,"6' 0""",155,72,Orthodox
e5e9129255fd285f,Melissa Martinez,"5' 2""",115,66,Southpaw
875c9f59fc746b88,Ilia Topuria,"5' 7""",155,69,Orthodox
f5f171343461fc38,Kai Kara-France,"5' 4""",125,69,Orthodox
e18ec46a5875684b,Felipe Lima,"5' 6""",135,68,Orthodox
3dc200641c5e5245,Viviane Araujo,"5' 4""",125,68,Orthodox
184b150c59c5539d,Alvin Hines,"6' 2""",265,74,Orthodox
fa92f349c2df714c,Jamahal Hill,"6' 4""",205,79,Southpaw
e6bdebff94eddc25,Nikolas Motta,"5' 9""",155,70,Orthodox
a11db5b1e98120ae,Melissa Mullins,"5' 7""",135,68,Orthodox
36959e53237eed0a,Mohammed Usman,"6' 2""",239,79,Orthodox
09c4ebb55e8079b1,Kamaru Usman,"6' 0""",170,76,Switch
00cc7715cc0d4b51,Miranda Maverick,"5' 3""",125,65,Southpaw
a7ed9d9e59972d38,Court McGee,"5' 11""",170,75,Orthodox
6fe6a57990709869,Cameron Smotherman,"5' 9""",135,69,Orthodox
16a0eba44cd46eb9,Ange Loosa,"5' 10""",170,74,Orthodox
f8588e91351f8a39,Vanessa Demopoulos,"5' 2""",125,59,Orthodox
539a8690e6be156e,Julianna Pena,"5' 6""",135,69,Orthodox
e8904c85658949e8,Kayla Harrison,"5' 8""",135,66,Southpaw
f1ab1276d646f580,Ariane da Silva,"5' 6""",125,67,Orthodox
c4d39d0ecab35b23,Jeka Saragih,"5' 8""",145,69,Orthodox
f1fe8d640302d684,Yanal Ashmouz,"5' 9""",155,69,Orthodox
bc2a324521f4f42e,Mark Choinski,"5' 8""",155,69,Orthodox
c9bb479dabdb48bf,Billy Ray Goff,"5' 10""",170,72,Switch
ecdf6dcdb523bb8d,Kurt Holobaugh,"5' 11""",155,70,Orthodox
cfd0252570ae2229,Rayanne dos Santos,"5' 2""",115,62,Orthodox
98def16d7bb14aa9,Sodiq Yusuff,"5' 9""",155,71,Orthodox
37962e622840843a,Nursulton Ruziboev,"6' 5""",185,76,Orthodox
37ab9320fc514bf9,Gabe Green,"5' 10""",155,73,Switch
37f91d57ed109584,Connor Matthews,"5' 8""",145,71,Switch
ca846720b8878cbc,Elise Reed,"5' 3""",115,63,Orthodox
d7974c32755e4b64,Carlos Hernandez,"5' 8""",125,67,Orthodox
0ce8ac03e1fc8da4,Luana Pinheiro,"5' 2""",115,62,Orthodox
941e2615d914d962,Jose Aldo,"5' 7""",135,70,Orthodox
be964441477111de,JeongYeong Lee,"5' 10""",145,73,Orthodox
b4f7cacb2ddc5231,Brad Katona,"5' 6""",135,64,Orthodox
3e56f6fcc29a8f9d,Santiago Ponzinibbio,"6' 0""",170,73,Orthodox
1f5d82279eb460df,Serhiy Sidey,"5' 11""",135,72,Switch
adae0f478fafba7e,Miesha Tate,"5' 6""",135,65,Orthodox
c42bb75b660872de,Marina Rodriguez,"5' 6""",115,65,Orthodox
9ffda31f36b02c95,Gaston Bolanos,"5' 7""",135,69,Orthodox
83c80f54de1b32fe,Don'Tale Mayes,"6' 6""",260,81,Orthodox
9a0d9b9d8c551d65,Ivana Petrovic,"5' 8""",125,70,Southpaw
c64e85074d1984f8,Anthony Smith,"6' 4""",205,76,Orthodox
78ebf7d241e77844,Jimmy Flick,"5' 7""",125,68,Orthodox
debe6f0d96121434,Evan Elder,"5' 10""",155,72,Switch
a47743ba4ed6cb92,Alatengheili,"5' 5""",135,66,Orthodox
0eed054506a94abf,Cameron Saaiman,"5' 8""",135,67,Southpaw
bb1e1ffc193f75f8,Roberto Romero,"5' 8""",145,70,Orthodox
4068eabd52a7fa93,Chelsea Chandler,"5' 8""",135,68,Southpaw
2ec8d26e4041f9fb,Michael Chandler,"5' 8""",155,71,Orthodox
5a9c4dff8eee3cd8,Yair Rodriguez,"5' 11""",145,71,Orthodox
a238e2e4c9670e90,Sean Woodson,"6' 2""",145,78,Orthodox
c58c3a863045d224,Yan Xiaonan,"5' 5""",115,63,Orthodox
297d71e3e51e67fc,Darren Elkins,"5' 10""",145,71,Orthodox
d0241a094460f6a1,Cortavious Romious,"5' 4""",135,68,Southpaw
4c2501ed3cec6b3c,Diana Belbita,"5' 7""",125,68,Orthodox
4d3420e4479f7e2d,Istela Nunes,"5' 4""",115,66,Orthodox
d711c2758350cbf5,Victor Henry,"5' 7""",135,68,Switch
3ae417889e6fa052,Pedro Falcao,"5' 6""",135,66,Orthodox
daa8caf6878b4796,CJ Vergara,"5' 6""",125,68,Orthodox
59fcc641cfc67b7d,Ronaldo Rodriguez,"5' 6""",125,65,Orthodox
e743c67e21cfa0e9,Vinc Pichel,"5' 10""",155,72,Orthodox
a24790347db005b3,Gabriel Miranda,"5' 11""",145,71,Orthodox
6e78fc11797303ec,Gunnar Nelson,"5' 11""",170,72,Switch
09257c82f023e752,Molly McCann,"5' 4""",115,62,Orthodox
cb8d5ce5014434c9,Jordan Vucenic,"5' 10""",155,73,Orthodox
d49758d4b92d2200,Felipe dos Santos,"5' 7""",125,70,Orthodox
a0cd4255eec2a5b8,Mick Parkin,"6' 4""",265,79,Orthodox
7915c978759b49fb,Puja Tomar,"5' 4""",115,59,Southpaw
fae7eb34e7f7da2a,Caolan Loughran,"5' 6""",135,68,Orthodox
2cf328c893839744,Guram Kutateladze,"5' 11""",155,72,Orthodox
c75a488268aa12f7,SeungWoo Choi,"6' 0""",145,74,Orthodox
4fc09af1b39d39ae,AJ Cunningham,"5' 10""",135,71,Orthodox
7331db060c1586eb,Carlos Vera,"5' 6""",135,69,Orthodox
e1601c0597a7b444,Andre Lima,"5' 7""",125,67,Orthodox
42ef43eb5a5e2399,Josiane Nunes,"5' 2""",135,67,Southpaw
60800421a8c78d84,Yuneisy Duben,"5' 4""",125,65,Orthodox
0488ce27e1b8bb1d,Rei Tsuruya,"5' 6""",125,68,Orthodox
5d5dc3bf943ec3f3,Armen Petrosyan,"6' 3""",185,71,Orthodox
d46685b2069b7029,Julian Marquez,"6' 2""",185,72,Orthodox
d64eea071f4c4273,Andrea Lee,"5' 6""",125,69,Orthodox
fea9efc9272d4900,Ramazan Temirov,"5' 4""",125,63,Orthodox
7a88ea78c1ad646f,Melsik Baghdasaryan,"5' 9""",145,70,Southpaw
5941bd38f1fe3952,Dylan Budka,"6' 0""",185,75,Switch
623decd8a3a04ba3,Julia Avila,"5' 7""",135,68,Orthodox
8536eeb50cbb47fd,Justin Tafa,"6' 0""",264,74,Southpaw
08225d9bd0971e37,Gabriel Santos,"5' 9""",145,70,Orthodox
860c192798dd902a,Kevin Jousset,"6' 2""",170,75,Orthodox
5d343b433377ccd9,Anshul Jubli,"6' 0""",155,69,Switch
bc712336ca186386,Jairzinho Rozenstruik,"6' 2""",242,78,Orthodox
91b7ec57781273b3,Damir Hadzovic,"5' 9""",155,70,Orthodox
d4e93a7ddec657bc,Lucas Alexander,"5' 11""",145,73,Orthodox
085a230fc9e8aafb,Jamal Pogues,"6' 3""",205,77,Orthodox
2e98f3a31b40b58f,Carlston Harris,"6' 0""",170,76,Orthodox
37c471a0293b8114,Abdul Razak Alhassan,"5' 10""",185,73,Orthodox
7aeb78dffc4f5978,Jose Johnson,"6' 0""",125,71,Orthodox
602460be3bce1990,Ihor Potieria,"6' 3""",185,75,Southpaw
64cc87d3b1415720,Trey Ogden,"5' 11""",155,72,Orthodox
a26f4c35afe8c6bb,Preston Parsons,"5' 11""",170,71,Orthodox
97c47845e7f9a88b,Magomed Gadzhiyasulov,"6' 2""",205,75,Orthodox
9f310e095342e68c,Viktoriia Dudakova,"5' 5""",115,67,Orthodox
97b41815ee1fcfd0,Joe Solecki,"5' 9""",155,70,Orthodox
b7f5a832b68bad95,Colby Covington,"5' 11""",170,72,Orthodox
15a5d250b43e99c3,Billy Quarantillo,"5' 10""",145,70,Orthodox
a08d0019ab93b5d6,Ottman Azaitar,"5' 8""",155,71,Switch
9b0a5e128fb051a5,Fernando Padilla,"6' 1""",145,76,Orthodox
194c30e0b6259280,Josefine Knutsson,"5' 3""",115,60,Orthodox
04af9104a6d2ebbc,Shavkat Rakhmonov,"6' 1""",170,77,Orthodox
87cca15cbb8f6d7b,Kron Gracie,"5' 9""",145,70,Southpaw
64779053fdf01be7,Bryan Battle,"6' 1""",185,77,Orthodox
621594f54b916cda,Chris Weidman,"6' 2""",185,78,Orthodox
8608ea6dda73b4bc,Clay Guida,"5' 7""",155,70,Orthodox
cae5d7218cbc2994,Song Kenan,"6' 0""",170,71,Orthodox
5594f32554f40119,Baergeng Jieleyisi,"5' 9""",145,71,Orthodox
a570bb75254429a2,Kiru Sahota,"5' 10""",125,73,Orthodox
15799479f3a9eef4,DongHun Choi,"5' 5""",125,66,Switch
74b3453b11f32b2f,Feng Xiaocan,"5' 7""",115,67,Southpaw
4675830a8d994d0e,Jon Jones,"6' 4""",248,84,Orthodox
d534705eda01adaa,Stipe Miocic,"6' 4""",240,80,Orthodox
9ae6be6b0db58d78,James Llontop,"6' 0""",155,73,Orthodox
b7b781c36eec84ca,Jonathan Martinez,"5' 8""",135,70,Southpaw
e23b0c40b31209fc,Damon Jackson,"5' 11""",155,71,Switch
8b5a35b5b96d68de,Mickey Gall,"6' 2""",170,74,Switch
26596dd02f66a52e,Bassil Hafez,"5' 11""",170,72,Orthodox
052d911848d69ea8,Zachary Scroggin,"6' 3""",170,74,Orthodox
faeba0b553b119db,Matthew Semelsberger,"6' 1""",170,75,Switch
77051a019991ecab,Cody Stamann,"5' 6""",135,64,Orthodox
473d57add1655a1a,Caio Machado,"6' 4""",250,78,Southpaw
aee5bfbf2cc387ac,Trevin Giles,"6' 0""",170,74,Orthodox
c3bcfc16b4af14a3,Pedro Munhoz,"5' 6""",135,65,Orthodox
0651190a213d45b2,Jack Shore,"5' 8""",145,71,Orthodox
f18236a4cfbcb1d5,Alexandr Romanov,"6' 2""",262,75,Southpaw
5de030e625a4928c,Rodrigo Nascimento,"6' 2""",246,80,Orthodox
3930350bd0ffe056,Garrett Armfield,"5' 6""",135,70,Orthodox
07437ba38048dad7,Chad Anheliger,"5' 6""",135,64,Orthodox
9bb425f4d50a87eb,Rafael Dos Anjos,"5' 8""",170,70,Southpaw
fca2542155e4fd20,Victor Hugo,"5' 7""",135,71,Orthodox
b6e46aa39a0633e8,Jake Hadley,"5' 7""",135,70,Southpaw
e0506c372c3a8916,Daniel Pineda,"5' 7""",145,69,Orthodox
f9289606c5dd9dc2,Matheus Nicolau,"5' 6""",125,66,Orthodox
90ac0050b15a98ba,Tamires Vidal,"5' 6""",135,68,Orthodox
dd08899a91fb108b,Jessica Penne,"5' 5""",115,67,Orthodox
3fbed33ac7d823ae,Robelis Despaigne,"6' 7""",265,84,Orthodox
a5ad19d30b712b5e,Jared Gooden,"6' 0""",170,77,Orthodox
c62d07b2a13212ac,Jonathan Pearce,"6' 0""",145,71,Switch
d2f5ea74eafaebd7,Cory McKenna,"5' 3""",115,58,Orthodox
e8d76aa17db4a164,Dan Argueta,"5' 7""",135,68,Southpaw
8a1aa5c3cd50dedf,Cody Haddon,"5' 7""",135,69,Orthodox
045c822cfbde9b37,Raquel Pennington,"5' 7""",135,67,Orthodox
9bc937f20639dce9,Ovince Saint Preux,"6' 3""",205,80,Southpaw
932f0c2a98982c95,Carla Esparza,"5' 1""",115,63,Orthodox
73c7983d59bbc307,Tim Means,"6' 2""",170,75,Orthodox
8a16937a5715022f,Da Woon Jung,"6' 4""",205,78,Orthodox
64c7119b9beb015a,Roosevelt Roberts,"6' 2""",155,73,Orthodox
64f842aa46e8b2d6,Taylor Lapilus,"5' 6""",135,73,Southpaw
edf83b64bd3557d4,Victor Altamirano,"5' 8""",125,70,Switch
1b1d9afb92063b51,Irene Aldana,"5' 9""",135,68,Orthodox
1e3c1b3b3d096236,Yazmin Jauregui,"5' 3""",115,64,Orthodox
122fde0994a2f457,Trevor Peek,"5' 9""",145,70,Switch
bbcda1c072a0629b,Brendon Marotte,"5' 9""",145,70,Orthodox
