ourFighterId,sherdogId,fullName,date,organisation,canonicalOrg,tier,tierMultiplier,opponentName,opponentSherdogId,result,method,round,eventName
baf392e288389603,Michal-Oleksiejczuk-156397,Michal Oleksiejczuk,2014-06-20,TFL,TFL,tier4,0.35,Norbert Piskorski,Norbert-Piskorski-64532,win,TKO (Leg Injury),1,TFL 5 / PLMMA 36 - Lublin
baf392e288389603,Michal-Oleksiejczuk-156397,Michal Oleksiejczuk,2014-05-17,TFL,TFL,tier4,0.35,Jan Kwiaton,Jan-Kwiaton-99639,loss,Submission (Triangle Choke),1,TFL 4 - Plaza vs. Wolny
baf392e288389603,Michal-Oleksiejczuk-156397,Michal Oleksiejczuk,2014-02-08,TFN,TFN,tier4,0.35,Mateusz Gola,Mateusz-Gola-154523,win,Decision (Unanimous),3,TFN - Tymex Boxing Night
baf392e288389603,Michal-Oleksiejczuk-156397,Michal Oleksiejczuk,2014-01-11,Vale Tudo Promotions,Vale Tudo Promotions,tier4,0.35,Rajmund Flejmer,Rajmund-Flejmer-156399,win,Decision (Unanimous),2,Vale Tudo Promotions - Vale Tudo Cup 1
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2018-09-21,TKO,TKO,tier4,0.35,Adam Hunter,Adam-Hunter-71018,win,KO (Punches),1,TKO 44 - Hunter vs. Barriault
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2018-05-04,TKO,TKO,tier4,0.35,Brendan Kornberger,Brendan-Kornberger-61442,win,KO (Punches),2,TKO 43 - Barriault vs. Kornberger
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2017-12-08,TKO,TKO,tier4,0.35,Strahinja Gavrilovic,Strahinja-Gavrilovic-85643,win,Decision (Split),5,TKO 41 - Champions
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2017-09-08,TKO,TKO,tier4,0.35,Todd Stoute,Todd-Stoute-69693,win,Decision (Split),3,TKO 40 - Denouement
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2017-06-16,TKO,TKO,tier4,0.35,Jonathan Vallee,Jonathan-Vallee-175967,win,TKO (Retirement),2,TKO 39 - Ultimatum
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2017-04-07,TKO,TKO,tier4,0.35,Yacine Bandoui,Yacine-Bandoui-79262,win,KO (Punch),1,TKO 38 - Ascension
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2016-10-15,Hybrid Combat,Hybrid Combat,tier4,0.35,Strahinja Gavrilovic,Strahinja-Gavrilovic-85643,win,Decision (Split),3,Hybrid Combat - Hybrid Pro Series 5
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2016-05-21,LAMMQ,LAMMQ,tier4,0.35,Martin  Leblanc,Martin-Leblanc-199747,win,TKO (Punches),2,LAMMQ - Quebec Mixed Martial Arts League 5
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2015-10-17,Hybrid Combat,Hybrid Combat,tier4,0.35,Jonathan Vallee,Jonathan-Vallee-175967,loss,Decision (Split),3,Hybrid Combat - Hybrid Pro Series 4
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2015-06-06,LAMMQ,LAMMQ,tier4,0.35,James Kouame,James-Kouame-119087,win,TKO (Punches),1,LAMMQ - Quebec Mixed Martial Arts League 4
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2014-11-15,Hybrid Combat,Hybrid Combat,tier4,0.35,James Kouame,James-Kouame-119087,win,KO (Punch),1,Hybrid Combat - Hybrid Pro Series 2
f9f4bfae4f5773bb,MarcAndre-Barriault-170803,Marc-Andre Barriault,2014-06-21,LAMMQ,LAMMQ,tier4,0.35,Paul Cressaty,Paul-Cressaty-80299,win,KO (Punch),1,LAMMQ - Quebec Mixed Martial Arts League 3
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2023-09-12,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Kasey Tanner,Kasey-Tanner-160671,win,Decision (Unanimous),3,Dana White's Contender Series - Contender Series 2023: Week 6
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2023-03-10,LFA,LFA,tier3,0.55,Marlon Basilio,Marlon-Basilio-215437,win,Submission (Guillotine Choke),2,LFA 154 - Fernando vs. Silva
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2022-11-04,LFA,LFA,tier3,0.55,Inaildo Santos,Inaildo-Santos-204041,win,Decision (Unanimous),3,LFA 146 - Barbosa vs. Santos
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2022-08-13,Fight Pro Championship,Fight Pro Championship,tier4,0.35,Carlos  Marques,Carlos-Marques-150083,win,Decision (Unanimous),5,Fight Pro Championship - FPC 2: Special Edition
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2022-03-05,Fight Pro Championship,Fight Pro Championship,tier4,0.35,Luan Matheus,Luan-Matheus-207839,win,Technical Submission (Guillotine Choke),2,Fight Pro Championship - FPC 1: Matsumoto vs. Danger
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2021-08-05,SFT,SFT,tier4,0.35,Wanderley Rosa Ferreira Levandovski,Wanderley-Rosa-Ferreira-Levandovski-187619,win,Decision (Unanimous),5,SFT 28 - Mexicano vs. Matsumoto
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2019-11-30,SFT,SFT,tier4,0.35,Andre Amaral Azevedo,Andre-Amaral-Azevedo-110087,win,Decision (Unanimous),5,SFT 18 - Babuino vs. Preador
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2019-07-27,SFT,SFT,tier4,0.35,Adriano Florencio Barbosa,Adriano-Florencio-Barbosa-173421,win,Decision (Unanimous),3,SFT 14 - Maranhao vs Predador
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2019-04-13,Batalha MMA,Batalha MMA,tier4,0.35,Guilherme Miranda,Guilherme-Miranda-226467,win,Submission (Anaconda Choke),2,Batalha MMA - Batalha MMA 16
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2019-02-02,Batalha MMA,Batalha MMA,tier4,0.35,Marcelo Willian,Marcelo-Willian-160287,win,Technical Submission (Brabo Choke),1,Batalha MMA - Batalha MMA 15
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2019-01-19,SFT,SFT,tier4,0.35,Fabio Perpetua,Fabio-Perpetua-173433,win,TKO (Punches),3,SFT 9 - Gomes vs. Falcao
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2018-11-10,PFMMA,PFMMA,tier4,0.35,Caio Santos,Caio-Santos-322117,win,Submission (Arm-Triangle Choke),2,PFMMA - Pro Fight MMA Brasil 41
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2018-10-21,Acesso Show,Acesso Show,tier4,0.35,Rodrigo Ayala,Rodrigo-Ayala-239887,win,TKO (Punches),3,Acesso Show - The Dog Tower FC 1
99142b6b0a8bdbba,Jean-Matsumoto-263061,Jean Matsumoto,2018-01-24,Batalha MMA,Batalha MMA,tier4,0.35,Peterson Paulo Santana Silva,Peterson-Paulo-Santana-Silva-273707,win,TKO (Punches),1,Batalha MMA 11 - Mano vs. Buzika
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2022-09-13,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Allan Begosso,Allan-Begosso-196853,win,Decision (Unanimous),3,Dana White's Contender Series - Contender Series 2022: Week 8
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2022-03-12,War of Titans,War of Titans,tier4,0.35,Raul Guzman,Raul-Guzman-234643,win,Submission (Rear-Naked Choke),2,War of Titans - War of Titans 2
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2021-07-24,Oktagon MMA,Oktagon MMA,tier4,0.35,Janne Elonen-Kulmala,Janne-ElonenKulmala-38125,win,Submission (Rear-Naked Choke),3,Oktagon MMA - Oktagon 26: Naruszczka vs. Kristofic
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2020-02-15,Contenders East Anglia,Contenders East Anglia,tier4,0.35,Marco Zannetti,Marco-Zannetti-181019,win,Decision (Unanimous),3,Contenders East Anglia - Contenders Norwich 29
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2019-12-14,FSC,FSC,tier4,0.35,Nicolae Mezdrea,Nicolae-Mezdrea-254987,win,Submission (Rear-Naked Choke),2,FSC 19 - FightStar Championship 19
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2019-09-08,UCMMA,UCMMA,tier4,0.35,Stuart Eskine,Stuart-Eskine-351903,win,KO (Head Kick),1,UCMMA 60 - Ultimate Challenge MMA 60
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2019-05-11,UCMMA,UCMMA,tier4,0.35,Sam Steward,Sam-Steward-298889,win,Submission (Rear-Naked Choke),1,UCMMA 59 - Ultimate Challenge MMA 59
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2018-11-10,UCMMA,UCMMA,tier4,0.35,Cheya Saleem,Cheya-Saleem-123243,win,Submission (Rear-Naked Choke),3,UCMMA 57 - Ultimate Challenge MMA 57
6268180e745a1e23,Farid-Basharat-222641,Farid Basharat,2018-04-14,FSC,FSC,tier4,0.35,Camilo Petkoff,Camilo-Petkoff-244733,win,Decision (Unanimous),3,FSC 14 - FightStar Championship 14
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2020-08-04,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Ty Flores,Ty-Flores-86350,win,Decision (Unanimous),3,Dana White's Contender Series - Contender Series 2020: Week 1
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2019-06-29,SCL,SCL,tier4,0.35,Cody East,Cody-East-33359,win,Decision (Unanimous),3,SCL 74 - King Of Sparta Heavyweight Series
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2015-01-16,Bellator MMA,Bellator,tier2_5,0.68,John Salter,John-Salter-44683,loss,Submission (Rear-Naked Choke),2,Bellator MMA - Bellator 132
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2014-09-05,Bellator MMA,Bellator,tier2_5,0.68,Muhammed Lawal,Muhammed-Lawal-29858,loss,TKO (Punches),2,Bellator MMA - Bellator 123
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2014-08-22,Titan FC,Titan FC,tier3,0.55,Lucas Lopes,Lucas-Lopes-2735,win,TKO (Head Kick and Punches),1,Titan FC 29 - Titan Fighting Championship 29
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2013-03-02,CCCW,CCCW,tier4,0.35,Andrew Sanchez,Andrew-Sanchez-105321,win,Decision (Split),3,CCCW - The Uprising
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2012-11-03,WSOF,PFL,tier2_5,0.68,David Branch,David-Branch-32431,loss,Decision (Unanimous),3,WSOF 1 - Arlovski vs. Cole
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2012-08-24,CFFC,CFFC,tier3,0.55,Tim Williams,Tim-Williams-55756,win,TKO (Doctor Stoppage),1,CFFC 16 - Williams vs. Jacoby
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2012-06-02,HFC,HFC,tier4,0.35,Billy Johnson,Billy-Johnson-86227,win,KO (Punch),1,HFC 11 - Hoosier Fight Club 11
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2011-09-04,AP,AP,tier4,0.35,Billy Horne,Billy-Horne-18493,win,TKO (Punches),1,AP - Riverfists 2011
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2011-06-25,XFO,XFO,tier4,0.35,Ryan Sturdy,Ryan-Sturdy-26129,win,TKO (Doctor Stoppage),2,XFO - Xtreme Fighting Organization 40
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2011-04-30,CCCW,CCCW,tier4,0.35,Oscar Glover,Oscar-Glover-58127,win,TKO (Punches),1,CCCW - Fight Night 3
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2011-03-12,Disorderly Conduct,Disorderly Conduct,tier4,0.35,Ryan Braun,Ryan-Braun-23330,win,Submission (Triangle Choke),1,Disorderly Conduct 1 - St. Patty's Day Showdown 1
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2011-01-29,CCCW,CCCW,tier4,0.35,David Gaston,David-Gaston-31869,win,TKO (Punches),1,CCCW 6 - Capital City Cage Wars
91199de65226ddd6,Dustin-Jacoby-73825,Dustin Jacoby,2010-11-27,CCCW,CCCW,tier4,0.35,Dan McGlasson,Dan-McGlasson-69661,win,TKO (Punches),1,CCCW - Capital City Cage Wars
98007087a1199703,Julius-Walker-366067,Julius Walker,2024-12-07,PFC,PFC,tier4,0.35,Myron Dennis,Myron-Dennis-48240,win,TKO (Punches),1,PFC 41 - Peak Fighting 41
98007087a1199703,Julius-Walker-366067,Julius Walker,2024-11-16,Synergy FC,Synergy FC,tier4,0.35,Bevon Lewis,Bevon-Lewis-211153,win,TKO (Punches),1,Synergy FC 16 - Walker vs. Lewis
98007087a1199703,Julius-Walker-366067,Julius Walker,2024-06-01,Synergy FC,Synergy FC,tier4,0.35,Nyle Bartling,Nyle-Bartling-310615,win,Submission (Triangle Armbar),2,Synergy FC 13 - Walker vs. Bartling
98007087a1199703,Julius-Walker-366067,Julius Walker,2024-03-23,Synergy FC,Synergy FC,tier4,0.35,Mike Cook,Mike-Cook-131915,win,TKO (Submission to Punches),1,Synergy FC 12 - Clem vs. Meck
98007087a1199703,Julius-Walker-366067,Julius Walker,2023-10-14,Synergy FC,Synergy FC,tier4,0.35,Bryan Porritt,Bryan-Porritt-108645,win,Submission (Rear-Naked Choke),1,Synergy FC 8 - Hutch vs. Stinson
98007087a1199703,Julius-Walker-366067,Julius Walker,2023-04-22,Synergy FC,Synergy FC,tier4,0.35,Henry Essley,Henry-Essley-239519,win,TKO (Punches),1,Synergy FC 6 - Springfield Fight Night
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2015-12-04,LFC,LFC,tier4,0.35,Derrick Krantz,Derrick-Krantz-35518,win,Submission (Guillotine Choke),1,LFC 49 - Legacy Fighting Championship 49
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2015-08-28,LFC,LFC,tier4,0.35,Valdir Araujo,Valdir-Araujo-41068,win,KO (Punch),3,LFC 44 - Legacy Fighting Championship 44
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2015-06-26,LFC,LFC,tier4,0.35,Marcus Andrusia,Marcus-Andrusia-50969,win,TKO (Punches and Elbows),1,LFC 42 - Legacy Fighting Championship 42
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2015-02-13,Fury FC,Fury FC,tier4,0.35,Rashid Abdullah,Rashid-Abdullah-56809,win,Submission (Triangle Choke),1,Fury FC 4 - Fury Fighting Championship 4
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2014-10-24,Fury FC,Fury FC,tier4,0.35,Larry Hopkins,Larry-Hopkins-35423,win,TKO (Punches),1,Fury FC 2 - Fury Fighting Championship 2
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2014-06-13,LFC,LFC,tier4,0.35,Diego Henrique da Silva,Diego-Henrique-da-Silva-76846,loss,TKO (Punches),1,LFC 31 - Legacy Fighting Championship 31
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2014-03-14,TCT,TCT,tier4,0.35,Rashid Abdullah,Rashid-Abdullah-56809,win,DQ (Biting),3,TCT - Texas City Throwdown 1
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2013-11-01,Fury FC,Fury FC,tier4,0.35,Rob Wood,Rob-Wood-86748,loss,Decision (Split),3,Fury FC 1 - Fury Fighting Championship 1
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2013-03-01,LFC,LFC,tier4,0.35,Brandon Farran,Brandon-Farran-23939,win,Submission (Armbar),1,LFC 18 - Legacy Fighting Championship 18
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2012-02-24,LFC,LFC,tier4,0.35,Rashon Lewis,Rashon-Lewis-72056,win,TKO (Punches),1,LFC 10 - Legacy Fighting Championship 10
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2011-09-16,LFC,LFC,tier4,0.35,Evert Gutierrez,Evert-Gutierrez-84943,win,Decision (Unanimous),3,LFC 8 - Legacy Fighting Championship 8
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2011-04-09,LFC,LFC,tier4,0.35,Jeff Rexroad,Jeff-Rexroad-62649,loss,Decision (Split),3,LFC 6 - Legacy Fighting Championship 6
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2011-01-29,LFC,LFC,tier4,0.35,Mark Garcia,Mark-Garcia-31567,win,Submission (Armbar),1,LFC 5 - Legacy Fighting Championship 5
958dfbfa3ae46b07,Alex-Morono-64894,Alex Morono,2010-12-02,Triple A,Triple A,tier4,0.35,Jose Castro,Jose-Castro-76526,win,Submission (Armbar),1,Triple A - Promotions
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2024-11-23,Naiza FC,Naiza FC,tier4,0.35,Rustem Kudaibergenov,Rustem-Kudaibergenov-332653,win,Decision (Unanimous),5,Naiza FC 69 - Naiza Fighter Championship 69: Donchenko vs. Kudaibergenov
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2024-07-06,NFC,NFC,tier4,0.35,Kanybek Zhanybek Uulu,Kanybek-Zhanybek-Uulu-242543,win,Submission (Rear-Naked Choke),4,NFC 62 - Naiza Fighter Championship 62: Abzaliev vs. Santos
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2024-03-15,NFC,NFC,tier4,0.35,Rustam Yusupov,Rustam-Yusupov-188587,win,TKO (Punches),1,NFC 58 - Naiza Fighter Championship 58: Gasanov vs. Khamidov
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2024-01-21,TB,TB,tier4,0.35,Sang Kwon Han,Sang-Kwon-Han-386480,win,TKO (Doctor Stoppage),2,TB 1 - Top Brights 1
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2023-10-07,NFC,NFC,tier4,0.35,Kanybek Zhanybek Uulu,Kanybek-Zhanybek-Uulu-242543,loss,Decision (Unanimous),5,NFC 53 - Naiza Fighter Championship 53
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2023-07-14,One Championship,ONE Championship,tier2_5,0.68,Gabriel Souza,Gabriel-Souza-375583,win,KO (Punches),1,One Championship - One Friday Fights 25
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2023-03-18,NFC,NFC,tier4,0.35,Amirkhon Alihuzhaev,Amirkhon-Alihuzhaev-392631,win,TKO (Punches),2,NFC 50 - Naiza Fighter Championship 50
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2022-09-23,NFC,NFC,tier4,0.35,Arkhat Mynbaev,Arkhat-Mynbaev-181381,win,TKO (Punches),2,NFC 44 - Naiza Fighter Championship 44: Kabardiev vs. Mashrapov
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2022-02-20,RFP,RFP,tier4,0.35,Shamil Nixacov,Shamil-Nixacov-348329,win,TKO (Punches),2,RFP 88 - West Fight 32
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2021-11-06,B1 MMA,B1 MMA,tier4,0.35,Gustavo Wurlitzer,Gustavo-Wurlitzer-14608,win,TKO (Punches),2,B1 MMA - Mad Cage
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2021-09-04,UAE Warriors,UAE Warriors,tier4,0.35,Jimmy Vienot,Jimmy-Vienot-391216,loss,Decision (Unanimous),3,UAE Warriors - UAE Warriors 22
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2021-06-23,TDT,TDT,tier4,0.35,Makhail Kovalenko,Makhail-Kovalenko-387391,win,Submission (Triangle Choke),1,TDT 1 - The Dice Team 1
1dbb544d1b5ac196,Daniil-Donchenko-357199,Daniil Donchenko,2019-12-07,RFP,RFP,tier4,0.35,Sviatoslav Zhymanov,Sviatoslav-Zhymanov-388893,win,Decision (Unanimous),3,RFP 74 - West Fight 28
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2023-01-18,Invicta FC,Invicta FC,tier2_5,0.68,Kristina Williams,Kristina-Williams-250293,win,Decision (Unanimous),5,Invicta FC 51 - Tennant vs. Bernardo
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2022-09-28,Invicta FC,Invicta FC,tier2_5,0.68,Maiju Suotama,Maiju-Suotama-51326,win,Decision (Unanimous),3,Invicta FC 49 - Delboni vs. DeCoursey
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2021-08-05,SFT,SFT,tier4,0.35,Gisele Moreira,Gisele-Moreira-146455,win,Decision (Unanimous),5,SFT 28 - Mexicano vs. Matsumoto
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2021-05-29,Star Combat,Star Combat,tier4,0.35,Joane Milen,Joane-Milen-374360,win,TKO (Punches),2,Star Combat 1 - Evento de MMA
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2021-05-14,SCF,SCF,tier4,0.35,Erianny Castaneda,Erianny-Castaneda-387506,win,TKO (Retirement),2,SCF - Silva Combat Fight 3
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2020-09-04,Mr. Cage Championship,Mr. Cage Championship,tier4,0.35,Daiane Cardoso,Daiane-Cardoso-253403,loss,KO (Punches),1,Mr. Cage Championship - Mr. Cage 42
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2019-05-24,Future FC,Future FC,tier4,0.35,Ariane Carnelossi,Ariane-Carnelossi-182853,loss,TKO (Body Kick),3,Future FC 5 - Alves vs. Ramos
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2019-03-16,Mr. Cage Championship vs. Rei da Selva,Mr. Cage Championship vs. Rei da Selva,tier4,0.35,Jessica Luanna,Jessica-Luanna-223085,win,TKO (Punches),2,Mr. Cage Championship vs. Rei da Selva - Champions vs. Champions
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2018-07-28,Mr. Cage Championship,Mr. Cage Championship,tier4,0.35,Rayla Nascimento,Rayla-Nascimento-233807,win,TKO (Punches),5,Mr. Cage Championship - Mr. Cage 35
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2018-03-31,CSYSL,CSYSL,tier4,0.35,Fabiulane Melo,Fabiulane-Melo-59145,loss,Submission (Armbar),1,CSYSL - Coari Champions
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2018-03-10,Mr. Cage Championship,Mr. Cage Championship,tier4,0.35,Andreia Cerdeira,Andreia-Cerdeira-238055,win,Submission (Rear-Naked Choke),2,Mr. Cage Championship - Mr. Cage 34
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2017-12-21,Back Fish MMA,Back Fish MMA,tier4,0.35,Paula Lira Pontes,Paula-Lira-Pontes-273007,win,TKO (Punches),1,Back Fish MMA - Back Fish MMA 2
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2017-09-09,Mr. Cage Championship,Mr. Cage Championship,tier4,0.35,Davina Maciel,Davina-Maciel-9700,win,TKO (Punches),1,Mr. Cage Championship - Mr. Cage 29
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2017-07-08,Luta Tribal,Luta Tribal,tier4,0.35,Jamily Solarth,Jamily-Solarth-262217,win,TKO (Punches),1,Luta Tribal 1 - Pacquiao vs. Capoeira
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2017-05-18,JPFN,JPFN,tier4,0.35,Rayla Nascimento,Rayla-Nascimento-233807,win,Decision (Unanimous),3,JPFN - Jovem Pan Fight Night 1
987a31b24ac333ea,Ketlen-Souza-272209,Ketlen Souza,2016-12-10,AFC,AFC,tier4,0.35,Roberta Camila Rocha,Roberta-Camila-Rocha-272213,win,TKO (Punches),1,AFC - Arena Fight Championship 2
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2021-10-26,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Oron Kahlon,Oron-Kahlon-92631,win,Submission (Guillotine Choke),3,Dana White's Contender Series - Contender Series 2021: Week 9
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2020-12-05,Oktagon MMA,Oktagon MMA,tier4,0.35,Alexander Bezkorovayny,Alexander-Bezkorovayny-263463,win,Submission (Brabo Choke),2,Oktagon MMA - Oktagon 19: Vemola vs. Mikulasek
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2020-02-15,Contenders East Anglia,Contenders East Anglia,tier4,0.35,Nicolas Savio,Nicolas-Savio-169929,win,TKO (Doctor Stoppage),1,Contenders East Anglia - Contenders Norwich 29
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2019-07-06,FSC,FSC,tier4,0.35,Wisam Mamoka,Wisam-Mamoka-153037,win,TKO (Punches),1,FSC 18 - FightStar Championship 18
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2019-05-11,UCMMA,UCMMA,tier4,0.35,John Spencer,John-Spencer-141421,win,TKO (Punches),1,UCMMA 59 - Ultimate Challenge MMA 59
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2018-11-10,UCMMA,UCMMA,tier4,0.35,Ricardo Morais,Ricardo-Morais-230815,win,Submission (Rear-Naked Choke),1,UCMMA 57 - Ultimate Challenge MMA 57
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2018-04-28,Contenders East Anglia,Contenders East Anglia,tier4,0.35,Julien Bouteix,Julien-Bouteix-242821,win,Submission (Rear-Naked Choke),1,Contenders East Anglia - Contenders Norwich 23
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2017-09-15,BAMMA,BAMMA,tier4,0.35,Tony Hall,Tony-Hall-87406,win,Submission (Guillotine Choke),2,BAMMA 31 - Lewis-Parry vs. Jackson
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2017-05-20,CG,CG,tier4,0.35,Oleksandr Bilobrovaka,Oleksandr-Bilobrovaka-137861,win,TKO (Punches),1,CG 12 - Celtic Gladiator 12
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2016-09-03,UCMMA,UCMMA,tier4,0.35,Ionut Raducanu,Ionut-Raducanu-233689,win,Submission (Heel Hook),1,UCMMA 48 - Ultimate Challenge MMA 48
7192b50e701bd23e,Javid-Basharat-222651,Javid Basharat,2016-04-23,ROC,ROC,tier4,0.35,Gino Kroes,Gino-Kroes-177887,win,TKO (Elbows),1,ROC 2 - Rise of Champions 2
58cfe90363989b8f,Cong-Wang-413126,Wang Cong,2024-01-20,KLF,KLF,tier4,0.35,Yanan Wu,Yanan-Wu-203195,win,Decision (Unanimous),3,KLF - Kunlun Fight 95
58cfe90363989b8f,Cong-Wang-413126,Wang Cong,2023-10-17,UAE Warriors,UAE Warriors,tier4,0.35,Amena Hadaya,Amena-Hadaya-334097,win,Decision (Unanimous),3,UAE Warriors 45 - Magomedov vs. Jumaev
