ourFighterId,sherdogId,fullName,date,organisation,canonicalOrg,tier,tierMultiplier,opponentName,opponentSherdogId,result,method,round,eventName
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2023-10-21,UNF,UNF,tier4,0.35,Justin Jaynes,Justin-Jaynes-53713,win,TKO (Punches),2,UNF 13 - Up Next Fighting 13
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2023-05-13,UNF,UNF,tier4,0.35,Serob Minasyan,Serob-Minasyan-53107,win,Submission (Rear-Naked Choke),3,UNF 7 - Up Next Fighting 7
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2023-01-28,UNF,UNF,tier4,0.35,Eljeria Portee,Eljeria-Portee-264361,win,TKO (Punches),1,UNF 4 - Up Next Fighting 4: Millender vs. Ahmadyar
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2022-05-21,UNF,UNF,tier4,0.35,Darren Smith Jr.,Darren-Smith-Jr-60553,loss,Decision (Split),3,UNF 1 - Up Next Fighting 1
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2022-03-19,CG,CG,tier4,0.35,Emilio Williams,Emilio-Williams-231183,win,KO (Punch to the Body),1,CG 31 - Celtic Gladiator 31
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2021-08-07,LXF,LXF,tier4,0.35,Devon Brock,Devon-Brock-259537,loss,Decision (Unanimous),3,LXF 5 - Lights Out Xtreme Fighting 5
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2018-04-06,CES MMA,CES MMA,tier4,0.35,Nate Andrews,Nate-Andrews-67961,loss,Submission (Rear-Naked Choke),2,CES MMA 49 - Curtis vs. Norwood
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2018-01-20,Bellator,Bellator,tier2_5,0.68,Gabriel Green,Gabriel-Green-195027,loss,Technical Submission (Rear-Naked Choke),1,Bellator 192 - Jackson vs. Sonnen
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2017-10-12,FCOC,FCOC,tier4,0.35,Quinton McCottrell,Quinton-McCottrell-19623,win,TKO (Punches),1,FCOC - Fight Club OC
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2017-07-29,Brave CF,Brave CF,tier3,0.55,Ivan Castillo,Ivan-Castillo-85758,win,Decision (Split),3,Brave CF 7 - Untamed
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2016-12-18,KOTC,King of the Cage,tier3,0.55,Christian Aguilera,Christian-Aguilera-90555,loss,Decision (Unanimous),3,KOTC - Warranted Aggression
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2016-06-03,RFA,RFA,tier4,0.35,Jason Gonzalez,Jason-Gonzalez-66736,loss,TKO (Punches),2,RFA 38 - Moises vs. Emmers
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2015-12-11,RFA,RFA,tier4,0.35,Mike Segura,Mike-Segura-135571,win,Submission (Rear-Naked Choke),1,RFA 33 - Townsend vs. Chavez
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2015-03-21,Xplode Fight Series,Xplode Fight Series,tier4,0.35,George Hernandez,George-Hernandez-101203,win,Submission (Rear-Naked Choke),1,Xplode Fight Series - Taco
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2014-11-08,Xplode Fight Series,Xplode Fight Series,tier4,0.35,Kris Armbrister,Kris-Armbrister-67435,win,Submission (Guillotine Choke),1,Xplode Fight Series - Wasteland
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2014-07-19,Xplode Fight Series,Xplode Fight Series,tier4,0.35,Aaron Neveu,Aaron-Neveu-76872,win,Decision (Unanimous),3,Xplode Fight Series - Cerebral
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2014-06-20,Xplode Fight Series,Xplode Fight Series,tier4,0.35,Kenny Wyckoff,Kenny-Wyckoff-97565,win,TKO (Punches),1,Xplode Fight Series - Twentynine Palms Fight Night
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2014-05-17,Xplode Fight Series,Xplode Fight Series,tier4,0.35,Julian Hernandez,Julian-Hernandez-135597,win,KO (Punches),1,Xplode Fight Series - Adrenaline
6a5a96149763aeef,Chris-Padilla-124527,Chris Padilla,2014-03-22,Xplode Fight Series,Xplode Fight Series,tier4,0.35,Marko Damiani,Marko-Damiani-162985,win,TKO (Punches),1,Xplode Fight Series - Fire
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2023-10-10,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Issa Isakov,Issa-Isakov-181953,win,TKO (Knee and Punches),1,Dana White's Contender Series - Contender Series 2023: Week 10
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2023-06-25,Fury FC,Fury FC,tier4,0.35,Justice Lamperez,Justice-Lamperez-256287,win,TKO (Punches),1,Fury FC 80 - Fury Fighting Championship 80: Martinez vs. Efrain
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2023-04-16,Fury FC,Fury FC,tier4,0.35,Micheal Murphy,Micheal-Murphy-226819,win,Decision (Unanimous),3,Fury FC 77 - Fury Fighting Championship 77
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2023-02-24,FAC,FAC,tier4,0.35,Tracy Reeder,Tracy-Reeder-382319,win,TKO (Punches),3,FAC 18 - Fighting Alliance Championship 18
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2022-09-23,Fury FC,Fury FC,tier4,0.35,Darren Whitney,Darren-Whitney-275475,win,Decision (Unanimous),3,Fury FC 69 - Fury Fighting Championship 69: Jones vs. Cutts
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2022-05-15,Fury FC,Fury FC,tier4,0.35,Ben Lugo,Ben-Lugo-142507,win,TKO (Leg Kick and Punches),1,Fury FC 62 - Fury Fighting Championship 62
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2022-02-11,Fury FC,Fury FC,tier4,0.35,Santiago Guzman,Santiago-Guzman-224163,loss,Decision (Split),3,Fury FC 57 - Fury Fighting Championship 57
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2021-09-12,Fury FC,Fury FC,tier4,0.35,Chris Sherley Rios,Chris-Sherley-Rios-97445,win,TKO (Punches),2,Fury FC 51 - Fury Fighting Championship 51
bb76e767e4bf0b9a,MarQuel-Mederos-302655,MarQuel Mederos,2021-06-20,Fury FC,Fury FC,tier4,0.35,Jonathon Moskowitz,Jonathon-Moskowitz-302373,win,KO (Punch),2,Fury FC 47 - Fury Fighting Championship 47
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2012-07-20,RITC,RITC,tier4,0.35,Mike Ashford,Mike-Ashford-13840,win,TKO (Punches),1,RITC - Rage in the Cage 161
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2012-07-07,RUF MMA,RUF MMA,tier4,0.35,Bill Smallwood,Bill-Smallwood-23033,win,Submission (Rear-Naked Choke),1,RUF MMA - Cage Rage on the River 2
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2011-10-22,DRFCF,DRFCF,tier4,0.35,Mike Gentile,Mike-Gentile-107603,win,TKO (Punches),2,DRFCF - Desert Rage Full Contact Fighting 10
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2011-07-16,LAW,LAW,tier4,0.35,Yair Moguel,Yair-Moguel-53562,win,Submission (Kimura),3,LAW 1 - Heatwave
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2010-12-11,LAF,LAF,tier4,0.35,Jose Sanchez,Jose-Sanchez-74701,win,TKO (Submission to Punches),2,LAF 1 - Border Wars
ebc4e432a92c3628,Kelvin-Gastelum-74700,Kelvin Gastelum,2009-03-28,WCF,WCF,tier4,0.35,Luis Magana,Luis-Magana-53565,win,Submission (Armbar),1,WCF 1 - Warrior Championship Fighting 1
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2014-06-21,ADJF,ADJF,tier4,0.35,Paulistenio Rocha,Paulistenio-Rocha-102397,win,Decision (Unanimous),3,ADJF - Acai do Japa Fight
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2013-07-13,Smash,Smash,tier4,0.35,Carlos Alexandre Pereira,Carlos-Alexandre-Pereira-5990,loss,Submission (Arm-Triangle Choke),3,Smash - Smash Fight 2
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2013-05-10,CF,CF,tier4,0.35,Marcelo Lisboa,Marcelo-Lisboa-72621,win,TKO,1,CF - Capital Fight 5
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2013-03-09,Imperium,Imperium,tier4,0.35,Yuri Moura,Yuri-Moura-73628,win,Submission (Anaconda Choke),2,Imperium - MMA Pro 2
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2012-08-04,CPMMAF,CPMMAF,tier4,0.35,Alfredo Souza,Alfredo-Souza-33232,loss,Decision (Split),3,CPMMAF - Champion Fights
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2012-04-28,Spartan MMA,Spartan MMA,tier4,0.35,Thiago Santos,Thiago-Santos-90021,win,TKO (Punches),1,Spartan MMA - Spartan MMA 2012
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2011-11-19,DF,DF,tier4,0.35,Darlan Almeida,Darlan-Almeida-13355,win,Submission (Arm-Triangle Choke),1,DF - Demo Fight 6
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2011-04-21,Jungle Fight,Jungle Fight,tier3,0.55,Marcos Antonio Santana,Marcos-Antonio-Santana-11368,loss,Decision (Unanimous),3,Jungle Fight 27 - Brasilia
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2010-09-17,Shooto Brazil,Shooto,tier3,0.55,Rodrigo Medeiros,Rodrigo-Medeiros-27181,draw,Draw,3,Shooto Brazil 18 - Inocente vs. Moia
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2010-06-05,CF,CF,tier4,0.35,Felipe Portela,Felipe-Portela-38013,loss,Submission (Triangle Armbar),3,CF - Capital Fight 2
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2009-10-24,TG,TG,tier4,0.35,Pedro Borges dos Santos,Pedro-Borges-dos-Santos-101347,win,Submission (Guillotine Choke),1,TG - The Gladiators 2
7eb5ea10a1a59139,Vicente-Luque-66474,Vicente Luque,2009-06-27,FC300,FC300,tier4,0.35,Andre Playboy,Andre-Playboy-101349,win,TKO (Punches),1,FC300 - Fight Club 300
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2023-04-01,CFFC,CFFC,tier3,0.55,Raheam Forest,Raheam-Forest-250387,win,Submission (Rear-Naked Choke),1,CFFC 118 - Cage Fury Fighting Championships 118: Forest vs. Radtke
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2022-07-14,CFFC,CFFC,tier3,0.55,Caleb Crump,Caleb-Crump-251393,win,KO (Punch),1,CFFC 110 - Cage Fury Fighting Championships 110: Alequin vs. Radtke
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2022-03-17,CFFC,CFFC,tier3,0.55,Jonathan Piersma,Jonathan-Piersma-289927,win,Decision (Split),3,CFFC 106 - Cage Fury Fighting Championships 106
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2021-09-16,CFFC,CFFC,tier3,0.55,Brandon Lopez,Brandon-Lopez-285571,win,KO (Punch),2,CFFC 100 - Cage Fury Fighting Championships 100
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2021-03-27,TF,TF,tier4,0.35,Justin Montalvo,Justin-Montalvo-274047,loss,KO (Punch to the Body),2,TF - Triton Fights 18
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2021-01-30,XMMA,XMMA,tier4,0.35,Geralbert Castillo,Geralbert-Castillo-293075,win,Decision (Unanimous),3,XMMA - Vick vs. Fialho
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2019-05-11,Bellator,Bellator,tier2_5,0.68,Christopher Gonzalez,Christopher-Gonzalez-302397,loss,Decision (Unanimous),3,Bellator 221 - Chandler vs. Pitbull
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2018-03-10,Caged Aggression,Caged Aggression,tier4,0.35,Austin Hubbard,Austin-Hubbard-191483,loss,Decision (Unanimous),3,Caged Aggression 21 - The Champions: Day 2
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2017-03-25,Alpha One Sports,Alpha One Sports,tier4,0.35,Jeffrey Pelton,Jeffrey-Pelton-79676,win,KO (Punches),2,Alpha One Sports - IT Fight Series 72
b592dbfd55f9fa7c,Charles-Radtke-175669,Charles Radtke,2012-11-17,XFO,XFO,tier4,0.35,Jimmy Kim,Jimmy-Kim-42187,win,Submission (Triangle Choke),1,XFO 46 - Xtreme Fighting Organization 46
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2022-12-16,SFH,SFH,tier4,0.35,Jose Daniel Barrios,Jose-Daniel-Barrios-189637,win,TKO (Punches),1,SFH 8 - Prado vs. Espindola
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2022-10-15,SFH,SFH,tier4,0.35,Adrian Perrone,Adrian-Perrone-276835,win,TKO (Punches),1,SFH 6 - El Chino vs. Ziller
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2022-06-19,SFH,SFH,tier4,0.35,Mauricio Ariel Pare,Mauricio-Ariel-Pare-87385,win,Submission (Shoulder Choke),3,SFH 5 - Prado vs. La Furia
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2022-02-12,SFH,SFH,tier4,0.35,Diego Basualdo,Diego-Basualdo-180573,win,TKO (Knee and Punches),2,SFH 3 - Prado vs. Basualdo
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2021-11-06,SFH,SFH,tier4,0.35,Gabriel Ribeiro,Gabriel-Ribeiro-395265,win,Submission (Armbar),1,SFH 2 - Perez vs. Vidal
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2021-08-21,SFH,SFH,tier4,0.35,Lucas Tavares,Lucas-Tavares-180077,win,TKO (Punch),1,SFH 1 - Perez vs. Tainara
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2021-06-04,NFC,NFC,tier4,0.35,Hugo Nogueira,Hugo-Nogueira-143679,win,Submission (Rear-Naked Choke),2,NFC - Natal Fight Championship 19
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2021-04-24,CAM,CAM,tier4,0.35,Octavio Jobet,Octavio-Jobet-206509,win,Submission (Guillotine Choke),1,CAM 2 - Circuito Argentino de MMA 2
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2019-12-07,Parana Strike,Parana Strike,tier4,0.35,Fernando Silveira,Fernando-Silveira-203655,win,Submission (Rear-Naked Choke),1,Parana Strike - MMA Professional
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2019-10-12,Fighting Champions,Fighting Champions,tier4,0.35,Rodrigo Gigena,Rodrigo-Gigena-349681,win,Submission (Triangle Choke),1,Fighting Champions 1 - Dominguez vs. Robledo
505fe82b2d6baf48,Francisco-Prado-337565,Francisco Prado,2019-07-06,Power Fight,Power Fight,tier4,0.35,Ayrton Puy,Ayrton-Puy-337563,win,TKO (Punches),1,Power Fight - La Batalla del Puente 5
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2014-07-19,Jungle Fight,Jungle Fight,tier3,0.55,Ismael Bonfim,Ismael-Bonfim-84528,win,Submission (Rear-Naked Choke),1,Jungle Fight 71 - Sao Paulo
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2013-07-20,Jungle Fight,Jungle Fight,tier3,0.55,Nilson Pereira,Nilson-Pereira-17110,win,Decision (Unanimous),3,Jungle Fight 55 - Rio de Janeiro
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2013-04-06,Jungle Fight,Jungle Fight,tier3,0.55,Mauro Chaulet,Mauro-Chaulet-51804,win,Submission (Rear-Naked Choke),2,Jungle Fight 50 - Novo Hamburgo
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2012-11-23,Shooto Brazil,Shooto,tier3,0.55,Felipe Froes,Felipe-Froes-70829,draw,Draw (Majority),3,Shooto Brazil 36 - Brasilia
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2011-06-25,Jungle Fight,Jungle Fight,tier3,0.55,Iliarde Santos,Iliarde-Santos-39391,win,Decision (Unanimous),3,Jungle Fight 29 - Espirito Santo
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2011-02-19,Jungle Fight,Jungle Fight,tier3,0.55,Joao Luiz Nogueira,Joao-Luiz-Nogueira-38148,win,Decision (Unanimous),3,Jungle Fight 25 - Espirito Santo
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2010-12-18,Jungle Fight,Jungle Fight,tier3,0.55,Eduardo Felipe,Eduardo-Felipe-3212,win,Submission (Rear-Naked Choke),2,Jungle Fight 24 - Rio de Janeiro
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2010-07-31,Jungle Fight,Jungle Fight,tier3,0.55,Joao Paulo Rodrigues de Souza,Joao-Paulo-Rodrigues-de-Souza-51948,win,Decision (Unanimous),3,Jungle Fight 21 - Natal
f91a8fe9ad32751f,Renato-Carneiro-61700,Renato Moicano,2010-03-20,Jungle Fight,Jungle Fight,tier3,0.55,Alexandre Almeida,Alexandre-Almeida-25099,win,Submission (Rear-Naked Choke),3,Jungle Fight 18 - Sao Paulo
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2022-08-02,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Charlie Campbell,Charlie-Campbell-286213,win,KO (Punches),1,Dana White's Contender Series - Contender Series 2022: Week 2
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2022-02-05,UFL,UFL,tier4,0.35,Jonathan Carlos,Jonathan-Carlos-228765,win,Decision (Unanimous),3,UFL 8 - Ultimate Fight League 8
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2021-10-12,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Viacheslav Borshchev,Viacheslav-Borshchev-337895,loss,KO (Punch),2,Dana White's Contender Series - Contender Series 2021: Week 7
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2020-10-01,Bellator,Bellator,tier2_5,0.68,Iamik Furtado,Iamik-Furtado-205001,win,TKO (Punches),2,Bellator 247 - Jackson vs. Kielholtz
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2020-02-22,Bellator,Bellator,tier2_5,0.68,Mateusz Piskorz,Mateusz-Piskorz-72840,win,TKO (Punches),2,Bellator 240 - McCourt vs. Ruis
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2019-08-04,UFL,UFL,tier4,0.35,Leandro Souza,Leandro-Souza-99685,win,TKO (Head Kick and Punches),1,UFL 3 - Ultimate Fight League 3
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2019-02-23,Bellator,Bellator,tier2_5,0.68,Sam Slater,Sam-Slater-212331,win,TKO (Punches),1,Bellator 217 - Gallagher vs. Graham
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2018-11-17,On Top,On Top,tier4,0.35,Niall Smith,Niall-Smith-137711,win,TKO,1,On Top - 21
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2018-06-02,On Top,On Top,tier4,0.35,Steven Moore,Steven-Moore-98665,win,TKO (Punches),3,On Top - Showdown
5d49240c45a2a624,Chris-Duncan-74346,Chris Duncan,2018-04-07,Unity FC,Unity FC,tier4,0.35,Pietro Colonna,Pietro-Colonna-250029,win,Submission (Guillotine Choke),2,Unity FC - Unity Fighting Championship
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2018-09-01,Invicta FC,Invicta FC,tier2_5,0.68,Janaisa Morandin,Janaisa-Morandin-126635,win,Submission (Arm-Triangle Choke),2,Invicta FC 31 - Jandiroba vs. Morandin
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2018-03-24,Invicta FC,Invicta FC,tier2_5,0.68,Mizuki Inoue,Mizuki-Inoue-71390,win,Decision (Split),5,Invicta FC 28 - Mizuki vs. Jandiroba
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2017-12-08,Invicta FC,Invicta FC,tier2_5,0.68,Amy Montenegro,Amy-Montenegro-85014,win,Submission (Armbar),1,Invicta FC 26 - Maia vs. Niedzwiedz
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2017-04-28,F2N,F2N,tier4,0.35,Ericka Almeida,Ericka-Almeida-98419,win,Decision (Split),3,F2N - Fight 2 Night 2
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2016-11-26,Imperium,Imperium,tier4,0.35,Suiane Teixeira dos Santos,Suiane-Teixeira-dos-Santos-234199,win,Submission (Armbar),1,Imperium - MMA Pro 12
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2016-11-04,F2N,F2N,tier4,0.35,Lisa Ellis,Lisa-Ellis-10071,win,Submission (Rear-Naked Choke),1,F2N - Fight 2 Night
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2016-07-30,Fight On MMA,Fight On MMA,tier4,0.35,Cristiane Lima Silva,Cristiane-Lima-Silva-204513,win,Submission (Rear-Naked Choke),1,Fight On MMA - Fight On 3
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2016-04-09,MNA MMA Circuit,MNA MMA Circuit,tier4,0.35,Anne Karoline Nascimento,Anne-Karoline-Nascimento-120409,win,Submission (Armbar),2,MNA MMA Circuit 2 - MNA MMA Circuit 2016
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2015-11-14,O Rei da Arena Fight,O Rei da Arena Fight,tier4,0.35,Aline Sattelmayer,Aline-Sattelmayer-115879,win,Decision (Unanimous),3,O Rei da Arena Fight - The King of Arena Fight 2
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2015-09-12,VFC,VFC,tier4,0.35,Cristiane Lima Silva,Cristiane-Lima-Silva-204513,win,Submission (Rear-Naked Choke),1,VFC 4 - Velame Fight Combat 4
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2015-05-16,BFC,BFC,tier4,0.35,Carla Ramos,Carla-Ramos-192831,win,Submission (Triangle Choke),1,BFC 2 - Banzay Fight Championship 2
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2014-11-15,MMASH,MMASH,tier4,0.35,Camila Lima,Camila-Lima-81020,win,Submission (Rear-Naked Choke),2,MMASH - MMA Super Heroes 7
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2013-12-21,The Iron Fight,The Iron Fight,tier4,0.35,Gina Brito Silva Santana,Gina-Brito-Silva-Santana-89937,win,Submission (Rear-Naked Choke),3,The Iron Fight 2.0 - MMA Tournament
c677e653df81851a,Virna-Jandiroba-137557,Virna Jandiroba,2013-06-15,PFL,PFL,tier2_5,0.68,Joana Santana,Joana-Santana-137559,win,Submission (Rear-Naked Choke),1,PFL - Premier Fight League 10
f27df41475ce0c44,Tabatha-Ricci-152919,Tabatha Ricci,2021-04-23,LFA,LFA,tier3,0.55,Shawna Lee Ormsby,Shawna-Lee-Ormsby-255831,win,TKO (Punches),2,LFA 105 - Rodriguez vs. Gotsyk
f27df41475ce0c44,Tabatha-Ricci-152919,Tabatha Ricci,2021-01-29,LFA,LFA,tier3,0.55,Vanessa Marie Grimes,Vanessa-Marie-Grimes-149095,win,Submission (Armbar),1,LFA 98 - Fremd vs. Oliveira
f27df41475ce0c44,Tabatha-Ricci-152919,Tabatha Ricci,2020-09-04,LFA,LFA,tier3,0.55,Kelsey Arnesen,Kelsey-Arnesen-352883,win,Decision (Unanimous),3,LFA 90 - Lazishvili vs. Steele
f27df41475ce0c44,Tabatha-Ricci-152919,Tabatha Ricci,2014-10-04,BRFC,BRFC,tier4,0.35,Graziele Ricotta,Graziele-Ricotta-158603,win,Decision (Unanimous),3,BRFC - Brazilian Fighting Championship 4
f27df41475ce0c44,Tabatha-Ricci-152919,Tabatha Ricci,2013-12-07,FMC,FMC,tier4,0.35,Danielle Cunha,Danielle-Cunha-152921,win,Submission (Armbar),1,FMC 1 - Macaco vs. Galeto
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2025-08-26,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Alik Lorenz,Alik-Lorenz-347505,win,TKO (Knee to the Body and Punches),1,Dana White's Contender Series - Contender Series 2025: Week 3
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2024-09-26,Ares,Ares,tier4,0.35,Jacky Jeanne,Jacky-Jeanne-400010,win,Submission (Rear-Naked Choke),1,Ares 25 - Sola vs. Gagloev
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2024-07-11,Ares,Ares,tier4,0.35,Paulin Begai,Paulin-Begai-334051,win,Submission (Guillotine Choke),1,Ares 23 - Studio: Begai vs. Yakhyaev
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2023-01-07,Khan Fight,Khan Fight,tier4,0.35,Nikolay Kovalenko,Nikolay-Kovalenko-338377,win,Decision (Unanimous),5,Khan Fight 2 - Blood for Gold
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2022-10-15,Khan Fight,Khan Fight,tier4,0.35,Mouhamadou Lamine,Mouhamadou-Lamine-416893,win,TKO (Punches),1,Khan Fight 1 - Hafizoglu vs. Samedov
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2022-06-25,ACA YE,ACA YE,tier4,0.35,Nazhmudin Yusupov,Nazhmudin-Yusupov-349467,win,Submission (Triangle Choke),2,ACA YE 27 - ACA Young Eagles 27
8d4cda2a290cc491,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev,2021-11-12,ACA YE,ACA YE,tier4,0.35,Elbek Ravshanov,Elbek-Ravshanov-395510,win,TKO (Punches),1,ACA YE 22 - ACA Young Eagles 22
af48657df8015e6d,Brendson-Ribeiro-210539,Brendson Ribeiro,2023-09-05,Dana White's Contender Series,Dana White's Contender Series,tier2,0.78,Bruno Lopes,Bruno-Lopes-144007,win,KO (Punches),1,Dana White's Contender Series - Contender Series 2023: Week 5
af48657df8015e6d,Brendson-Ribeiro-210539,Brendson Ribeiro,2022-12-16,Shooto Brazil,Shooto,tier3,0.55,Joao Paulo Fagundes,Joao-Paulo-Fagundes-215343,win,TKO (Punches),1,Shooto Brazil 114 - Fagundes vs. Ribeiro
af48657df8015e6d,Brendson-Ribeiro-210539,Brendson Ribeiro,2022-09-03,NC,NC,tier4,0.35,Gilmar Dutra Lima,Gilmar-Dutra-Lima-14613,win,TKO,1,NC - Nacao Cyborg 13
af48657df8015e6d,Brendson-Ribeiro-210539,Brendson Ribeiro,2022-02-23,AMC,AMC,tier4,0.35,David Barkhudaryan,David-Barkhudaryan-229249,loss,TKO (Punches),1,AMC - Fight Nights 109
