sherdogId,ourId,name,appearances,dwcsRecord,firstDwcsDate,bestDwcsResult,preDwcsWins,preDwcsLosses,preDwcsDraws,preDwcsSource,feederOrg,feederTier,feederRelFactor,ageAtDwcs,gotContract,ufcFights,ufcWins,ufcLosses,settledEloGain,eloAt1yr,eloAt2yr,reachedTop15
Vinicius-Salvador-179169,37f101d3e49473e4,Vinicius Salvador,1,1-0,2022-08-02,finishWin,13,4,0,crosswalk,PC,tier4,,26,1,3,0,3,-31.1,1463.9,1451,0
Anvar-Boynazarov-382280,,Anvar Boynazarov,1,0-1,2022-08-09,noWin,,,,none,,,,,0,0,0,0,,,,0
Bo-Nickal-392031,9a841327b5d824c6,Bo Nickal,2,2-0,2022-08-09,finishWin,1,0,0,crosswalk,iFC,tier4,,26,1,7,6,1,44.6,1525.2,1535,1
Clayton-Carpenter-208467,,Clayton Carpenter,1,1-0,2022-08-09,decisionWin,5,0,0,cache,,,,26,0,0,0,0,,,,0
Edgar-Chairez-244721,60f31fb96a24723a,Edgar Chairez,1,0-1,2022-08-09,noWin,8,3,0,crosswalk,Combate Americas,tier4,0.9612,26,1,6,4,2,8,1484.1,1494.8,1
Erik-Silva-220027,acee921186a58206,Erik Silva,1,1-0,2022-08-09,finishWin,8,1,0,crosswalk,LUX,tier4,,35,1,3,0,3,-49,1476.5,1460.3,0
Paulo-Renato-Jr-155523,,Paulo Renato Jr.,2,0-2,2022-08-09,noWin,,,,none,,,,,0,0,0,0,,,,0
Zachary-Borrego-383740,,Zachary Borrego,1,0-1,2022-08-09,noWin,,,,none,,,,,0,0,0,0,,,,0
Ahmad-Sohail-Hassanzada-279733,,Ahmad Sohail Hassanzada,1,0-1,2022-08-16,noWin,,,,none,,,,,0,0,0,0,,,,0
Claudia-Leite-283949,,Claudia Leite,1,0-1,2022-08-16,noWin,,,,none,,,,,0,0,0,0,,,,0
Claudio-Ribeiro-249103,ccff59f4a6c0e287,Claudio Ribeiro,1,1-0,2022-08-16,finishWin,9,2,0,crosswalk,Thunder Fight,tier4,,30,1,4,1,3,-28.9,1468.8,1450.1,0
Hailey-Cowan-271495,ba79f6bac3682eb1,Hailey Cowan,1,1-0,2022-08-16,decisionWin,6,2,0,crosswalk,LFA,tier3,1.0206,30,1,4,0,4,-69.8,1482,1482,0
Ivan-Valenzuela-303315,,Ivan Valenzuela,1,0-1,2022-08-16,noWin,,,,none,,,,,0,0,0,0,,,,0
Jack-Cartwright-162593,,Jack Cartwright,1,0-1,2022-08-16,noWin,,,,none,,,,,0,0,0,0,,,,0
Nazim-Sadykhov-264031,f0427fab32e0994a,Nazim Sadykhov,1,1-0,2022-08-16,finishWin,6,1,0,crosswalk,Fury FC,tier4,0.9876,28,1,7,4,2,13.9,1526.5,1524.8,0
Amiran-Gogoladze-250897,,Amiran Gogoladze,1,0-1,2022-08-23,noWin,,,,none,,,,,0,0,0,0,,,,0
Cameron-Saaiman-317055,0eed054506a94abf,Cameron Saaiman,1,1-0,2022-08-23,finishWin,5,0,0,crosswalk,EFC,tier4,0.9607,21,1,6,3,3,-15.8,1540.5,1498.9,0
Darrius-Flowers-191363,f9e0aa1af1d6a50a,Darrius Flowers,1,1-0,2022-08-23,finishWin,11,5,1,crosswalk,LFA,tier3,1.0206,27,1,4,1,3,-32.2,1479.7,1441.8,0
Denise-Gomes-382138,092a12fbdcf12ad3,Denise Gomes,1,1-0,2022-08-23,decisionWin,5,1,0,crosswalk,SFT,tier4,,22,1,8,6,2,31.1,1516.7,1508.3,1
Eduardo-Neves-363709,,Eduardo Neves,2,0-2,2022-08-23,noWin,,,,none,,,,,0,0,0,0,,,,0
Erisson-Ferreira-226431,,Erisson Ferreira,1,0-1,2022-08-23,noWin,,,,none,,,,,0,0,0,0,,,,0
Jesus-Santos-Aguilar-203965,31ff758863c6ad36,Jesus Aguilar,1,1-0,2022-08-23,finishWin,7,1,0,crosswalk,Combate Global,tier4,,26,1,7,4,3,-8.6,1492.6,1516.4,0
Josh-Wang-Kim-188773,,Josh Wang Kim,1,0-1,2022-08-23,noWin,,,,none,,,,,0,0,0,0,,,,0
Mick-Parkin-224411,a0cd4255eec2a5b8,Mick Parkin,1,1-0,2022-08-23,finishWin,5,0,0,crosswalk,RAC,tier4,,26,1,5,4,1,27,1513.9,1551.7,0
Rayanne-dos-Santos-230789,cfd0252570ae2229,Rayanne dos Santos,1,0-1,2022-08-23,noWin,11,5,0,crosswalk,BC,tier4,,27,1,3,0,3,-43,,1468.5,0
Alex-Morgan-134879,,Alex Morgan,1,0-1,2022-08-30,noWin,11,4,0,cache,,,,31,0,0,0,0,,,,0
Blake-Bilder-179949,a6b28b78bf4b32a5,Blake Bilder,1,1-0,2022-08-30,finishWin,6,0,1,crosswalk,CFFC,tier3,0.9667,32,1,3,1,2,-15.7,1488.6,1472.1,0
Jose-Henrique-Souza-362437,,Jose Henrique Souza,1,0-1,2022-08-30,noWin,,,,none,,,,,0,0,0,0,,,,0
Maria-Silva-257311,,Maria Silva,1,0-1,2022-08-30,noWin,,,,none,,,,,0,0,0,0,,,,0
Victoria-Dudakova-333829,9f310e095342e68c,Viktoriia Dudakova,1,1-0,2022-08-30,decisionWin,5,0,0,crosswalk,OFC,tier4,,23,1,4,2,2,-19.6,1510.4,1499.2,0
Yusaku-Kinoshita-382723,8c40f8d46a6995b9,Yusaku Kinoshita,1,1-0,2022-08-30,finishWin,5,1,0,crosswalk,Pancrase,tier3,0.9909,22,1,2,0,2,-19.8,1457.3,1457.3,0
Gabriel-Bonfim-185083,03b527306e0b57c8,Gabriel Bonfim,1,1-0,2022-09-06,finishWin,12,0,0,crosswalk,LFA,tier3,1.0206,25,1,8,7,1,78.6,1530.3,1521.3,1
Ismael-Bonfim-84528,20fbdf9a7df6c950,Ismael Bonfim,1,1-0,2022-09-06,decisionWin,17,3,0,crosswalk,LFA,tier3,1.0206,26,1,6,2,4,-43.7,1495.8,1510.9,0
Jimmy-Lawson-322177,,Jimmy Lawson,1,0-1,2022-09-06,noWin,,,,none,,,,,0,0,0,0,,,,0
Karl-Williams-333575,3a626ef8b2524507,Karl Williams,1,1-0,2022-09-06,decisionWin,6,1,0,crosswalk,PFL,tier2_5,1.0241,32,1,4,3,1,7.2,1518.4,1510.2,0
Nariman-Abbasov-141581,,Nariman Abbasov,1,0-1,2022-09-06,noWin,,,,none,,,,,0,0,0,0,,,,0
Nayara-Maia-248475,,Nayara Maia,1,0-1,2022-09-06,noWin,,,,none,,,,,0,0,0,0,,,,0
Rodolfo-Bellato-266457,157689fad4e22542,Rodolfo Bellato,2,1-1,2022-09-06,finishWin,8,1,0,crosswalk,LFA,tier3,1.0206,26,1,4,2,1,7.2,,1511.5,0
Tereza-Bleda-280807,8fbbef9a4ec1f6cb,Tereza Bleda,1,1-0,2022-09-06,decisionWin,5,0,0,crosswalk,Oktagon MMA,tier4,,20,1,3,1,2,-25.8,1490.7,1490.7,0
Trey-Waters-319103,147266d98ca2813f,Trey Waters,1,0-1,2022-09-06,noWin,6,0,0,crosswalk,CN,tier4,,27,1,3,2,1,1.9,1514,1526.5,0
Vitor-Petrino-255313,d04b8d5ce7a65c4f,Vitor Petrino,1,1-0,2022-09-06,finishWin,6,0,0,crosswalk,Adventure Fighters Tournament,tier4,,25,1,9,7,2,30.8,1521.3,1522.1,0
Allan-Begosso-196853,,Allan Begosso,1,0-1,2022-09-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Brandon-Lewis-230745,,Brandon Lewis,1,0-1,2022-09-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Bruna-Brasil-182855,90ae69e9a9137984,Bruna Brasil,1,1-0,2022-09-13,finishWin,7,2,1,crosswalk,Shooto,tier3,0.9997,29,1,8,3,5,-41.3,1490.7,1486.3,0
Daniel-Marcos-205313,fe96fd653f562e98,Daniel Marcos,1,1-0,2022-09-13,decisionWin,12,0,0,crosswalk,300 Sparta,tier4,,29,1,6,5,1,39.5,1524.2,1536.3,0
Farid-Basharat-222641,6268180e745a1e23,Farid Basharat,1,1-0,2022-09-13,decisionWin,8,0,0,crosswalk,War of Titans,tier4,,25,1,7,7,0,75,1526.9,1540.2,1
Ikram-Aliskerov-202763,331d3f58e32980ad,Ikram Aliskerov,1,1-0,2022-09-13,finishWin,12,1,0,crosswalk,Brave CF,tier3,1.0338,29,1,6,5,1,53.3,1516.7,1511.8,1
Malik-Lewis-183193,,Malik Lewis,2,0-2,2022-09-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Marnic-Mann-268753,,Marnic Mann,1,0-1,2022-09-13,noWin,5,0,0,cache,,,,29,0,0,0,0,,,,0
Trevor-Peek-280187,122fde0994a2f457,Trevor Peek,1,1-0,2022-09-13,finishWin,6,0,0,crosswalk,AFS,tier4,,27,1,5,2,3,-21.6,1492.4,1470.2,0
Brunno-Ferreira-322603,b4fb66059bd82743,Brunno Ferreira,1,1-0,2022-09-20,finishWin,8,0,0,crosswalk,Big Shot Fight,tier4,,29,1,10,6,4,3.1,1499.5,1524,0
Josh-Wick-121219,,Josh Wick,1,0-1,2022-09-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Leon-Aliu-224849,,Leon Aliu,1,0-1,2022-09-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Mando-Gutierrez-280393,,Mando Gutierrez,1,0-1,2022-09-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Nurullo-Aliev-274869,9c6d0c42a7a85b51,Nurullo Aliev,1,1-0,2022-09-20,finishWin,7,0,0,crosswalk,Samara MMA Federation,tier4,,21,1,4,4,0,44.4,1509.4,1509.4,0
Raul-Rosas-Jr-339419,880ed8d5af0c13b1,Raul Rosas Jr.,1,1-0,2022-09-20,decisionWin,5,0,0,crosswalk,UWC Mexico,tier4,,17,1,7,6,1,42.7,1505.1,1529.5,1
Richard-Jacobi-391204,,Richard Jacobi,1,0-1,2022-09-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Ashiek-Ajim-286217,,Ashiek Ajim,1,0-1,2022-09-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Donovan-Beard-310501,,Donovan Beard,1,0-1,2022-09-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Emiliano-Linares-298713,,Emiliano Linares,1,0-1,2022-09-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Jack-Jenkins-228039,0aa46064d6a157d1,Jack Jenkins,1,1-0,2022-09-27,finishWin,9,2,0,crosswalk,Eternal MMA,tier4,1.0008,29,1,6,4,2,-5,1498.4,1509.7,0
Joao-Elias-133165,,Joao Elias,1,0-1,2022-09-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Mateus-Mendonca-336923,185ca098bbf84581,Mateus Mendonca,1,1-0,2022-09-27,finishWin,9,0,0,crosswalk,Future MMA,tier4,,23,1,3,0,3,-29.1,1483.3,1449.5,0
Rafael-Estevam-200851,070750e76792d168,Rafael Estevam,1,1-0,2022-09-27,finishWin,10,0,0,crosswalk,Shooto,tier3,0.9997,26,1,4,3,1,7,,1509.6,0
Sam-Patterson-141735,949e6bb465af017b,Sam Patterson,1,1-0,2022-09-27,finishWin,9,1,1,crosswalk,Brave CF,tier3,1.0338,26,1,7,5,2,40.7,1478.4,1506.1,0
Vinicius-Sacchelli-Cenci-249659,,Vinicius Sacchelli Cenci,1,0-1,2022-09-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Bogdan-Grad-156707,c15f8ac4d76af53a,Bogdan Grad,2,1-1,2023-08-08,decisionWin,11,1,0,crosswalk,CFS,tier4,,27,1,4,2,2,-14.6,,1494.1,0
Caio-Machado-247161,473d57add1655a1a,Caio Machado,1,1-0,2023-08-08,decisionWin,7,1,1,crosswalk,BFL,tier4,,29,1,3,0,3,-37.4,1464.1,1451.6,0
Cesar-Almeida-217983,600dc8df28333450,Cesar Almeida,1,1-0,2023-08-08,decisionWin,3,0,0,crosswalk,Shooto,tier3,0.9997,36,1,6,3,3,-15.8,1498.4,1520.6,0
Kevin-Borjas-245493,c9689833e730c077,Kevin Borjas,1,1-0,2023-08-08,decisionWin,8,1,0,crosswalk,Inka,tier4,,25,1,6,2,4,-43.7,1460.6,1479.7,0
Kevin-Szaflarski-202089,,Kevin Szaflarski,1,0-1,2023-08-08,noWin,,,,none,,,,,0,0,0,0,,,,0
Lucas-Fernando-227719,,Lucas Fernando,1,0-1,2023-08-08,noWin,,,,none,,,,,0,0,0,0,,,,0
Payton-Talbott-296553,2b3745a0444dcd17,Payton Talbott,1,1-0,2023-08-08,decisionWin,5,0,0,crosswalk,Urijah Faber's A1 Combat,tier4,,24,1,6,5,1,44.5,1542,1537.9,1
Tom-Nolan-244655,23819db9f489592d,Tom Nolan,1,1-0,2023-08-08,finishWin,5,0,0,crosswalk,Eternal MMA,tier4,1.0008,23,1,6,5,1,39.7,1489.8,1510.5,1
Victor-Dias-232371,,Victor Dias,1,0-1,2023-08-08,noWin,,,,none,,,,,0,0,0,0,,,,0
AbdulKareem-AlSelwady-115453,56ae4acb4e3f6e6b,Abdul-Kareem Al-Selwady,1,1-0,2023-08-15,decisionWin,14,3,0,crosswalk,Fury FC,tier4,0.9876,28,1,2,1,1,-4.2,1477.9,1477.9,0
Cameron-Smotherman-339497,6fe6a57990709869,Cameron Smotherman,1,0-1,2023-08-15,noWin,8,3,0,crosswalk,Fury FC,tier4,0.9876,25,1,4,1,3,-43.5,,1475.1,0
Charalampos-Grigoriou-236255,59d44e0872a38402,Charalampos Grigoriou,1,1-0,2023-08-15,finishWin,7,3,0,crosswalk,CFFC,tier3,0.9667,31,1,2,0,2,-29.7,1457.7,1457.7,0
Eduarda-Moura-395040,f2a4a3932a91dc1e,Eduarda Moura,1,1-0,2023-08-15,finishWin,8,0,0,crosswalk,DF,tier4,,29,1,5,3,2,1.6,1494.2,1520.7,1
Emrah-Sonmez-147863,,Emrah Sonmez,1,0-1,2023-08-15,noWin,,,,none,,,,,0,0,0,0,,,,0
George-Hardwick-155397,,George Hardwick,1,0-1,2023-08-15,noWin,,,,none,,,,,0,0,0,0,,,,0
Hyder-Amil-269917,44b3eeff33faf035,Hyder Amil,1,1-0,2023-08-15,decisionWin,7,0,0,crosswalk,LFA,tier3,1.0206,33,1,6,3,3,-15.4,1528.7,1521,0
Ibo-Aslan-247071,62055b2fd8a10789,Ibo Aslan,1,1-0,2023-08-15,finishWin,11,1,0,crosswalk,VFN,tier4,,27,1,5,2,3,-39,1510.5,1480,0
Janaina-Silva-284089,,Janaina Silva,1,0-1,2023-08-15,noWin,,,,none,,,,,0,0,0,0,,,,0
Eli-Aronov-295271,,Eli Aronov,1,0-1,2023-08-22,noWin,,,,none,,,,,0,0,0,0,,,,0
Isis-Verbeek-307003,,Isis Verbeek,1,0-1,2023-08-22,noWin,,,,none,,,,,0,0,0,0,,,,0
Josefine-Lindgren-Knutsson-378677,194c30e0b6259280,Josefine Knutsson,1,1-0,2023-08-22,decisionWin,4,0,0,crosswalk,FCR,tier4,,27,1,3,2,1,3,1524.2,1503.7,0
Kaik-Brito-204891,,Kaik Brito,1,0-1,2023-08-22,noWin,,,,none,,,,,0,0,0,0,,,,0
Luis-Pajuelo-287861,92c3d765853df119,Luis Pajuelo,1,1-0,2023-08-22,finishWin,7,1,0,crosswalk,FFC,tier4,0.9802,28,1,1,0,1,-13.2,1477.8,1477.8,0
Oban-Elliott-247601,574a92a70255439d,Oban Elliott,1,1-0,2023-08-22,decisionWin,8,2,0,crosswalk,Cage Warriors,tier3,1.0295,25,1,6,3,3,-23.3,1521.8,1515.3,0
Robbie-Ring-303011,,Robbie Ring,1,0-1,2023-08-22,noWin,,,,none,,,,,0,0,0,0,,,,0
Zachary-Reese-100903,3278a31624e0082e,Zach Reese,1,1-0,2023-08-22,finishWin,5,0,0,crosswalk,Fury FC,tier4,0.9876,29,1,8,4,4,-25.2,1489.5,1490.2,0
Bolaji-Oki-276669,8973247f6808fbfd,Bolaji Oki,1,1-0,2023-08-29,finishWin,7,1,0,crosswalk,AFC,tier4,0.9964,27,1,5,2,3,-39.7,1511.3,1502.1,0
Carlos-Prates-95593,,Carlos Prates,1,1-0,2023-08-29,finishWin,16,6,0,cache,,,,30,0,0,0,0,,,,0
Chandler-Cole-201389,,Chandler Cole,1,0-1,2023-08-29,noWin,,,,none,,,,,0,0,0,0,,,,0
Dylan-Salvador-322181,,Dylan Salvador,1,0-1,2023-08-29,noWin,,,,none,,,,,0,0,0,0,,,,0
Marco-Tulio-263543,,Marco Tulio,1,1-0,2023-08-29,decisionWin,9,1,0,cache,,,,28,0,0,0,0,,,,0
Mitch-Ramirez-244107,af8e52231b4cfce5,Mitch Ramirez,1,0-1,2023-08-29,noWin,7,0,0,crosswalk,Fierce FC,tier4,,24,1,3,0,3,-55.8,1478,1461,0
Thomas-Petersen-287525,af733fdd68401f60,Thomas Petersen,1,1-0,2023-08-29,finishWin,7,1,0,crosswalk,LFA,tier3,1.0206,28,1,7,3,4,-38.5,1497.1,1485.9,0
Yousri-Belgaroui-380449,02e16570ff7efb38,Yousri Belgaroui,2,1-1,2023-08-29,finishWin,5,2,0,crosswalk,UAE Warriors,tier4,,31,1,2,2,0,39.6,,,0
Brendson-Ribeiro-210539,af48657df8015e6d,Brendson Ribeiro,1,1-0,2023-09-05,finishWin,14,5,0,crosswalk,Shooto,tier3,0.9997,27,1,8,2,6,-67.5,1462.4,1470.6,0
Bruno-Lopes-144007,d13c8ceda8609795,Bruno Lopes,2,1-1,2023-09-05,finishWin,11,0,0,crosswalk,Thunder Fight,tier4,,30,1,4,1,3,-47.4,,1493.3,0
Chad-Hanekom-215519,,Chad Hanekom,1,0-1,2023-09-05,noWin,,,,none,,,,,0,0,0,0,,,,0
Dione-Barbosa-266915,7e02c6105357be18,Dione Barbosa,1,1-0,2023-09-05,finishWin,5,2,0,crosswalk,LFA,tier3,1.0206,31,1,6,4,2,13.8,1494.8,1489,0
Dylan-Budka-377018,5941bd38f1fe3952,Dylan Budka,1,1-0,2023-09-05,decisionWin,6,2,0,crosswalk,LFA,tier3,1.0206,23,1,3,0,3,-49.9,1478.4,1442.8,0
Jean-Silva-239947,fa859b94c8582c26,Jean Silva,1,1-0,2023-09-05,decisionWin,10,2,0,crosswalk,Spartacus MMA,tier4,,26,1,7,6,1,65.6,1539.4,1571.9,1
Kevin-Vallejos-391233,f82c365cb6b6a2e8,Kevin Vallejos,2,1-1,2023-09-05,finishWin,11,0,0,crosswalk,SFH,tier4,,21,1,4,4,0,61.3,,1525.8,1
Rainn-Guerrero-292231,,Rainn Guerrero,1,0-1,2023-09-05,noWin,,,,none,,,,,0,0,0,0,,,,0
Ramon-Taveras-332055,9dd44108e3e1b102,Ramon Taveras,2,1-1,2023-09-05,finishWin,8,1,0,crosswalk,CN,tier4,,29,1,3,1,2,-23.8,1511.3,1492,0
Serhiy-Sidey-220713,1f5d82279eb460df,Serhiy Sidey,1,1-0,2023-09-05,finishWin,9,1,0,crosswalk,BFL,tier4,,27,1,3,2,1,8.1,1483.8,1509.1,0
AJ-Cunningham-228033,,A.J. Cunningham,1,0-1,2023-09-12,noWin,,,,none,,,,,0,0,0,0,,,,0
James-Llontop-191443,9ae6be6b0db58d78,James Llontop,1,1-0,2023-09-12,decisionWin,13,2,0,crosswalk,FFC,tier4,0.9802,24,1,3,0,3,-42,1462.1,1446.6,0
Jean-Matsumoto-263061,99142b6b0a8bdbba,Jean Matsumoto,1,1-0,2023-09-12,decisionWin,13,0,0,crosswalk,LFA,tier3,1.0206,24,1,6,4,2,14.8,1514.7,1522.5,0
Jhonata-Diniz-389887,460b5fa5b94b70bd,Jhonata Diniz,1,1-0,2023-09-12,finishWin,5,0,0,crosswalk,Imortal FC,tier4,,32,1,5,3,2,-4.5,1527.9,1517.2,0
Kasey-Tanner-160671,,Kasey Tanner,1,0-1,2023-09-12,noWin,,,,none,,,,,0,0,0,0,,,,0
Dylan-Mantello-286197,,Dylan Mantello,1,0-1,2023-09-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Kaynan-Kruschewsky-152747,16b49cd67451547b,Kaynan Kruschewsky,1,1-0,2023-09-19,finishWin,14,1,0,crosswalk,Jungle Fight,tier3,1.0273,32,1,2,0,2,-25.3,1463.1,1463.1,0
Stephanie-Luciano-265743,3285bd6966dffe99,Stephanie Luciano,1,0-0-1,2023-09-19,noWin,5,1,0,crosswalk,Jungle Fight,tier3,1.0273,23,1,4,3,1,23.7,1514,1495.6,0
Talita-Alencar-386905,,Talita Alencar,1,0-0-1,2023-09-19,noWin,4,0,0,cache,,,,32,0,0,0,0,,,,0
Angel-Pacheco-90675,95d8b12e5a21ed5a,Angel Pacheco,1,0-1,2023-09-26,noWin,7,1,0,crosswalk,CFFC,tier3,0.9667,31,1,2,0,2,-30.3,1481.1,1481.1,0
Carli-Judice-381889,35fd53a02396b4af,Carli Judice,1,0-1,2023-09-26,noWin,3,0,0,crosswalk,Bayou FC,tier4,,24,1,4,3,1,22.1,1482.2,1511.5,0
Danny-Barlow-336147,77f853c4d44cbe94,Danny Barlow,1,1-0,2023-09-26,finishWin,6,0,0,crosswalk,CFFC,tier3,0.9667,28,1,4,2,2,-16.8,1524.8,1501.6,0
Danny-Silva-310429,07f69c437c68f468,Danny Silva,1,1-0,2023-09-26,decisionWin,7,1,0,crosswalk,LFA,tier3,1.0206,26,1,4,3,1,17.4,1512.7,1502.4,0
Ernesta-Kareckaite-319093,3c972c6d8123294c,Ernesta Kareckaite,1,1-0,2023-09-26,decisionWin,4,0,1,crosswalk,HXMMA,tier4,,25,1,3,1,2,-22.6,1482,1494.5,0
Raheam-Forest-250387,,Raheam Forest,1,0-1,2023-09-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Victor-Madrigal-40341,,Victor Madrigal,1,0-1,2023-09-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Vinicius-Oliveira-139517,aad8e24798f0a89f,Vinicius Oliveira,1,1-0,2023-09-26,finishWin,18,3,0,crosswalk,UAE Warriors,tier4,,27,1,6,5,1,42.9,1530.3,1562.3,0
Eduardo-Torres-190429,,Eduardo Torres,1,0-1,2023-10-03,noWin,,,,none,,,,,0,0,0,0,,,,0
Jose-Medina-251871,,Jose Medina,1,0-1,2023-10-03,noWin,,,,none,,,,,0,0,0,0,,,,0
Magomed-Gadzhiyasulov-272659,97c47845e7f9a88b,Magomed Gadzhiyasulov,1,1-0,2023-10-03,decisionWin,7,0,0,crosswalk,KFL,tier4,,29,1,2,1,1,-7.7,1509.5,1490.8,0
Mauricio-Ruffy-192545,bd8ee82c2df0d588,Mauricio Ruffy,1,1-0,2023-10-03,finishWin,8,1,0,crosswalk,CFC,tier4,1.0266,27,1,6,5,1,40.5,1511.4,1512.5,1
Murtaza-Talha-Ali-269171,,Murtaza Talha Ali,1,0-1,2023-10-03,noWin,,,,none,,,,,0,0,0,0,,,,0
Raimond-Magomedaliev-191869,,Raimond Magomedaliev,1,0-1,2023-10-03,noWin,,,,none,,,,,0,0,0,0,,,,0
Victor-Hugo-123631,fca2542155e4fd20,Victor Hugo,1,1-0,2023-10-03,finishWin,23,4,0,crosswalk,Pancrase,tier3,0.9909,30,1,2,1,1,-4.3,1512.6,1494.4,0
Andre-Lima-201199,e1601c0597a7b444,Andre Lima,1,1-0,2023-10-10,decisionWin,6,0,0,crosswalk,Spartacus MMA,tier4,,24,1,5,4,1,18.5,1534.5,1546.3,0
Cortavious-Romious-206845,,Cortavious Romious,1,0-1,2023-10-10,noWin,7,1,0,cache,,,,29,0,0,0,0,,,,0
Davi-Bittencourt-263121,,Davi Bittencourt,1,0-1,2023-10-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Issa-Isakov-181953,,Issa Isakov,1,0-1,2023-10-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Jair-Farias-184971,,Jair Farias,1,0-1,2023-10-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Lucas-Rocha-255729,ee66f8d0ba75975e,Lucas Rocha,1,1-0,2023-10-10,finishWin,16,1,0,crosswalk,LFA,tier3,1.0206,23,1,2,1,1,-8.2,,1479,0
MarQuel-Mederos-302655,bb76e767e4bf0b9a,MarQuel Mederos,1,1-0,2023-10-10,finishWin,7,1,0,crosswalk,Fury FC,tier4,0.9876,26,1,4,3,0,28.8,1510.4,1529.6,0
Rickson-Thai-Zenidim-Bueno-134695,,Rickson Thai Zenidim Bueno,1,0-1,2023-10-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Torrez-Finney-379262,ac54fb7dcc875b59,Torrez Finney,3,3-0,2023-10-10,finishWin,6,0,0,crosswalk,AFS,tier4,,24,1,2,1,1,-9.5,,1509.1,0
Yuri-Panferov-289931,,Yuri Panferov,1,0-1,2023-10-10,noWin,,,,none,,,,,0,0,0,0,,,,0
An-Tuan-Ho-307731,,An Tuan Ho,1,0-1,2024-08-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Ernie-Juarez-269253,,Ernie Juarez,1,0-1,2024-08-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Jose-Delgado-307733,2f88f17add7669c5,Jose Delgado,1,1-0,2024-08-13,finishWin,7,1,0,crosswalk,United Fight League,tier4,,26,1,5,4,1,35.6,1533.7,1535.6,0
Loneer-Kavanagh-213249,10a96d52c89b5469,Lone'er Kavanagh,1,1-0,2024-08-13,finishWin,6,0,0,crosswalk,Cage Warriors,tier3,1.0295,25,1,5,3,2,-3.5,1522.1,1496.5,1
Mansur-AbdulMalik-393926,b9562bf0e19e971a,Mansur Abdul-Malik,1,1-0,2024-08-13,finishWin,5,0,0,crosswalk,SF,tier4,0.9907,26,1,5,3,1,10.8,1523.1,1510.8,0
Mikheil-Sazhiniani-315835,,Mikheil Sazhiniani,1,0-1,2024-08-13,noWin,,,,none,,,,,0,0,0,0,,,,0
Wesley-Schultz-338469,,Wesley Schultz,1,0-1,2024-08-13,noWin,6,1,0,cache,,,,28,0,0,0,0,,,,0
Billy-Brand-128455,,Billy Brand,1,0-1,2024-08-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Cameron-Rowston-239381,,Cameron Rowston,1,0-1,2024-08-20,noWin,8,2,0,cache,,,,29,0,0,0,0,,,,0
Cody-Haddon-286511,8a1aa5c3cd50dedf,Cody Haddon,1,1-0,2024-08-20,finishWin,6,1,0,crosswalk,HFS,tier4,1.0319,25,1,2,2,0,22.8,1509.7,1522.8,0
Hugo-Cunha-227763,,Hugo Cunha,1,0-1,2024-08-20,noWin,,,,none,,,,,0,0,0,0,,,,0
Andrey-Pulyaev-398399,634eda97df9caa0e,Andrey Pulyaev,1,1-0,2024-08-27,decisionWin,8,2,0,crosswalk,SFC,tier4,,26,1,4,1,3,-39.5,1494.7,1460.5,0
Liam-Anderson-299651,,Liam Anderson,1,0-1,2024-08-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Michael-Aswell-286497,bbad8cc98783fae1,Michael Aswell Jr.,1,0-1,2024-08-27,noWin,9,1,0,crosswalk,Fury FC,tier4,0.9876,23,1,4,1,3,-37.6,1481.4,1462.4,0
Austin-Bashi-362871,87bd1fc4820e6e6f,Austin Bashi,1,1-0,2024-09-03,finishWin,12,0,0,crosswalk,Lights Out Championship,tier4,,22,1,3,1,2,-17.3,1499.3,1482.7,0
Dorian-Ramos-203579,,Dorian Ramos,1,0-1,2024-09-03,noWin,,,,none,,,,,0,0,0,0,,,,0
Josias-Musasa-416801,ef4f913e6a99246b,Josias Musasa,1,1-0,2024-09-10,decisionWin,7,0,0,crosswalk,Impact Championship,tier4,,25,1,2,0,2,-37.7,1477.4,1460,0
Navajo-Stirling-413272,0b43bf0acbd22ca3,Navajo Stirling,1,1-0,2024-09-10,finishWin,4,0,0,crosswalk,HFS,tier4,1.0319,26,1,6,6,0,69.9,1520.1,1569.9,1
