sherdogId,ourId,name,appearances,dwcsRecord,firstDwcsDate,bestDwcsResult,preDwcsWins,preDwcsLosses,preDwcsDraws,preDwcsSource,feederOrg,feederTier,feederRelFactor,ageAtDwcs,gotContract,ufcFights,ufcWins,ufcLosses,settledEloGain,eloAt1yr,eloAt2yr,reachedTop15
Philip-Rowe-121067,9a1548c71a7398bf,Phil Rowe,1,1-0,2019-08-20,finishWin,6,2,0,crosswalk,Square Ring Promotions,tier4,0.9744,29,1,9,4,5,-12.7,,1497.2,0
Steve-Garcia-50916,a49129adb0dad63b,Steve Garcia,1,1-0,2019-08-20,finishWin,9,3,0,crosswalk,Fresquez Productions,tier4,,27,1,11,8,3,42.1,1482.4,1482.4,1
Ben-Sosoli-125617,74ddb1f1670a7b9e,Ben Sosoli,1,0-0,2019-08-27,noWin,7,2,0,crosswalk,HFS,tier4,1.0319,29,1,1,0,1,-2.3,1477.5,1477.5,0
Dusko-Todorovic-207339,cf44ab1ffc00f165,Dusko Todorovic,1,1-0,2019-08-27,decisionWin,8,0,0,crosswalk,SBC,tier4,,25,1,11,4,7,-63,,1471.5,0
Dustin-Joynson-98405,,Dustin Joynson,1,0-0,2019-08-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Impa-Kasanganay-310489,76de23d141fb4ab4,Impa Kasanganay,2,2-0,2019-08-27,decisionWin,5,0,0,crosswalk,Square Ring Promotions,tier4,0.9744,25,1,4,2,2,-3.1,,1505.7,0
Kailan-Hill-232313,,Kailan Hill,1,0-1,2019-08-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Peter-Barrett-79095,4b54780dc1d97640,Peter Barrett,1,1-0,2019-08-27,decisionWin,10,3,0,crosswalk,Cage Titans FC,tier4,,33,1,2,0,2,-5.5,1483.2,1462,0
Sang-Hoon-Yoo-246531,,Sang Hoon Yoo,1,0-1,2019-08-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Teddy-Ash-101379,,Teddy Ash,1,0-1,2019-08-27,noWin,,,,none,,,,,0,0,0,0,,,,0
Dustin-Jacoby-73825,91199de65226ddd6,Dustin Jacoby,1,1-0,2020-08-04,decisionWin,11,3,0,crosswalk,Bellator,tier2_5,0.9929,32,1,16,10,5,31.9,1520.4,1560.4,0
Jerome-Rivera-139017,53e952ec79277dbd,Jerome Rivera,1,1-0,2020-08-04,decisionWin,9,2,0,crosswalk,LFA,tier3,1.0206,25,1,4,0,4,-13.8,1425.5,1425.5,0
Jordan-Leavitt-259871,12c6b847f7f28593,Jordan Leavitt,1,1-0,2020-08-04,finishWin,6,0,0,crosswalk,LFA,tier3,1.0206,25,1,10,6,4,-2.9,1493.7,1496.8,0
Mikey-Gonzalez-205501,,Mikey Gonzalez,1,0-1,2020-08-04,noWin,,,,none,,,,,0,0,0,0,,,,0
Ronaldo-Rodriguez-266121,59fcc641cfc67b7d,Ronaldo Rodriguez,1,0-1,2020-08-04,noWin,10,1,0,crosswalk,JFL,tier4,,21,1,3,2,1,-1.3,,,0
Ty-Flores-86350,,Ty Flores,1,0-1,2020-08-04,noWin,,,,none,,,,,0,0,0,0,,,,0
Uros-Medic-272505,84ded26cb00e17cf,Uros Medic,1,1-0,2020-08-04,finishWin,5,0,0,crosswalk,AFC,tier4,0.9964,27,1,11,8,3,47.2,1512.5,1504.9,1
Adrian-Yanez-86354,f11750d4f48eb942,Adrian Yanez,1,1-0,2020-08-11,finishWin,10,3,0,crosswalk,LFA,tier3,1.0206,26,1,11,7,3,33,1543.5,1565.5,0
Anthony-Adams-144983,,Anthony Adams,1,0-1,2020-08-11,noWin,,,,none,,,,,0,0,0,0,,,,0
Brady-Huang-140911,,Brady Huang,1,0-1,2020-08-11,noWin,,,,none,,,,,0,0,0,0,,,,0
Cory-McKenna-178347,d2f5ea74eafaebd7,Cory McKenna,1,1-0,2020-08-11,decisionWin,4,1,0,crosswalk,Cage Warriors,tier3,1.0295,21,1,6,3,3,-11.3,1514.6,1507,0
Daniel-Swain-73000,,Daniel Swain,1,0-1,2020-08-11,noWin,,,,none,,,,,0,0,0,0,,,,0
Dustin-Stoltzfus-113779,be354104b1b893f1,Dustin Stoltzfus,1,1-0,2020-08-11,finishWin,12,1,0,crosswalk,GMC,tier4,,28,1,10,3,7,-62.4,1461.3,1455.6,0
Joe-Pyfer-239253,154db60abecdd988,Joe Pyfer,2,1-1,2020-08-11,finishWin,7,1,0,crosswalk,ROC,tier4,1.0281,24,1,8,7,1,71.3,,,1
TJ-Laramie-188479,b2fc49bb4703d084,TJ Laramie,1,1-0,2020-08-11,finishWin,11,3,0,crosswalk,PFC,tier4,1.0266,22,1,2,0,2,-8.8,1477.2,1465.8,0
Vanessa-Demopoulos-118775,f8588e91351f8a39,Vanessa Demopoulos,1,0-1,2020-08-11,noWin,5,1,0,crosswalk,LFA,tier3,1.0206,31,1,10,5,5,-27.1,,1506.1,0
Chad-Johnson-213687,,Chad Johnson,1,0-1,2020-08-18,noWin,,,,none,,,,,0,0,0,0,,,,0
Cheyanne-Vlismas-152049,02daaff72f859e6e,Cheyanne Vlismas,1,1-0,2020-08-18,decisionWin,4,1,0,crosswalk,LFA,tier3,1.0206,25,1,4,2,2,-4.7,1494.9,1504.5,0
Hilarie-Rose-205129,,Hilarie Rose,1,0-1,2020-08-18,noWin,,,,none,,,,,0,0,0,0,,,,0
Louis-Cosce-282403,0f8a323857fc0cf8,Louis Cosce,1,1-0,2020-08-18,finishWin,6,0,0,crosswalk,Bear River FC,tier4,,24,1,2,0,2,-10.6,1478.4,1478.4,0
Alejandro-Flores-155325,,Alejandro Flores,1,0-1,2020-08-25,noWin,,,,none,,,,,0,0,0,0,,,,0
Anthony-Romero-221129,,Anthony Romero,1,1-0,2020-08-25,decisionWin,,,,none,,,,,0,0,0,0,,,,0
Jacob-Silva-80677,,Jacob Silva,2,0-2,2020-08-25,noWin,,,,none,,,,,0,0,0,0,,,,0
Jeff-Molina-218069,e0c4f89412167696,Jeff Molina,1,1-0,2020-08-25,decisionWin,7,2,0,crosswalk,Cageside Promotions / KCFA,tier4,,23,1,3,3,0,9.3,1512.6,1533.8,0
Jhonoven-Pati-124585,,Jhonoven Pati,1,0-1,2020-08-25,noWin,,,,none,,,,,0,0,0,0,,,,0
Mike-Breeden-243687,dcea68f4ed60b8fd,Mike Breeden,1,0-1,2020-08-25,noWin,8,2,0,crosswalk,LFA,tier3,1.0206,31,1,4,1,3,-17.4,,1461.6,0
Rafael-Alves-96651,85676ed9a7898a46,Rafael Alves,1,1-0,2020-08-25,finishWin,18,9,0,crosswalk,Titan FC,tier3,0.9943,29,1,4,1,3,-14.3,1483.4,1477.5,0
Chase-Gibson-180669,,Chase Gibson,1,0-1,2020-09-01,noWin,,,,none,,,,,0,0,0,0,,,,0
Cody-Brundage-281913,,Cody Brundage,1,0-1,2020-09-01,noWin,5,0,0,cache,,,,26,0,0,0,0,,,,0
Dennis-Buzukja-286225,,Dennis Buzukja,1,0-1,2020-09-01,noWin,4,1,0,cache,,,,22,0,0,0,0,,,,0
Jimmy-Flick-60460,78ebf7d241e77844,Jimmy Flick,1,1-0,2020-09-01,finishWin,14,5,0,crosswalk,LFA,tier3,1.0206,29,1,6,2,4,-43.2,1515.2,1515.2,0
Jose-Johnson-238733,7aeb78dffc4f5978,Jose Johnson,2,1-1,2020-09-01,decisionWin,11,5,0,crosswalk,WXC,tier4,,25,1,4,1,3,-36.4,,,0
Melsik-Baghdasaryan-164681,7a88ea78c1ad646f,Melsik Baghdasaryan,1,1-0,2020-09-01,decisionWin,4,1,0,crosswalk,LXF,tier4,,28,1,6,3,3,-25.8,1515.1,1527.2,0
Nate-Smith-164585,,Nate Smith,1,0-1,2020-09-01,noWin,,,,none,,,,,0,0,0,0,,,,0
Ronnie-Lawrence-102885,a9976b0f038ad666,Ronnie Lawrence,1,1-0,2020-09-01,decisionWin,5,1,0,crosswalk,Bellator,tier2_5,0.9929,28,1,3,2,1,1.9,1512.7,1506.6,0
Tucker-Lutz-122559,dc2d95b1cce62691,Tucker Lutz,2,2-0,2020-09-01,decisionWin,9,1,0,crosswalk,SF,tier4,0.9907,26,1,4,1,3,-19.6,1509.7,1492.5,0
Al-Matavao-210483,,Al Matavao,1,0-1,2020-09-08,noWin,,,,none,,,,,0,0,0,0,,,,0
Aliaskhab-Khizriev-209647,1581a12ff499bd32,Aliaskhab Khizriev,1,1-0,2020-09-08,finishWin,10,0,0,crosswalk,FNG,tier4,,30,1,1,1,0,3.8,,1515.1,0
Drako-Rodriguez-203421,7e82a2b9326866dc,Drako Rodriguez,1,1-0,2020-09-08,finishWin,6,1,0,crosswalk,King of the Cage,tier3,1.0041,24,1,2,0,2,-8,1458.5,1458.5,0
Henrique-Shiguemoto-74268,,Henrique Shiguemoto,1,0-1,2020-09-08,noWin,,,,none,,,,,0,0,0,0,,,,0
Khadzhimurat-Bestaev-164821,,Khadzhimurat Bestaev,1,0-1,2020-09-08,noWin,,,,none,,,,,0,0,0,0,,,,0
Leomana-Martinez-130553,16a29d115b3e37f4,Mana Martinez,1,0-1,2020-09-08,noWin,6,1,0,crosswalk,Fury FC,tier4,0.9876,24,1,4,2,2,-6.4,1508.3,1490.4,0
Tafon-Nchukwi-282049,360f2cc2f016e6ac,Tafon Nchukwi,1,1-0,2020-09-08,finishWin,3,0,0,crosswalk,CFFC,tier3,0.9667,25,1,6,2,4,-21.6,1494.7,1461.3,0
Collin-Anglin-280415,8a820786ab3bc2ea,Collin Anglin,1,1-0,2020-09-15,decisionWin,7,1,0,crosswalk,WXC,tier4,,27,1,2,0,2,-9.1,1478.4,1457.9,0
Gregory-Rodrigues-176275,2127684a702c4006,Gregory Rodrigues,1,0-1,2020-09-15,noWin,7,2,0,crosswalk,LFA,tier3,1.0206,28,1,13,10,3,70.3,1511.2,1527.3,1
Muhammadjon-Naimov-228381,56adb35526c59c88,Muhammad Naimov,1,0-1,2020-09-15,noWin,5,0,0,crosswalk,Titan FC,tier3,0.9943,26,1,7,5,2,16.7,,,0
Edson-Gomez-158229,,Edson Gomez,1,0-1,2020-11-04,noWin,,,,none,,,,,0,0,0,0,,,,0
Harry-Hunsucker-239513,c89b0a7cd08a3b08,Harry Hunsucker,1,0-1,2020-11-04,noWin,6,2,0,crosswalk,HRMMA,tier4,,31,1,3,0,3,-17.2,1477.8,1442.4,0
Ignacio-Bahamondes-221417,1979d2ef989e7265,Ignacio Bahamondes,1,1-0,2020-11-04,finishWin,10,3,0,crosswalk,LUX,tier4,,23,1,10,6,4,16.5,1501.7,1516.2,0
Jared-Vanderaa-152987,9ee1b4b7ce888501,Jared Vanderaa,1,1-0,2020-11-04,finishWin,10,4,0,crosswalk,EFC,tier4,0.9607,28,1,7,1,6,-30.1,1469.5,1407.6,0
Luis-Saldana-77414,9d56d022b89c876b,Luis Saldana,1,1-0,2020-11-04,finishWin,13,6,0,crosswalk,LFA,tier3,1.0206,29,1,4,2,1,0.5,1490.6,1501.8,0
Vince-Murdock-119961,,Vince Murdock,1,0-1,2020-11-04,noWin,,,,none,,,,,0,0,0,0,,,,0
Luana-Pinheiro-237525,0ce8ac03e1fc8da4,Luana Pinheiro,1,1-0,2020-11-10,finishWin,7,1,0,crosswalk,Brave CF,tier3,1.0338,26,1,7,3,4,-38.6,1508.5,1517.4,0
Natan-Levy-227411,c1913c3d6026e4d0,Natan Levy,1,1-0,2020-11-10,finishWin,5,0,0,crosswalk,LFA,tier3,1.0206,29,1,4,2,2,-11.5,,1490.9,0
Nikolas-Motta-103887,e6bdebff94eddc25,Nikolas Motta,1,1-0,2020-11-10,decisionWin,11,3,0,crosswalk,CFFC,tier3,0.9667,27,1,6,3,3,-13.3,,1492.3,0
Shaheen-Santana-227431,,Shaheen Santana,1,0-1,2020-11-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Stephanie-Frausto-61109,,Stephanie Frausto,1,0-1,2020-11-10,noWin,,,,none,,,,,0,0,0,0,,,,0
Chelsea-Hackett-319473,,Chelsea Hackett,1,0-1,2020-11-17,noWin,,,,none,,,,,0,0,0,0,,,,0
Gloria-de-Paula-230933,2038fc2e7818a453,Gloria de Paula,1,1-0,2020-11-17,decisionWin,4,2,0,crosswalk,SFT,tier4,,25,1,4,1,3,-12.5,1458.5,1455,0
Nick-Maximov-302823,b0fc9b463c44f7ea,Nick Maximov,1,1-0,2020-11-17,decisionWin,5,0,0,crosswalk,King of the Cage,tier3,1.0041,22,1,4,2,2,-5,1512.6,1484.4,0
Oscar-Cota-105241,,Oscar Cota,1,0-1,2020-11-17,noWin,,,,none,,,,,0,0,0,0,,,,0
Pauline-Macias-225033,,Pauline Macias,1,0-1,2020-11-17,noWin,,,,none,,,,,0,0,0,0,,,,0
Sherrard-Blackledge-198563,,Sherrard Blackledge,1,0-1,2020-11-17,noWin,,,,none,,,,,0,0,0,0,,,,0
Victoria-Leonardo-212725,d77d7e2d8258cc82,Victoria Leonardo,1,1-0,2020-11-17,finishWin,7,2,0,crosswalk,Invicta FC,tier2_5,1.0011,30,1,5,1,4,-41.9,1458.5,1472.8,0
AJ-Fletcher-284309,1ebe45b826ab0427,AJ Fletcher,1,1-0,2021-08-31,finishWin,8,0,0,crosswalk,AF,tier4,,24,1,4,1,3,-17.4,1465.1,1482.1,0
Diego-Lopes-112531,bf14e890b46e0305,Diego Lopes,1,0-1,2021-08-31,noWin,19,3,0,crosswalk,LUX,tier4,,26,1,10,7,3,80.3,,1503.2,1
Joanderson-Brito-181115,5817d60924c7a7e0,Joanderson Brito,1,1-0,2021-08-31,decisionWin,11,2,1,crosswalk,FFC,tier4,0.9802,26,1,10,7,3,55.9,1496.2,1525.7,0
Leonardo-Damiani-239897,,Leonardo Damiani,1,0-1,2021-08-31,noWin,,,,none,,,,,0,0,0,0,,,,0
Victor-Altamirano-212269,edf83b64bd3557d4,Victor Altamirano,1,1-0,2021-08-31,decisionWin,9,1,0,crosswalk,LFA,tier3,1.0206,30,1,6,2,4,-29,1495.4,1488.1,0
Bruno-Mesquita-57480,,Bruno Mesquita,1,0-1,2021-09-07,noWin,12,3,1,cache,,,,30,0,0,0,0,,,,0
CJ-Vergara-72117,daa8caf6878b4796,CJ Vergara,1,1-0,2021-09-07,finishWin,8,2,1,crosswalk,Fury FC,tier4,0.9876,30,1,8,3,5,-42.9,1492.7,1494.6,0
Chad-Anheliger-63370,07437ba38048dad7,Chad Anheliger,1,1-0,2021-09-07,decisionWin,10,5,0,crosswalk,Rise FC,tier4,,34,1,5,2,3,-25.1,1512.2,1494.1,0
Chidi-Njokuani-25761,b64bdbe0d3e4c9aa,Chidi Njokuani,1,1-0,2021-09-07,finishWin,19,7,0,crosswalk,Bellator,tier2_5,0.9929,32,1,10,5,5,-25.3,1525.3,1466.3,0
Jose-Alday-146733,,Jose Alday,1,0-1,2021-09-07,noWin,,,,none,,,,,0,0,0,0,,,,0
Josh-Quinlan-290925,c8deb768d421f009,Josh Quinlan,1,0-0,2021-09-07,noWin,5,0,0,crosswalk,LFA,tier3,1.0206,28,1,4,1,3,-29.2,1511.1,1492.2,0
Logan-Urban-174025,,Logan Urban,1,0-0,2021-09-07,noWin,,,,none,,,,,0,0,0,0,,,,0
Mario-Sousa-213265,,Mario Sousa,2,0-2,2021-09-07,noWin,,,,none,,,,,0,0,0,0,,,,0
Muin-Gafurov-182325,a991252ad3712030,Muin Gafurov,1,0-1,2021-09-07,noWin,16,3,0,crosswalk,ONE Championship,tier2_5,0.9467,25,1,5,2,3,-21.8,,1481.5,0
Saimon-Oliveira-156991,d892963e78a574fb,Saimon Oliveira,1,1-0,2021-09-07,decisionWin,17,3,0,crosswalk,Sicario MMA,tier4,,30,1,4,0,4,-61.1,1481.1,1461.9,0
Albert-Duraev-86841,8f422d41a940e93c,Albert Duraev,1,1-0,2021-09-14,finishWin,13,3,0,crosswalk,ACB,tier4,,32,1,4,2,2,-8.6,1488.6,1480.6,0
Ange-Loosa-95799,16a0eba44cd46eb9,Ange Loosa,1,0-1,2021-09-14,noWin,7,1,0,crosswalk,Titan FC,tier3,0.9943,28,1,5,2,3,-30.9,1492.9,1504,0
Caio-Bittencourt-78480,,Caio Bittencourt,1,0-1,2021-09-14,noWin,,,,none,,,,,0,0,0,0,,,,0
Dylan-Potter-209025,,Dylan Potter,1,0-0,2021-09-14,noWin,,,,none,,,,,0,0,0,0,,,,0
Jack-Della-Maddalena-208155,,Jack Della Maddalena,1,1-0,2021-09-14,decisionWin,9,2,0,cache,,,,25,0,0,0,0,,,,0
Jailton-Almeida-114657,c17b1fa1d28c1eea,Jailton Almeida,1,1-0,2021-09-14,finishWin,13,2,0,crosswalk,Thunder Fight,tier4,,30,1,11,8,3,58.4,1543.4,1571.5,0
Lukasz-Brzeski-132249,a0989877f644f2ab,Lukasz Brzeski,1,0-0,2021-09-14,noWin,8,1,1,crosswalk,Babilon MMA,tier4,,29,1,7,1,6,-73.4,1484.3,1447.8,0
Nasrudin-Nasrudinov-156463,,Nasrudin Nasrudinov,1,0-1,2021-09-14,noWin,,,,none,,,,,0,0,0,0,,,,0
AJ-Dobson-119943,c466cc5888c59b0e,AJ Dobson,1,1-0,2021-09-21,finishWin,5,0,0,crosswalk,King of the Cage,tier3,1.0041,29,1,4,1,3,-25.7,1481.6,1477,0
Hashem-Arkhagha-74722,,Hashem Arkhagha,1,0-1,2021-09-21,noWin,,,,none,,,,,0,0,0,0,,,,0
Kleydson-Rodrigues-229541,72b8ddd1d482149e,Kleydson Rodrigues,1,1-0,2021-09-21,decisionWin,6,1,0,crosswalk,Jungle Fight,tier3,1.0273,25,1,4,1,3,-23.5,1482.9,1478.7,0
Michael-Morales-268041,5561fca8c897f0bf,Michael Morales,1,1-0,2021-09-21,decisionWin,11,0,0,crosswalk,EMMA,tier4,,22,1,7,7,0,97.7,1529.5,1539,1
Nikolay-Veretennikov-186789,,Nikolay Veretennikov,1,0-1,2021-09-21,noWin,9,3,0,cache,,,,31,0,0,0,0,,,,0
Santo-Curatolo-266023,,Santo Curatolo,1,0-1,2021-09-21,noWin,,,,none,,,,,0,0,0,0,,,,0
Theo-Rlayang-256035,,Theo Rlayang,1,0-1,2021-09-21,noWin,,,,none,,,,,0,0,0,0,,,,0
Victor-Martinez-86938,c54bce0af7e7b01b,Victor Martinez,1,1-0,2021-09-21,decisionWin,12,4,0,crosswalk,Fury FC,tier4,0.9876,30,1,3,0,3,-48.6,,1478.2,0
Caio-Borralho-188043,b483569c9c54cfc6,Caio Borralho,2,2-0,2021-09-28,finishWin,8,1,0,crosswalk,Future MMA,tier4,,28,1,9,8,1,74.9,1526.6,1554.9,1
Daniel-Zellhuber-238903,17dc8cabd91da5ae,Daniel Zellhuber,1,1-0,2021-09-28,decisionWin,11,0,0,crosswalk,LUX,tier4,,22,1,7,3,4,-29,1481.2,1504.7,0
Edivan-Mineiro-Santos-244213,,Edivan Mineiro Santos,1,0-1,2021-09-28,noWin,,,,none,,,,,0,0,0,0,,,,0
Ihor-Potieria-188721,602460be3bce1990,Ihor Potieria,1,1-0,2021-09-28,finishWin,17,2,0,crosswalk,WWFC,tier4,,25,1,8,2,6,-54.4,1479.7,1474.1,0
Lucas-Almeida-191243,5adc666e571b3cb1,Lucas Almeida,1,0-1,2021-09-28,noWin,12,0,0,crosswalk,MF,tier4,,30,1,6,2,4,-45,1514.5,1492.5,0
Lukasz-Sudolski-124729,,Lukasz Sudolski,1,0-1,2021-09-28,noWin,,,,none,,,,,0,0,0,0,,,,0
Rizvan-Kuniev-86319,16862aff18bed355,Rizvan Kuniev,2,2-0,2021-09-28,finishWin,9,2,1,crosswalk,EFC,tier4,0.9607,29,1,3,2,1,26.7,,,1
Carlos-Hernandez-171603,d7974c32755e4b64,Carlos Hernandez,1,1-0,2021-10-05,decisionWin,6,1,0,crosswalk,HFC,tier4,,27,1,7,3,4,-38.7,1511.3,1498.8,0
Daniel-Barez-133743,,Daniel Barez,1,0-1,2021-10-05,noWin,12,4,0,cache,,,,32,0,0,0,0,,,,0
Fernie-Garcia-112047,8dfca53c3e78795e,Fernie Garcia,1,1-0,2021-10-05,finishWin,9,1,0,crosswalk,LFA,tier3,1.0206,29,1,4,0,4,-36.4,1480.4,1449.2,0
Genaro-Valdez-227047,6f7956e788616622,Genaro Valdez,1,1-0,2021-10-05,finishWin,9,0,0,crosswalk,LUX,tier4,,29,1,3,0,3,-24.8,1476.8,1443.8,0
Joseph-Holmes-285543,078a0c62a7f98405,Joseph Holmes,1,1-0,2021-10-05,finishWin,5,1,0,crosswalk,LFA,tier3,1.0206,26,1,4,1,3,-20,1493.1,1450.8,0
Joshua-Weems-259641,,Joshua Weems,1,0-1,2021-10-05,noWin,9,1,0,cache,,,,27,0,0,0,0,,,,0
Patrik-White-221861,,Patrik White,1,0-1,2021-10-05,noWin,,,,none,,,,,0,0,0,0,,,,0
Shonte-Barnes-261479,,Shonte Barnes,1,0-1,2021-10-05,noWin,,,,none,,,,,0,0,0,0,,,,0
Chris-Duncan-74346,5d49240c45a2a624,Chris Duncan,2,1-1,2021-10-12,finishWin,7,0,0,crosswalk,Bellator,tier2_5,0.9929,28,1,8,6,2,33,,1522.9,0
Christian-Rodriguez-303043,a8cd76e59b7c49ab,Christian Rodriguez,1,1-0,2021-10-12,decisionWin,5,0,0,crosswalk,LFA,tier3,1.0206,23,1,10,6,4,18.4,1482.8,1514.9,0
Jake-Hadley-200597,b6e46aa39a0633e8,Jake Hadley,1,1-0,2021-10-12,finishWin,7,0,0,crosswalk,Cage Warriors,tier3,1.0295,25,1,7,3,4,-22.9,1481.2,1487.9,0
Lorenzo-Hood-51117,,Lorenzo Hood,1,0-1,2021-10-12,noWin,,,,none,,,,,0,0,0,0,,,,0
Martin-Buday-164475,04c3977524fb97e0,Martin Buday,1,1-0,2021-10-12,finishWin,8,1,0,crosswalk,Oktagon MMA,tier4,,29,1,8,7,1,32.3,1522.3,1540,0
Mitch-Raposo-278793,018e6efa6f1415a9,Mitch Raposo,1,0-1,2021-10-12,noWin,5,0,0,crosswalk,Cage Titans FC,tier4,,22,1,4,2,2,-4.4,,,0
Reyes-Cortez-Jr-120303,,Reyes Cortez Jr.,2,0-2,2021-10-12,noWin,,,,none,,,,,0,0,0,0,,,,0
Viacheslav-Borshchev-337895,81755efcce2cc326,Viacheslav Borshchev,1,1-0,2021-10-12,finishWin,4,1,0,crosswalk,Titan FC,tier3,0.9943,29,1,10,3,6,-53.7,1475.2,1491.2,0
Armen-Petrosyan-302783,5d5dc3bf943ec3f3,Armen Petrosyan,1,1-0,2021-10-19,finishWin,5,1,0,crosswalk,Colosseum MMA,tier4,,30,1,7,3,4,-29.1,1496.5,1520.7,0
James-Barnes-164811,,James Barnes,1,0-1,2021-10-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Jesse-Murray-149445,,Jesse Murray,1,0-1,2021-10-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Jonny-Parsons-65875,4eb7dddb4cd45ec1,Jonny Parsons,1,1-0,2021-10-19,decisionWin,7,3,0,crosswalk,iFF,tier4,,30,1,1,1,0,5.3,,1511.8,0
Kaloyan-Kolev-230917,,Kaloyan Kolev,1,0-1,2021-10-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Pedro-Falcao-150185,3ae417889e6fa052,Pedro Falcao,1,1-0,2021-10-19,finishWin,14,3,0,crosswalk,Shooto,tier3,0.9997,29,1,2,0,2,-29.9,,,0
Piera-Rodriguez-247469,904ca6578a6ca8eb,Piera Rodriguez,1,1-0,2021-10-19,decisionWin,6,0,0,crosswalk,Panama Fight League,tier4,,28,1,7,5,2,10.3,1519.2,1496.9,0
Solomon-Renfro-225631,,Solomon Renfro,1,0-1,2021-10-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Valesca-Machado-215597,,Valesca Machado,1,0-1,2021-10-19,noWin,,,,none,,,,,0,0,0,0,,,,0
Cristian-Quinonez-164995,1fc339f153e788c3,Cristian Quinonez,1,1-0,2021-10-26,decisionWin,16,3,0,crosswalk,UWC Mexico,tier4,,25,1,4,2,2,-11.4,1511.3,1489.3,0
Gadzhi-Omargadzhiev-145315,fc5ed93b9af75353,Gadzhi Omargadzhiev,1,1-0,2021-10-26,finishWin,12,0,0,crosswalk,GTC,tier4,,28,1,2,0,2,-10.8,1466.4,1466.4,0
Jansey-Silva-145207,,Jansey Silva,1,0-1,2021-10-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Javid-Basharat-222651,7192b50e701bd23e,Javid Basharat,1,1-0,2021-10-26,finishWin,10,0,0,crosswalk,UCMMA,tier4,1.0075,26,1,6,4,2,1,1524.8,1536.5,0
Kolton-Englund-80680,,Kolton Englund,1,0-1,2021-10-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Manuel-Torres-297203,aef0ff28e0e41917,Manuel Torres,1,1-0,2021-10-26,finishWin,11,2,0,crosswalk,Club Hardcore Fighter,tier4,,26,1,7,5,2,29.9,1511,1523.7,1
Oron-Kahlon-92631,,Oron Kahlon,1,0-1,2021-10-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Long-Xiao-233007,d11e3f2e5deb833f,Xiao Long,1,0-1,2021-10-26,noWin,22,7,0,crosswalk,WLF,tier4,0.9923,23,1,4,1,3,-36.2,,,0
Achilles-Estremadura-68610,,Achilles Estremadura,1,0-1,2021-11-02,noWin,,,,none,,,,,0,0,0,0,,,,0
Justin-Burlinson-160189,,Justin Burlinson,1,0-1,2021-11-02,noWin,,,,none,,,,,0,0,0,0,,,,0
Maheshate-Hayisaer-336819,fab54d525f0f2d9d,Maheshate,1,1-0,2021-11-02,decisionWin,7,1,0,crosswalk,WLF,tier4,0.9923,21,1,6,2,4,-41.5,1514.9,1472,0
Yohan-Lainesse-295377,d662f90d5ab81f35,Yohan Lainesse,1,1-0,2021-11-02,finishWin,7,0,0,crosswalk,CFFC,tier3,0.9667,29,1,4,1,3,-28.4,1487.2,1467.3,0
Acacio-dos-Santos-127365,,Acacio dos Santos,1,0-1,2022-07-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Alessandro-Costa-214613,14a2fa2dd23e71d3,Alessandro Costa,1,1-0,2022-07-26,decisionWin,10,2,0,crosswalk,LUX,tier4,,26,1,8,5,3,-1.7,1494.8,1491.3,0
Andres-Luna-Martinetti-247345,,Andres Luna Martinetti,1,0-1,2022-07-26,noWin,,,,none,,,,,0,0,0,0,,,,0
Anton-Turkalj-234667,73edf033b8cfef8a,Anton Turkalj,1,1-0,2022-07-26,decisionWin,7,0,0,crosswalk,Brave CF,tier3,1.0338,26,1,4,0,4,-43.7,1463.4,1427,0
Osman-Diaz-156965,,Osman Diaz,1,0-1,2022-07-26,noWin,7,1,0,cache,,,,31,0,0,0,0,,,,0
Billy-Goff-282365,c9bb479dabdb48bf,Billy Ray Goff,1,1-0,2022-08-02,finishWin,7,2,0,crosswalk,CES MMA,tier4,0.9367,24,1,4,1,3,-44.9,,1493.5,0
Charlie-Campbell-286213,5f4c5e8ccdbba00e,Charlie Campbell,1,0-1,2022-08-02,noWin,6,1,0,crosswalk,CFFC,tier3,0.9667,27,1,3,2,1,1.3,,1527.3,0
Connor-Matthews-84660,37f91d57ed109584,Connor Matthews,2,1-1,2022-08-02,decisionWin,5,0,0,crosswalk,Cage Titans FC,tier4,,30,1,3,0,3,-55.7,,1476,0
Francis-Marshall-282887,,Francis Marshall,1,1-0,2022-08-02,decisionWin,5,0,0,cache,,,,23,0,0,0,0,,,,0
Shannon-Ross-65792,a45448a6818f77fd,Shannon Ross,1,0-1,2022-08-02,noWin,12,5,0,crosswalk,Eternal MMA,tier4,1.0008,33,1,3,0,3,-32.6,1455.9,1438,0
Shimon-Smotritsky-254075,,Shimon Smotritsky,1,0-1,2022-08-02,noWin,,,,none,,,,,0,0,0,0,,,,0
