date,season,week,eventName,fmIdA,nameA,fmIdB,nameB,winnerFmId,method,round,division
2022-08-02,2022,2,Dana Whites Contender Series,188241,Francis Marshall,86840,Connor Matthews,188241,Decision (Unanimous),3,FW
2022-08-02,2022,2,Dana Whites Contender Series,144408,Waldo Cortes-Acosta,178966,Danilo Suzart,144408,TKO (Punches),1,HW
2022-08-02,2022,2,Dana Whites Contender Series,188030,Billy Goff,174331,Shimon Smotritsky,188030,TKO (Punches),1,MW
2022-08-09,2022,3,Dana Whites Contender Series,247572,Bo Nickal,238740,Zachary Borrego,247572,Submission (Rear-Naked Choke),1,MW
2022-08-09,2022,3,Dana Whites Contender Series,124780,Jamal Pogues,126176,Paulo Renato Jr.,124780,Decision (Unanimous),3,HW
2022-08-09,2022,3,Dana Whites Contender Series,157693,Erik Silva,237600,Anvar Boynazarov,157693,TKO (Elbows and Punches),1,FW
2022-08-09,2022,3,Dana Whites Contender Series,152926,Clayton Carpenter,169660,Edgar Chairez,152926,Decision (Unanimous),3,FLW
2022-08-09,2022,3,Dana Whites Contender Series,161861,Karolina Wojcik,168248,Sandra Lavado,161861,Decision (Unanimous),3,
2022-08-16,2022,4,Dana Whites Contender Series,155187,Esteban Ribovics,127868,Thomas Paull,155187,KO (Punches),1,LW
2022-08-16,2022,4,Dana Whites Contender Series,172025,Claudio Ribeiro,198721,Ivan Valenzuela,172025,KO (Punch),1,MW
2022-08-16,2022,4,Dana Whites Contender Series,167032,Jose Johnson,129655,Jack Cartwright,167032,Decision (Unanimous),3,FW
2022-08-16,2022,4,Dana Whites Contender Series,182944,Hailey Cowan,189265,Claudia Leite,182944,Decision (Split),3,
2022-08-16,2022,4,Dana Whites Contender Series,178943,Nazim Sadykhov,188959,Ahmad Sohail Hassanzada,178943,KO (Punch),3,LW
2022-08-23,2022,5,Dana Whites Contender Series,163117,Mick Parkin,226340,Eduardo Neves,163117,Submission (Rear-Naked Choke),1,HW
2022-08-23,2022,5,Dana Whites Contender Series,143790,Darrius Flowers,172729,Amiran Gogoladze,143790,TKO (Submission to Slam),1,MW
2022-08-23,2022,5,Dana Whites Contender Series,149839,Jesus Santos Aguilar,167248,Erisson Ferreira,149839,Submission (Guillotine Choke),3,BW
2022-08-23,2022,5,Dana Whites Contender Series,205062,Cameron Saaiman,142590,Josh Wang Kim,205062,KO (Punch),3,BW
2022-08-23,2022,5,Dana Whites Contender Series,237655,Denise Gomes,164980,Rayanne dos Santos,237655,Decision (Unanimous),3,
2022-08-30,2022,6,Dana Whites Contender Series,237869,Yusaku Kinoshita,225102,Jose Henrique Souza,237869,TKO (Punches),3,WW
2022-08-30,2022,6,Dana Whites Contender Series,191108,Sedriques Dumas,229494,Matej Penaz,191108,Submission (Guillotine Choke),1,MW
2022-08-30,2022,6,Dana Whites Contender Series,121653,Mateusz Rebecki,139224,Rodrigo Lidio,121653,Submission (Rear-Naked Choke),1,LW
2022-08-30,2022,6,Dana Whites Contender Series,212964,Victoria Dudakova,175512,Maria Silva,212964,Decision (Unanimous),3,
2022-08-30,2022,6,Dana Whites Contender Series,138307,Blake Bilder,115894,Alex Morgan,138307,Submission (Rear-Naked Choke),1,FW
2022-09-06,2022,7,Dana Whites Contender Series,174902,Vitor Petrino,180699,Rodolfo Bellato,174902,KO (Punches),2,LHW
2022-09-06,2022,7,Dana Whites Contender Series,140968,Gabriel Bonfim,206112,Trey Waters,140968,Submission (Shoulder Choke),1,WW
2022-09-06,2022,7,Dana Whites Contender Series,212556,Karl Williams,207322,Jimmy Lawson,212556,Decision (Unanimous),3,LHW
2022-09-06,2022,7,Dana Whites Contender Series,86809,Ismael Bonfim,119119,Nariman Abbasov,86809,Decision (Unanimous),3,LW
2022-09-06,2022,7,Dana Whites Contender Series,187320,Tereza Bleda,171854,Nayara Maia,187320,Decision (Unanimous),3,
2022-09-13,2022,8,Dana Whites Contender Series,159073,Farid Basharat,147697,Allan Begosso,159073,Decision (Unanimous),3,FW
2022-09-13,2022,8,Dana Whites Contender Series,149367,Ikram Aliskerov,154425,Mario Filipe de Sousa,149367,Submission (Kimura),1,MW
2022-09-13,2022,8,Dana Whites Contender Series,187312,Trevor Peek,139829,Malik Lewis,187312,TKO (Punches),2,WW
2022-09-13,2022,8,Dana Whites Contender Series,139638,Bruna Brasil,188502,Marnic Mann,139638,KO (Head Kick),2,
2022-09-13,2022,8,Dana Whites Contender Series,150410,Daniel Marcos,162960,Brandon Lewis,150410,Decision (Unanimous),3,BW
2022-09-20,2022,9,Dana Whites Contender Series,214006,Brunno Ferreira,160012,Leon Aliu,214006,TKO (Punches),1,MW
2022-09-20,2022,9,Dana Whites Contender Series,215857,Raul Rosas Jr.,187081,Mando Gutierrez,215857,Decision (Unanimous),3,BW
2022-09-20,2022,9,Dana Whites Contender Series,172155,Austen Lane,245160,Richard Jacobi,172155,TKO (Punches),1,HW
2022-09-20,2022,9,Dana Whites Contender Series,184686,Nurullo Aliev,108276,Josh Wick,184686,TKO (Punches),1,WW
2022-09-20,2022,9,Dana Whites Contender Series,113958,Jafel Filho,205327,Roybert Echeverria,113958,TKO (Punches),3,BW
2022-09-27,2022,10,Dana Whites Contender Series,247572,Bo Nickal,202250,Donovan Beard,247572,Submission (Triangle Choke),1,MW
2022-09-27,2022,10,Dana Whites Contender Series,119335,Sam Patterson,172324,Vinicius Sacchelli Cenci,119335,Submission (Rear-Naked Choke),2,LW
2022-09-27,2022,10,Dana Whites Contender Series,161617,Jack Jenkins,197657,Emiliano Linares,161617,TKO (Punches),3,FW
2022-09-27,2022,10,Dana Whites Contender Series,148436,Rafael Estevam,114862,Joao Elias,148436,TKO (Punches),2,FLW
2022-09-27,2022,10,Dana Whites Contender Series,214054,Mateus Mendonca,190269,Ashiek Ajim,214054,KO (Punches),1,BW
2023-08-08,2023,1,Dana Whites Contender Series,156838,Cesar Almeida,161454,Lucas Fernando,156838,Decision (Unanimous),3,MW
2023-08-08,2023,1,Dana Whites Contender Series,171325,Tom Nolan,127739,Bogdan Grad,171325,KO (Punches),1,LW
2023-08-08,2023,1,Dana Whites Contender Series,178127,Caio Machado,148931,Kevin Szaflarski,178127,Decision (Unanimous),3,HW
2023-08-08,2023,1,Dana Whites Contender Series,195416,Payton Talbott,107803,Reyes Cortez Jr.,195416,Decision (Unanimous),3,BW
2023-08-08,2023,1,Dana Whites Contender Series,179772,Kevin Borjas,163827,Victor Dias,179772,Decision (Unanimous),3,FLW
2023-08-15,2023,2,Dana Whites Contender Series,103420,Abdul-Kareem Al-Selwady,126114,George Hardwick,103420,Decision (Unanimous),3,LW
2023-08-15,2023,2,Dana Whites Contender Series,170880,Ibo Aslan,126176,Paulo Renato Jr.,170880,TKO (Punches),1,HW
2023-08-15,2023,2,Dana Whites Contender Series,182057,Hyder Amil,122232,Emrah Sonmez,182057,Decision (Unanimous),3,FW
2023-08-15,2023,2,Dana Whites Contender Series,247945,Eduarda Moura,189338,Janaina Silva,247945,Submission (Rear-Naked Choke),1,
2023-08-15,2023,2,Dana Whites Contender Series,165712,Charalampos Grigoriou,214937,Cameron Smotherman,165712,TKO (Punches),1,BW
2023-08-22,2023,3,Dana Whites Contender Series,96170,Zachary Reese,194558,Eli Aronov,96170,Submission (Armbar),1,MW
2023-08-22,2023,3,Dana Whites Contender Series,171081,Oban Elliott,150324,Kaik Brito,171081,Decision (Majority),3,WW
2023-08-22,2023,3,Dana Whites Contender Series,236564,Josefine Lindgren Knutsson,200683,Isis Verbeek,236564,Decision (Unanimous),3,
2023-08-22,2023,3,Dana Whites Contender Series,190820,Luis Pajuelo,198978,Robbie Ring,190820,TKO (Knee to the Body and Punches),1,FW
2023-08-29,2023,4,Dana Whites Contender Series,93495,Carlos Prates,169511,Mitch Ramirez,93495,TKO (Punch),2,WW
2023-08-29,2023,4,Dana Whites Contender Series,178782,Marco Tulio,235752,Yousri Belgaroui,178782,Decision (Unanimous),3,MW
2023-08-29,2023,4,Dana Whites Contender Series,204785,Timothy Cuamba,184092,Mateo Alejandro Vogel,204785,Decision (Unanimous),3,FW
2023-08-29,2023,4,Dana Whites Contender Series,190733,Thomas Petersen,148634,Chandler Cole,190733,Submission (Keylock),2,HW
2023-08-29,2023,4,Dana Whites Contender Series,185358,Bolaji Oki,207320,Dylan Salvador,185358,TKO (Punch to the Body),1,LW
2023-09-05,2023,5,Dana Whites Contender Series,153604,Brendson Ribeiro,120356,Bruno Lopes,153604,KO (Punches),1,LHW
2023-09-05,2023,5,Dana Whites Contender Series,158083,Serhiy Sidey,212059,Ramon Taveras,158083,TKO (Punches),1,BW
2023-09-05,2023,5,Dana Whites Contender Series,235431,Dylan Budka,155496,Chad Hanekom,235431,Decision (Unanimous),3,MW
2023-09-05,2023,5,Dana Whites Contender Series,167652,Jean Silva,244904,Kevin Vallejos,167652,Decision (Unanimous),3,LW
2023-09-05,2023,5,Dana Whites Contender Series,180873,Dione Barbosa,193202,Rainn Guerrero,180873,Submission (Armbar),1,
2023-09-12,2023,6,Dana Whites Contender Series,143900,James Llontop,139829,Malik Lewis,143900,Decision (Unanimous),3,WW
2023-09-12,2023,6,Dana Whites Contender Series,244003,Jhonata Diniz,226340,Eduardo Neves,244003,TKO (Punches),1,HW
2023-09-12,2023,6,Dana Whites Contender Series,108168,Steven Nguyen,161593,A.J. Cunningham,108168,TKO (Punches),2,FW
2023-09-12,2023,6,Dana Whites Contender Series,180510,Julia Polastri,156901,Patricia Alujas,180510,Submission (Rear-Naked Choke),2,
2023-09-12,2023,6,Dana Whites Contender Series,178340,Jean Matsumoto,128693,Kasey Tanner,178340,Decision (Unanimous),3,BW
2023-09-19,2023,7,Dana Whites Contender Series,212443,Shamil Gaziev,191373,Greg Velasco,212443,Submission (Rear-Naked Choke),1,HW
2023-09-19,2023,7,Dana Whites Contender Series,214947,Daniel James Allen,209405,Jacobi Jones,214947,Decision (Unanimous),3,LW
2023-09-19,2023,7,Dana Whites Contender Series,180650,Stephanie Luciano,241160,Talita Alencar,,Draw,3,
2023-09-19,2023,7,Dana Whites Contender Series,124645,Kaynan Kruschewsky,190281,Dylan Mantello,124645,Technical Submission (Rear-Naked Choke),1,LW
2023-09-19,2023,7,Dana Whites Contender Series,206834,Igor Severino,137904,Jhonata Silva,206834,TKO (Punches),2,BW
2023-09-26,2023,8,Dana Whites Contender Series,213726,Danny Barlow,172605,Raheam Forest,213726,TKO (Punches),1,WW
2023-09-26,2023,8,Dana Whites Contender Series,247947,Mario Piazzon,149712,Alexander Soldatkin,247947,Disqualification (Illegal Knee),3,HW
2023-09-26,2023,8,Dana Whites Contender Series,202226,Danny Silva,91165,Angel Pacheco,202226,Decision (Unanimous),3,LW
2023-09-26,2023,8,Dana Whites Contender Series,206108,Ernesta Kareckaite,237259,Carli Judice,206108,Decision (Split),3,
2023-09-26,2023,8,Dana Whites Contender Series,118130,Vinicius Oliveira,32681,Victor Madrigal,118130,KO (Punch),1,BW
2023-10-03,2023,9,Dana Whites Contender Series,180699,Rodolfo Bellato,181774,Murtaza Talha Ali,180699,TKO (Punches),2,LHW
2023-10-03,2023,9,Dana Whites Contender Series,109439,Victor Hugo,143816,Eduardo Torres,109439,Submission (Kneebar),2,LW
2023-10-03,2023,9,Dana Whites Contender Series,185477,Magomed Gadzhiyasulov,173249,Jose Medina,185477,Decision (Unanimous),3,LHW
2023-10-03,2023,9,Dana Whites Contender Series,144689,Mauricio Ruffy,143982,Raimond Magomedaliev,144689,TKO (Punches),3,WW
2023-10-10,2023,10,Dana Whites Contender Series,212059,Ramon Taveras,151281,Cortavious Romious,212059,TKO (Punches),1,BW
2023-10-10,2023,10,Dana Whites Contender Series,148599,Andre Lima,115765,Rickson Thai Zenidim Bueno,148599,Decision (Unanimous),3,FLW
2023-10-10,2023,10,Dana Whites Contender Series,86840,Connor Matthews,140793,Jair Farias,86840,Decision (Unanimous),3,FW
2023-10-10,2023,10,Dana Whites Contender Series,234922,Torrez Finney,191740,Yuri Panferov,234922,Submission (Rear-Naked Choke),2,MW
2023-10-10,2023,10,Dana Whites Contender Series,198938,Marquel Mederos,139198,Issa Isakov,198938,TKO (Knee and Punches),1,LW
2023-10-10,2023,10,Dana Whites Contender Series,177745,Lucas Rocha,178402,Davi Bittencourt,177745,KO (Knee and Punches),2,FLW
2024-08-13,2024,1,Dana Whites Contender Series,266306,Mansur Abdul-Malik,214812,Wesley Schultz,266306,TKO (Elbows and Punches),2,MW
2024-08-13,2024,1,Dana Whites Contender Series,141739,Rami Hamed,169344,Meng Ding,141739,Decision (Unanimous),3,WW
2024-08-13,2024,1,Dana Whites Contender Series,120356,Bruno Lopes,204433,Mikheil Sazhiniani,120356,TKO (Punches),2,LHW
2024-08-13,2024,1,Dana Whites Contender Series,200966,Jose Delgado,181815,Ernie Juarez,200966,KO (Knee and Punches),2,FW
2024-08-13,2024,1,Dana Whites Contender Series,154434,Loneer Kavanagh,200967,An Tuan Ho,154434,KO (Punch),1,FLW
2024-08-20,2024,2,Dana Whites Contender Series,187449,Andreas Gustafsson,132018,Pat Pytlik,187449,TKO (Knees),2,MW
2024-08-20,2024,2,Dana Whites Contender Series,88373,Rizvan Kuniev,161432,Hugo Cunha,88373,TKO (Knee to the Body and Punches),1,HW
2024-08-20,2024,2,Dana Whites Contender Series,151281,Cortavious Romious,73907,Michael Imperato,151281,Decision (Unanimous),3,LW
2024-08-20,2024,2,Dana Whites Contender Series,234922,Torrez Finney,167495,Cameron Rowston,234922,Decision (Unanimous),3,MW
2024-08-20,2024,2,Dana Whites Contender Series,190369,Cody Haddon,112536,Billy Brand,190369,Submission (Rear-Naked Choke),1,BW
2024-08-27,2024,3,Dana Whites Contender Series,251112,Andrey Pulyaev,196882,Liam Anderson,251112,Decision (Unanimous),3,MW
2024-08-27,2024,3,Dana Whites Contender Series,127739,Bogdan Grad,190382,Michael Aswell,127739,Decision (Split),3,FW
2024-08-27,2024,3,Dana Whites Contender Series,178782,Marco Tulio,237871,Matthieu Letho Duclos,178782,TKO (Spinning Back Kick and Punches),2,MW
2024-08-27,2024,3,Dana Whites Contender Series,185572,Malcolm Wellmaker,128270,Adam Bramhald,185572,KO (Punch),1,BW
2024-08-27,2024,3,Dana Whites Contender Series,242453,Nick Piccininni,166638,Jack Duffy,242453,Decision (Split),3,FLW
2024-09-03,2024,4,Dana Whites Contender Series,185137,Seok Hyeon Ko,242207,Igor Cavalcanti,185137,Decision (Unanimous),3,WW
2024-09-03,2024,4,Dana Whites Contender Series,130572,Djorden Santos,172178,Will Currie,130572,Decision (Unanimous),3,MW
2024-09-03,2024,4,Dana Whites Contender Series,225525,Austin Bashi,149700,Dorian Ramos,225525,Submission (Rear-Naked Choke),2,FW
2024-09-03,2024,4,Dana Whites Contender Series,186126,Yuneisy Duben,217548,Shannon Clark,186126,KO (Punch),1,
2024-09-03,2024,4,Dana Whites Contender Series,197493,Quillan Salkilld,208713,Gauge Young,197493,Decision (Unanimous),3,LW
2024-09-10,2024,5,Dana Whites Contender Series,267425,Navajo Stirling,245674,Phillip Latu,267425,KO (Punch),2,LHW
2024-09-10,2024,5,Dana Whites Contender Series,235752,Yousri Belgaroui,231935,Taiga Iwasaki,235752,TKO (Punches),3,LHW
2024-09-10,2024,5,Dana Whites Contender Series,270527,Josias Musasa,212470,Otari Tanzilovi,270527,Decision (Split),3,BW
2024-09-10,2024,5,Dana Whites Contender Series,148970,Nicolle Caliari,169789,Corinne Laframboise,148970,Submission (Armbar),1,
2024-09-17,2024,6,Dana Whites Contender Series,241981,Elijah Smith,162142,Aaron Tau,241981,Decision (Unanimous),3,BW
2024-09-17,2024,6,Dana Whites Contender Series,248719,Tallison Teixeira,146043,Arthur Lopes,248719,KO (Punches),1,HW
2024-09-17,2024,6,Dana Whites Contender Series,161912,Benjamin Bennett,176520,Joey Hart,161912,Decision (Split),3,WW
2024-09-17,2024,6,Dana Whites Contender Series,241276,Ateba Abega Gautier,231934,Yura Naito,241276,TKO (Punches),2,MW
2024-09-17,2024,6,Dana Whites Contender Series,188959,Ahmad Sohail Hassanzada,190281,Dylan Mantello,188959,Technical Submission (Rear-Naked Choke),3,LW
2024-09-24,2024,7,Dana Whites Contender Series,245055,Danylo Voievodkin,240320,Bailey Schoenfelder,245055,Submission (Rear-Naked Choke),1,HW
2024-09-24,2024,7,Dana Whites Contender Series,157677,Daniel Frunza,132853,Vadym Kutsyi,157677,TKO (Punches),2,WW
2024-09-24,2024,7,Dana Whites Contender Series,157057,Kevin Christian,209877,Francesco Mazzeo,157057,Submission (Triangle Armbar),2,LHW
2024-09-24,2024,7,Dana Whites Contender Series,244904,Kevin Vallejos,214424,Cam Teague,244904,TKO (Punches),1,FW
2024-09-24,2024,7,Dana Whites Contender Series,190657,Alexia Thainara,154820,Rose Conceicao,190657,Decision (Unanimous),3,
2024-10-01,2024,8,Dana Whites Contender Series,184408,Diyar Nurgozhay,161868,Bartosz Szewczyk,184408,KO (Head Kick and Punches),2,LHW
2024-10-01,2024,8,Dana Whites Contender Series,175560,Alberto Montes,171178,Carlos Calderon,175560,Submission (Anaconda Choke),2,FW
2024-10-01,2024,8,Dana Whites Contender Series,159878,David Martinez,177005,Xavier Franklin,159878,Decision (Unanimous),3,BW
2024-10-01,2024,8,Dana Whites Contender Series,234922,Torrez Finney,212599,Abdelah Er-Ramy,234922,TKO (Punches),1,MW
2024-10-01,2024,8,Dana Whites Contender Series,252982,Jacobe Smith,142418,Christien Savoie,252982,TKO (Elbows),2,WW
2024-10-08,2024,9,Dana Whites Contender Series,281714,Artem Vakhitov,279452,Islem Masraf,281714,TKO (Punches),1,HW
2024-10-08,2024,9,Dana Whites Contender Series,247995,Kody Steele,255966,Chasen Blair,247995,TKO (Punches),2,WW
2024-10-08,2024,9,Dana Whites Contender Series,202329,Mario Pinto,168903,Lucas Triverio Camacho,202329,KO (Punches),1,HW
2024-10-08,2024,9,Dana Whites Contender Series,165683,Islam Dulatov,139863,Vanilton Antunes,165683,KO (Elbow),1,WW
2024-10-08,2024,9,Dana Whites Contender Series,130547,Sean Gauci,118515,Anthony Drilich,130547,Decision (Unanimous),3,FLW
2024-10-15,2024,10,Dana Whites Contender Series,182546,Nick Klein,197400,Heraldo Souza,182546,Submission (Rear-Naked Choke),1,LHW
2024-10-15,2024,10,Dana Whites Contender Series,243995,Luis Gurule,242453,Nick Piccininni,243995,Decision (Split),3,FLW
2024-10-15,2024,10,Dana Whites Contender Series,193588,Yadier Del Valle,124753,Antonio Monteiro,193588,Decision (Unanimous),3,LW
2024-10-15,2024,10,Dana Whites Contender Series,245638,Julieta Martinez,193772,Leslie Hernandez,245638,Decision (Split),3,
2024-10-15,2024,10,Dana Whites Contender Series,235770,Jonathan Micallef,227415,Mohamed Ado,235770,Technical Submission (Triangle Choke),1,WW
2025-08-12,2025,,Dana Whites Contender Series,246670,Ilian Bouafia,163683,Neemias Santana,246670,Decision (Unanimous),3,LHW
2025-08-12,2025,,Dana Whites Contender Series,224289,Ty Cole Miller,193850,Jimmy Drago,224289,Decision (Unanimous),3,WW
2025-08-12,2025,,Dana Whites Contender Series,236104,Baisangur Susurkaev,181774,Murtaza Talha Ali,236104,KO (Front Kick to the Body),1,MW
2025-08-12,2025,,Dana Whites Contender Series,118272,Radley da Silva,198178,George Mangos,118272,Decision (Unanimous),3,FW
2025-08-12,2025,,Dana Whites Contender Series,191740,Yuri Panferov,272776,Christopher Ewert,191740,Decision (Unanimous),3,MW
2025-08-19,2025,,Dana Whites Contender Series,137120,Jose Mauro Delano,223658,Manuel Exposito,137120,Decision (Unanimous),3,FW
2025-08-19,2025,,Dana Whites Contender Series,167495,Cameron Rowston,261369,Brandon Holmes,167495,TKO (Elbow and Punches),1,MW
2025-08-19,2025,,Dana Whites Contender Series,204129,Louis Lee Scott,283156,Kaushik Saikumar,204129,TKO (Punches),3,BW
2025-08-19,2025,,Dana Whites Contender Series,287901,Josh Hokit,255225,Guilherme Uriel,287901,TKO (Elbows),2,HW
2025-08-19,2025,,Dana Whites Contender Series,169673,Ramiro Jimenez,186068,Tommy Cuozzi,169673,TKO (Elbows and Punches),1,FW
2025-08-26,2025,3,Dana Whites Contender Series,256802,Ryan Gandra,240225,Trent Miller,256802,TKO (Punches),1,MW
2025-08-26,2025,3,Dana Whites Contender Series,169814,Marcio Barbosa,158533,Damon Wilson,169814,TKO (Punches),1,FW
2025-08-26,2025,3,Dana Whites Contender Series,248301,Abdul-Rakhman Yakhyaev,219584,Alik Lorenz,248301,TKO (Knee to the Body and Punches),1,LHW
2025-08-26,2025,3,Dana Whites Contender Series,207275,Manoel Sousa,169670,Cristian Perez,207275,TKO (Punches),3,LW
2025-08-26,2025,3,Dana Whites Contender Series,278471,Donte Johnson,174917,Darion Abbey,278471,TKO (Punches),1,LHW
2025-09-02,2025,4,Dana Whites Contender Series,171410,Jean-Paul Lebosnoyani,216487,Jack Congdon,171410,KO (Head Kick and Punch),1,WW
2025-09-02,2025,4,Dana Whites Contender Series,134286,Cezary Oleksiejczuk,226587,Theo Haig,134286,TKO (Punches),1,MW
2025-09-02,2025,4,Dana Whites Contender Series,108151,Mandel Nallo,150712,Samuel Silva,108151,KO (Punches),1,WW
2025-09-02,2025,4,Dana Whites Contender Series,147812,Eduardo Henrique,200967,An Tuan Ho,147812,Decision (Unanimous),3,FLW
2025-09-02,2025,4,Dana Whites Contender Series,162343,Tommy McMillen,270868,David Mgoyan,162343,Decision (Majority),3,FW
2025-09-09,2025,5,Dana Whites Contender Series,262576,Steven Asplund,285589,Anthony Guarascio,262576,TKO (Punch and Elbows),1,HW
2025-09-09,2025,5,Dana Whites Contender Series,79140,Lerryan Douglas,214424,Cam Teague,79140,KO (Punch),1,FW
2025-09-09,2025,5,Dana Whites Contender Series,254614,Freddy Vidal,269362,Felipe Franco,254614,Submission (Rear-Naked Choke),3,LHW
2025-09-09,2025,5,Dana Whites Contender Series,243675,Samuel Sanches,255966,Chasen Blair,243675,KO (Punches),1,LW
2025-09-09,2025,5,Dana Whites Contender Series,287133,Carol Foro,212862,Shanelle Dyer,287133,Decision (Unanimous),3,
2025-09-16,2025,6,Dana Whites Contender Series,165903,Hecher Sosa,206624,Macksom Lee,165903,Decision (Unanimous),3,BW
2025-09-16,2025,6,Dana Whites Contender Series,237033,Iwo Baraniewski,140342,Mahamed Aly,237033,KO (Punches),1,LHW
2025-09-16,2025,6,Dana Whites Contender Series,281627,Thomas Gantt,240383,Adam Livingston,281627,Submission (Guillotine Choke),1,WW
2025-09-16,2025,6,Dana Whites Contender Series,175257,Paddy McCorry,178346,In Su Hwang,175257,Decision (Unanimous),3,LHW
2025-09-16,2025,6,Dana Whites Contender Series,191151,Cody Chovancek,208311,Raphael Uchegbu,191151,TKO (Punches),3,BW
2025-09-23,2025,7,Dana Whites Contender Series,202334,Mantas Kondratavicius,131232,Djani Barbir,202334,TKO (Punches),1,MW
2025-09-23,2025,7,Dana Whites Contender Series,270873,Murtazali Magomedov,193732,Brahyam Zurcher,270873,TKO (Punches),1,FW
2025-09-23,2025,7,Dana Whites Contender Series,277543,Jeisla Chaves,245557,Sofia Montenegro,277543,Decision (Split),3,
2025-09-23,2025,7,Dana Whites Contender Series,140012,Javier Reyes,182783,Justice Torres,140012,TKO (Knees and Punches),1,FW
2025-09-23,2025,7,Dana Whites Contender Series,256157,Rafael Tobias,181413,Jair de Oliveira,256157,Submission (Rear-Naked Choke),1,LHW
2025-09-30,2025,8,Dana Whites Contender Series,281138,Damian Pinas,222269,Vitor Costa,281138,TKO (Punches),1,MW
2025-09-30,2025,8,Dana Whites Contender Series,153246,Louis Jourdain,219875,Magno Dias,153246,Submission (Rear-Naked Choke),3,FLW
2025-09-30,2025,8,Dana Whites Contender Series,240929,Christopher Alvidrez,182857,Eliezer Kubanza,240929,TKO (Punches),1,WW
2025-09-30,2025,8,Dana Whites Contender Series,198507,Kurtis Campbell,241282,Demba Seck,198507,TKO (Elbows and Punches),1,FW
2025-09-30,2025,8,Dana Whites Contender Series,212938,Rashid Vagabov,237546,Paulo da Silva,212938,Decision (Unanimous),3,FLW
2025-10-07,2025,9,Dana Whites Contender Series,244436,Magomed Zaynukov,271744,Lucas Caldas,244436,Decision (Unanimous),3,LW
2025-10-07,2025,9,Dana Whites Contender Series,177221,Adrian Luna Martinetti,202091,Mark Vologdin,177221,Decision (Unanimous),3,BW
2025-10-07,2025,9,Dana Whites Contender Series,272702,Imanol Rodriguez,167660,Roque Conceicao Moreira Junior,272702,TKO (Punches),1,FLW
2025-10-07,2025,9,Dana Whites Contender Series,175745,Luis Felipe Dias,230716,Donavon Hedrick,175745,Submission (Rear-Naked Choke),2,
2025-10-07,2025,9,Dana Whites Contender Series,232933,Luke Fernandez,286104,Rafael Pergentino,232933,TKO (Punches),1,LHW
2025-10-14,2025,10,Dana Whites Contender Series,241021,Levi Rodrigues,254614,Freddy Vidal,,No Contest (Overturned),1,LHW
2025-10-14,2025,10,Dana Whites Contender Series,188467,Juan Diaz,129718,Won Il Kwon,188467,KO (Spinning Back Elbow),2,BW
2025-10-14,2025,10,Dana Whites Contender Series,285513,Marwan Rahiki,259640,Ananias Mulumba,285513,TKO (Elbows and Punches),2,FW
2025-10-14,2025,10,Dana Whites Contender Series,253591,Michael Oliveira,115231,Victor Valenzuela,253591,TKO (Punches),2,WW
2025-10-14,2025,10,Dana Whites Contender Series,256488,Jovan Leka,189441,Azamat Nuftillaev,256488,Decision (Unanimous),3,HW
2025-10-14,2025,10,Dana Whites Contender Series,214812,Wesley Schultz,168531,Mario Mingaj,214812,Submission (Kneebar),1,MW
