fmId,name,dwcsDate,pitRegionalElo,priorBouts,ageAtDwcs,reachedTop15
119335,Sam Patterson,2022-09-27,1607.9,11,26.4,0
172324,Vinicius Sacchelli Cenci,2022-09-27,1559.3,8,,0
190269,Ashiek Ajim,2022-09-27,1572.5,7,28.3,0
214054,Mateus Mendonca,2022-09-27,1622.8,9,23.7,0
161617,Jack Jenkins,2022-09-27,1580.1,11,28.9,0
197657,Emiliano Linares,2022-09-27,1597.3,9,25.4,0
148436,Rafael Estevam,2022-09-27,1636.0,10,26.1,0
114862,Joao Elias,2022-09-27,1646.5,21,27.7,0
153651,Anthony Romero,2020-08-25,1500.0,0,23.5,0
195416,Payton Talbott,2023-08-08,1592.4,5,24.9,1
179772,Kevin Borjas,2023-08-08,1596.8,9,25.7,0
163827,Victor Dias,2023-08-08,1626.5,13,32.6,0
156838,Cesar Almeida,2023-08-08,1548.3,3,,0
161454,Lucas Fernando,2023-08-08,1624.5,10,26.6,0
171325,Tom Nolan,2023-08-08,1589.1,5,23.4,1
127739,Bogdan Grad,2023-08-08,1625.7,12,27.9,0
178127,Caio Machado,2023-08-08,1577.0,9,,0
148931,Kevin Szaflarski,2023-08-08,1610.7,12,28.6,0
182057,Hyder Amil,2023-08-15,1608.4,7,33.2,0
122232,Emrah Sonmez,2023-08-15,1599.7,18,31.1,0
126114,George Hardwick,2023-08-15,1651.4,13,26.7,0
103420,Abdul-Kareem Al-Selwady,2023-08-15,1642.2,17,28.3,0
165712,Charalampos Grigoriou,2023-08-15,1555.5,10,31.4,0
214937,Cameron Smotherman,2023-08-15,1557.7,11,25.9,0
170880,Ibo Aslan,2023-08-15,1616.2,12,27.3,0
189338,Janaina Silva,2023-08-15,1584.6,5,31.5,0
247945,Eduarda Moura,2023-08-15,1608.8,8,29.5,1
194558,Eli Aronov,2023-08-22,1596.4,6,27.2,0
171081,Oban Elliott,2023-08-22,1576.6,10,25.7,0
150324,Kaik Brito,2023-08-22,1638.6,20,26.4,0
190820,Luis Pajuelo,2023-08-22,1573.5,8,28.7,0
198978,Robbie Ring,2023-08-22,1592.2,6,23.1,0
200683,Isis Verbeek,2023-08-22,1563.0,6,28.6,0
93495,Carlos Prates,2023-08-29,1618.4,22,30.0,0
169511,Mitch Ramirez,2023-08-29,1607.8,7,30.8,0
148634,Chandler Cole,2023-08-29,1578.5,13,28.6,0
190733,Thomas Petersen,2023-08-29,1600.1,9,28.4,0
178782,Marco Tulio,2023-08-29,1614.0,10,29.2,0
235752,Yousri Belgaroui,2023-08-29,1551.9,7,31.2,0
185358,Bolaji Oki,2023-08-29,1577.9,8,27.8,0
207320,Dylan Salvador,2023-08-29,1566.4,6,30.3,0
167652,Jean Silva,2023-09-05,1591.0,12,,1
244904,Kevin Vallejos,2023-09-05,1638.3,11,21.7,1
155496,Chad Hanekom,2023-09-05,1603.0,11,33.4,0
235431,Dylan Budka,2023-09-05,1564.7,8,23.6,0
212059,Ramon Taveras,2023-09-05,1592.8,9,29.7,0
158083,Serhiy Sidey,2023-09-05,1606.0,10,27.2,0
153604,Brendson Ribeiro,2023-09-05,1599.4,19,27.0,0
120356,Bruno Lopes,2023-09-05,1640.9,11,30.4,0
180873,Dione Barbosa,2023-09-05,1543.1,7,31.3,0
193202,Rainn Guerrero,2023-09-05,1564.5,6,31.3,0
178340,Jean Matsumoto,2023-09-12,1665.3,13,24.0,0
128693,Kasey Tanner,2023-09-12,1594.7,6,31.7,0
161593,A.J. Cunningham,2023-09-12,1599.3,12,29.0,0
244003,Jhonata Diniz,2023-09-12,1579.0,5,,0
143900,James Llontop,2023-09-12,1612.9,15,24.1,0
180650,Stephanie Luciano,2023-09-19,1559.0,6,,0
241160,Talita Alencar,2023-09-19,1572.8,4,32.9,0
124645,Kaynan Kruschewsky,2023-09-19,1651.2,15,32.5,0
190281,Dylan Mantello,2023-09-19,1580.3,9,30.8,0
118130,Vinicius Oliveira,2023-09-26,1658.7,21,27.8,0
32681,Victor Madrigal,2023-09-26,1634.1,19,33.1,0
91165,Angel Pacheco,2023-09-26,1599.2,9,31.7,0
202226,Danny Silva,2023-09-26,1591.2,8,26.7,0
172605,Raheam Forest,2023-09-26,1598.7,8,26.2,0
213726,Danny Barlow,2023-09-26,1587.3,6,28.2,0
206108,Ernesta Kareckaite,2023-09-26,1566.6,5,25.3,0
237259,Carli Judice,2023-09-26,1550.8,3,24.6,0
144689,Mauricio Ruffy,2023-10-03,1602.3,9,27.3,1
143982,Raimond Magomedaliev,2023-10-03,1633.2,11,33.3,0
109439,Victor Hugo,2023-10-03,1673.4,27,30.9,0
143816,Eduardo Torres,2023-10-03,1659.9,17,,0
181774,Murtaza Talha Ali,2023-10-03,1606.7,6,,0
185477,Magomed Gadzhiyasulov,2023-10-03,1602.3,7,29.9,0
173249,Jose Medina,2023-10-03,1607.9,13,,0
142641,Jose Flores,2017-08-29,1500.0,0,,0
178402,Davi Bittencourt,2023-10-10,1611.1,17,29.0,0
177745,Lucas Rocha,2023-10-10,1665.6,17,23.2,0
115765,Rickson Thai Zenidim Bueno,2023-10-10,1645.9,15,,0
148599,Andre Lima,2023-10-10,1597.1,6,24.7,0
139198,Issa Isakov,2023-10-10,1619.6,16,34.0,0
198938,Marquel Mederos,2023-10-10,1581.2,8,26.9,0
140793,Jair Farias,2023-10-10,1625.9,10,30.6,0
191740,Yuri Panferov,2023-10-10,1588.6,6,27.1,0
234922,Torrez Finney,2023-10-10,1589.4,6,25.0,0
151281,Cortavious Romious,2023-10-10,1592.2,8,29.8,0
97543,Caio Machado,2023-08-08,1594.7,24,,0
154434,Loneer Kavanagh,2024-08-13,1598.2,6,25.2,1
200967,An Tuan Ho,2024-08-13,1594.1,6,23.9,0
204433,Mikheil Sazhiniani,2024-08-13,1618.6,15,27.9,0
266306,Mansur Abdul-Malik,2024-08-13,1581.5,5,26.9,0
214812,Wesley Schultz,2024-08-13,1569.7,7,,0
200966,Jose Delgado,2024-08-13,1580.1,8,,0
181815,Ernie Juarez,2024-08-13,1586.9,8,26.6,0
161432,Hugo Cunha,2024-08-20,1605.1,9,31.5,0
190369,Cody Haddon,2024-08-20,1567.5,7,25.9,0
112536,Billy Brand,2024-08-20,1569.6,7,28.1,0
167495,Cameron Rowston,2024-08-20,1575.0,10,,0
196882,Liam Anderson,2024-08-27,1550.2,8,29.6,0
251112,Andrey Pulyaev,2024-08-27,1511.3,2,27.0,0
149700,Dorian Ramos,2024-09-03,1579.4,10,30.7,0
225525,Austin Bashi,2024-09-03,1652.2,12,22.9,0
267425,Navajo Stirling,2024-09-10,1572.2,4,26.8,1
245674,Phillip Latu,2024-09-10,1568.6,7,,0
231935,Taiga Iwasaki,2024-09-10,1601.9,10,27.2,0
270527,Josias Musasa,2024-09-10,1605.8,7,25.9,0
212470,Otari Tanzilovi,2024-09-10,1616.1,9,26.4,0
248719,Tallison Teixeira,2024-09-17,1593.5,6,24.8,0
146043,Arthur Lopes,2024-09-17,1566.4,7,31.6,0
241981,Elijah Smith,2024-09-17,1577.2,7,,0
162142,Aaron Tau,2024-09-17,1606.5,8,31.1,0
214424,Cam Teague,2024-09-24,1601.8,7,26.6,0
157677,Daniel Frunza,2024-09-24,1584.4,10,30.5,0
132853,Vadym Kutsyi,2024-09-24,1671.6,18,33.2,0
190657,Alexia Thainara,2024-09-24,1606.7,11,28.8,1
154820,Rose Conceicao,2024-09-24,1603.2,7,,0
159878,David Martinez,2024-10-01,1626.9,11,,1
177005,Xavier Franklin,2024-10-01,1589.7,5,29.0,0
171178,Carlos Calderon,2024-10-01,1563.9,8,28.6,0
175560,Alberto Montes,2024-10-01,1620.0,11,30.3,0
212599,Abdelah Er-Ramy,2024-10-01,1575.5,8,,0
184408,Diyar Nurgozhay,2024-10-01,1614.4,9,27.4,0
161868,Bartosz Szewczyk,2024-10-01,1576.5,11,27.0,0
252982,Jacobe Smith,2024-10-01,1607.8,8,28.7,0
142418,Christien Savoie,2024-10-01,1608.8,12,32.1,0
165683,Islam Dulatov,2024-10-08,1612.1,11,26.2,0
139863,Vanilton Antunes,2024-10-08,1609.0,22,,0
202329,Mario Pinto,2024-10-08,1613.2,8,26.6,0
168903,Lucas Triverio Camacho,2024-10-08,1596.3,6,,0
193588,Yadier Del Valle,2024-10-15,1613.1,7,28.2,0
124753,Antonio Monteiro,2024-10-15,1640.8,22,29.3,0
182546,Nick Klein,2024-10-15,1555.2,6,29.1,0
197400,Heraldo Souza,2024-10-15,1622.4,12,29.8,0
166949,David Martinez,2024-10-01,1590.2,19,,1
287901,Josh Hokit,2025-08-19,1585.9,5,,1
255225,Guilherme Uriel,2025-08-19,1588.1,7,28.5,0
207275,Manoel Sousa,2025-08-26,1648.4,13,28.2,0
169670,Cristian Perez,2025-08-26,1653.7,14,,0
174917,Darion Abbey,2025-08-26,1569.8,13,32.5,0
278471,Donte Johnson,2025-08-26,1579.8,5,26.6,0
219584,Alik Lorenz,2025-08-26,1571.6,7,28.6,0
256802,Ryan Gandra,2025-08-26,1584.6,8,30.3,0
240225,Trent Miller,2025-08-26,1585.6,10,29.8,0
226587,Theo Haig,2025-09-02,1592.2,6,29.0,0
134286,Cezary Oleksiejczuk,2025-09-02,1637.5,18,25.7,0
270868,David Mgoyan,2025-09-02,1605.8,7,21.2,0
162343,Tommy McMillen,2025-09-02,1608.9,8,27.7,0
285589,Anthony Guarascio,2025-09-09,1556.9,3,31.5,0
262576,Steven Asplund,2025-09-09,1563.8,6,27.2,0
79140,Lerryan Douglas,2025-09-09,1605.7,17,30.4,0
254614,Freddy Vidal,2025-09-09,1554.7,3,31.3,0
269362,Felipe Franco,2025-09-09,1500.0,0,24.6,0
206624,Macksom Lee,2025-09-16,1628.5,10,,0
165903,Hecher Sosa,2025-09-16,1632.4,14,30.1,0
237033,Iwo Baraniewski,2025-09-16,1594.4,6,26.8,0
140342,Mahamed Aly,2025-09-16,1578.5,4,31.7,0
256157,Rafael Tobias,2025-09-23,1637.0,14,22.5,0
181413,Jair de Oliveira,2025-09-23,1500.0,0,29.4,0
222269,Vitor Costa,2025-09-30,1593.8,9,25.0,0
281138,Damian Pinas,2025-09-30,1593.9,8,23.6,0
241282,Demba Seck,2025-09-30,1597.0,12,32.2,0
198507,Kurtis Campbell,2025-09-30,1500.0,0,23.2,0
232933,Luke Fernandez,2025-10-07,1592.5,5,30.3,0
286104,Rafael Pergentino,2025-10-07,1581.3,5,23.7,0
272702,Imanol Rodriguez,2025-10-07,1586.7,5,25.9,0
167660,Roque Conceicao Moreira Junior,2025-10-07,1601.1,12,,0
202334,Mantas Kondratavicius,2025-09-23,1542.7,2,26.2,0
131232,Djani Barbir,2025-09-23,1500.0,0,28.1,0
149228,Bruno Mesquita,2021-09-07,1499.3,5,30.2,0
33415,Steve Garcia,2019-08-20,1499.7,4,,1
136351,Eduardo Torres,2023-10-03,1541.2,6,,0
58990,Mark Cherico,2017-08-22,1526.0,3,,0
10165,Jean Silva,2023-09-05,1492.1,3,,1
144344,Anthony Hernandez,2018-06-19,1451.0,3,,1
127370,Jose Medina,2023-10-03,1564.0,5,,0
178517,Zach Reese,2023-08-22,1480.5,1,29.4,0
108043,Carlos Hernandez,2021-10-05,1461.1,4,27.9,0
234054,Manuel Torres,2021-10-26,1483.2,1,,1
98863,Cristian Perez,2025-08-26,1479.1,1,,0
222124,Brandon Davis,2017-08-01,1476.8,1,27.2,0
69619,Ray Rodriguez,2019-08-13,1433.6,4,,0
68556,Christian Rodriguez,2021-10-12,1483.5,3,,0
196877,Jean Silva,2023-09-05,1429.3,4,,1
139024,Rodrigo Nascimento,2019-07-30,1476.8,1,26.7,0
236482,Victor Hugo,2023-10-03,1484.2,1,30.9,0
27070,William Knight,2019-08-13,1483.2,1,31.4,0
234667,Jean Silva,2023-09-05,1481.2,1,,1
120606,Jair Farias,2023-10-10,1483.5,1,30.6,0
168520,Carlos Hernandez,2021-10-05,1482.2,1,27.9,0
