sherdogId,name,beatUFCBound,lostToUFCBound,topMultiplier,lastDate,notableWins
Alim-Kokov-80970,Alim Kokov,1,0,0.35,2012-09-14,beat Grigory Popov (2012-09-14)
Anton-Talamantes-46501,Anton Talamantes,1,1,0.35,2012-09-14,beat Eddie Gordon (2012-09-14)
Joe-Cronin-3546,Joe Cronin,1,4,0.35,2012-09-08,beat Chris Gruetzemacher (2009-02-28)
Casey-Olson-13639,Casey Olson,1,2,0.35,2012-09-07,beat Cody Gibson (2012-03-09)
Fred-Vieira-Rudolph-68592,Fred Vieira Rudolph,1,0,0.35,2012-09-01,beat Geraldo de Freitas (2012-09-01)
Jay-Furness-45988,Jay Furness,1,1,0.35,2012-09-01,beat Artem Lobov (2012-09-01)
Eric-Kelly-49999,Eric Kelly,1,0,0.68,2012-08-31,beat Jens Pulver (2012-08-31)
Mike-Mucitelli-72296,Mike Mucitelli,1,0,0.35,2012-08-24,beat Matt Van Buren (2012-08-24)
Federico-Lopez-31896,Federico Lopez,1,1,0.35,2012-08-18,beat Willie Gates (2012-08-18)
Johnny-Buck-48147,Johnny Buck,1,1,0.35,2012-08-03,beat Ricky Rainey (2012-08-03)
Brenson-Hansen-55742,Brenson Hansen,1,0,0.35,2012-07-28,beat Brandon Moreno (2012-07-28)
Hitomi-Akano-11994,Hitomi Akano,1,4,0.68,2012-07-28,beat Roxanne Modafferi (2011-07-09)
Sarah-Schneider-25325,Sarah Schneider,1,3,0.68,2012-07-28,beat Julie Kedzie (2009-03-14)
Alessandro-Grandis-96519,Alessandro Grandis,1,0,0.35,2012-07-21,beat Marvin Vettori (2012-07-21)
Fraser-Opie-54244,Fraser Opie,1,1,0.35,2012-07-21,beat Ivan Salaverry (2012-07-21)
Israel-Giron-22361,Israel Giron,1,1,0.35,2012-07-21,beat Marco Beltran (2012-07-21)
Brian-Warren-99,Brian Warren,1,9,0.68,2012-07-20,beat Brodie Farber (2006-05-12)
Eliandro-Libania-107227,Eliandro Libania,1,0,0.55,2012-07-14,beat Geraldo de Freitas (2012-07-14)
Joe-Duarte-18615,Joe Duarte,1,1,0.68,2012-07-14,beat Jorge Gurgel (2011-08-12)
Alexander-Proder-37743,Alexander Proder,1,0,0.35,2012-06-30,beat Craig White (2012-06-30)
Martin-Grandmont-12093,Martin Grandmont,1,4,0.35,2012-06-29,beat Mark Holst (2009-03-28)
Evgeniy-Lazukov-87691,Evgeniy Lazukov,1,1,0.35,2012-06-28,beat Ali Bagautinov (2011-05-26)
Shane-Johnson-621,Shane Johnson,1,4,0.35,2012-06-22,beat Seth Baczynski (2006-02-24)
Marat-Gafurov-74954,Marat Gafurov,1,0,0.55,2012-06-21,beat Mairbek Taisumov (2012-06-21)
Chengjie-Wu-67173,Chengjie Wu,1,1,0.35,2012-06-16,beat Pingyuan Liu (2010-10-30)
Andrew-Leone-67172,Andrew Leone,1,1,0.35,2012-06-16,beat Kyung Ho Kang (2012-02-05)
Willian-Viana-21140,Willian Viana,1,2,0.55,2012-06-15,beat Alexandre Pantoja (2008-09-25)
Alan-Johnston-71873,Alan Johnston,1,0,0.35,2012-06-02,beat Jessin Ayari (2012-06-02)
Henry-Solis-80266,Henry Solis,1,0,0.35,2012-06-02,beat Justin Willis (2012-06-02)
Andres-Jeudi-65280,Andres Jeudi,1,0,0.35,2012-06-02,beat Matt Bessette (2012-06-02)
Dean-Caldwell-22811,Dean Caldwell,1,1,0.35,2012-06-02,beat Colin Fletcher (2011-05-07)
Chris-Holland-42102,Chris Holland,1,1,0.35,2012-06-02,beat Phil Baroni (2012-06-02)
Aaron-Mays-81034,Aaron Mays,1,0,0.35,2012-06-02,beat Sean Salmon (2012-06-02)
Sonny-Luque-76529,Sonny Luque,1,0,0.35,2012-05-26,beat Victor Martinez (2012-05-26)
Wallace-Dantas-116193,Wallace Dantas,1,0,0.35,2012-05-26,beat Alex Oliveira (2012-05-26)
Willie-Mack-45074,Willie Mack,1,2,0.55,2012-05-25,beat Kevin Croom (2009-05-02)
Keith-Schneider-3424,Keith Schneider,1,0,0.35,2012-05-25,beat Josh Shockley (2012-05-25)
Jim-Yorke-9480,Jim Yorke,1,3,0.55,2012-05-18,beat Brad Morris (2006-02-10)
Douglas-Moura-84644,Douglas Moura,1,0,0.55,2012-05-12,beat Andre Muniz (2012-05-12)
Neilson-Gomes-31049,Neilson Gomes,1,2,0.55,2012-05-12,beat Rafael Alves (2012-05-12)
Mohammed-Abdallah-66141,Mohammed Abdallah,1,0,0.35,2012-05-12,beat Emil Meek (2012-05-12)
Jack-Gooderham-78007,Jack Gooderham,1,0,0.35,2012-05-05,beat Shannon Ross (2012-05-05)
Blas-Avena-20847,Blas Avena,1,4,0.68,2012-05-04,beat Tiki Ghosn (2007-08-05)
Lucas-Pimenta-Borges-29288,Lucas Pimenta Borges,1,0,0.35,2012-05-04,beat Shamar Bailey (2012-05-04)
Alfredo-Morales-23452,Alfredo Morales,1,1,0.35,2012-04-29,beat Erik Perez (2008-06-28)
Scott-Rosa-58534,Scott Rosa,1,0,0.35,2012-04-29,beat James Irvin (2012-04-29)
Evan-Vasquez-Matus-22474,Evan Vasquez Matus,1,0,0.35,2012-04-28,beat Laverne Clark (2012-04-28)
Jason-Cardillo-37434,Jason Cardillo,1,0,0.35,2012-04-27,beat Dequan Townsend (2012-04-27)
Marcus-Aurelio-14502,Marcus Aurelio,1,0,0.35,2012-04-27,beat Matt Dwyer (2012-04-27)
Reggie-Orr-9056,Reggie Orr,1,1,0.35,2012-04-15,beat Crafton Wallace (2009-11-22)
Shane-Lees-78073,Shane Lees,1,0,0.35,2012-04-14,beat Jason Gonzalez (2012-04-14)
Araik-Margarian-45531,Araik Margarian,1,0,0.35,2012-04-14,beat Artem Lobov (2012-04-14)
Joseph-Amurao-62421,Joseph Amurao,1,0,0.35,2012-04-14,beat Jenel Lausa (2012-04-14)
Everaldo-Souza-116913,Everaldo Souza,1,0,0.35,2012-04-13,beat Anderson Dos Santos (2012-04-13)
Jory-Erickson-45443,Jory Erickson,1,1,0.35,2012-03-31,beat Brad Blackburn (2011-02-19)
Kevin-Knabjian-7730,Kevin Knabjian,1,5,0.68,2012-03-31,beat Josh Rafferty (2008-02-23)
Jason-Ehresmann-32718,Jason Ehresmann,1,1,0.35,2012-03-31,beat Chad Reiner (2010-04-24)
Atiq-Jihad-80174,Atiq Jihad,1,1,0.35,2012-03-24,beat Masio Fullen (2012-03-24)
Tom-Maguire-59579,Tom Maguire,1,3,0.35,2012-03-24,beat Paul Redmond (2012-03-24)
Chris-Jones-25808,Chris Jones,1,0,0.35,2012-03-23,beat Steven Peterson (2012-03-23)
Paulo-Robinson-33121,Paulo Robinson,1,0,0.35,2012-03-22,beat Rafael Alves (2012-03-22)
Mok-Rahman-34568,Mok Rahman,1,1,0.35,2012-03-16,beat Craig White (2010-09-18)
Felipe-Diego-Dantas-de-Oliveira-90459,Felipe Diego Dantas de Oliveira,1,0,0.35,2012-03-10,beat Bruno Silva (2012-03-10)
Sergei-Lomonosov-95813,Sergei Lomonosov,1,0,0.35,2012-03-10,beat Mickael Lebout (2012-03-10)
Edgar-Diaz-61414,Edgar Diaz,1,1,0.35,2012-03-09,beat Alex Perez (2011-12-02)
Ryuki-Ueyama-1479,Ryuki Ueyama,1,4,0.68,2012-03-09,beat Laverne Clark (2001-12-23)
Brandon-Ropati-76348,Brandon Ropati,1,0,0.35,2012-03-03,beat Sam Alvey (2012-03-03)
Leonardo-Pecanha-11503,Leonardo Pecanha,1,5,0.55,2012-03-02,beat Bobby Voelker (2007-07-27)
Evgeni-Fomenko-50191,Evgeni Fomenko,1,0,0.35,2012-03-01,beat Albert Duraev (2012-03-01)
Delroy-McDowell-84641,Delroy McDowell,1,0,0.35,2012-02-25,beat Leon Edwards (2012-02-25)
John-Michael-Sheil-25792,John Michael Sheil,1,0,0.35,2012-02-25,beat Ross Pointon (2012-02-25)
Rob-Lisita-49684,Rob Lisita,1,2,0.35,2012-02-24,beat Dan Hooker (2010-07-03)
Jordan-Parsons-39584,Jordan Parsons,1,0,0.35,2012-02-24,beat Danny Chavez (2012-02-24)
Myung-Ho-Bae-15046,Myung Ho Bae,1,0,0.35,2012-02-11,beat Li Jingliang (2012-02-11)
Marianna-Kheyfets-67194,Marianna Kheyfets,1,0,0.35,2012-02-10,beat Heather Clark (2012-02-10)
Kenji-Nagaki-24897,Kenji Nagaki,1,0,0.55,2012-01-28,beat Yuki Kondo (2012-01-28)
Chris-David-7047,Chris    David,1,3,0.35,2012-01-27,beat Alejandro Perez (2007-04-21)
Chris-Davis-18066,Chris  Davis,1,0,0.35,2012-01-22,beat Johnny Rees (2012-01-22)
Ali-Hanjani-44921,Ali Hanjani,1,1,0.35,2012-01-21,beat Sean Spencer (2011-08-13)
Tyler-East-45237,Tyler East,1,0,0.35,2012-01-20,beat Fabiano Scherner (2012-01-20)
Matias-Schiavoni-69507,Matias Schiavoni,1,0,0.35,2012-01-14,beat Marcelo Rojo (2012-01-14)
Jonathan-MaCalolooy-38960,Jonathan MaCalolooy,1,0,0.35,2012-01-07,beat Alex Perez (2012-01-07)
Kazuyuki-Miyata-11707,Kazuyuki Miyata,1,3,0.35,2011-12-31,beat Caol Uno (2010-12-31)
Mario-Sartori-23846,Mario Sartori,1,2,0.35,2011-12-18,beat Renee Forte (2011-04-29)
Damian-Dantibo-31484,Damian Dantibo,1,1,0.35,2011-12-16,beat Ron Stallings (2009-04-25)
David-Gomez-34185,David Gomez,1,0,0.55,2011-12-15,beat Tom Gallicchio (2011-12-15)
Rodney-Rhoden-17504,Rodney Rhoden,1,4,0.35,2011-12-10,beat Justin Buchholz (2006-04-12)
Antony-Rea-2484,Antony Rea,1,9,0.35,2011-12-10,beat Sean Salmon (2011-09-30)
Dean-Amasinger-20524,Dean Amasinger,1,3,0.35,2011-12-10,beat Ross Pointon (2011-06-25)
Nelson-Velasques-8082,Nelson Velasques,1,2,0.35,2011-12-03,beat John Lineker (2009-04-18)
John-Kolosci-9062,John Kolosci,1,4,0.68,2011-12-02,beat Luigi Fioravanti (2010-06-11)
Flavio-Alvaro-17667,Flavio Alvaro,1,3,0.55,2011-11-27,beat David Bielkheden (2011-11-27)
Elliott-Untalan-73908,Elliott Untalan,1,0,0.35,2011-11-26,beat Rolando Dy (2011-11-26)
William-Penn-48636,William Penn,1,2,0.35,2011-11-23,beat Josh Hendricks (2011-11-23)
Kohei-Kuraoka-19578,Kohei Kuraoka,1,1,0.35,2011-11-23,beat Shunichi Shimizu (2011-11-23)
Anthony-Taylor-81236,Anthony Taylor,1,0,0.35,2011-11-20,beat Mark Godbeer (2011-11-20)
Brady-Harrison-43631,Brady Harrison,1,3,0.35,2011-11-19,beat Henry Briones (2011-06-25)
Joe-Camacho-483,Joe Camacho,1,7,0.55,2011-11-19,beat Zach Light (2008-07-25)
Nelson-Jaca-13196,Nelson Jaca,1,0,0.35,2011-11-19,beat Junior Albini (2011-11-19)
Patrick-Iodice-53231,Patrick Iodice,1,0,0.35,2011-11-19,beat Damien Brown (2011-11-19)
Nate-James-19903,Nate James,1,1,0.68,2011-11-18,beat Justin Levens (2007-09-01)
Daniel-Rodrigues-70650,Daniel Rodrigues,1,0,0.35,2011-11-11,beat Felipe Bunes (2011-11-11)
Agapito-Perez-60447,Agapito Perez,1,0,0.35,2011-11-11,beat Victor Martinez (2011-11-11)
Matt-Trudeau-81586,Matt Trudeau,1,0,0.35,2011-11-05,beat Tristan Connelly (2011-11-05)
Vitaliy-Panteleev-81197,Vitaliy Panteleev,1,1,0.35,2011-11-05,beat Ali Bagautinov (2011-03-12)
Gary-Padilla-14754,Gary Padilla,1,2,0.35,2011-11-05,beat Daniel Sarafian (2009-04-03)
Lance-Wipf-5420,Lance Wipf,1,3,0.35,2011-11-04,beat Kelly Dullanty (2008-05-09)
Jeferson-Lucas-113151,Jeferson Lucas,1,0,0.35,2011-10-29,beat Ismael Bonfim (2011-10-29)
Kwang-Hee-Lee-21680,Kwang Hee Lee,1,2,0.55,2011-10-29,beat Kyung Ho Kang (2008-01-20)
Justin-Cruz-14984,Justin Cruz,1,1,0.35,2011-10-29,beat Trevin Jones (2011-10-29)
Mustafa-Khalil-44105,Mustafa Khalil,1,0,0.35,2011-10-28,beat Kyle Prepolec (2011-10-28)
Eddie-Fyvie-14468,Eddie Fyvie,1,2,0.55,2011-10-22,beat Ryan Hall (2006-04-29)
Scott-Barrett-39344,Scott Barrett,1,2,0.35,2011-10-21,beat Mike Wessel (2011-01-29)
Christian-Radke-86828,Christian Radke,1,0,0.35,2011-10-15,beat Aleksandar Rakic (2011-10-15)
Landon-Showalter-2803,Landon Showalter,1,6,0.35,2011-10-15,beat Steve Bruno (2006-03-04)
Derek-Abram-25371,Derek Abram,1,3,0.35,2011-10-15,beat Marcus LeVesseur (2007-11-30)
Rob-Menigoz-26127,Rob Menigoz,1,0,0.35,2011-10-15,beat Chico Camus (2011-10-15)
Andrew-Trace-42348,Andrew Trace,1,1,0.35,2011-10-08,beat Neil Magny (2011-07-21)
Christiano-Marques-72974,Christiano Marques,1,0,0.35,2011-10-08,beat Carlston Harris (2011-10-08)
Tomoyoshi-Iwamiya-13366,Tomoyoshi Iwamiya,1,3,0.55,2011-10-03,beat Kiichi Kunimoto (2008-10-26)
Marius-Cujba-19460,Marius Cujba,1,1,0.35,2011-10-01,beat Diego Saraiva (2011-03-11)
Tyler-Minton-39686,Tyler Minton,1,0,0.35,2011-09-24,beat Jamie Pickett (2011-09-24)
Casey-Noland-69412,Casey Noland,1,1,0.35,2011-09-24,beat Nina Nunes (2011-07-30)
Oliver-Parker-52944,Oliver Parker,1,0,0.35,2011-09-24,beat Clay Collard (2011-09-24)
Peter-Irving-7323,Peter Irving,1,2,0.35,2011-09-17,beat Reza Madadi (2008-07-13)
Jamaine-Facey-33938,Jamaine Facey,1,1,0.35,2011-09-17,beat Ross Pointon (2011-09-17)
Paulo-Henrique-Garcia-Rodrigues-32821,Paulo Henrique Garcia Rodrigues,1,4,0.55,2011-09-16,beat Ronny Markes (2010-10-07)
Vince-Lucero-4009,Vince Lucero,1,12,0.55,2011-09-16,beat Josh Haynes (2004-06-05)
Chuck-Parmelee-5212,Chuck Parmelee,1,3,0.35,2011-09-10,beat Anthony Smith (2008-06-14)
Robbie-Slade-45779,Robbie Slade,1,0,0.35,2011-09-10,beat Andre Soukhamthath (2011-09-10)
Loic-Marty-41869,Loic Marty,1,1,0.35,2011-09-10,beat Enrique Marin (2011-09-10)
Billy-Horne-18493,Billy Horne,1,1,0.35,2011-09-04,beat Josh Haynes (2008-05-10)
Chris-Albandia-1660,Chris Albandia,1,4,0.55,2011-09-03,beat Brian Ebersole (2000-02-24)
Rondinelli-Rodrigues-Gomes-11458,Rondinelli Rodrigues Gomes,1,1,0.55,2011-09-03,beat Tiago dos Santos e Silva (2011-09-03)
Roy-Spoon-48702,Roy Spoon,1,0,0.35,2011-09-03,beat Anthony Macias (2011-09-03)
Beau-Tribolet-40827,Beau Tribolet,1,0,0.35,2011-08-20,beat Chase Gormley (2011-08-20)
Justin-Ruggio-56335,Justin Ruggio,1,0,0.35,2011-08-20,beat Frank Lester (2011-08-20)
Dwayne-Hinds-69886,Dwayne Hinds,1,0,0.35,2011-08-20,beat Gideon Ray (2011-08-20)
Aaron-Wetherspoon-12517,Aaron Wetherspoon,1,3,0.68,2011-08-19,beat Laverne Clark (2007-04-27)
David-Gardner-3758,David Gardner,1,9,0.35,2011-08-18,beat Rich Clementi (2004-03-05)
Derek-Getzel-56460,Derek Getzel,1,2,0.68,2011-07-30,beat Johnny Case (2010-02-26)
Sammy-Ciurdar-35472,Sammy Ciurdar,1,1,0.35,2011-07-30,beat Roman Salazar (2010-04-24)
Brendan-Weafer-12826,Brendan Weafer,1,0,0.35,2011-07-29,beat Mike Santiago (2011-07-29)
Cameron-Befort-53277,Cameron Befort,1,1,0.35,2011-07-23,beat Brad Kohler (2010-10-02)
Joe-Cason-51819,Joe Cason,1,1,0.68,2011-07-22,beat Sean Salmon (2011-05-06)
Yuki-Shojo-9577,Yuki Shojo,1,1,0.55,2011-07-18,beat Yasuhiro Urushitani (2008-09-28)
Edgard-Castaldelli-Filho-3218,Edgard Castaldelli Filho,1,2,0.35,2011-07-16,beat Igor Araujo (2005-03-19)
Brett-Sizeland-46004,Brett Sizeland,1,0,0.35,2011-07-09,beat Craig White (2011-07-09)
Ben-Mortimer-52048,Ben Mortimer,1,2,0.35,2011-07-09,beat Ben Alloway (2011-07-09)
Arsen-Ubaidulaev-60333,Arsen Ubaidulaev,1,0,0.35,2011-07-08,beat Magomed Mustafaev (2011-07-08)
Stanislav-Molodcov-47688,Stanislav Molodcov,1,1,0.35,2011-07-07,beat Abdul-Kerim Edilov (2010-03-10)
Marco-Beristain-82125,Marco Beristain,1,0,0.35,2011-06-25,beat Brandon Moreno (2011-06-25)
Gary-Bivens-56550,Gary Bivens,1,0,0.35,2011-06-25,beat Jordan Griffin (2011-06-25)
Dan-Cramer-42310,Dan Cramer,1,0,0.35,2011-06-25,beat Josh Samman (2011-06-25)
Matt-Ricehouse-57213,Matt Ricehouse,1,0,0.68,2011-06-24,beat Ryan Couture (2011-06-24)
Leszek-Kulik-60963,Leszek Kulik,1,0,0.35,2011-06-23,beat David Dvorak (2011-06-23)
Viktor-Tomasevic-44259,Viktor Tomasevic,1,0,0.35,2011-06-18,beat Makwan Amirkhani (2011-06-18)
Jose-Salgado-69147,Jose Salgado,1,0,0.35,2011-06-18,beat Clay Collard (2011-06-18)
Brad-Cardinal-10423,Brad Cardinal,1,2,0.35,2011-06-17,beat Allen Berube (2010-07-24)
Jamie-Toney-8874,Jamie Toney,1,2,0.35,2011-06-10,beat Tony Ferguson (2009-10-16)
Ivan-Sousa-30139,Ivan Sousa,1,0,0.35,2011-06-04,beat Edimilson Souza (2011-06-04)
Yves-Landu-63101,Yves Landu,1,0,0.35,2011-05-28,beat Mehdi Baghdad (2011-05-28)
Marc-Savoie-24013,Marc Savoie,1,0,0.35,2011-05-27,beat Chad Anheliger (2011-05-27)
Derrick-Burnsed-44266,Derrick Burnsed,1,1,0.55,2011-05-21,beat Andre Fili (2010-10-02)
Toni-Valtonen-8402,Toni Valtonen,1,4,0.55,2011-05-21,beat Sean Salmon (2010-10-16)
Dane-Bonnigson-39601,Dane Bonnigson,1,1,0.35,2011-05-21,beat Adam Milstead (2011-05-21)
Shawn-Frye-37652,Shawn Frye,1,2,0.35,2011-05-21,beat Aaron Brink (2011-04-16)
Lee-Beane-34642,Lee Beane,1,2,0.35,2011-05-20,beat Dan Severn (2011-05-20)
Rad-Martinez-35628,Rad Martinez,1,1,0.35,2011-05-20,beat Joe Brammer (2010-11-12)
Zoran-Milovic-101685,Zoran Milovic,1,0,0.35,2011-05-19,beat Orlando Wiet (2011-05-19)
Nathan-Beer-20267,Nathan Beer,1,0,0.35,2011-05-14,beat David Lee (2011-05-14)
Waachiim-Spiritwolf-16561,Waachiim Spiritwolf,1,2,0.35,2011-05-06,beat Crafton Wallace (2010-05-22)
Jacob-Mahony-58884,Jacob Mahony,1,0,0.35,2011-04-30,beat Shannon Ross (2011-04-30)
Robert-Jocz-13939,Robert Jocz,1,5,0.55,2011-04-30,beat Jordan Radev (2006-06-03)
James-Doolan-7828,James Doolan,1,1,0.35,2011-04-30,beat Neil Seery (2009-02-08)
Takashi-Nakakura-5369,Takashi Nakakura,1,2,0.55,2011-04-29,beat Mizuto Hirota (2007-02-17)
Henrique-Mello-15374,Henrique Mello,1,2,0.35,2011-04-29,beat Iuri Alcantara (2008-05-31)
Terence-Joseph-Medrud-19765,Terence Joseph Medrud,1,1,0.35,2011-04-29,beat Leo Kuntz (2009-05-30)
Ryan-Fortin-44445,Ryan Fortin,1,2,0.55,2011-04-29,beat Dan Severn (2011-04-29)
Chaun-Sims-65483,Chaun Sims,1,1,0.35,2011-04-16,beat Anthony Smith (2009-03-14)
Cale-Yarbrough-34073,Cale Yarbrough,1,1,0.35,2011-04-15,beat Clint Hester (2010-10-29)
Jeff-Rexroad-62649,Jeff Rexroad,1,0,0.35,2011-04-09,beat Alex Morono (2011-04-09)
Lonnie-Scriven-28237,Lonnie Scriven,1,2,0.35,2011-04-09,beat Ricky Glenn (2010-03-13)
Volker-Dietz-26763,Volker Dietz,1,1,0.35,2011-04-09,beat Abu Azaitar (2009-06-27)
Brent-Weedman-9869,Brent Weedman,1,3,0.35,2011-04-09,beat Akbarh Arreola (2009-08-15)
Jorge-Britto-10222,Jorge Britto,1,3,0.35,2011-04-02,beat Rafael Dos Anjos (2005-06-04)
Megumi-Yabushita-5095,Megumi Yabushita,1,6,0.35,2011-04-02,beat Roxanne Modafferi (2004-12-19)
Leonardo-Nascimento-Lucio-11298,Leonardo Nascimento Lucio,1,3,0.35,2011-03-26,beat Roan Carneiro (2006-03-18)
Eduardo-Espinoza-40591,Eduardo Espinoza,1,1,0.35,2011-03-26,beat Masio Fullen (2010-06-26)
Abe-Wagner-15041,Abe Wagner,1,2,0.55,2011-03-25,beat Tim Sylvia (2011-01-28)
Seydina-Seck-14065,Seydina Seck,1,0,0.35,2011-03-11,beat Simeon Thoresen (2011-03-11)
Rumen-Dimitrov-27112,Rumen Dimitrov,1,0,0.35,2011-03-10,beat Shonie Carter (2011-03-10)
Guram-Gugenishvili-53100,Guram Gugenishvili,1,0,0.55,2011-03-05,beat Maxim Grishin (2011-03-05)
Eric-Kriegermeier-50266,Eric Kriegermeier,1,0,0.35,2011-03-05,beat Mike Santiago (2011-03-05)
Josh-Thornburg-52292,Josh Thornburg,1,1,0.68,2011-03-05,beat Tim McKenzie (2010-09-18)
Ricardeau-Francois-6473,Ricardeau Francois,1,4,0.55,2011-03-04,beat Wes Sims (2004-09-05)
JeanFrancois-Lenogue-8450,Jean-Francois Lenogue,1,4,0.35,2011-02-26,beat Igor Araujo (2006-05-20)
Patrick-Vickers-61603,Patrick Vickers,1,1,0.35,2011-02-26,beat Artem Lobov (2010-11-27)
Yuya-Shirai-9532,Yuya Shirai,1,4,0.55,2011-02-26,beat Che Mills (2010-04-25)
Alex-Makhonin-33159,Alex Makhonin,1,0,0.35,2011-02-26,beat Xavier Foupa-Pokam (2011-02-26)
Isac-Almeida-23634,Isac Almeida,1,0,0.35,2011-02-25,beat Bruno Silva (2011-02-25)
Brad-Peterson-21869,Brad Peterson,1,1,0.35,2011-02-19,beat Aaron Brink (2011-02-19)
Bryan-Travers-12969,Bryan Travers,1,3,0.68,2011-02-18,beat John Gunderson (2009-05-08)
Demetrius-Richards-41379,Demetrius Richards,1,2,0.35,2011-02-11,beat Gian Villante (2010-04-16)
Steve-Deangelis-19980,Steve Deangelis,1,2,0.35,2011-02-04,beat Felipe Arantes (2009-02-06)
Donavon-Winters-53790,Donavon Winters,1,1,0.35,2011-01-29,beat Mike Santiago (2010-08-14)
Robert-Scott-27605,Robert Scott,1,1,0.35,2011-01-29,beat Scott Junk (2010-10-09)
Tony-Rossini-40808,Tony Rossini,1,1,0.35,2011-01-27,beat Zhang Lipeng (2010-06-24)
Herbert-Goodman-17512,Herbert Goodman,1,5,0.55,2011-01-15,beat Jordan Radev (2009-03-28)
Claudinei-Maia-72892,Claudinei Maia,1,0,0.35,2011-01-15,beat Edimilson Souza (2011-01-15)
Anton-Telepnev-72642,Anton Telepnev,1,0,0.35,2010-12-17,beat Zubaira Tukhugov (2010-12-17)
Zach-Eastlick-66723,Zach Eastlick,1,0,0.35,2010-12-14,beat Terrence Mitchell (2010-12-14)
Mitchell-MacPhee-52705,Mitchell MacPhee,1,0,0.35,2010-12-10,beat Chad Anheliger (2010-12-10)
Karl-Knothe-10643,Karl Knothe,1,2,0.35,2010-12-10,beat Victor Valimaki (2010-12-10)
Daniel-Tabera-4476,Daniel Tabera,1,3,0.55,2010-12-04,beat Ron Faircloth (2005-02-26)
Cruz-Chacon-3235,Cruz Chacon,1,9,0.55,2010-12-04,beat Pete Spratt (2001-02-10)
Garett-Davis-4797,Garett Davis,1,5,0.55,2010-12-04,beat Jesse Bongfeldt (2005-09-24)
Mario-Rinaldi-14707,Mario Rinaldi,1,4,0.35,2010-12-03,beat Ricco Rodriguez (2009-07-10)
Gabriel-SalinasJones-65296,Gabriel Salinas-Jones,1,0,0.35,2010-12-03,beat Parker Porter (2010-12-03)
Molly-Helsel-7063,Molly Helsel,1,6,0.55,2010-11-27,beat Lisa Ellis (2005-11-19)
Joey-Gorczynski-15407,Joey Gorczynski,1,5,0.55,2010-11-27,beat Bobby Voelker (2008-03-22)
Mike-Bourke-70,Mike Bourke,1,4,0.55,2010-11-25,beat Ken Shamrock (2010-11-25)
Josh-Rosaaen-44208,Josh Rosaaen,1,1,0.35,2010-11-24,beat Chad Reiner (2009-06-12)
Tim-Radcliffe-23144,Tim Radcliffe,1,1,0.35,2010-11-20,beat Jason Young (2008-12-06)
Elaina-Maxwell-17691,Elaina Maxwell,1,2,0.68,2010-11-19,beat Alexis Davis (2010-08-28)
Tyler-Jackson-11437,Tyler Jackson,1,2,0.35,2010-11-13,beat Kyle Watson (2007-02-16)
Moshe-Kaitz-26212,Moshe Kaitz,1,0,0.35,2010-11-09,beat Hermes Franca (2010-11-09)
Jeremy-Knafo-72959,Jeremy Knafo,1,0,0.35,2010-11-09,beat Shonie Carter (2010-11-09)
Dan-Ring-61439,Dan Ring,1,0,0.35,2010-11-06,beat Tristan Connelly (2010-11-06)
Nathan-Schouteren-2872,Nathan Schouteren,1,2,0.55,2010-10-29,beat Siyar Bahadurzada (2004-03-28)
Assan-Njie-6858,Assan Njie,1,0,0.35,2010-10-29,beat Sean Salmon (2010-10-29)
Nobuhiro-Obiya-5793,Nobuhiro Obiya,1,2,0.68,2010-10-24,beat Milton Vieira (2005-12-02)
Melvin-Costa-22243,Melvin Costa,1,0,0.35,2010-10-24,beat Brodie Farber (2010-10-24)
Jason-Fitzhugh-48410,Jason Fitzhugh,1,1,0.35,2010-10-23,beat Anthony Christodoulou (2010-10-23)
Mukhamed-Aushev-31006,Mukhamed Aushev,1,0,0.35,2010-10-22,beat Ramazan Emeev (2010-10-22)
Wade-Henderson-27861,Wade Henderson,1,2,0.35,2010-10-21,beat Garreth McLellan (2009-07-26)
Ruben-Crawford-34306,Ruben Crawford,1,0,0.35,2010-10-17,beat Jessin Ayari (2010-10-17)
Sergey-Golyaev-3161,Sergey Golyaev,1,4,0.35,2010-10-16,beat Takanori Gomi (2008-11-01)
Brad-Mitchell-48396,Brad Mitchell,1,0,0.35,2010-10-09,beat Steven Peterson (2010-10-09)
Andre-Galvao-36876,Andre Galvao,1,2,0.68,2010-10-09,beat John Alessio (2009-04-05)
Lindsey-Hawkes-18930,Lindsey Hawkes,1,2,0.35,2010-10-08,beat Jesse Ronson (2010-10-08)
Justin-Newcomb-18621,Justin Newcomb,1,1,0.35,2010-10-02,beat Travis Fulton (2010-10-02)
Alex-Reid-5415,Alex Reid,1,7,0.35,2010-09-25,beat Tulio Palhares (2004-11-27)
Jessie-Riggleman-39777,Jessie Riggleman,1,2,0.35,2010-09-24,beat Josh Ferguson (2009-10-03)
Jordan-Clements-57596,Jordan Clements,1,0,0.35,2010-09-24,beat Junie Browning (2010-09-24)
Yoshitaro-Niimi-13390,Yoshitaro Niimi,1,1,0.55,2010-09-20,beat Yoshiyuki Yoshida (2005-07-14)
Shane-Primm-18304,Shane Primm,1,2,0.55,2010-09-18,beat Tom Lawlor (2008-03-22)
Woody-Weatherby-16198,Woody Weatherby,1,2,0.55,2010-09-18,beat John Howard (2007-09-29)
Timo-Suhonen-8400,Timo Suhonen,1,0,0.35,2010-09-18,beat Mats Nilsson (2010-09-18)
Maciej-Gorski-16448,Maciej Gorski,1,0,0.55,2010-09-18,beat Kazuki Tokudome (2010-09-18)
