sherdogId,name,beatUFCBound,lostToUFCBound,topMultiplier,lastDate,notableWins
Fedor-Emelianenko-1500,Fedor Emelianenko,22,6,0.68,2023-02-04,beat Gary Goodridge (2003-08-10); beat Semmy Schilt (2002-06-23); beat Kevin Randleman (2004-06-20); beat Chris Haseman (2002-02-15)
Jesse-Taylor-17389,Jesse Taylor,14,7,0.68,2026-06-06,beat Murilo Bustamante (2010-07-18); beat Drew Fickett (2008-10-02); beat Jason Day (2010-02-05); beat Denis Kang (2011-05-28)
Masakatsu-Funaki-671,Masakatsu Funaki,14,7,0.55,1998-09-14,beat Guy Mezger (1995-09-01); beat Guy Mezger (1997-09-06); beat Jason Godsey (1997-11-16); beat Frank Shamrock (1995-03-10)
Shinya-Aoki-10774,Shinya Aoki,13,8,0.68,2024-01-28,beat Jason Black (2006-08-26); beat Kuniyoshi Hironaka (2005-11-06); beat Rich Clementi (2011-05-29); beat Marcus Aurelio (2010-09-25)
Sergei-Kharitonov-4184,Sergei Kharitonov,13,5,0.68,2021-11-06,beat Semmy Schilt (2004-06-20); beat Pedro Rizzo (2005-06-26); beat Rameau Thierry Sokoudjou (2017-06-15); beat Chase Gormley (2017-03-31)
Satoru-Kitaoka-1756,Satoru Kitaoka,13,8,0.68,2019-07-28,beat Jutaro Nakao (2011-04-22); beat Kuniyoshi Hironaka (2010-10-03); beat Yoshiyuki Yoshida (2014-12-31); beat Paul Daley (2006-08-27)
Tony-Lopez-12519,Tony Lopez,12,18,0.68,2025-08-16,beat Fabiano Scherner (2018-02-03); beat Wes Combs (2008-07-19); beat Jason Lambert (2010-08-14); beat Brad Morris (2010-11-13)
Denis-Goltsov-72521,Denis Goltsov,11,2,0.68,2025-07-19,beat Mike Kyle (2016-03-26); beat Chase Gormley (2017-12-23); beat Paul Buentello (2016-07-15); beat James McSweeney (2015-07-24)
Mamed-Khalidov-10489,Mamed Khalidov,10,3,0.55,2026-04-18,beat Matt Lindland (2011-05-21); beat James Irvin (2011-03-19); beat Rodney Wallace (2012-05-12); beat Kendall Grove (2012-12-01)
Dakota-Cochrane-48554,Dakota Cochrane,10,3,0.68,2017-07-22,beat Joe Stevenson (2012-06-30); beat Marcus LeVesseur (2010-11-12); beat Anton Kuivanen (2014-06-14); beat Jamie Varner (2011-09-23)
Kazushi-Sakuraba-84,Kazushi Sakuraba,10,9,0.68,2011-09-24,beat Anthony Macias (1999-09-12); beat Guy Mezger (2000-01-30); beat Kevin Randleman (2003-11-09); beat Carlos Newton (1998-06-24)
Mike-Whitehead-4397,Mike Whitehead,10,4,0.68,2010-12-10,beat Mark Kerr (2006-11-02); beat Travis Fulton (2005-04-22); beat Aaron Brink (2005-03-25); beat Kevin Randleman (2009-06-06)
Igor-Vovchanchyn-300,Igor Vovchanchyn,10,7,0.68,2005-08-28,beat Paul Varelans (1996-03-30); beat Dan Bobish (2004-02-01); beat Carlos Barreto (1999-07-04); beat Mark Kerr (2000-12-23)
Ivan-Shtyrkov-200139,Ivan Shtyrkov,9,0,0.35,2025-05-31,beat Ricco Rodriguez (2016-09-09); beat Jeff Monson (2016-05-06); beat Rodney Wallace (2017-02-18); beat Thiago Silva (2018-12-15)
Brendan-Loughnane-44417,Brendan Loughnane,9,3,0.78,2024-08-23,beat David Lee (2016-03-12); beat Mike Wilkinson (2017-03-11); beat Chris Wade (2022-08-20); beat Tyler Diamond (2021-06-10)
Muhammed-Lawal-29858,Muhammed Lawal,9,5,0.68,2018-05-12,beat Mark Kerr (2009-08-28); beat Travis Wiuff (2008-09-28); beat Joe Vedepo (2014-11-15); beat Seth Petruzelli (2013-06-19)
Ikuhisa-Minowa-250,Ikuhisa Minowa,9,14,0.68,2017-07-02,beat Don Frye (2008-08-16); beat Daiju Takase (1999-08-01); beat Kenichi Yamamoto (2004-07-19); beat Kimo Leopoldo (2005-07-17)
Keiichiro-Yamamiya-237,Keiichiro Yamamiya,9,7,0.55,2014-06-22,beat Jason DeLucia (1998-10-26); beat Kenichi Yamamoto (2012-10-27); beat Yuki Kondo (2008-04-27); beat Brian Gassaway (1997-01-17)
Kazuo-Misaki-1829,Kazuo Misaki,9,8,0.68,2012-03-03,beat Logan Clark (2008-06-08); beat Kazuhiro Nakamura (2009-08-02); beat Denis Kang (2006-11-05); beat Paul Daley (2012-03-03)
Bas-Rutten-214,Bas Rutten,9,3,0.55,1996-06-25,beat Guy Mezger (1996-03-02); beat Frank Shamrock (1995-07-23); beat Frank Shamrock (1996-05-16); beat Jason DeLucia (1994-10-15)
Alexander-Shlemenko-14461,Alexander Shlemenko,8,6,0.68,2024-06-01,beat Sean Salmon (2010-03-13); beat Kendall Grove (2016-10-21); beat Paul Bradley (2017-03-03); beat Viscardi Andrade (2019-05-04)
Andrey-Koreshkov-74221,Andrey Koreshkov,8,2,0.68,2023-07-29,beat Nah-Shon Burrell (2014-03-14); beat Benson Henderson (2016-04-22); beat Lorenz Larkin (2023-07-29); beat Sabah Homasi (2021-08-13)
Magomed-Magomedkerimov-44216,Magomed Magomedkerimov,8,0,0.68,2023-06-23,beat John Howard (2019-05-09); beat Bojan Velickovic (2018-08-16); beat Bojan Velickovic (2018-10-20); beat Gleison Tibau (2022-11-25)
Natan-Schulte-95763,Natan Schulte,8,2,0.68,2022-06-17,beat Jason High (2018-08-02); beat Ramsey Nijem (2019-10-17); beat Rashid Magomedov (2018-12-31); beat Chris Wade (2018-06-21)
Douglas-Lima-17236,Douglas Lima,8,5,0.68,2021-10-01,beat Terry Martin (2011-04-08); beat Paul Daley (2016-07-16); beat Clint Hester (2009-11-13); beat Rory MacDonald (2019-10-26)
Gesias-Cavalcante-9771,Gesias Cavalcante,8,7,0.68,2017-11-17,beat Caol Uno (2006-10-09); beat Tyson Griffin (2013-08-10); beat Michihiro Omigawa (2005-12-03); beat Bart Palaszewski (2004-11-20)
Ricardo-Arona-1463,Ricardo Arona,8,4,0.68,2009-09-12,beat Guy Mezger (2001-09-24); beat Marvin Eastman (2009-09-12); beat Dean Lister (2005-04-23); beat Jeremy Horn (2000-08-23)
Minoru-Suzuki-666,Minoru Suzuki,8,8,0.55,2000-09-24,beat Todd Medina (1995-11-04); beat Remco Pardoel (1994-07-26); beat Jason DeLucia (1994-12-16); beat Jason DeLucia (1995-07-22)
Sadibou-Sy-163941,Sadibou Sy,7,3,0.68,2024-06-21,beat David Michaud (2019-05-09); beat Rory MacDonald (2022-07-01); beat Caio Magalhaes (2018-08-30); beat Aleksei Kunchenko (2021-06-17)
Patricky-Freire-38544,Patricky Freire,7,7,0.68,2024-04-12,beat Roger Huerta (2018-09-21); beat Kurt Pellegrino (2011-11-26); beat Ryan Couture (2016-01-29); beat Josh Thomson (2017-02-18)
Michal-Materla-10397,Michal Materla,7,4,0.55,2023-12-16,beat Matt Horwich (2011-11-26); beat Rodney Wallace (2012-12-01); beat Tomasz Drwal (2015-05-23); beat Kendall Grove (2013-06-08)
Vadim-Nemkov-143059,Vadim Nemkov,7,0,0.68,2023-06-16,beat Goran Reljic (2015-12-29); beat Phil Davis (2018-11-15); beat Phil Davis (2021-04-16); beat Ryan Bader (2020-08-21)
Levi-Mowles-152603,Levi Mowles,7,3,0.55,2021-07-25,beat Edwin Figueroa (2016-06-24); beat Teruto Ishihara (2021-07-25); beat Jesse Butler (2018-01-06); beat Jose Johnson (2018-03-10)
Vyacheslav-Vasilevsky-33172,Vyacheslav Vasilevsky,7,2,0.55,2021-05-03,beat Trevor Prangley (2013-08-17); beat Matt Horwich (2016-09-04); beat Xavier Foupa-Pokam (2010-07-14); beat Wagner Silva (2018-11-24)
Vanessa-Porto-12311,Vanessa Porto,7,6,0.68,2021-04-09,beat Milana Dudieva (2017-12-08); beat Pearl Gonzalez (2019-02-15); beat Kalindra Faria (2011-03-31); beat Tonya Evinger (2007-07-14)
Rick-Hawn-42680,Rick Hawn,7,2,0.68,2015-09-19,beat Shonie Carter (2010-07-31); beat Karo Parisyan (2013-04-04); beat Carlo Prater (2014-12-19); beat Pat Healy (2015-09-19)
Valentijn-Overeem-466,Valentijn Overeem,7,10,0.68,2014-07-03,beat Brad Kohler (2000-06-15); beat Joe Slick (2000-08-23); beat Chris Haseman (1998-02-08); beat Ian Freeman (2001-03-18)
Toby-Imada-514,Toby Imada,7,8,0.55,2013-01-18,beat Zach Light (2007-06-08); beat Jason Von Flue (1999-08-07); beat Josh Shockley (2011-03-12); beat Akbarh Arreola (2005-07-30)
Kiuma-Kunioku-864,Kiuma Kunioku,7,13,0.55,2010-10-30,beat Guy Mezger (1996-10-08); beat Frank Shamrock (1996-12-15); beat Daiju Takase (2001-03-31); beat Yuki Kondo (1999-03-09)
Jean-Silva-4180,Jean   Silva,7,4,0.68,2010-06-18,beat Chris Brennan (2007-09-22); beat Gerald Strebendt (2004-05-23); beat Samy Schiavo (2002-11-30); beat Samy Schiavo (2004-11-27)
Luiz-Azeredo-1336,Luiz Azeredo,7,6,0.68,2008-07-12,beat Rodrigo Ruas (2003-09-19); beat Paul Daley (2006-12-09); beat Milton Vieira (2008-02-13); beat Cristiano Marcello (2002-01-31)
Kiyoshi-Tamura-1451,Kiyoshi Tamura,7,6,0.68,2006-02-26,beat Patrick Smith (1995-12-09); beat Maurice Smith (1996-08-24); beat Kenichi Yamamoto (1998-12-23); beat Pat Miletich (2000-08-23)
Ryushi-Yanagisawa-668,Ryushi Yanagisawa,7,11,0.55,2001-04-20,beat Oleg Taktarov (1996-05-16); beat Paul Varelans (1997-04-27); beat Jason Godsey (1998-01-16); beat Jason DeLucia (1998-04-26)
Movlid-Khaybulaev-109571,Movlid Khaybulaev,6,0,0.68,2025-08-01,beat Chris Wade (2021-10-27); beat Jeremy Kennedy (2025-04-03); beat Tyler Diamond (2023-06-08); beat Jesus Pinedo (2025-08-01)
Phil-De-Fries-46202,Phil De Fries,6,0,0.55,2024-11-16,beat Colin Robinson (2011-05-29); beat Luis Henrique (2019-09-14); beat Todd Duffee (2023-02-25); beat Darko Stosic (2022-02-26)
Roberto-Satoshi-de-Souza-148081,Roberto Satoshi de Souza,6,1,0.68,2024-03-23,beat Kazuki Tokudome (2021-03-21); beat Johnny Case (2022-04-17); beat Mizuto Hirota (2019-07-28); beat Keita Nakamura (2024-03-23)
Evgeny-Erokhin-54479,Evgeny Erokhin,6,3,0.35,2023-11-03,beat Mike Kyle (2014-12-20); beat Jeff Monson (2015-06-06); beat Rameau Thierry Sokoudjou (2013-05-25); beat Tim Hague (2015-08-29)
Satoshi-Ishii-41887,Satoshi Ishii,6,5,0.68,2023-08-18,beat Pedro Rizzo (2013-05-26); beat Kerry Schall (2013-03-20); beat Jeff Monson (2013-10-20); beat Tim Sylvia (2012-12-31)
Ayaka-Hamasaki-45332,Ayaka Hamasaki,6,3,0.68,2022-07-31,beat Seo Hee Ham (2010-12-17); beat Seo Hee Ham (2011-12-17); beat Jessica Aguilar (2022-07-31); beat Jinh Yu Frey (2016-09-23)
Lance-Palmer-80836,Lance Palmer,6,1,0.68,2022-06-24,beat Fredson Paixao (2012-11-02); beat Steven Siler (2017-11-02); beat Steven Siler (2018-12-31); beat Jumabieke Tuerxun (2018-07-19)
Akhmed-Aliev-79172,Akhmed Aliev,6,2,0.68,2022-05-20,beat Ivan Jorge (2016-04-22); beat Diego Brandao (2017-09-04); beat Efrain Escudero (2017-02-23); beat Rashid Magomedov (2019-10-17)
Bryan-Baker-18467,Bryan Baker,6,2,0.68,2021-12-18,beat Rory Singer (2009-02-20); beat Jeremy Horn (2010-09-23); beat Matt Horwich (2009-06-05); beat Jesse Forbes (2007-09-05)
Vitaly-Minakov-63046,Vitaly Minakov,6,1,0.68,2019-02-16,beat Fabiano Scherner (2012-09-17); beat Eddie Sanchez (2012-06-07); beat Cheick Kongo (2014-04-04); beat Josh Copeland (2015-12-11)
Emanuel-Newton-8833,Emanuel Newton,6,7,0.68,2017-10-13,beat David Heath (2008-09-26); beat Rodney Wallace (2011-02-25); beat James McSweeney (2011-11-04); beat Roger Hollett (2008-12-05)
Ryan-Ford-23000,Ryan Ford,6,3,0.68,2014-10-11,beat CJ Fernandes (2008-05-09); beat Laverne Clark (2008-09-26); beat Pete Spratt (2008-02-22); beat Pete Spratt (2010-11-12)
Paulo-Filho-1535,Paulo Filho,6,5,0.68,2014-02-06,beat Yuki Kondo (2001-08-18); beat Amar Suloev (2005-04-03); beat Alex Schoenauer (2009-09-12); beat Ryo Chonan (2006-08-26)
Joey-Villasenor-528,Joey Villasenor,6,7,0.68,2011-12-10,beat David Loiseau (2007-02-10); beat Phil Baroni (2008-05-31); beat Ryan Jensen (2008-03-29); beat Tim Credeur (2002-05-17)
Eric-Pele-360,Eric Pele,6,3,0.55,2008-05-09,beat Travis Fulton (2004-01-24); beat Bobby Hoffman (2005-05-07); beat Sean Alvarez (2001-06-23); beat Wesley Correira (2000-07-22)
Adrian-Serrano-254,Adrian Serrano,6,7,0.55,2007-05-26,beat Jermaine Andre (1999-01-31); beat Dave Strasser (1998-01-16); beat Brian Gassaway (2000-03-24); beat Dave Menne (1998-04-04)
Vitor-Ribeiro-428,Vitor Ribeiro,6,1,0.55,2006-03-03,beat Chris Brennan (2006-03-03); beat Gerald Strebendt (2005-07-02); beat Eddie Yagin (2002-11-23); beat Eiji Mitsuoka (2006-02-04)
Marcin-Wojcik-44714,Marcin Wojcik,5,1,0.55,2025-12-20,beat Ednaldo Oliveira (2023-05-27); beat Henrique da Silva (2023-11-11); beat Adam Wieczorek (2023-08-18); beat Augusto Sakai (2025-12-20)
Emiliano-Sordi-79071,Emiliano Sordi,5,2,0.68,2025-11-29,beat Vinny Magalhaes (2019-06-06); beat Chris Camozzi (2021-04-29); beat Jordan Johnson (2019-12-31); beat Markus Perez (2023-05-05)
Viktor-Nemkov-30916,Viktor Nemkov,5,4,0.55,2025-11-28,beat Ronny Markes (2017-05-19); beat Abdul-Kerim Edilov (2012-04-06); beat Junior Albini (2025-09-26); beat Gadzhimurad Antigulov (2012-12-08)
Juan-Archuleta-142485,Juan Archuleta,5,3,0.68,2025-09-20,beat Naoki Inoue (2023-05-06); beat Enrique Barzola (2022-10-01); beat Jordan Griffin (2016-07-23); beat Jose Johnson (2025-09-20)
Hiromasa-Ougikubo-18883,Hiromasa Ougikubo,5,4,0.68,2025-07-27,beat Danny Martinez (2017-04-23); beat Naoki Inoue (2021-12-31); beat Jose Torres (2025-07-27); beat John Dodson (2023-12-31)
Handesson-Ferreira-124933,Handesson Ferreira,5,3,0.68,2025-06-14,beat Paul Bradley (2018-08-30); beat Anthony Njokuani (2023-05-05); beat Rick Story (2018-10-20); beat Bojan Velickovic (2019-05-09)
Tim-Johnson-72706,Tim Johnson,5,2,0.68,2025-05-01,beat Travis Wiuff (2014-10-25); beat Cheick Kongo (2020-10-10); beat Matt Mitrione (2020-08-07); beat Danilo Marques (2024-06-13)
Alexander-Sarnavskiy-41790,Alexander Sarnavskiy,5,3,0.68,2025-02-21,beat Doug Evans (2011-05-07); beat Marcus Davis (2013-09-27); beat Rashid Magomedov (2021-09-24); beat Adriano Martins (2025-02-21)
Soo-Chul-Kim-69076,Soo Chul Kim,5,2,0.68,2024-09-29,beat Motonobu Tezuka (2014-02-09); beat Shunichi Shimizu (2016-12-10); beat Jumabieke Tuerxun (2016-07-02); beat Marcus Brimage (2016-03-12)
DeAnna-Bennett-75456,DeAnna Bennett,5,7,0.68,2024-05-31,beat Justine Kish (2022-02-19); beat Justine Kish (2022-08-12); beat Jennifer Maia (2014-12-05); beat Julianna Pena (2013-02-08)
Bubba-Jenkins-85196,Bubba Jenkins,5,4,0.68,2024-04-19,beat Lucas Martins (2019-07-25); beat Chris Wade (2023-04-01); beat Sung Bin Jo (2023-06-08); beat Bobby Moffett (2021-06-10)
AJ-McKee-194637,A.J. McKee,5,1,0.68,2024-02-24,beat Justin Lawrence (2018-04-13); beat Clay Collard (2024-02-24); beat Danilo Belluardo (2016-04-16); beat Spike Carlyle (2022-10-01)
Ray-Cooper-III-108281,Ray Cooper III,5,3,0.68,2023-11-24,beat Jake Shields (2018-07-05); beat Jake Shields (2018-10-20); beat David Michaud (2019-12-31); beat Rory MacDonald (2021-08-13)
Derek-Campos-42543,Derek Campos,5,5,0.68,2023-06-10,beat Melvin Guillard (2016-02-19); beat Estevan Payan (2014-09-26); beat Yosdenis Cedeno (2009-07-12); beat Cody Pfister (2011-06-18)
Dan-Hornbuckle-16658,Dan Hornbuckle,5,5,0.55,2023-03-24,beat Nick Thompson (2009-09-23); beat Pete Spratt (2013-02-01); beat Akihiro Gono (2009-08-02); beat Brad Blackburn (2010-08-19)
Dan-Spohn-39485,Dan Spohn,5,3,0.68,2022-10-08,beat Josh Hendricks (2011-02-26); beat Josh Stansbury (2009-11-25); beat Azunna Anyanwu (2015-12-04); beat Jeff Hughes (2016-12-10)
Brett-Cooper-14030,Brett Cooper,5,1,0.68,2022-05-06,beat Jason Von Flue (2007-12-01); beat Rory Markham (2007-12-29); beat Joe Doerksen (2011-10-14); beat Kendall Grove (2014-03-28)
Georgi-Karakhanyan-19472,Georgi Karakhanyan,5,3,0.68,2021-07-31,beat Din Thomas (2013-04-12); beat Waylon Lowe (2013-09-14); beat Paul Redmond (2020-02-22); beat Daniel Pineda (2017-08-25)
Shintaro-Ishiwatari-15245,Shintaro Ishiwatari,5,5,0.68,2021-06-13,beat Caol Uno (2012-09-30); beat Jonathan Brookins (2016-07-24); beat Motonobu Tezuka (2011-08-07); beat Yuta Sasaki (2019-07-28)
Jason-Jackson-48171,Jason Jackson,5,3,0.78,2021-06-11,beat Paul Daley (2021-06-11); beat Benson Henderson (2020-11-19); beat Kiichi Kunimoto (2019-12-21); beat Jordan Mein (2020-07-24)
Nikolay-Aleksakhin-81558,Nikolay Aleksakhin,5,3,0.68,2019-10-11,beat Elias Silverio (2018-07-09); beat Jonavin Webb (2019-05-04); beat Michael Graves (2017-09-29); beat Dominique Steele (2018-02-22)
Alonzo-Martinez-3553,Alonzo Martinez,5,8,0.68,2019-05-30,beat Luke Caudillo (2003-11-22); beat Luke Caudillo (2006-09-09); beat Waylon Lowe (2007-05-12); beat Dustin Neace (2007-04-20)
Takafumi-Otsuka-19056,Takafumi Otsuka,5,3,0.68,2019-05-12,beat Dokonjonosuke Mishima (2009-08-23); beat Masanori Kanehara (2008-10-23); beat Leandro Issa (2007-05-19); beat Anthony Birchak (2017-07-30)
Aleksander-Emelianenko-3209,Aleksander Emelianenko,5,4,0.68,2018-07-09,beat Dan Bobish (2007-10-19); beat Carlos Barreto (2004-10-09); beat Assuerio Silva (2003-10-05); beat Gabriel Gonzaga (2018-05-05)
Shamil-Zavurov-55079,Shamil Zavurov,5,1,0.55,2018-03-10,beat Hermes Franca (2015-06-13); beat Ronys Torres (2018-03-10); beat Leo Kuntz (2017-07-15); beat Abner Lloveras (2010-12-10)
Tsuyoshi-Kosaka-190,Tsuyoshi Kosaka,5,9,0.68,2017-12-31,beat Travis Fulton (2000-07-15); beat Ron Waterman (2004-11-07); beat Maurice Smith (1996-01-24); beat Chris Haseman (1999-12-22)
Joe-Warren-43429,Joe Warren,5,0,0.68,2017-07-14,beat Norifumi Yamamoto (2009-05-26); beat Sirwan Kakai (2016-09-16); beat Joe Soto (2010-09-02); beat Patricio Freire (2010-06-24)
Kyle-Aguon-44485,Kyle Aguon,5,4,0.35,2016-11-18,beat Jon Delos Reyes (2008-07-25); beat Russell Doane (2013-08-09); beat Rolando Dy (2014-10-24); beat Rolando Dy (2015-06-13)
Jorge-Patino-1015,Jorge Patino,5,4,0.68,2016-08-05,beat Curtis Stout (2006-04-22); beat Pete Spratt (2011-09-16); beat Efrain Escudero (2013-05-11); beat Derrick Krantz (2013-03-01)
Magomedbag-Agaev-11793,Magomedbag Agaev,5,5,0.35,2016-04-29,beat Kevin Randleman (2011-05-07); beat Kristof Midoux (2007-10-20); beat Francis Carmont (2008-04-19); beat Francimar Barroso (2011-05-19)
Andre-Santos-21141,Andre Santos,5,4,0.68,2015-11-20,beat Chad Reiner (2013-03-01); beat Edilberto de Oliveira (2011-10-15); beat Josh Neer (2015-11-20); beat Ivan Jorge (2011-10-15)
Deividas-Taurosevicius-5729,Deividas Taurosevicius,5,2,0.68,2012-09-14,beat Dan Lauzon (2007-01-19); beat Mackens Semerzier (2010-01-10); beat Bart Palaszewski (2007-09-20); beat Mike Santiago (2012-09-14)
Donnie-Liles-12249,Donnie Liles,5,3,0.68,2011-10-01,beat Rodrigo Ruas (2007-05-19); beat Brian Gassaway (2006-11-11); beat Pete Spratt (2008-10-03); beat Seth Baczynski (2008-07-19)
Brendan-Seguin-1495,Brendan Seguin,5,9,0.55,2011-07-29,beat Ryan Madigan (2009-06-06); beat Jonathan Goulet (2003-02-08); beat Rob Kimmons (2011-07-29); beat Bobby Voelker (2009-10-02)
Ryan-Schultz-7343,Ryan Schultz,5,7,0.68,2008-09-28,beat Gil Castillo (2004-05-21); beat Roger Huerta (2004-06-18); beat Jason Dent (2004-09-05); beat John Gunderson (2008-02-29)
Roman-Zentsov-2248,Roman Zentsov,5,6,0.68,2007-12-31,beat Pedro Rizzo (2006-02-26); beat Kristof Midoux (2006-12-15); beat Kristof Midoux (2007-04-14); beat Gilbert Yvel (2006-05-05)
Tengiz-Tedoradze-4179,Tengiz Tedoradze,5,4,0.35,2007-09-22,beat Remco Pardoel (2003-07-13); beat Mostapha Al-Turk (2007-09-22); beat Tom Blackledge (2005-10-01); beat Tom Blackledge (2005-11-26)
Bob-Schrijber-310,Bob Schrijber,5,7,0.68,2002-10-13,beat Moti Horenstein (1998-10-25); beat Moti Horenstein (1999-11-27); beat Hugo Duarte (2000-03-05); beat Ian Freeman (2000-12-12)
Dovletdzhan-Yagshimuradov-96307,Dovletdzhan Yagshimuradov,4,3,0.68,2026-04-16,beat Joachim Christensen (2017-11-25); beat Rob Wilkinson (2024-08-16); beat Impa Kasanganay (2024-11-29); beat Tyson Pedro (2026-04-16)
Johnny-Eblen-263051,Johnny Eblen,4,0,0.68,2026-03-28,beat John Salter (2022-03-12); beat Gegard Mousasi (2022-06-24); beat Impa Kasanganay (2024-02-24); beat Bryan Battle (2026-03-28)
Sidney-Outlaw-64243,Sidney Outlaw,4,3,0.68,2026-03-27,beat Roger Huerta (2019-11-15); beat Myles Jury (2021-06-25); beat Dan Moret (2024-09-27); beat Davi Ramos (2026-03-27)
Michal-Andryszak-74075,Michal Andryszak,4,3,0.55,2026-02-07,beat Tim Hague (2016-07-15); beat Ednaldo Oliveira (2026-02-07); beat Guto Inocente (2021-01-30); beat Ion Cutelaba (2013-08-24)
Artem-Frolov-164023,Artem Frolov,4,2,0.55,2026-01-16,beat Luigi Fioravanti (2016-11-18); beat Bruno Santos (2020-02-21); beat Joe Riggs (2018-06-01); beat Caio Magalhaes (2017-10-27)
Isao-Kobayashi-36680,Isao Kobayashi,4,3,0.68,2025-12-21,beat Koji Oishi (2012-04-01); beat Kuniyoshi Hironaka (2014-03-30); beat Kazuki Tokudome (2011-12-03); beat Yusuke Kasuya (2017-12-10)
Eduardo-de-Souza-Silva-94709,Eduardo de Souza Silva,4,0,0.55,2025-11-15,beat Ronys Torres (2024-01-20); beat Anderson Dos Santos (2015-05-09); beat Anderson Dos Santos (2025-11-15); beat Francisco Figueiredo (2017-07-15)
Andre-Harrison-87106,Andre Harrison,4,1,0.68,2025-10-24,beat Steven Siler (2016-03-04); beat Jumabieke Tuerxun (2018-06-07); beat Desmond Green (2015-09-19); beat Kurt Holobaugh (2015-07-18)
Ali-Bagov-72360,Ali Bagov,4,1,0.35,2025-10-23,beat Elias Silverio (2021-02-12); beat Leandro Silva (2018-02-16); beat Davi Ramos (2025-10-23); beat Ramazan Emeev (2009-10-24)
Mikhail-Mokhnatkin-74843,Mikhail Mokhnatkin,4,3,0.68,2025-10-17,beat Ednaldo Oliveira (2015-10-23); beat Ruslan Magomedov (2025-10-17); beat Fabio Maldonado (2016-10-01); beat Vinicius Moreira (2021-12-19)
Akihiro-Murayama-8745,Akihiro Murayama,4,3,0.55,2025-09-23,beat Yuki Kondo (2013-06-30); beat Yuki Kondo (2020-02-16); beat Daniel Roberts (2015-04-26); beat Keita Nakamura (2011-09-23)
Sergey-Bilostenniy-200819,Sergey Bilostenniy,4,1,0.68,2025-08-21,beat Mark Godbeer (2019-04-27); beat Blagoy Ivanov (2024-04-04); beat Karl Williams (2025-08-21); beat Tyrell Fortune (2024-08-02)
Oleg-Popov-209999,Oleg Popov,4,0,0.68,2025-08-21,beat Antonio Silva (2022-06-24); beat Karl Williams (2025-05-01); beat Rodrigo Nascimento (2025-06-27); beat Alexandr Romanov (2025-08-21)
Tanner-Boser-114961,Tanner Boser,4,1,0.35,2025-06-13,beat Victor Valimaki (2015-09-25); beat Chase Gormley (2018-06-16); beat Tim Hague (2016-03-04); beat Vinicius Moreira (2025-06-13)
Adam-Borics-198059,Adam Borics,4,2,0.68,2025-06-12,beat Jeremy Kennedy (2021-04-09); beat Jeremy Kennedy (2025-06-12); beat Mads Burnell (2022-03-12); beat Enrique Barzola (2024-04-19)
Gabriel-Braga-291537,Gabriel Braga,4,2,0.68,2025-06-12,beat Chris Wade (2023-08-04); beat Jeremy Kennedy (2024-11-29); beat Jesus Pinedo (2023-04-01); beat Marlon Moraes (2023-06-08)
Fabian-Edwards-200595,Fabian Edwards,4,1,0.68,2025-04-18,beat Gegard Mousasi (2023-05-12); beat Charlie Ward (2022-10-29); beat Lyoto Machida (2022-05-13); beat Impa Kasanganay (2025-04-18)
Abubakar-Vagaev-171149,Abubakar Vagaev,4,0,0.35,2025-02-08,beat Luiz Dutra (2017-02-25); beat Albert Tumenov (2025-02-08); beat Michel Prazeres (2023-09-02); beat Michel Pereira (2016-04-09)
Jung-Hwan-Cha-14284,Jung Hwan Cha,4,2,0.35,2024-12-28,beat Alexandre Barros (2014-11-09); beat Ryo Chonan (2010-04-25); beat Riki Fukuda (2016-01-31); beat Roque Martinez (2024-12-28)
Kirill-Kornilov-338905,Kirill Kornilov,4,0,0.35,2024-11-02,beat Wagner Prado (2021-05-03); beat Ednaldo Oliveira (2021-10-16); beat Luis Henrique (2022-05-06); beat Carlos Felipe (2024-11-02)
Mikhail-Ragozin-207301,Mikhail Ragozin,4,2,0.35,2024-10-18,beat Joao Zeferino (2024-10-18); beat Matt Dwyer (2019-12-14); beat Viscardi Andrade (2021-11-20); beat Antonio Arroyo (2022-08-26)
Gisele-Moreira-146455,Gisele Moreira,4,4,0.35,2024-06-14,beat Zarah Fairn (2024-06-14); beat Ariane da Silva (2014-06-01); beat Karol Rosa (2017-03-18); beat Denise Gomes (2017-09-09)
Raush-Manfio-109031,Raush Manfio,4,3,0.68,2024-05-31,beat Clay Collard (2021-08-13); beat Don Madge (2022-04-20); beat Anthony Pettis (2021-06-25); beat Loik Radzhabov (2021-10-27)
Takasuke-Kume-21731,Takasuke Kume,4,3,0.55,2024-04-29,beat Shane Nelson (2012-02-12); beat Kazuki Tokudome (2016-09-11); beat Kazuki Tokudome (2017-12-10); beat Yusuke Kasuya (2024-04-29)
Tony-Johnson-41069,Tony Johnson,4,2,0.68,2024-03-29,beat Tim Sylvia (2013-05-31); beat Daniel Omielanczuk (2020-11-26); beat Carlos Felipe (2024-03-29); beat Derrick Lewis (2011-06-25)
Amir-Aliakbari-199121,Amir Aliakbari,4,1,0.68,2024-03-01,beat Heath Herring (2016-12-29); beat Brandon Vera (2022-12-03); beat Daniel Omielanczuk (2018-09-08); beat Arjan Bhullar (2024-03-01)
Daniel-Weichel-4541,Daniel Weichel,4,6,0.68,2023-09-23,beat Robert Whiteford (2022-05-13); beat Dennis Siver (2006-05-06); beat Matt Bessette (2014-03-28); beat Desmond Green (2014-05-09)
