ourFighterId,fullName,sherdogId,sherdogUrl,matchConfidence,matchMethod,verified,notes
b2fc233c6163bbe4,Per Eklund,Per-Eklund-3707,https://www.sherdog.com/fighter/Per-Eklund-3707,67,verified,true,"overlap 3/3, name=true, wt=false, exactName=2/2"
06da25dae5f2f433,Neil Grove,Neil-Grove-23219,https://www.sherdog.com/fighter/Neil-Grove-23219,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
694aa324f51e960b,Troy Mandaloniz,Troy-Mandaloniz-12096,https://www.sherdog.com/fighter/Troy-Mandaloniz-12096,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
f7cce87c4f21f6ee,Luigi Fioravanti,Luigi-Fioravanti-12199,https://www.sherdog.com/fighter/Luigi-Fioravanti-12199,95,verified,true,"overlap 9/9, name=true, wt=false, exactName=1/1"
eaf8a6968f99d6bb,Rich Clementi,Rich-Clementi-1046,https://www.sherdog.com/fighter/Rich-Clementi-1046,110,verified,true,"overlap 10/10, name=true, wt=true, exactName=1/1"
ac7a358d3cf8d275,Steve Bruno,Steve-Bruno-4367,https://www.sherdog.com/fighter/Steve-Bruno-4367,53,verified,true,"overlap 2/3, name=true, wt=false, exactName=1/2"
e8515da60f4f5943,Akihiro Gono,Akihiro-Gono-1217,https://www.sherdog.com/fighter/Akihiro-Gono-1217,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
d93f006ec6e9145f,Christian Wellisch,Christian-Wellisch-3328,https://www.sherdog.com/fighter/Christian-Wellisch-3328,110,verified,true,"overlap 5/5, name=true, wt=true, exactName=1/1"
ccf8057589cffc27,Matt Arroyo,Matt-Arroyo-19456,https://www.sherdog.com/fighter/Matt-Arroyo-19456,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
2e593daaba8d55f5,Jeremy Horn,Jeremy-Horn-202,https://www.sherdog.com/fighter/Jeremy-Horn-202,95,verified,true,"overlap 12/12, name=true, wt=false, exactName=1/1"
f480d9b31c5aa2a8,Alexandre Barros,Alexandre-Barros-1424,https://www.sherdog.com/fighter/Alexandre-Barros-1424,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
0c086ac382aa5033,Antonio Mendes,Antonio-Mendes-7110,https://www.sherdog.com/fighter/Antonio-Mendes-7110,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/3"
b0c9cf5181e5857f,Nate Mohr,Nate-Mohr-8396,https://www.sherdog.com/fighter/Nate-Mohr-8396,82,verified,true,"overlap 3/4, name=true, wt=true, exactName=1/1"
db9f7577ba1b9965,Dean Lister,Dean-Lister-338,https://www.sherdog.com/fighter/Dean-Lister-338,110,verified,true,"overlap 6/6, name=true, wt=true, exactName=1/1"
e2799e233be63110,Mike Wessel,Mike-Wessel-25524,https://www.sherdog.com/fighter/Mike-Wessel-25524,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
50349f9e303c0269,Reese Andy,Reese-Andy-12692,https://www.sherdog.com/fighter/Reese-Andy-12692,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
c05a3ec39191b2b3,Dan Evensen,Dan-Evensen-10584,https://www.sherdog.com/fighter/Dan-Evensen-10584,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
e56887e9af62853c,Nate Loughran,Nate-Loughran-15626,https://www.sherdog.com/fighter/Nate-Loughran-15626,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=2/2"
95fc7260a85f7dd0,Brodie Farber,Brodie-Farber-6123,https://www.sherdog.com/fighter/Brodie-Farber-6123,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
9eb0ee637dbef2a2,Johnny Rees,Johnny-Rees-14891,https://www.sherdog.com/fighter/Johnny-Rees-14891,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
b771cf11cf363bc4,Corey Hill,Corey-Hill-23864,https://www.sherdog.com/fighter/Corey-Hill-23864,67,verified,true,"overlap 3/3, name=true, wt=false, exactName=1/1"
1d7788c8cfab25ca,Eddie Sanchez,Eddie-Sanchez-12098,https://www.sherdog.com/fighter/Eddie-Sanchez-12098,110,verified,true,"overlap 6/6, name=true, wt=true, exactName=3/3"
a5a1bcf819a2f447,Josh Hendricks,Josh-Hendricks-7652,https://www.sherdog.com/fighter/Josh-Hendricks-7652,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
abbe2a06da09a6b3,Jorge Gurgel,Jorge-Gurgel-4025,https://www.sherdog.com/fighter/Jorge-Gurgel-4025,110,verified,true,"overlap 7/7, name=true, wt=true, exactName=1/1"
15dff9503eea5c24,Alvin Robinson,Alvin-Robinson-12212,https://www.sherdog.com/fighter/Alvin-Robinson-12212,81,verified,true,"overlap 4/4, name=true, wt=false, exactName=1/1"
13493e7ddf9dcbcd,Ryan Thomas,Ryan-Thomas-20224,https://www.sherdog.com/fighter/Ryan-Thomas-20224,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=7/11"
c8eb50b5832a35b5,Rameau Thierry Sokoudjou,Rameau-Thierry-Sokoudjou-17010,https://www.sherdog.com/fighter/Rameau-Thierry-Sokoudjou-17010,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
97f5648becbfb59e,Neil Wain,Neil-Wain-20121,https://www.sherdog.com/fighter/Neil-Wain-20121,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
8843945d29ed9494,Jess Liaudin,Jess-Liaudin-3368,https://www.sherdog.com/fighter/Jess-Liaudin-3368,110,verified,true,"overlap 5/5, name=true, wt=true, exactName=1/1"
e6df9774cd62ced9,Samy Schiavo,Samy-Schiavo-4038,https://www.sherdog.com/fighter/Samy-Schiavo-4038,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
1602dea3a19b8a97,Brad Morris,Brad-Morris-9024,https://www.sherdog.com/fighter/Brad-Morris-9024,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=2/5"
9f738949ffdc8bf9,Jason Lambert,Jason-Lambert-495,https://www.sherdog.com/fighter/Jason-Lambert-495,110,verified,true,"overlap 8/8, name=true, wt=true, exactName=4/5"
08cfd60676e55931,Heath Herring,Heath-Herring-13,https://www.sherdog.com/fighter/Heath-Herring-13,110,verified,true,"overlap 5/5, name=true, wt=true, exactName=1/1"
7120dbf8ef6a1675,Luke Cummo,Luke-Cummo-6428,https://www.sherdog.com/fighter/Luke-Cummo-6428,110,verified,true,"overlap 7/7, name=true, wt=true, exactName=1/1"
d165b8ec914dc7b4,James Giboo,James-Giboo-14266,https://www.sherdog.com/fighter/James-Giboo-14266,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
