canonical_id,fullName,nationality,photo_url,photo_license,ufc_id
ebc4e432a92c3628,Kelvin Gastelum,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Kelvin%20Gastelum.jpg?width=400,Wikimedia Commons (verify per-file),kelvin-gastelum
7eb5ea10a1a59139,Vicente Luque,Brazil,,,vicente-luque
505fe82b2d6baf48,Francisco Prado,Argentina,,,francisco-prado
f91a8fe9ad32751f,Renato Moicano,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Renato%20Moicano%202024.png?width=400,Wikimedia Commons (verify per-file),renato-moicano
c677e653df81851a,Virna Jandiroba,Brazil,,,virna-jandiroba
f27df41475ce0c44,Tabatha Ricci,Brazil,,,tabatha-ricci
8d4cda2a290cc491,Abdul Rakhman Yakhyaev,Turkey,,,
82f88b53fc143497,Ethyn Ewing,United States,,,ethyn-ewing
070750e76792d168,Rafael Estevam,Brazil,,,
8ab166e422390e19,Robert Ruchala,Poland,,,robert-ruchala
14a2fa2dd23e71d3,Alessandro Costa,Brazil,,,
088be1c84c33ee73,Lando Vannata,United States,,,lando-vannata
938dc74b9de9c415,Azamat Bekoev,Russia,,,azamat-bekoev
7bea6275b1fcbfa4,Tresean Gore,United States,,,tresean-gore
8f8896b8e9a60609,Melissa Gatto,Brazil,,,melissa-gatto
5842f43eb1269085,Israel Adesanya,New Zealand,https://commons.wikimedia.org/wiki/Special:FilePath/Israel%20Adesanya%202014.jpg?width=400,Wikimedia Commons (verify per-file),israel-adesanya
154db60abecdd988,Joe Pyfer,United States,,,joe-pyfer
2f089bd2b4bc0145,Alexa Grasso,Mexico,https://commons.wikimedia.org/wiki/Special:FilePath/Alexa%20Grasso%202023%2003.png?width=400,Wikimedia Commons (verify per-file),alexa-grasso
c9bce4b58587da90,Maycee Barber,United States,,,maycee-barber
a9b7c0eff1396b5b,Michael Chiesa,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Chiesa%20at%20UFC%20232.jpg?width=400,Wikimedia Commons (verify per-file),michael-chiesa
e3116e06ecdcad09,Niko Price,United States,,,niko-price
7dbe9bb9a5b973b5,Julian Erosa,United States,,,julian-erosa
02e16570ff7efb38,Yousri Belgaroui,Tunisia,,,yousri-belgaroui
d75d3c014f3a0d70,Terrance McKinney,United States,,,terrance-mckinney
14969e972edf065c,Kyle Nelson,Canada,https://commons.wikimedia.org/wiki/Special:FilePath/Kyle%20Nelson.png?width=400,Wikimedia Commons (verify per-file),kyle-nelson
1979d2ef989e7265,Ignacio Bahamondes,Chile,,,ignacio-bahamondes
453d16339a1c9b31,Tofiq Musayev,Azerbaijan,https://commons.wikimedia.org/wiki/Special:FilePath/Tofiq%20Musayev.jpg?width=400,Wikimedia Commons (verify per-file),tofiq-musayev
61aca8157bf71afd,Chase Hooper,United States,,,chase-hooper
3a7dd104278b1800,Marcin Tybura,Poland,,,marcin-tybura
41e41e4d372a0ff3,Tyrell Fortune,United States,,,
357346d53e3f2652,Casey O'Neill,Australia,,,casey-oneill
a0811e03ef7082c8,Ricky Simon,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Ricky%20Sim%C3%B3n%202019.jpg?width=400,Wikimedia Commons (verify per-file),ricky-simon
f11750d4f48eb942,Adrian Yanez,United States,,,adrian-yanez
eb764bb66e7f3030,Movsar Evloev,Russia,,,movsar-evloev
7468010a5070b907,Lerone Murphy,United Kingdom,,,lerone-murphy
de9b370a0b1c44a9,Michael Page,United Kingdom,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Venom%20Page.png?width=400,Wikimedia Commons (verify per-file),
949e6bb465af017b,Sam Patterson,United Kingdom,,,sam-patterson
f7012ef25547fc99,Iwo Baraniewski,Poland,,,iwo-baraniewski
f7d9010e13806799,Austen Lane,United States,,,austen-lane
900105052b1946b1,Roman Dolidze,Georgia,https://commons.wikimedia.org/wiki/Special:FilePath/Dolidze%202019.jpg?width=400,Wikimedia Commons (verify per-file),roman-dolidze
384b9ef43aa01a73,Mason Jones,United Kingdom,,,mason-jones
a892819bc8e25b5a,Axel Sola,France,,,axel-sola
00bf0d84c07bafc5,Nathaniel Wood,United Kingdom,https://commons.wikimedia.org/wiki/Special:FilePath/Nathaniel%20Wood%20at%20UFC%20232.jpg?width=400,Wikimedia Commons (verify per-file),nathaniel-wood
3f143ed5d6b45e39,Mario Pinto,Portugal,,,mario-pinto
470ffc8f48859da9,Josh Emmett,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Josh%20Emmett.png?width=400,Wikimedia Commons (verify per-file),josh-emmett
f82c365cb6b6a2e8,Kevin Vallejos,Argentina,,,kevin-vallejos
deadb348f846ea90,Amanda Lemos,Brazil,,,amanda-lemos
bd86cff59cdab666,Gillian Robertson,Canada,https://commons.wikimedia.org/wiki/Special:FilePath/Gillian%20Robertson.png?width=400,Wikimedia Commons (verify per-file),gillian-robertson
37965f5e8d73ed22,Andre Fili,United States,,,andre-fili
4b69b3ef64951c28,Ion Cutelaba,Moldova,,,ion-cutelaba
e5f3f443faf8da23,Oumar Sy,France,,,
6b565d153901a9e1,Charles Johnson,United States,,,
0125dc31ba4e5f14,Bruno Silva,Brazil,,,bruno-silva-blindado
9fc426aaa44255d9,Chris Curtis,United States,,,chris-curtis
96175d750571d1d3,Myktybek Orolbai,Kyrgyzstan,,,myktybek-orolbai
d04b8d5ce7a65c4f,Vitor Petrino,Brazil,,,vitor-petrino
d22abf14634b6e90,Brad Tavares,United States,https://commons.wikimedia.org/wiki/Special:FilePath/A%20world%20away-%20UFC%20fighter%20and%20Soldier%20reunite%20DVIDS3377581%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),brad-tavares
f5e2ac299e039054,Eryk Anders,United States,https://commons.wikimedia.org/wiki/Special:FilePath/UFC%20fighter%20Eryk%20Anders%20trains%20with%20NAVROTA%20Airmen%20during%20Warrior%20Heart%20Day%20%281%29%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),eryk-anders
c9abda4e3d5582ad,Montse Rendon,Mexico,,,
205e928621a6f62d,Hecher Sosa,Spain,,,
c87f8c1d3d4d01fe,Sam Hughes,United States,,,samu-hiyusu
fe8d8a8c3b0afe3e,Max Holloway,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Angels%27%20VIP%20Rider%20Max%20Holloway%20%281%29%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),max-holloway
01827249d3b138b8,Charles Oliveira,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Oliveira%20do%20Bronxs.jpg?width=400,Wikimedia Commons (verify per-file),charles-oliveira
b483569c9c54cfc6,Caio Borralho,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Borralho%20en%20Future%20FC.png?width=400,Wikimedia Commons (verify per-file),mario-souza-3
db3f5063058ec38a,Reinier de Ridder,Kingdom of the Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Reinier%20post%20training%202.jpg?width=400,Wikimedia Commons (verify per-file),reinier-de-ridder
deb2e9b4a9179872,Rob Font,United States,https://commons.wikimedia.org/wiki/Special:FilePath/FONT.jpg?width=400,Wikimedia Commons (verify per-file),rob-font
880ed8d5af0c13b1,Raul Rosas Jr.,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Ra%C3%BAl%20Rosas%20Jr.%202024.png?width=400,Wikimedia Commons (verify per-file),raul-rosas-jr
4eb5d85bfd99d0f5,Drew Dober,United States,,,drew-dober
6539dfcd12383095,Michael Johnson,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Johnson%202018.jpg?width=400,Wikimedia Commons (verify per-file),michael-johnson
2127684a702c4006,Gregory Rodrigues,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/GregoryRodrigues.png?width=400,Wikimedia Commons (verify per-file),gregory-rodrigues
2dcc031de9b13dcc,Cody Garbrandt,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Cody%20Garbrandt.png?width=400,Wikimedia Commons (verify per-file),cody-garbrandt
62eb06895e1e4b0b,Donte Johnson,United States,,,
31ff758863c6ad36,Jesus Aguilar,Mexico,,,
37ac5668fa9f42aa,Brandon Moreno,Mexico,https://commons.wikimedia.org/wiki/Special:FilePath/Brandon%20Moreno%20February%202021.jpg?width=400,Wikimedia Commons (verify per-file),brandon-moreno
10a96d52c89b5469,Lone'er Kavanagh,United Kingdom,,,loneer-kavanagh
8fef39098574c923,Marlon Vera,Ecuador,https://commons.wikimedia.org/wiki/Special:FilePath/Marlon%20%22Chito%22%20Vera%202019.jpg?width=400,Wikimedia Commons (verify per-file),marlon-vera
f98cac378dcfb57b,David Martinez,Mexico,,,
17dc8cabd91da5ae,Daniel Zellhuber,Mexico,,,daniel-zellhuber
60f31fb96a24723a,Edgar Chairez,Mexico,https://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Chairez%202024.png?width=400,Wikimedia Commons (verify per-file),edgar-chairez
1c33eb78bdc5df39,Imanol Rodriguez,Mexico,,,
c9689833e730c077,Kevin Borjas,Peru,,,kevin-borjas
40a4d73f3a51ca65,Santiago Luna,Mexico,,,
e7adbb01bdaae78c,Ailin Perez,Argentina,,,ailin-perez
882b8b96d9e44fdf,Macy Chiasson,United States,,,macy-chiasson
1fc339f153e788c3,Cristian Quinonez,Mexico,,,
2dd667d6fae680e2,Kris Moutinho,United States,,,
445643aa88ac4486,Douglas Silva de Andrade,Brazil,,,douglas-silva-de-andrade
acee921186a58206,Erik Silva,Venezuela,,,
9583d6bf13318f23,Anthony Hernandez,United States,,,anthony-hernandez
deee560a8bc1dd80,Geoff Neal,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Geoff%20Neal%20at%20UFC%20228.jpg?width=400,Wikimedia Commons (verify per-file),geoff-neal
84ded26cb00e17cf,Uros Medic,Serbia,,,uros-medic
217d1a9370550d41,Dan Ige,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Dan%20Ige%20at%20UFC%20Fight%20Night%20147%20in%20London.jpg?width=400,Wikimedia Commons (verify per-file),dan-ige
e61d510091019852,Serghei Spivac,Moldova,,,serghei-spivac
8207b4d862044632,Ante Delija,Croatia,,,ante-delija
b2d0ed4e270b49dc,Michel Pereira,Brazil,,,michel-pereira
b64bdbe0d3e4c9aa,Chidi Njokuani,United States,,,bruno-korea-0
cb862700e7767b56,Ode Osbourne,United States,,,ode-osbourne
89d577014f06908a,Nora Cornolle,France,,,nora-cornolle
98199760e1c660be,Ramiz Brahimaj,United States,,,ramiz-brahimaj
fd2553227e3641fe,Punahele Soriano,United States,,,punahele-soriano
9a1548c71a7398bf,Phil Rowe,United States,,,philip-rowe
12c6b847f7f28593,Jordan Leavitt,United States,,,jordan-leavitt
47dfe6ac6c9121a0,Yadier del Valle,Cuba,,,
fb2821134f28cffd,Mario Bautista,United States,,,mario-bautista
aad8e24798f0a89f,Vinicius Oliveira,Brazil,,,vinicius-oliveira
693be865c2fb6f37,Amir Albazi,Sweden,,,amir-albazi
c921a062105cb950,Kyoji Horiguchi,Japan,https://commons.wikimedia.org/wiki/Special:FilePath/Kyoji%20Horiguchi%202017.jpg?width=400,Wikimedia Commons (verify per-file),kyoji-horiguchi
c17b1fa1d28c1eea,Jailton Almeida,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Almeida%202023.png?width=400,Wikimedia Commons (verify per-file),kori-makkenna-10
16862aff18bed355,Rizvan Kuniev,Russia,,,rizvan-kuniev
baf392e288389603,Michal Oleksiejczuk,Poland,https://commons.wikimedia.org/wiki/Special:FilePath/Micha%C5%82%20Oleksiejczuk.jpg?width=400,Wikimedia Commons (verify per-file),michal-oleksiejczuk
f9f4bfae4f5773bb,Marc-Andre Barriault,Canada,https://commons.wikimedia.org/wiki/Special:FilePath/Marc-Andr%C3%A9%20Barriault.png?width=400,Wikimedia Commons (verify per-file),marc-andre-barriault
99142b6b0a8bdbba,Jean Matsumoto,Brazil,,,
6268180e745a1e23,Farid Basharat,United Kingdom,,,farid-basharat
91199de65226ddd6,Dustin Jacoby,United States,,,dustin-jacoby
958dfbfa3ae46b07,Alex Morono,United States,,,
987a31b24ac333ea,Ketlen Souza,Brazil,,,
7192b50e701bd23e,Javid Basharat,United Kingdom,,,javid-basharat
58cfe90363989b8f,Wang Cong,People's Republic of China,,,wang-cong
a991252ad3712030,Muin Gafurov,Tajikistan,,,
20c8eb11c1c160b9,Jakub Wiklacz,Poland,https://commons.wikimedia.org/wiki/Special:FilePath/Jakub%20Wik%C5%82acz.png?width=400,Wikimedia Commons (verify per-file),jakub-wiklacz
29f2d5ce1eef7082,Priscila Cachoeira,Brazil,,,priscila-cachoeira
00ccd78f83230b09,Alexander Volkanovski,Australia,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Volkanovski%20at%20UFC%20232.jpg?width=400,Wikimedia Commons (verify per-file),alexander-volkanovski
bf14e890b46e0305,Diego Lopes,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Lopes%202025.jpg?width=400,Wikimedia Commons (verify per-file),diego-lopes
fc949bd38e5955fc,Dan Hooker,New Zealand,https://commons.wikimedia.org/wiki/Special:FilePath/DanHooker2016.png?width=400,Wikimedia Commons (verify per-file),dan-hooker
baf62b0c8795f506,Benoit Saint Denis,France,https://commons.wikimedia.org/wiki/Special:FilePath/BSD%20training%20in%202020.jpg?width=400,Wikimedia Commons (verify per-file),benoit-saint-denis
4e08ff215f9a5fc0,Rafael Fiziev,Azerbaijan,https://commons.wikimedia.org/wiki/Special:FilePath/Fiziev%202023.png?width=400,Wikimedia Commons (verify per-file),rafael-fiziev
bd8ee82c2df0d588,Mauricio Ruffy,Brazil,,,mauricio-ruffy
395835d15985848e,Tallison Teixeira,Brazil,,,tallison-teixeira
55e6fb53d99c550e,Jamie Mullarkey,Australia,,,jamie-mullarkey
9f4cf806ebcfa00e,Keiichiro Nakamura,Japan,,,
d5ebb51288f99cee,Justin Gaethje,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Justin%20Gaethje%20at%20press%20conference.png?width=400,Wikimedia Commons (verify per-file),justin-gaethje
3495d04b5c109550,Paddy Pimblett,United Kingdom,https://commons.wikimedia.org/wiki/Special:FilePath/UFC%20Star%20Paddy%20The%20Baddy%20Pimblett%20tells%20his%20story%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),paddy-pimblett
bbcaf7b57144df14,Sean O'Malley,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Sean%20O%27Malley%20in%202024.jpg?width=400,Wikimedia Commons (verify per-file),sean-omalley
6e8a5fe4993ba864,Song Yadong,People's Republic of China,,,song-yadong
957522be7ec72223,Derrick Lewis,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Derrick%20Lewis%20after%20UFC%20239.jpg?width=400,Wikimedia Commons (verify per-file),derrick-lewis
a47925a4d8ea3a25,Natalia Silva,Brazil,,,natalia-silva
41197a2ac800612c,Rose Namajunas,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Namajunas.jpg?width=400,Wikimedia Commons (verify per-file),rose-namajunas
fa859b94c8582c26,Jean Silva,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Silva%20%2854451587575%29.jpg?width=400,Wikimedia Commons (verify per-file),jean-silva-lord
6f151471dd180d1e,Umar Nurmagomedov,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/UmarNurmagomedov.png?width=400,Wikimedia Commons (verify per-file),umar-nurmagomedov
087d5e2b3912bfd6,Deiveson Figueiredo,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Deiveson%20Figueiredo%202024.jpg?width=400,Wikimedia Commons (verify per-file),deiveson-figueiredo
9dd8a4f62f227cb4,Nikita Krylov,Ukraine,,,nikita-krylov
245f661e52b116c7,Alex Perez,United States,,,alex-perez
22c9882008036ba4,Brandon Royval,United States,,,brandon-royval
0cdf094ed2a15c5e,Manel Kape,Angola,https://commons.wikimedia.org/wiki/Special:FilePath/ManelKape2017.png?width=400,Wikimedia Commons (verify per-file),manel-kape
3739a7ad389dcac5,Giga Chikadze,Georgia,https://commons.wikimedia.org/wiki/Special:FilePath/Giga%20Chikadze%20post%20fight%20interview%20at%20UFC%20Fight%20Night%20160%20in%20Copenhagen.jpg?width=400,Wikimedia Commons (verify per-file),giga-chikadze
600dc8df28333450,Cesar Almeida,Brazil,,,
07691b03bb22f0a9,Morgan Charriere,France,https://commons.wikimedia.org/wiki/Special:FilePath/MorganCharriereCW109.jpg?width=400,Wikimedia Commons (verify per-file),morgan-charriere
3efa6683f90baf91,Kennedy Nzechukwu,Nigeria,,,kennedy-nzechukwu
3fd27e0b217d2b7b,Neil Magny,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Neil%20Magny.jpg?width=400,Wikimedia Commons (verify per-file),neil-magny
5ea45965dcdfe486,Merab Dvalishvili,Georgia,https://commons.wikimedia.org/wiki/Special:FilePath/Merab%20Dvalishvili%20at%20UFC%20316%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),merab-dvalishvili
e5c5bf33b9961606,Petr Yan,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/PetrYan.jpg?width=400,Wikimedia Commons (verify per-file),petr-yan
491c47c97570c365,Alexandre Pantoja,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Pantoja.png?width=400,Wikimedia Commons (verify per-file),alexandre-pantoja
fa09a52adc3f2384,Henry Cejudo,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Cejudo%20%2854235464255%29%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),henry-cejudo
2b3745a0444dcd17,Payton Talbott,United States,,,payton-talbott
29a6a8a9d3847e14,Jan Blachowicz,Poland,https://commons.wikimedia.org/wiki/Special:FilePath/Jan%20B%C5%82achowicz.jpg?width=400,Wikimedia Commons (verify per-file),jan-blachowicz
aec9dc5aff9f4748,Bogdan Guskov,Uzbekistan,,,bogdan-guskov
aef0ff28e0e41917,Manuel Torres,Mexico,,,manuel-torres
72d51391d67206b8,Fares Ziam,France,,,fares-ziam
e51574999ccf6b8f,Marvin Vettori,Italy,,,marvin-vettori
2361865e12089b38,Edson Barboza,Brazil,,,edson-barboza
e411d4112ff57cb3,Jalin Turner,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Jalin%20Turner%20at%20UFC%20234.jpg?width=400,Wikimedia Commons (verify per-file),jalin-turner
62055b2fd8a10789,Ibo Aslan,Turkey,,,ibo-aslan
56adb35526c59c88,Muhammad Naimov,Tajikistan,,,Muhammad-Naimov
1c2caae133a1f406,Arman Tsarukyan,Armenia,https://commons.wikimedia.org/wiki/Special:FilePath/Arman%20Tsarukyan%202019.jpg?width=400,Wikimedia Commons (verify per-file),arman-tsarukyan
dd22fdf9ce2b85b6,Belal Muhammad,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Belal%20Muhammad%20UFC.jpg?width=400,Wikimedia Commons (verify per-file),belal-muhammad
86c8b5612d28c278,Volkan Oezdemir,Switzerland,https://commons.wikimedia.org/wiki/Special:FilePath/Volkan%20Oezdemir%20at%20UFC%20Fight%20Night%20153%20in%20Stockholm%2C%20Sweden.jpg?width=400,Wikimedia Commons (verify per-file),volkan-oezdemir
990efe1105080c68,Alonzo Menifield,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Alonzo%20Menifield%20Jan%2020%2C%202019.jpg?width=400,Wikimedia Commons (verify per-file),alonzo-menifield
80fe8fdac1ec7339,Jack Hermansson,Norway,https://commons.wikimedia.org/wiki/Special:FilePath/Jack%20Hermansson%20on%20MMAnytt.jpg?width=400,Wikimedia Commons (verify per-file),jack-hermansson
b4e998ae245c303e,Tagir Ulanbekov,Russia,,,tagir-ulanbekov
c265d59bcf8b1327,Nicolas Dalby,Kingdom of Denmark,https://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Dalby%20at%20UFC%20Fight%20Night%20160%20in%20Copenhagen.jpg?width=400,Wikimedia Commons (verify per-file),nicolas-dalby
52e90de4305c8afb,Saygid Izagakhmaev,Russia,,,
31bcb5ce3debb8df,Asu Almabayev,Kazakhstan,,,assu-almabayev
d29f0772d1082463,Bekzat Almakhan,Kazakhstan,https://commons.wikimedia.org/wiki/Special:FilePath/BekzatAlmahan.png?width=400,Wikimedia Commons (verify per-file),bekzat-almakhan
d7d6ffc0db64fe1e,Aleksandre Topuria,Spain,https://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20topuria%20foto%20para%20perfil%20wiki.jpg?width=400,Wikimedia Commons (verify per-file),
3a0f7fd1dbd0ce0b,Ismail Naurdiev,Austria,https://commons.wikimedia.org/wiki/Special:FilePath/Ismail%20Naurdiev%20at%20UFC%20Fight%20Night%20160%20in%20Copenhagen.jpg?width=400,Wikimedia Commons (verify per-file),ismail-naurdiev
9c6d0c42a7a85b51,Nurullo Aliev,Tajikistan,https://commons.wikimedia.org/wiki/Special:FilePath/Nurullo%20Aliev.jpg?width=400,Wikimedia Commons (verify per-file),nurullo-aliev
fb7eb92e46f18cc6,Marek Bujlo,Poland,,,marek-bujlo
78f73bfd71449931,Islam Makhachev,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/Islam%20Makhachev%202022%20UFC%20belt.png?width=400,Wikimedia Commons (verify per-file),islam-makhachev
db8b8bd90a46f35f,Valentina Shevchenko,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/Valentina%20Shevchenko%202014.jpg?width=400,Wikimedia Commons (verify per-file),valentina-shevchenko
934bd39fbb77e527,Zhang Weili,People's Republic of China,https://commons.wikimedia.org/wiki/Special:FilePath/%E5%BC%A0%E4%BC%9F%E4%B8%BD.png?width=400,Wikimedia Commons (verify per-file),weili-zhang
5561fca8c897f0bf,Michael Morales,Ecuador,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Morales.%20QUITO%2C%2027%20DE%20MAYO%20DEL%202025%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),michael-morales
e3e2d12252710b60,Leon Edwards,United Kingdom,https://commons.wikimedia.org/wiki/Special:FilePath/Leon%20Edwards%202021.png?width=400,Wikimedia Commons (verify per-file),leon-edwards
9a841327b5d824c6,Bo Nickal,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Bo%20Nickal%20%2852791819473%29.jpg?width=400,Wikimedia Commons (verify per-file),bo-nickal
aaa797b5b8da777b,Erin Blanchfield,United States,,,erin-blanchfield
f23f5caaf463e283,Tracy Cortez,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Tracy%20Cortez%20UFC.png?width=400,Wikimedia Commons (verify per-file),tracy-cortez
adc254e5ba385928,Kyle Daukaus,United States,,,kyle-daukaus
dddaac197e3946ca,Angela Hill,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Angela%20Hill%20victorious%20at%20Friday%20Night%20Fights.jpg?width=400,Wikimedia Commons (verify per-file),angela-hill
03b527306e0b57c8,Gabriel Bonfim,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Bonfim%202025.jpg?width=400,Wikimedia Commons (verify per-file),gabriel-bonfim
f1bfcaa7394010b5,Matt Schnell,United States,,,matt-schnell
f7f904ccafae5749,Joseph Morales,,,,joseph-morales
f2154a77e666997c,Muslim Salikhov,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/Muslim%20Salikhov.png?width=400,Wikimedia Commons (verify per-file),muslim-salikhov
d42c88019231799d,Jamall Emmers,United States,,,jamall-emmers
b228d39d964f5931,Tecia Pennington,United States,,,tecia-torres
092a12fbdcf12ad3,Denise Gomes,Brazil,,,denise-gomes
e011a97f57726d2d,Miles Johns,United States,,,miles-johns
fe96fd653f562e98,Daniel Marcos,Peru,https://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Marcos.png?width=400,Wikimedia Commons (verify per-file),daniel-marcos
a49129adb0dad63b,Steve Garcia,United States,,,steve-garcia
5ae43941a38cb123,David Onama,Uganda,,,david-onama
541d80991428244f,Jeremiah Wells,United States,,,jermiah-wells
e18cfacb68119a4b,Montserrat Conejo Ruiz,Mexico,https://commons.wikimedia.org/wiki/Special:FilePath/Montserrat%20%27Conejo%27%20Ruiz.png?width=400,Wikimedia Commons (verify per-file),montserrat-ruiz
ede82a372dc9444c,Ariane Carnelossi,Brazil,,,ariane-carnelossi
c84679ced7c8f6a2,Tom Aspinall,United Kingdom,,,tom-aspinall
d405f6e1594c44db,Ciryl Gane,France,https://commons.wikimedia.org/wiki/Special:FilePath/Ciryl%20Gane%20en%20visite%20au%20centre%20d%27entra%C3%AEnement%20du%20MHSC%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),ciryl-gane
1868597de911ab05,Mackenzie Dern,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Mackenzie%20Dern.png?width=400,Wikimedia Commons (verify per-file),mackenzie-dern
07d8dcdbf698e6e0,Aleksandar Rakic,Austria,,,aleksandar-rakic
f871be2f77817a9f,Nasrat Haqparast,Germany,,,nasrat-haqparast
331d3f58e32980ad,Ikram Aliskerov,Russia,,,ikram-aliskerov
aa788df7587f1357,Ludovit Klein,Slovakia,https://commons.wikimedia.org/wiki/Special:FilePath/Ludovit%20Klein.jpg?width=400,Wikimedia Commons (verify per-file),ludovit-klein
c351fa759a6f4223,Valter Walker,Brazil,,,
ce9a9453272c9963,Chris Barnett,United States,,,chris-barnett
2ed6f3c1f715f23d,Mizuki,Japan,,,mizuki-inoue
58b6dee880eed3f4,Brendan Allen,United States,,,brendan-allen
a5430ac842baa304,Aiemann Zahabi,Canada,https://commons.wikimedia.org/wiki/Special:FilePath/Aiemann%20Zahabi.png?width=400,Wikimedia Commons (verify per-file),aiemann-zahabi
0084e6f1dce86e4c,Manon Fiorot,France,https://commons.wikimedia.org/wiki/Special:FilePath/MANON%20FIOROT%20ET%20ALDRIC%20CASSATA%2C%20LE%20COUPLE%20GOAL%20DU%20MMA%20-%20MMA%20EXTRA%20ROUND%20-22%20-%20YouTube%20-%200-28-31%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),manon-fiorot
c9d2ae98d9f6ab30,Matt Frevola,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Matt%20Frevola%20-%20post%20fight%20interview%20at%20UFC%20230.jpg?width=400,Wikimedia Commons (verify per-file),matt-frevola
580a21f49d3aaafb,Kyle Prepolec,Canada,,,kyle-prepolec
f715b9333acbb20a,Cody Gibson,United States,,,cody-gibson
460b5fa5b94b70bd,Jhonata Diniz,Brazil,,,jhonata-diniz
df042c10104fc58f,Ricardo Ramos,Brazil,,,ricardo-ramos
98b743255b1f5f64,Irina Alekseeva,Russia,,,
21a656cdfc9d8398,Karolina Kowalkiewicz,Poland,https://commons.wikimedia.org/wiki/Special:FilePath/Karolina%20Kowalkiewicz%20wa%C5%BCenie%20KSW%2030.jpg?width=400,Wikimedia Commons (verify per-file),karolina-kowalkiewicz
69646a0ad3abb8c7,Magomed Ankalaev,Russia,https://commons.wikimedia.org/wiki/Special:FilePath/Magomed%20Ankalaev%20at%20UFC%20Fight%20Night%20136%20in%20Moscow%2C%20Russia.jpg?width=400,Wikimedia Commons (verify per-file),magomed-ankalaev
a38373934b735770,Alex Pereira,Brazil,https://commons.wikimedia.org/wiki/Special:FilePath/P20260506MR-1514%20President%20Donald%20J.%20Trump%20speaks%20with%20members%20of%20the%20media%20alongside%20UFC%20fighters%20in%20the%20Oval%20Office%20%28cropped%29.jpg?width=400,Wikimedia Commons (verify per-file),alex-pereira
bf88971d31a1367b,Cory Sandhagen,United States,https://commons.wikimedia.org/wiki/Special:FilePath/Cory%20Sandhagen%20at%20UFC%20Fight%20Night%20143.jpg?width=400,Wikimedia Commons (verify per-file),cory-sandhagen
1be0a07a75aba8b6,Abus Magomedov,Russia,,,
