normalized_name,source,canonical_id
hector lombard,ufc,e3f33b952ffafd22
alex chambers,ufc,6d5cc26a3f7f3219
khalid murtazaliev,ufc,f485a3b0f4fa3f67
cb dollaway,ufc,2aac40d37b384f15
kajan johnson,ufc,28602e12873668e9
adam yandiev,ufc,df0fefed285ae0b4
jordan johnson,ufc,1deb81c25a131bd5
terrion ware,ufc,328122439f0499f8
craig white,ufc,03ed5a0befc5fcdb
robert sanchez,ufc,a63f233ab499daec
jarred brooks,ufc,3955ba60efa70b99
jake ellenberger,ufc,7abc9da625255f6e
john moraga,ufc,9fe793b27f982c66
tim williams,ufc,51f921dd3277b30f
iuri alcantara,ufc,d816217cea80cc4a
george sullivan,ufc,917afb93e13b44ca
kalindra faria,ufc,39d6fd7007655d15
jon tuck,ufc,ecb9d446bd30a867
demetrious johnson,ufc,017a519006b5edf7
jose torres,ufc,b05b233d7059aedd
danielle taylor,ufc,3561dd9a1d49d1ea
eddie alvarez,ufc,aef122b595c8e633
jordan mein,ufc,5193a0f230f0e22c
alvaro herrera mendoza,ufc,923329196d8e8d27
vitor miranda,ufc,2591cd8ca2cfff0a
jeremy kimball,ufc,45edab8a39c81be4
damian stasiak,ufc,506e3ee0dc410af5
sage northcutt,ufc,2e037e78578df861
justin scoggins,ufc,ab101ec98d7449c6
gokhan saki,ufc,e14524270a6eb2c2
jamie moyle,ufc,4caee8c602c0baf1
joe giannetti,ufc,8d6d07bc0f97f27f
jay cucciniello,ufc,1fd8aa134072f767
barb honchak,ufc,db6fb3e4448c3139
richie smullen,ufc,dd6970fa82ee654c
allan zuniga,ufc,0dc395a269119171
tyler diamond,ufc,c0cf20918a1e0d8e
matt bessette,ufc,adb29a86d181648c
daichi abe,ufc,47479ceadf2ca14b
felipe arantes,ufc,3a73312f5fa44529
rolando dy,ufc,b608b2114d2b6966
shinsho anzai,ufc,c4e12572a2116f34
viviane pereira,ufc,091241352895a0fc
naoki inoue,ufc,73d6a1cbbd5ca76a
jenel lausa,ufc,e77ae1e109ec3221
melinda fabian,ufc,ad4d79f5df985bc2
cm punk,ufc,676cb2c23ec7fa8d
rashad evans,ufc,381b77cc316ca6ee
mike santiago,ufc,4e832c70f00c22df
gleison tibau,ufc,3d497e7f0fd30cf7
mads burnell,ufc,cc5d111cbd08c2ae
daniel kelly,ufc,5f2780efb0d6a207
brad scott,ufc,eee2c24a46982135
diego rivas,ufc,53e16d7281ee2a95
henry briones,ufc,654002bc34b6572e
felipe silva,ufc,6c111edf9540e7e1
vitor belfort,ufc,83cf0a71bfe4ecc8
lyoto machida,ufc,ca172e6171b5c16a
alberto mina,ufc,75fbec65de2c4022
james bochnovic,ufc,6d9ea9e3e1caa253
luan chagas,ufc,f95c980798dc40e8
patrick williams,ufc,b5b50f5d42cd2cd1
bec rawlings,ufc,4599b5344efcb99b
tom duquesnoy,ufc,bb112083e2e2307d
oliver enkamp,ufc,b18c4850465e803a
mark godbeer,ufc,0c65dee0313cc765
dmitry sosnovskiy,ufc,30caf9ec0b4ed158
mike pyle,ufc,2eaebaa5d3266263
russell doane,ufc,f62accf98283cccd
albert morales,ufc,5bdf217aaf7c4770
brian camozzi,ufc,8f60a31a6231d3f2
joshua burkman,ufc,36c9f1d81a4cd691
cyril asker,ufc,e2cce68cdae13df8
damien brown,ufc,69682e5e528b1b1d
rob wilkinson,ufc,80cf00ee1aa86151
jeremy kennedy,ufc,c06c8c7c751e1641
timothy johnson,ufc,87a9174f6b733776
maia stevenson,ufc,dcc4c2c6224df893
joe soto,ufc,c67cfb974659b686
godofredo pepey,ufc,d4093a5641314390
juliana lima,ufc,bee7df25108682d1
francimar barroso,ufc,9b9ea13e4c7b1268
sabah homasi,ufc,16cfb6813c3d1a0e
galore bofando,ufc,3cdbc0bac2de8249
abel trujillo,ufc,558c93337ed04a1e
oluwale bamgbose,ufc,6bb71f2c5cb249a5
erick silva,ufc,2595335cf9f4ccb6
carls john de tomas,ufc,ba313f9c15d6e87b
antonio braga neto,ufc,f3e207a6fad4c372
angela magana,ufc,0c591076970de4d4
deanna bennett,ufc,1fdb82a65230ff57
christina marks,ufc,88cf27c235252f3a
ryan janes,ufc,e7b6268227d48032
karine gevorgyan,ufc,c324856c56a86032
ariel beck,ufc,7585b2a944d7fb8f
michael bisping,ufc,cbd164d57bca43f8
wang guan,ufc,acd17c5aedfb1951
bobby nash,ufc,a5198369c0b7891a
kailin curran,ufc,c037a767cc1ef76f
bharat kandare,ufc,975a9cb23f71d3e8
bojan velickovic,ufc,808f47a64c727146
ashkan mokhtarian,ufc,54d19773dbde8d48
will brooks,ufc,8722f9f4edfb2d81
anthony hamilton,ufc,3066694104acd63e
nate marquardt,ufc,f7b2a7aa4db59b24
michel quinones,ufc,ae98337e765a7540
marcel fortuna,ufc,ca913b69434d3774
georges stpierre,ufc,3e3dc69971a47e5f
johny hendricks,ufc,328aa12aa510b966
hacran dias,ufc,8219a4a60f230e13
christian colombo,ufc,719e971c619e32c0
jonathan wilson,ufc,695f5fb046b6e440
marcin held,ufc,83b077347f2d55fa
pearl gonzalez,ufc,b1ca161d9081a318
marco beltran,ufc,3d4d0e0f4b897d30
takanori gomi,ufc,b362969dd9d44845
henrique da silva,ufc,c9309ef7c0bb931b
chanmi jeon,ufc,4a006f04f6697366
hyun gyu lim,ufc,84c111b0487abffa
azunna anyanwu,ufc,be7ca0896a9b24a2
jason saggo,ufc,4dd5f37ce220b771
mitch clarke,ufc,6914f7e3c51f545d
adriano martins,ufc,89b3a167881f8e40
bojan mihajlovic,ufc,5bf5e634025b2d4c
abdulkerim edilov,ufc,50ca8de2c6af86bd
andrew holbrook,ufc,6470cb184347ee74
hector sandoval,ufc,be11b38a0308e67c
rafael natal,ufc,cec0879515f488d1
damian grabowski,ufc,a6880457573e9cfe
frankie perez,ufc,b5f670b3107420b1
chris wade,ufc,9e5ef683064f9dcc
james mulheron,ufc,4619de6b6eb3960a
neil seery,ufc,4ee16e3ec4f5f875
charlie ward,ufc,3bd5f3713e2f04ae
leslie smith,ufc,ffd07aa9a1d853e5
daniel omielanczuk,ufc,cf3f2ea88b3ffbe5
travis browne,ufc,1edc63b08c1058d6
jesse taylor,ufc,da5fbda0368aa1c0
nick roehrick,ufc,ec52f97e0892ba1c
tom gallicchio,ufc,91ae4fd95536fb0e
joachim christensen,ufc,fe6db6e8cd8d7deb
dennis siver,ufc,8b8733f5d79916eb
johnny case,ufc,863043b36d75dc26
josh stansbury,ufc,cd52d6f403b61647
dong hyun kim,ufc,b9878142404f9e3d
tarec saffiedine,ufc,3c8c821cf5967642
kwan ho kwak,ufc,2bab9959c5c3681c
dominique steele,ufc,938d6139f4a0eb51
kiichi kunimoto,ufc,b0b4106fbaf9078b
jim wallhead,ufc,d0643c25e44d149b
alex nicholson,ufc,26ae63367d222af1
chris camozzi,ufc,90efd09dcf44976c
reza madadi,ufc,e5cd4ff6a44874e5
nicholas musoke,ufc,5b146e726bca71d0
michael mcbride,ufc,6146e3ecce522fa5
cindy dandois,ufc,960e23b76f91b0ed
joe proctor,ufc,6b2c7089023e54fc
roy nelson,ufc,d313529688db621a
rashid magomedov,ufc,ce3bb77d0a2403ef
augusto mendes,ufc,b1d06ed438651ca1
nathan coy,ufc,95fb81f2f0a38481
anthony johnson,ufc,aa9862a4004f1fb0
gegard mousasi,ufc,742fa0928eacb223
patrick cote,ufc,4bdab2ed8de06016
mike de la torre,ufc,bfed4bc413a3efa1
brad pickett,ufc,eedd17b17f17ffb8
scott askham,ufc,bed9c053b4de1820
rony jason,ufc,235123f139816175
garreth mclellan,ufc,ab5c622e7bbc7106
sam sicilia,ufc,cf2ad1574b363f26
alex ricci,ufc,2108d19a3a417032
reginaldo vieira,ufc,ea79ea1007210907
phillipe nover,ufc,dffe747fd4dbf3a0
roan carneiro,ufc,73d94285465f4100
michinori tanaka,ufc,50ccc3b715fcc437
daniel jolly,ufc,e04431032c654b57
jc cottrell,ufc,504c543e16ce624d
viktor pesta,ufc,01671847968cab02
jocelyn joneslybarger,ufc,51915c3ed303577a
ronda rousey,ufc,89a28d856ea449d0
brandon thatch,ufc,c5cb40a63a95f4b5
cole miller,ufc,4bbefabef0c2c707
james moontasri,ufc,cd1e10c0d8d0fb10
takeya mizugaki,ufc,e327c936e6dd5a5e
fredy serrano,ufc,01cd6ac0675cc11d
tim kennedy,ufc,411db32b241c3df7
valerie letourneau,ufc,7612011f2a5ce6cd
zach makovsky,ufc,d2a831f6853a7cc2
sean oconnell,ufc,5109772a0e2f1594
joseph gigliotti,ufc,917f08ee170f2c4b
tiago dos santos e silva,ufc,21c45b34d65c2a32
keith berish,ufc,485db931b8168bb1
brendan oreilly,ufc,16a3914296cb06fa
elvis mutapcic,ufc,c2a7107883bf4b4a
kyle noke,ufc,2e4866128676d02c
yusuke kasuya,ufc,1810cf4625b4df6d
seo hee ham,ufc,d733968929f9154f
richard walsh,ufc,4255dfd5be46fdaf
jonathan meunier,ufc,e033a92471543c1b
geane herrera,ufc,6207e59980389975
guangyou ning,ufc,f25073893cf0ee80
yao zhikui,ufc,9d8277c0016dc302
ryan bader,ufc,753c70453c13c712
manvel gamburyan,ufc,435fa781c73cba68
magnus cedenblad,ufc,a5734219279b1c93
ali bagautinov,ufc,245df6a248fcd79c
anna elmose,ufc,eef9be884f58d6f0
milana dudieva,ufc,f4ff13e3303c6eeb
heather clark,ufc,0273470039e3daa2
erik perez,ufc,315511d55d9937a2
erick montano,ufc,8ff63c1f2d3dc6a1
jason novelli,ufc,b113d835c988693a
chris avila,ufc,2c8280d95c208420
dan henderson,ufc,7bf30ff74fd47d17
albert tumenov,ufc,f4ed932e3dd2e583
lukasz sajewski,ufc,58ca6b9e41be609c
tamdan mccrory,ufc,a3a37e0f5109511c
cody east,ufc,d2a73daccb248ca4
kelly faszholz,ufc,c56ad53946e537e3
antonio silva,ufc,575677ef98189b21
hector urbina,ufc,37b156b9c3c4f167
glaico franca moreira,ufc,524d8b90eeb3f318
kenny robertson,ufc,5c3579a291341adc
maximo blanco,ufc,04797624ca8d16a3
augusto montano,ufc,e5074741e1c5f516
leonardo guimaraes,ufc,775f6853893e741b
joey gomez,ufc,b4748c86028b3836
caio magalhaes,ufc,a988230b4b29d271
sean spencer,ufc,8663cbf3302dc139
josh barnett,ufc,83e037669d5db7ef
tae hyun bang,ufc,42d148c32dc3b41d
leandro issa,ufc,a221d749ff5821a1
leandro silva,ufc,eb7ccb941c644ad3
kevin casey,ufc,f4b48d25abc4ca82
shane campbell,ufc,3920a66ca4eec020
rick story,ufc,4ada257dbf441149
elizabeth phillips,ufc,409ad03057035617
lorenz larkin,ufc,717d98be19ae7f58
alberto uda,ufc,653fc746426321dc
horacio gutierrez,ufc,21aea564f0fd4291
tatsuya kawajiri,ufc,6161a87b26c358a5
francisco rivera,ufc,477c7c7bbe4346f7
michael graves,ufc,4e1f2424863bdde2
cesar arzamendia,ufc,e40d56a59d9e6572
jim alers,ufc,7fd6b68d1b4c97ea
michael mcdonald,ufc,07844b1f058aa299
josh samman,ufc,77136edf051e6ab4
cristina stanciu,ufc,18037d576f9db97f
cody pfister,ufc,af02d53ce4ac55b7
brock lesnar,ufc,312f57f4eccf1353
enrique marin,ufc,9314b420ff68909e
thiago tavares,ufc,3b2f7e1432ef493f
fernando bruno,ufc,2f4db339b323caf8
cory hendricks,ufc,5ead55f41494e3cf
anton zafir,ufc,ddcd9590b0e7253d
mehdi baghdad,ufc,7775c1ddbba730d9
dileno lopes,ufc,266849cbd83fade5
jerrod sanders,ufc,23b8d1779d57634f
rory macdonald,ufc,95f7a9005da2b66f
steve bosse,ufc,47f0d22c078e2db3
chris beal,ufc,a760201d9ae05d28
yan cabral,ufc,1cec89295459ca95
dominic waters,ufc,0b5eae146ebe7718
willie gates,ufc,19def397bebff40a
chris kelades,ufc,5c1c4fd58e33525c
clint hester,ufc,d22a91a4f5937b0b
efrain escudero,ufc,f9eb7dca06798aed
gabriel gonzaga,ufc,46c00d5b260c8277
igor pokrajac,ufc,d4b64362d801326a
ian entwistle,ufc,0e8236aad6b19934
filip pejic,ufc,037611e044e3c8e6
robert whiteford,ufc,f5deaec059b22b0f
lucas martins,ufc,ff025760ee2390b7
frank mir,ufc,75bb39d3e2bab897
james te huna,ufc,5dcf91b79fd2a39b
mark eddiva,ufc,52aeec9ea9a73612
rin nakai,ufc,deb1614880dd7408
viscardi andrade,ufc,15272d780d84820f
tom lawlor,ufc,4d963577c9eae3b6
marcelo guimaraes,ufc,1e3f59a0c66134bb
justin salas,ufc,d5783d0a17d6c3a4
mike wilkinson,ufc,b47267483b6501f2
chris dempsey,ufc,ef17554900be95fa
yaotzin meza,ufc,a5e6f85ae7295e36
norman parke,ufc,0821676917e56c8a
martin svensson,ufc,caf4f441f487957f
joe riggs,ufc,6e639def947c165c
daniel sarafian,ufc,c513953d56643657
jonavin webb,ufc,4870404b723de409
jared rosholt,ufc,78b62d8d2ec515b5
rafael cavalcante,ufc,92a86f438e102c00
kj noons,ufc,d090435da8616bb6
noad lahat,ufc,34fd3c3350425545
masio fullen,ufc,65f4066d8066e672
matt dwyer,ufc,81658aa64b45e47d
levan makashvili,ufc,ce075434889fa877
felipe olivieri,ufc,42678882a0619000
matt mitrione,ufc,8b868d0b95903b5d
daron cruickshank,ufc,7ff2e0ac14df3f56
diego brandao,ufc,2aa2fb307b6f8442
tony sims,ufc,f16b7bbb69468e88
masanori kanehara,ufc,fa6472a5e0d5fd94
sheldon westcott,ufc,cd9e2be82e1b1adb
edgar garcia,ufc,758490c1aeb2f790
sarah kaufman,ufc,06b672385c837e67
danny castillo,ufc,346c91de7dae1269
hayder hassan,ufc,4ea7426b40aaaa88
marcio alexandre junior,ufc,507b90cfda9a8a05
marcin wrzosek,ufc,4193a770ff6837ab
konstantin erokhin,ufc,bc9da3f87c936cdf
mike pierce,ufc,e2219e3ad0581725
abner lloveras,ufc,b6591f80485f9b55
john howard,ufc,4a1d8e92a1aa5a11
andreas stahl,ufc,e56c2a8a579e0fc8
emily kagan,ufc,090b8dd3814736fc
benson henderson,ufc,6e427a594e7f5699
yoshihiro akiyama,ufc,54deb2ed2968d1e8
dongi yang,ufc,99dfee0e4200ef07
yui chul nam,ufc,d22df5586b3d6196
leo kuntz,ufc,91ec11930968273c
scott jorgensen,ufc,a7422010f7b46ab6
vernon ramos ho,ufc,fbe7c6a194eda96b
valmir lazaro,ufc,6576824d568741a6
akbarh arreola,ufc,f2bb216fca0b0c85
anthony perosh,ufc,549dd84099b6efee
richie vaculik,ufc,1fa127063eb0edd1
danny martinez,ufc,49700fe0278b7ac7
steve montgomery,ufc,fc88f9cd51e7a9bf
steve kennedy,ufc,3e0a9c736172f980
piotr hallmann,ufc,c1f70d6be6081b05
fabio maldonado,ufc,bfb0a3b89668fad5
edimilson souza,ufc,d1b744c937baa008
gasan umalatov,ufc,ab01e7358d897a97
bruno korea,ufc,4fdd6f3e3dd9902c
paddy holohan,ufc,bcdf208335575a2d
jon delos reyes,ufc,6fae8a5608436ede
mickael lebout,ufc,88296f8142d8f2f0
aisling daly,ufc,ea52ed55ad4528e1
ericka almeida,ufc,3d8a992dfe938b93
cathal pendred,ufc,d37cbb12a3b51da9
bubba bush,ufc,f909b611b6729f56
shawn jordan,ufc,278e333fdf5ba540
ruslan magomedov,ufc,6c0e55873d17059c
francisco trevino,ufc,0f12ef646093e656
chris cariaso,ufc,e9f6f636bd8ba0cc
chico camus,ufc,d66292b80fcb14c4
george roop,ufc,a98de66a5df1ec43
katsunori kikuno,ufc,5623b28162e5723f
naoyuki kotani,ufc,fc9e4186e4565818
roger zapata,ufc,a01b279f5b648361
clay collard,ufc,304b40b4ebba07c1
ron stallings,ufc,13061034564bbd1d
nazareno malegarie,ufc,20b94b224c81c291
sam stout,ufc,cba823d24fd18689
yves jabouin,ufc,4459e91722ebbb4a
elias silverio,ufc,c757493aee52b674
tom watson,ufc,4186b1288aba95aa
sirwan kakai,ufc,19075d43d5cafc51
roman salazar,ufc,ae058dde70a41877
anthony christodoulou,ufc,994a82d1efc9c77c
antonio rodrigo nogueira,ufc,8ceaa6b70bff3652
soa palelei,ufc,a6a1b31d9da931bd
hugo viana,ufc,38c025c5dc73b8d3
ramsey nijem,ufc,df88607ac530ac2f
jessamyn duke,ufc,5089822235a3ef9c
ivan jorge,ufc,c79fdd258cdbe522
pawel pawlak,ufc,23284157baf7c7ae
leonardo mafra,ufc,a6bcbd0364bf364e
vaughan lee,ufc,737288d4a874ac9b
hans stringer,ufc,968cb6a647298248
paul redmond,ufc,d463672b24ffb411
marcus brimage,ufc,ea89457a9132e6c7
josh thomson,ufc,f6e8be24ed466b82
igor araujo,ufc,1bb0833e9548fa86
ildemar alcantara,ufc,22a410ca147f3679
andrew craig,ufc,15e2c0bd41ea6ea3
dan miller,ufc,d6960e237cdafcc0
darrell montague,ufc,367acee655615e57
mike swick,ufc,d556c422d0b6d3b2
yosdenis cedeno,ufc,e1800db08f273c0d
eddie gordon,ufc,bf346fe15851cff7
joe merritt,ufc,d14b39a7f011c1c9
lewis gonzalez,ufc,bf23549b3bc30a48
alan omer,ufc,81a04fdf9efd8123
niklas backstrom,ufc,f72689d44e9c0c12
antonio dos santos,ufc,c8b719f91d6c633a
brian ebersole,ufc,90a9a63f40d34747
justin edwards,ufc,57ca4a31a40df594
ricardo abreu,ufc,d64f7526f74a80c7
leonardo morales,ufc,3a12010b300e4fa9
ryan jimmo,ufc,6858337830a30e33
wendell oliveira marques,ufc,9d36d2194c0ef4a4
luiz dutra,ufc,8fa403a5346f1b13
josh sampo,ufc,f0ad29b64322cb95
constantinos philippou,ufc,6876816fa2e5ba55
mark munoz,ufc,0dfabb64e139f121
luke barnatt,ufc,d1e3254a83dd1103
zhang lipeng,ufc,117b8a5c5ef3fb6a
royston wee,ufc,0bf1b7c1eae14c75
roldan sangchaan,ufc,eecf602a8cfc699e
nolan ticman,ufc,8cd040dfd399d7ea
hatsu hioki,ufc,cb03fa3d2085a037
lisa ellis,ufc,eb0a363b83ad35ad
dylan andrews,ufc,1a7027a0c72834f2
vik grujic,ufc,7e835647628c96d3
alptekin ozkilic,ufc,f63571bbe054f49c
quinton jackson,ufc,358d271636db2206
david michaud,ufc,10a92694258504ff
chris clements,ufc,ad42e145788c6bd2
jessica rakoczy,ufc,9a5cdf9d3384e592
jimy hettes,ufc,fad9316a503a6b68
mirko filipovic,ufc,b0207de5a5f37ca1
seth baczynski,ufc,2b8a59709b8322d9
izabela badurek,ufc,232cb143e1247e10
marcin bandel,ufc,d3b5582f77dacd49
rocky lee,ufc,9ec6ba3fc5326fec
robert peralta,ufc,77ac3c914816f075
justin jones,ufc,50efd7a01655b3ca
josh koscheck,ufc,92e9b32c1b94a3b8
shayna baszler,ufc,6f2bceee45ef05b5
cain carrizosa,ufc,479628608e5f178b
jorge de oliveira,ufc,306c696a204bcb68
bentley syler,ufc,503ef06d2e9c9491
roger narvaez,ufc,cd0b01f9ab5dd24a
josh copeland,ufc,65c6afd019ad662b
jake lindsey,ufc,a91a3938ce911d73
larissa pacheco,ufc,9af77fb20a5b057d
norifumi yamamoto,ufc,643df3f789c403ba
ruan potts,ufc,a0d0dd527ccf4197
alex torres,ufc,07de33ee3769cdcc
william macario,ufc,9a3bbdd01caf5c40
josh shockley,ufc,def70744048fbd93
patrick walsh,ufc,d91456a656948a5c
rodrigo de lima,ufc,1cca25df9c4191e6
ian mccall,ufc,82baf61f23c26602
richardson moreira,ufc,b1ed19b3a988b284
andy enz,ufc,52219ec3fed060d5
phil davis,ufc,7c9aad8600d3f7c5
akira corassani,ufc,9a075d5492858afb
andy ogle,ufc,bce38b07af99c14f
stanislav nedkov,ufc,946b41789ca49ea1
shane howell,ufc,06a9a53545b3f685
matt van buren,ufc,84f502f298af342a
tateki matsuda,ufc,6b8a328c90770b69
louis gaudinot,ufc,75118feeba7ebddb
rodrigo damm,ufc,8a3b95df0f6df14a
mats nilsson,ufc,ce09c41e8582cac3
alexis dufresne,ufc,4e55300a56c41018
mike rhodes,ufc,4ebddeccafdf677c
tom niinimaki,ufc,4f7c66ac5eb9ed06
jamie varner,ufc,58849d870bc06a83
joe ellenberger,ufc,0861b92fdf607aef
garett whiteley,ufc,853c36ca08e9f2a9
dustin kimura,ufc,a7aaab065032d87e
brendan schaub,ufc,f9ac4aac23f070ad
matt hobar,ufc,811f6e68c70faac4
isaac vallieflagg,ufc,90bf6ff65bd94ad3
yves edwards,ufc,2aedcd7466e7e08e
juan manuel puig,ufc,64e120492fb83a6a
chris heatherly,ufc,cf977fa91007a150
humberto brown morrison,ufc,e874f11babf130f1
rodolfo rubio perez,ufc,5cc6127687289043
charlie brenneman,ufc,445c5e5f676a4ee8
tim gorman,ufc,6ee35fe3246a7280
wagner silva,ufc,7da2f5a1af29de66
vagner rocha,ufc,b955dca766671aa8
guto inocente,ufc,eaaf18f9ed65badc
luke zachrich,ufc,5bb93d7b8bb2eb0a
jumabieke tuerxun,ufc,242489bb2f067120
fabricio camoes,ufc,56b4f6719f3aaff9
bruno santos,ufc,718bef7d0bc34f00
anthony njokuani,ufc,6a7f3bf2315ba8c4
tor troeng,ufc,875b82895fffbefd
ernest chavez,ufc,8d3af3806d24a1d8
amir sadollah,ufc,45c39652b708cec2
takenori sato,ufc,1764c38a39e65d2f
kazuki tokudome,ufc,b0d499dd5713bbd5
dashon johnson,ufc,d4b80d75f956cf62
paulo thiago,ufc,759b9ffb9138c83c
johnny bedford,ufc,09dee4f147f0c96e
francis carmont,ufc,a46d581bd0e5bd78
cung le,ufc,84ca2a490fe077ce
jianping yang,ufc,e5bd95666a72b9ba
sai wang,ufc,91e20ea31822d4b5
danny mitchell,ufc,547e9f6345cea810
roland delorme,ufc,8a5f5073f434f525
anying wang,ufc,d707bae8652c1c5c
jack may,ufc,bb8bff45d8ed7bab
kyle kingsbury,ufc,3f2720e40ca61474
hernani perpetuo,ufc,e66a4cf84871dd4b
steven siler,ufc,ede982bccfd2b0bb
phil harris,ufc,04af5e4dc982b57d
mike king,ufc,69165dfa1837a961
cody donovan,ufc,59741062e95fad31
pat healy,ufc,0f7a7a40fb56e55d
tina lahdemaki,ufc,da23b62a6c86562d
daniel spohn,ufc,62b00f69b033ed18
robert drysdale,ufc,f2430ec0d6000eba
guilherme vasconcelos,ufc,3392e27e6e403745
colton smith,ufc,a175de96620d504a
chris indich,ufc,f3c2aa98b25b0774
mike easton,ufc,7e7e419f4d1ac741
jason high,ufc,58399c5a01e08323
bobby voelker,ufc,07f90bcdee1cbe4e
lance benoist,ufc,81c096351f4e4fae
chris holdsworth,ufc,b1352d61334b6791
ben wall,ufc,1a0a441c4e80c154
anthony lapsley,ufc,6514b98bc3bc0e04
estevan payan,ufc,abeb877f1c2b6c2c
mark bocek,ufc,cb3a82ac76933d4e
ronny markes,ufc,7ed8a54c7b3c1fb3
thiago perpetuo,ufc,fcedc0deecf8b7fc
jake shields,ufc,1a1192efe1cea414
renee forte,ufc,17fbe040713af93c
will campuzano,ufc,20004a10a233cbc9
robert mcdaniel,ufc,76fbe9e91560668f
melvin guillard,ufc,f3df080ee81ca9d1
cyrille diabate,ufc,2c410fc901282a27
john hathaway,ufc,baa2c5d160c99fbb
ivan menjivar,ufc,bf4fa07a421ccb89
nam phan,ufc,7f4fdb5646f48623
albert cheng,ufc,575da2fb7832f167
tj waldburger,ufc,8b86c65d84ab0d1b
rafaello oliveira,ufc,99a7b90619b31458
cristiano marcello,ufc,77dace88a5af89ba
nick catone,ufc,b6ca4ff213b79dba
ramiro hernandez,ufc,cdb3f9d45356124e
mike rio,ufc,002d290c18ddbfff
brian houston,ufc,446a7a714a1b3742
shunichi shimizu,ufc,1415e404902027fd
will chope,ufc,c3986f75b5d348c1
quinn mulhern,ufc,cd43d1b5e3738a87
dave galera,ufc,9d1cb64795e45945
chris leben,ufc,6b4ee2b316597cc1
mac danzig,ufc,479113cde5506364
cody mckenzie,ufc,73211706dd128c8d
roger bowling,ufc,4d0d40e8020ed197
darren uyenoyama,ufc,23897484af7d99e5
pat barry,ufc,238251dae9d57051
julie kedzie,ufc,0562e7dccffbb28a
nick ring,ufc,5ab44bdfb61803a9
peggy morgan,ufc,6a0f5c13b1ad0b07
chael sonnen,ufc,28a6df2f9cc8da91
edwin figueroa,ufc,4cad65ed919a7a69
jose maria,ufc,470ff67892f89b68
alessio sakara,ufc,c6c959f8c7b2a9a4
rosi sexton,ufc,1b6f3ea9b9dd6b38
michael kuiper,ufc,3409e24ae34fc80b
george sotiropoulos,ufc,cbb5216cc327c613
adlan amagov,ufc,1c58924bc59b40df
jeremy larsen,ufc,bae005132988f62d
dustin pague,ufc,41739d86e0ca31ae
thiago silva,ufc,767237de53926f05
matt hamill,ufc,9f5d99319a73273c
joey beltran,ufc,7dfc8122d6a141eb
rousimar palhares,ufc,fbda58ff7e7ba55a
david mitchell,ufc,2a8f936210c42276
iliarde santos,ufc,46f2223adc5768e1
mike ricci,ufc,7cc5aa6f1e1cd087
nandor guelmino,ufc,6bd1f7a3ebf0ba9d
marcos vinicius,ufc,f15e584feec105f1
joao zeferino,ufc,a8ac839448363f28
keith wisniewski,ufc,915e3a5c0f5a9151
yuri villefort,ufc,bb7660440adb1652
brandon vera,ufc,a013b529800e3141
pascal krauss,ufc,4e961b8c512789b3
ryan couture,ufc,35971dcbeebaae2e
jared hamman,ufc,9b061439562d11ea
martin kampmann,ufc,6d417e55937e880d
brian melancon,ufc,a5ab7bfdc87eb8c5
papy abedi,ufc,11663038ee928af5
james head,ufc,589de151b2ce6f0f
ben alloway,ufc,5a216f6d8220d268
mike brown,ufc,34c8d7cf5c829d4b
vinny magalhaes,ufc,c15935fcbd125fe0
sheila gaff,ufc,de2aa1aa93552fa3
josh clopton,ufc,c82dac47278fcff0
ednaldo oliveira,ufc,55612b2a21532c50
bristol marunde,ufc,48d32c0942f1bcc6
aaron riley,ufc,5a1f958791b069ab
john albert,ufc,036247c5070d7e4b
roger gracie,ufc,8a03aa1a899bd6ac
dave herman,ufc,3319bd0335e47f8c
sean pierson,ufc,0c0ee300eaf7f08e
john maguire,ufc,74a986709bb28d8b
eddie mendez,ufc,d69547d88688bdad
karlos vemola,ufc,04b313193fa6abaa
tj grant,ufc,ca618f885c2bec6c
nahshon burrell,ufc,074190be49d6c8a2
brian bowles,ufc,49ef35df05a142b0
john cholish,ufc,74e218f6657fe9a0
roger hollett,ufc,0f523be83c4dedd7
azamat gashimov,ufc,94a939862c496c87
alan belcher,ufc,aef056398bda4e75
cheick kongo,ufc,53976afd57399537
leonard garcia,ufc,6bd595f6a5d244ac
clifford starks,ufc,ef3aab10544ec357
gilbert smith,ufc,05843164172d24e0
collin hart,ufc,0a2d0a59160ea2c8
jimmy quinlan,ufc,f53186f3dfc4e054
bart palaszewski,ufc,a100c1dce2a48592
justin lawrence,ufc,cb4edfc535c68698
philip de fries,ufc,1085b99a6ff86a03
pablo garza,ufc,4166439d50b2e5f8
adam cella,ufc,61566fb4a13d4f54
chris spang,ufc,ddc06d620dd23c38
besam yousef,ufc,14072d6aacd3212d
colin fletcher,ufc,3af71dfd35a8851d
antonio carvalho,ufc,34ae865392f6cff8
issei tamura,ufc,d31ea3a020c96cb7
reuben duran,ufc,3973238a799c403d
wanderlei silva,ufc,9a5c0ed7297948f0
brian stann,ufc,a51f98cc3f3bf3a2
riki fukuda,ufc,4124eaf50ca32b70
josh neer,ufc,81ac0e78610fc113
lavar johnson,ufc,0ae72e4184efa03b
anton kuivanen,ufc,38d057ff364bbdb9
matt grice,ufc,b6ee83392e20f3b7
caros fodor,ufc,5a77799d8c9e33e1
brock jardine,ufc,265bd3b9b36b3d7a
jon manley,ufc,e99550b06c7f4c2a
jorge santiago,ufc,a625d4b249b4fe5c
