canonical_id,fullName,nickname,weightClass,gender,W,L,D,fightCount,height,stance,sherdogId,aliases
7b2ab75a34942757,Arnold Allen,,Featherweight,Male,12,3,0,15,"5' 8""",Southpaw,,Arnold Allen
c47a2d5c6f119c26,Melquizael Costa,,Featherweight,Male,7,3,0,10,"5' 10""",Southpaw,,Melquizael Costa
a7a6034e8fa43cf3,Dooho Choi,,Featherweight,Male,6,3,1,10,"5' 10""",Orthodox,,Dooho Choi | Doo Ho Choi
536f76dbf452163c,Daniel Santos,,Featherweight,Male,4,2,0,6,"5' 7""",Orthodox,,Daniel Santos
d4d40a862922e25b,Malcolm Wellmaker,,Bantamweight,Male,2,2,0,4,"5' 10""",Switch,,Malcolm Wellmaker
bd1074ae3ea8a76e,Juan Diaz,,Bantamweight,Male,1,0,0,1,--,,,Juan Diaz
d8a13b497377e7a9,Modestas Bukauskas,,Light Heavyweight,Male,8,5,0,13,"6' 3""",Switch,,Modestas Bukauskas
1943e071abc00467,Christian Edwards,,,Male,0,1,0,1,--,,,Christian Edwards
501823539d83d4eb,Timmy Cuamba,,Bantamweight,Male,2,3,0,5,"5' 9""",Orthodox,,Timmy Cuamba
debbb42b88fca431,Benardo Sopaj,,Bantamweight,Male,2,1,0,3,"5' 6""",Orthodox,,Benardo Sopaj
28e935a43da03e9a,Nikolay Veretennikov,,Welterweight,Male,2,4,0,6,"6' 1""",Orthodox,,Nikolay Veretennikov
b9f1b98324b5733d,Khaos Williams,,Welterweight,Male,7,4,0,11,"6' 0""",Orthodox,,Khaos Williams | Kalinn Williams
d33c0cd5e5776f5c,Tuco Tokkos,,Light Heavyweight,Male,1,3,0,4,"6' 4""",Orthodox,,Tuco Tokkos
06888274ce3a59bc,Ivan Erslan,,Light Heavyweight,Male,1,3,0,4,"6' 2""",Orthodox,,Ivan Erslan
2c3c8b4851cc2a8e,Tommy Gantt,,Lightweight,Male,1,0,0,1,"5' 11""",Orthodox,,Tommy Gantt
42e2a193b15ca106,Artur Minev,,Lightweight,Male,0,1,0,1,--,,,Artur Minev
34c605d6f3e6a96b,Ketlen Vieira,,Women's Bantamweight,Female,10,5,0,15,"5' 8""",Orthodox,,Ketlen Vieira
6b78ac6d81912745,Jacqueline Cavalcanti,,Women's Bantamweight,Female,5,1,0,6,"5' 8""",Orthodox,,Jacqueline Cavalcanti
27647a7f19ee4c1d,Cody Brundage,,Middleweight,Male,6,8,1,16,"6' 0""",Orthodox,,Cody Brundage | Cody Brundage.
805498e3922258c7,Andre Petroski,,Middleweight,Male,8,5,0,13,"6' 0""",Switch,,Andre Petroski | Andre Petroski.
cb24bdec6e66509c,Alice Ardelean,,Women's Strawweight,Female,3,2,0,5,"5' 3""",Orthodox,,Alice Ardelean
518e7e5fba746444,Polyana Viana,,Women's Strawweight,Female,4,8,0,12,"5' 5""",Orthodox,,Polyana Viana
b83fed09d7555100,Daniel Barez,,Flyweight,Male,1,3,0,4,"5' 6""",Orthodox,,Daniel Barez
7b5a6833c40aa5f4,Luis Gurule,,Flyweight,Male,1,3,0,5,"5' 5""",Orthodox,,Luis Gurule
fcfcb80e9fcfff5a,Shauna Bannon,,Women's Strawweight,Female,2,3,0,5,"5' 5""",Switch,,Shauna Bannon
c93e341dc99799ec,Nicolle Caliari,,Women's Flyweight,Female,1,2,0,3,"5' 3""",Orthodox,,Nicolle Caliari
54c960e53549d612,Khamzat Chimaev,,Middleweight,Male,9,1,0,10,"6' 2""",Orthodox,,Khamzat Chimaev
4a637c0f4e711aa4,Sean Strickland,,Middleweight,Male,18,7,0,25,"6' 1""",Orthodox,,Sean Strickland
eff3824cc383d8db,Joshua Van,,Flyweight,Male,10,1,0,11,"5' 5""",Orthodox,,Joshua Van | Joshua van
8b558a8b79942698,Tatsuro Taira,,Flyweight,Male,8,2,0,10,"5' 7""",Orthodox,,Tatsuro Taira
65960493f529fc58,Alexander Volkov,,Heavyweight,Male,14,5,0,19,"6' 7""",Orthodox,,Alexander Volkov
34808451782bc5ee,Waldo Cortes Acosta,,Heavyweight,Male,10,3,0,13,,,,Waldo Cortes Acosta | Waldo Cortes-Acosta
25398aa8ac7d221b,Sean Brady,,Welterweight,Male,9,2,0,11,"5' 10""",Orthodox,,Sean Brady
9af1cc34b9b919f0,Joaquin Buckley,,Welterweight,Male,11,6,0,17,"5' 10""",Southpaw,,Joaquin Buckley
70838bdc207b5308,King Green,,Lightweight,Male,16,12,1,30,"5' 10""",Orthodox,,King Green | Bobby Green
3c95a9ebd88e0a60,Jeremy Stephens,,Lightweight,Male,15,20,0,36,"5' 9""",Orthodox,,Jeremy Stephens
ea2b6837d31cc55d,Ateba Gautier,,Middleweight,Male,5,0,0,5,"6' 4""",Switch,,Ateba Gautier
fafa67326d7c9922,Ozzy Diaz,,Middleweight,Male,1,2,0,3,"6' 4""",Orthodox,,Ozzy Diaz
6633d8ac3511d67f,Joel Alvarez,,Welterweight,Male,8,3,0,11,"6' 3""",Orthodox,,Joel Alvarez
8ab1b5cdf84d546b,Yaroslav Amosov,,Welterweight,Male,2,0,0,2,--,,,Yaroslav Amosov
4baf4a920856545f,Grant Dawson,,Lightweight,Male,12,2,1,15,"5' 10""",Switch,,Grant Dawson | Grant Dawson.
8d7218ec34c995e4,Mateusz Rebecki,,Lightweight,Male,4,4,0,8,"5' 7""",Southpaw,,Mateusz Rebecki
797fa5336cd3ef3f,Jim Miller,,Lightweight,Male,28,18,0,47,"5' 8""",Southpaw,,Jim Miller
b965911ecbb7ea65,Jared Gordon,,Lightweight,Male,9,8,0,18,"5' 9""",Orthodox,,Jared Gordon
87802dddb1e85813,Roman Kopylov,,Middleweight,Male,7,5,0,12,"6' 0""",Southpaw,,Roman Kopylov
430417004f18f7de,Marco Tulio,,Middleweight,Male,2,2,0,4,"6' 0""",Orthodox,,Marco Tulio
40b55b6c6b38eb80,Pat Sabatini,,Featherweight,Male,9,2,0,11,"5' 8""",Orthodox,,Pat Sabatini
645d371635f46171,William Gomis,,Featherweight,Male,5,2,0,7,"6' 0""",Southpaw,,William Gomis
b6000d01b31a6fe6,Baisangur Susurkaev,,Middleweight,Male,3,0,0,3,"6' 2""",Orthodox,,Baisangur Susurkaev
b78c2c0cb4980e9d,Djorden Santos,,Middleweight,Male,1,2,0,3,"6' 0""",Orthodox,,Djorden Santos
32419c2e11456ca4,Clayton Carpenter,,Flyweight,Male,2,3,0,5,"5' 6""",Orthodox,,Clayton Carpenter
db49290d0f386435,Jose Ochoa,,Flyweight,Male,2,2,0,4,"5' 7""",Southpaw,,Jose Ochoa
a265afb7b9f0a9cc,Jack Della Maddalena,,Welterweight,Male,8,2,0,10,"5' 11""",Switch,,Jack Della Maddalena
c72157b5062f45ef,Carlos Prates,,Welterweight,Male,7,1,0,8,"6' 1""",Switch,,Carlos Prates
07c24c4cb2af85ed,Beneil Dariush,,Lightweight,Male,17,8,1,26,"5' 10""",Southpaw,,Beneil Dariush
a66c074dfa6b8835,Quillan Salkilld,,Lightweight,Male,5,0,0,5,"6' 0""",Orthodox,,Quillan Salkilld
eb6e138c10bb379c,Tim Elliott,,Flyweight,Male,10,12,0,22,"5' 7""",Southpaw,,Tim Elliott
d85578e821c6185f,Steve Erceg,,Flyweight,Male,5,3,0,8,"5' 8""",Orthodox,,Steve Erceg
5a1004a74203b5f2,Marwan Rahiki,,Featherweight,Male,2,0,0,2,--,,,Marwan Rahiki
c3fda37faec200fb,Ollie Schmid,,Featherweight,Male,0,1,0,1,--,,,Ollie Schmid
dcf805bf4b210fb9,Shamil Gaziev,,Heavyweight,Male,3,3,0,6,"6' 4""",Orthodox,,Shamil Gaziev
d8d2c1549a3c3300,Brando Pericic,,Heavyweight,Male,3,0,0,3,"6' 5""",Orthodox,,Brando Pericic
629bc2bb71d9f224,Tai Tuivasa,,Heavyweight,Male,8,10,0,18,"6' 2""",Southpaw,,Tai Tuivasa
fd041fcc21cc505d,Louie Sutherland,,Heavyweight,Male,1,2,0,3,"6' 3""",Orthodox,,Louie Sutherland
458a79c22325eee8,Cam Rowston,,Middleweight,Male,3,0,0,3,"6' 3""",Orthodox,,Cam Rowston
ffc82991174b4d0d,Robert Bryczek,,Middleweight,Male,1,2,0,3,"6' 0""",Orthodox,,Robert Bryczek
3d3b451081ce16e9,Junior Tafa,,Light Heavyweight,Male,3,5,0,9,"6' 3""",Orthodox,,Junior Tafa
efeef5927cfc6ed9,Kevin Christian,,Light Heavyweight,Male,0,2,0,2,"6' 7""",Orthodox,,Kevin Christian
2a935daad3c30a59,Jacob Malkoun,,Middleweight,Male,6,3,0,9,"5' 9""",Orthodox,,Jacob Malkoun
cbb08748dd6bbe66,Gerald Meerschaert,,Middleweight,Male,12,14,0,26,"6' 1""",Southpaw,,Gerald Meerschaert
a27631e299d32a0d,Colby Thicknesse,,Bantamweight,Male,2,1,0,3,"5' 7""",Orthodox,,Colby Thicknesse
19054dc278194e7b,Vince Morales,,Bantamweight,Male,3,9,0,12,"5' 7""",Orthodox,,Vince Morales | Vincent Morales
a8065701ae14b346,Ben Johnston,,Middleweight,Male,0,1,0,1,,,,Ben Johnston
019629d59f9a2c45,Wes Schultz,,Middleweight,Male,1,1,0,2,"6' 2""",Orthodox,,Wes Schultz
2e1c90b87a8c1a79,Jonathan Micallef,,Welterweight,Male,3,0,0,3,"6' 0""",Southpaw,,Jonathan Micallef
fac4af1fb11deb16,Themba Gorimbo,,Welterweight,Male,4,4,0,8,"6' 1""",Orthodox,,Themba Gorimbo
4391524b4ad67007,Dom Mar Fan,,Lightweight,Male,1,1,0,2,"5' 11""",Orthodox,,Dom Mar Fan
d0867cbe48a86c11,Kody Steele,,Lightweight,Male,1,1,0,2,"5' 9""",Orthodox,,Kody Steele
9cbf77b62e6769c8,Aljamain Sterling,,Featherweight,Male,18,5,0,23,"5' 7""",Orthodox,,Aljamain Sterling
645456ef09c3ad72,Youssef Zalal,,Featherweight,Male,8,4,1,13,"5' 10""",Switch,,Youssef Zalal
79c76b8be6876e54,Norma Dumont,,Women's Bantamweight,Female,9,3,0,12,"5' 7""",Orthodox,,Norma Dumont
651799fdf8054334,Joselyne Edwards,,Women's Bantamweight,Female,9,4,0,13,"5' 8""",Orthodox,,Joselyne Edwards | Joselyne Edwards.
0c24350dc36661c6,Rafa Garcia,,Lightweight,Male,7,4,0,11,"5' 7""",Orthodox,,Rafa Garcia
708c9a266a7807ba,Alexander Hernandez,,Lightweight,Male,10,8,0,18,"5' 9""",Orthodox,,Alexander Hernandez
f27c5b17ac15dad0,Davey Grant,,Bantamweight,Male,9,7,0,16,"5' 8""",Orthodox,,Davey Grant
d7ca352f5592a010,Adrian Luna Martinetti,,Bantamweight,Male,0,1,0,1,,,,Adrian Luna Martinetti
960a493831029685,Montel Jackson,,Bantamweight,Male,9,4,0,13,"5' 10""",Southpaw,,Montel Jackson
b629ea51b007a50f,Raoni Barcelos,,Bantamweight,Male,11,4,0,15,"5' 7""",Orthodox,,Raoni Barcelos
55d5cc818221cbf5,Marcus Buchecha,,Heavyweight,Male,0,2,1,3,"6' 2""",Orthodox,,Marcus Buchecha
a987d4a821166828,Ryan Spann,,Heavyweight,Male,10,6,0,16,"6' 5""",Orthodox,,Ryan Spann
09d3fd4e11dd462b,Rodolfo Vieira,,Middleweight,Male,6,5,0,11,"6' 0""",Orthodox,,Rodolfo Vieira
cfceff9b0a52347d,Eric McConico,,Middleweight,Male,2,2,0,4,"6' 0""",Southpaw,,Eric McConico
c88287c8ff62d1e7,Jackson McVey,,Middleweight,Male,1,2,0,3,"6' 4""",Southpaw,,Jackson McVey
b9b0cb0b8a752fa3,Sedriques Dumas,,Middleweight,Male,3,5,0,9,"6' 2""",Orthodox,,Sedriques Dumas
45b16cfb5fe8e1ce,Mayra Bueno Silva,,Women's Bantamweight,Female,5,7,1,14,"5' 6""",Orthodox,,Mayra Bueno Silva
f1e147aea98607af,Michelle Montague,,Women's Bantamweight,Female,2,0,0,2,"5' 9""",Southpaw,,Michelle Montague
ef6f7cfd5d5972b3,Jafel Filho,,Flyweight,Male,3,3,0,6,"5' 7""",Orthodox,,Jafel Filho
a242f92577351a3c,Cody Durden,,Flyweight,Male,7,8,1,16,"5' 7""",Southpaw,,Cody Durden
d04397fab633dfbf,Francis Marshall,,Lightweight,Male,4,3,0,7,"5' 9""",Orthodox,,Francis Marshall
3a27b01f0d23a3c9,Lucas Brennan,,Lightweight,Male,0,1,0,1,--,Southpaw,,Lucas Brennan
c2ada31c1abf0ee0,Max Griffin,,Welterweight,Male,8,11,0,19,"5' 11""",Orthodox,,Max Griffin
2997111b0c357386,Victor Valenzuela,,Welterweight,Male,1,0,0,1,--,,,Victor Valenzuela
57931677b95d6279,Talita Alencar,,Women's Strawweight,Female,4,1,0,5,"5' 1""",Orthodox,,Talita Alencar
1be2a80e36f38a46,Julia Polastri,,Women's Strawweight,Female,2,3,0,5,"5' 2""",Orthodox,,Julia Polastri
68c94eeac2a44ac3,Gilbert Burns,,Welterweight,Male,15,10,0,25,"5' 10""",Orthodox,,Gilbert Burns
b1cff96c18589464,Mike Malott,,Welterweight,Male,7,1,0,8,"6' 1""",Orthodox,,Mike Malott | Mike Malott.
ce34ff82b87a876a,Kyler Phillips,,Bantamweight,Male,6,4,0,10,"5' 8""",Orthodox,,Kyler Phillips
d05aa9da9807a6ee,Charles Jourdain,,Bantamweight,Male,9,7,1,17,"5' 9""",Switch,,Charles Jourdain
968f595eff08ecaa,Mandel Nallo,,Lightweight,Male,0,1,0,1,"6' 0""",Orthodox,,Mandel Nallo
f00ed05472a7e699,Jai Herbert,,Lightweight,Male,4,5,1,10,"6' 1""",Orthodox,,Jai Herbert
8652f0cd3584afd1,Jasmine Jasudavicius,,Women's Flyweight,Female,9,3,0,12,"5' 7""",Orthodox,,Jasmine Jasudavicius
06b4c878c2624c4d,Karine Silva,,Women's Flyweight,Female,5,3,0,8,"5' 5""",Orthodox,,Karine Silva
cd82f793b5e03e41,Thiago Moises,,Lightweight,Male,8,8,0,16,"5' 9""",Orthodox,,Thiago Moises
858da0d25b30d9c6,Gauge Young,,Lightweight,Male,2,1,0,3,"5' 9""",Orthodox,,Gauge Young
bd565805394ade24,Dennis Buzukja,,Featherweight,Male,1,4,0,5,"5' 9""",Switch,,Dennis Buzukja
511c563e58695e67,Marcio Barbosa,,Featherweight,Male,1,0,0,1,"5' 6""",Orthodox,,Marcio Barbosa
3428d93a94413bec,Julien Leblanc,,Middleweight,Male,0,1,0,1,--,,,Julien Leblanc
1e98be9c8709b029,Robert Valentin,,Middleweight,Male,1,3,0,4,"6' 2""",Orthodox,,Robert Valentin
b1ef5cbd50ee7312,Tanner Boser,,Heavyweight,Male,5,6,0,11,"6' 2""",Orthodox,,Tanner Boser
dad588f3f326aac8,Gokhan Saricam,,Heavyweight,Male,1,0,0,1,--,,,Gokhan Saricam
d2bf67f8a51c9545,Melissa Croden,,Women's Bantamweight,Female,2,1,0,3,--,,,Melissa Croden
d2806a494d582f8d,Daria Zhelezniakova,,Women's Bantamweight,Female,2,2,0,4,"5' 9""",Orthodox,,Daria Zhelezniakova
1fdd3b0f7c74e3b8,JJ Aldrich,,Women's Flyweight,Female,11,6,0,17,"5' 5""",Southpaw,,JJ Aldrich | J.J. Aldrich | Jj Aldrich
9dffb743981ffe24,Jamey-Lyn Horth,,Women's Flyweight,Female,4,3,0,7,"5' 7""",Orthodox,,Jamey-Lyn Horth
86a2f8b96a00ac43,John Castaneda,,Featherweight,Male,4,4,1,9,"5' 6""",Switch,,John Castaneda
ce6422307efdf762,Mark Vologdin,,,Male,0,0,1,1,--,Orthodox,,Mark Vologdin
1b0adbf6ddcc1508,Jamie Siraj,,Bantamweight,Male,0,1,0,1,--,,,Jamie Siraj
aa2eba7c7b37e442,John Yannis,,Bantamweight,Male,1,1,0,3,"5' 7""",Southpaw,,John Yannis
d649fe1ea4499ea7,Jiri Prochazka,,Light Heavyweight,Male,6,3,0,9,"6' 3""",Orthodox,,Jiri Prochazka
6a36f7b99dfc0313,Carlos Ulberg,,Light Heavyweight,Male,10,1,0,11,"6' 4""",Orthodox,,Carlos Ulberg
75591a46f79bc859,Azamat Murzakanov,,Light Heavyweight,Male,6,1,0,7,"5' 10""",Southpaw,,Azamat Murzakanov
7b6300b29d5151e8,Paulo Costa,,Light Heavyweight,Male,8,4,0,12,"6' 1""",Orthodox,,Paulo Costa
de831203e050cdaf,Curtis Blaydes,,Heavyweight,Male,14,6,0,21,"6' 4""",Orthodox,,Curtis Blaydes
d39a1677910874e9,Josh Hokit,,Heavyweight,Male,3,0,0,3,"6' 1""",Orthodox,,Josh Hokit
ae7ec1ba7a87231d,Dominick Reyes,,Light Heavyweight,Male,10,5,0,15,"6' 4""",Southpaw,,Dominick Reyes
f52a77241dedd0fd,Johnny Walker,,Light Heavyweight,Male,8,7,0,16,"6' 6""",Orthodox,,Johnny Walker
fdacef13c6f1d17a,Cub Swanson,,Featherweight,Male,16,10,0,26,"5' 8""",Orthodox,,Cub Swanson
01de2cb017a2285d,Nate Landwehr,,Featherweight,Male,5,6,0,11,"5' 9""",Orthodox,,Nate Landwehr
c91e400809d7f272,Aaron Pico,,Featherweight,Male,1,1,0,2,"5' 8""",Orthodox,,Aaron Pico
b577c6fa8060ff5c,Kevin Holland,,Welterweight,Male,16,12,0,29,"6' 3""",Orthodox,,Kevin Holland
139240f3f69c1af6,Randy Brown,,Welterweight,Male,14,8,0,22,"6' 3""",Orthodox,,Randy Brown
6f8b8d1f2f3b7fcc,Mateusz Gamrot,,Lightweight,Male,9,4,0,13,"5' 10""",Southpaw,,Mateusz Gamrot
b64c3d4ac407dfce,Esteban Ribovics,,Lightweight,Male,4,3,0,7,"5' 10""",Orthodox,,Esteban Ribovics
950f97f606ad601f,Tatiana Suarez,,Women's Strawweight,Female,9,1,0,10,"5' 5""",Southpaw,,Tatiana Suarez
b0959ad762762a12,Loopy Godinez,,Women's Strawweight,Female,9,6,0,15,"5' 2""",Orthodox,,Loopy Godinez | Lupita Godinez
6a5a96149763aeef,Chris Padilla,,Lightweight,Male,4,0,1,5,"5' 9""",Orthodox,Chris-Padilla-124527,Chris Padilla
bb76e767e4bf0b9a,MarQuel Mederos,,Lightweight,Male,3,0,1,4,"5' 10""",Orthodox,MarQuel-Mederos-302655,MarQuel Mederos | Marquel Mederos
ebc4e432a92c3628,Kelvin Gastelum,,Middleweight,Male,14,11,0,26,"5' 9""",Southpaw,Kelvin-Gastelum-74700,Kelvin Gastelum
7eb5ea10a1a59139,Vicente Luque,,Welterweight,Male,17,8,0,25,"5' 11""",Orthodox,Vicente-Luque-66474,Vicente Luque
b592dbfd55f9fa7c,Charles Radtke,,Welterweight,Male,5,2,0,7,"5' 9""",Orthodox,Charles-Radtke-175669,Charles Radtke | Charlie Radtke
505fe82b2d6baf48,Francisco Prado,,Welterweight,Male,1,5,0,6,"5' 10""",Orthodox,Francisco-Prado-337565,Francisco Prado
f91a8fe9ad32751f,Renato Moicano,,Lightweight,Male,13,7,0,20,"5' 11""",Orthodox,Renato-Carneiro-61700,Renato Moicano
5d49240c45a2a624,Chris Duncan,,Lightweight,Male,6,2,0,8,"5' 10""",Orthodox,Chris-Duncan-74346,Chris Duncan
c677e653df81851a,Virna Jandiroba,,Women's Strawweight,Female,9,4,0,13,"5' 3""",Orthodox,Virna-Jandiroba-137557,Virna Jandiroba
f27df41475ce0c44,Tabatha Ricci,,Women's Strawweight,Female,7,4,0,11,"5' 1""",Orthodox,Tabatha-Ricci-152919,Tabatha Ricci
8d4cda2a290cc491,Abdul Rakhman Yakhyaev,,Light Heavyweight,Male,2,0,0,2,"6' 2""",Orthodox,AbdulRakhman-Yakhyaev-395509,Abdul Rakhman Yakhyaev
af48657df8015e6d,Brendson Ribeiro,,Light Heavyweight,Male,2,5,0,7,"6' 3""",Orthodox,Brendson-Ribeiro-210539,Brendson Ribeiro
82f88b53fc143497,Ethyn Ewing,,Bantamweight,Male,2,0,0,2,--,,Ethyn-Ewing-312049,Ethyn Ewing
070750e76792d168,Rafael Estevam,,Flyweight,Male,3,1,0,4,"5' 8""",Orthodox,Rafael-Estevam-200851,Rafael Estevam
006859adbc880edd,Tommy McMillen,,Featherweight,Male,1,0,0,1,"6' 0""",Orthodox,Tommy-McMillen-229309,Tommy McMillen
38b46d37f0433714,Manolo Zecchini,,Featherweight,Male,0,2,0,2,"5' 8""",Orthodox,Manolo-Zecchini-168091,Manolo Zecchini
2ccab022787c0132,Jose Delano,,Featherweight,Male,1,0,0,1,"5' 8""",Orthodox,,Jose Delano
8ab166e422390e19,Robert Ruchala,,Featherweight,Male,0,2,0,2,"5' 8""",Switch,Robert-Ruchala-278203,Robert Ruchala
5559b70c45c58628,Guilherme Pat,,Heavyweight,Male,1,1,0,2,--,,Guilherme-Pat-416559,Guilherme Pat
af733fdd68401f60,Thomas Petersen,,Heavyweight,Male,3,3,0,6,"6' 1""",Southpaw,Thomas-Petersen-287525,Thomas Petersen
14a2fa2dd23e71d3,Alessandro Costa,,Flyweight,Male,3,3,0,7,"5' 4""",Orthodox,Alessandro-Costa-214613,Alessandro Costa
b2b19b8c517cc5a0,Stewart Nicoll,,Flyweight,Male,0,3,0,3,"5' 5""",Orthodox,Stewart-Nicoll-289569,Stewart Nicoll
088be1c84c33ee73,Lando Vannata,,Lightweight,Male,4,8,2,14,"5' 9""",Orthodox,Lando-Vannata-82446,Lando Vannata
f9e0aa1af1d6a50a,Darrius Flowers,,Lightweight,Male,1,3,0,4,"5' 9""",Orthodox,Darrius-Flowers-191363,Darrius Flowers
17614fce44112efa,Alice Pereira,,Women's Bantamweight,Female,1,1,0,2,"5' 8""",Orthodox,,Alice Pereira
ba79f6bac3682eb1,Hailey Cowan,,Women's Bantamweight,Female,0,3,0,3,"5' 8""",Southpaw,Hailey-Cowan-271495,Hailey Cowan
938dc74b9de9c415,Azamat Bekoev,,Middleweight,Male,2,2,0,4,"6' 0""",Orthodox,Azamat-Bekoev-231875,Azamat Bekoev
7bea6275b1fcbfa4,Tresean Gore,,Middleweight,Male,3,4,0,7,"6' 0""",Switch,Tresean-Gore-289719,Tresean Gore
7e02c6105357be18,Dione Barbosa,,Women's Flyweight,Female,3,2,0,5,"5' 6""",Orthodox,Dione-Barbosa-266915,Dione Barbosa
8f8896b8e9a60609,Melissa Gatto,,Women's Flyweight,Female,3,3,0,6,"5' 5""",Orthodox,Melissa-Gatto-193547,Melissa Gatto
598430d5dbee5664,Dakota Hope,,Lightweight,Male,0,1,0,1,--,,Dakota-Hope-293145,Dakota Hope
5842f43eb1269085,Israel Adesanya,,Middleweight,Male,13,6,0,19,"6' 4""",Switch,Israel-Adesanya-56374,Israel Adesanya
154db60abecdd988,Joe Pyfer,,Middleweight,Male,7,1,0,8,"6' 2""",Orthodox,Joe-Pyfer-239253,Joe Pyfer
2f089bd2b4bc0145,Alexa Grasso,,Women's Flyweight,Female,9,5,1,15,"5' 5""",Orthodox,Alexa-Grasso-142845,Alexa Grasso
c9bce4b58587da90,Maycee Barber,,Women's Flyweight,Female,10,3,0,13,"5' 5""",Switch,Maycee-Barber-253613,Maycee Barber
a9b7c0eff1396b5b,Michael Chiesa,,Welterweight,Male,15,7,0,22,"6' 1""",Southpaw,Michael-Chiesa-46224,Michael Chiesa
e3116e06ecdcad09,Niko Price,,Welterweight,Male,8,11,0,21,"6' 0""",Orthodox,Niko-Price-96921,Niko Price
7dbe9bb9a5b973b5,Julian Erosa,,Featherweight,Male,9,9,0,18,"6' 1""",Southpaw,Julian-Erosa-71442,Julian Erosa
26f15079cf039c8c,Lerryan Douglas,,Featherweight,Male,1,0,0,1,"5' 9""",Orthodox,Lerryan-Douglas-77125,Lerryan Douglas
b9562bf0e19e971a,Mansur Abdul-Malik,,Middleweight,Male,3,1,1,5,"6' 2""",Orthodox,Mansur-AbdulMalik-393926,Mansur Abdul-Malik
02e16570ff7efb38,Yousri Belgaroui,,Middleweight,Male,2,0,0,2,"6' 5""",Orthodox,Yousri-Belgaroui-380449,Yousri Belgaroui
d75d3c014f3a0d70,Terrance McKinney,,Lightweight,Male,8,5,0,13,"5' 10""",Switch,Terrance-McKinney-232591,Terrance McKinney
14969e972edf065c,Kyle Nelson,,Lightweight,Male,5,6,1,12,"5' 11""",Switch,Kyle-Nelson-95383,Kyle Nelson
1979d2ef989e7265,Ignacio Bahamondes,,Lightweight,Male,6,4,0,10,"6' 3""",Orthodox,Ignacio-Bahamondes-221417,Ignacio Bahamondes
453d16339a1c9b31,Tofiq Musayev,,Lightweight,Male,1,1,0,2,"5' 9""",Orthodox,Tofiq-Musayev-145311,Tofiq Musayev
61aca8157bf71afd,Chase Hooper,,Lightweight,Male,8,5,0,13,"6' 1""",Southpaw,Chase-Hooper-249301,Chase Hooper
60dd552a80e10dab,Lance Gibson Jr.,,Lightweight,Male,1,1,0,2,--,,Lance-Gibson-Jr-217915,Lance Gibson Jr.
3a7dd104278b1800,Marcin Tybura,,Heavyweight,Male,14,10,0,24,"6' 3""",Orthodox,Marcin-Tybura-86928,Marcin Tybura
41e41e4d372a0ff3,Tyrell Fortune,,Heavyweight,Male,1,0,0,1,,,Tyrell-Fortune-204623,Tyrell Fortune
357346d53e3f2652,Casey O'Neill,,Women's Flyweight,Female,6,2,0,8,"5' 6""",Orthodox,Casey-ONeill-175007,Casey O'Neill
99ea8e8d3db8f1a9,Gabriella Fernandes,,Women's Flyweight,Female,3,3,0,6,"5' 6""",Southpaw,Gabriella-Fernandes-232327,Gabriella Fernandes
0b43bf0acbd22ca3,Navajo Stirling,,Light Heavyweight,Male,4,0,0,4,"6' 4""",Orthodox,Navajo-Stirling-413272,Navajo Stirling
d13c8ceda8609795,Bruno Lopes,,Light Heavyweight,Male,1,2,0,3,"6' 2""",Orthodox,Bruno-Lopes-144007,Bruno Lopes
a0811e03ef7082c8,Ricky Simon,,Bantamweight,Male,10,6,1,17,"5' 6""",Orthodox,Ricky-Simon-111209,Ricky Simon
f11750d4f48eb942,Adrian Yanez,,Bantamweight,Male,6,3,1,10,"5' 7""",Orthodox,Adrian-Yanez-86354,Adrian Yanez
3808fc6e211485cf,Alexia Thainara,,Women's Strawweight,Female,3,0,0,3,"5' 4""",Orthodox,Alexia-Thainara-287251,Alexia Thainara
90ae69e9a9137984,Bruna Brasil,,Women's Strawweight,Female,3,5,0,8,"5' 6""",Orthodox,Bruna-Brasil-182855,Bruna Brasil
eb764bb66e7f3030,Movsar Evloev,,Featherweight,Male,10,0,0,10,"5' 7""",Orthodox,Movsar-Evloev-183539,Movsar Evloev
7468010a5070b907,Lerone Murphy,,Featherweight,Male,9,1,1,11,"5' 9""",Orthodox,Lerone-Murphy-209721,Lerone Murphy
2c5a8031b203a4e5,Luke Riley,,Featherweight,Male,2,0,0,2,--,,Luke-Riley-354035,Luke Riley
bbad8cc98783fae1,Michael Aswell Jr.,,Featherweight,Male,1,2,0,3,,,,Michael Aswell Jr.
de9b370a0b1c44a9,Michael Page,,Welterweight,Male,4,1,0,5,"6' 3""",Switch,Michael-Page-91937,Michael Page
949e6bb465af017b,Sam Patterson,,Welterweight,Male,4,2,0,6,"6' 3""",Orthodox,Sam-Patterson-141735,Sam Patterson
f7012ef25547fc99,Iwo Baraniewski,,Light Heavyweight,Male,2,0,0,3,"6' 0""",Orthodox,Iwo-Baraniewski-381634,Iwo Baraniewski
f7d9010e13806799,Austen Lane,,Heavyweight,Male,1,5,0,7,"6' 6""",Orthodox,Austen-Lane-249439,Austen Lane
900105052b1946b1,Roman Dolidze,,Middleweight,Male,9,5,0,14,"6' 2""",Orthodox,Roman-Dolidze-240323,Roman Dolidze
ba40e07b06503a8c,Christian Leroy Duncan,,Middleweight,Male,7,2,0,9,"6' 2""",Switch,Christian-Leroy-Duncan-209939,Christian Leroy Duncan | Christian Duncan
